support_f1,coef_error,practical_score,threshold,status,setting,system,system_label,method,method_label,q,pod_rank,sparse_factor,noise,seed
0.6666666666666666,0.19268017460505515,0.558965161710202,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,6,8,0.03,0
0.6666666666666666,0.19057318302618642,0.5599543784214427,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,6,8,0.03,1
0.6666666666666666,0.19371177555408867,0.5584821062498256,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,6,8,0.03,2
0.6666666666666666,0.19270599040783312,0.5589530630584886,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,6,8,0.03,3
0.6666666666666666,0.18870841721992934,0.5608327971848819,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,6,8,0.03,4
0.6666666666666666,0.21877348119218631,0.5469980082062035,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,8,8,0.03,0
0.6666666666666666,0.21510628625601294,0.5486488500695695,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,8,8,0.03,1
0.6666666666666666,0.21222383113912063,0.549953440562378,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,8,8,0.03,2
0.6666666666666666,0.21709205993645925,0.547753689808371,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,8,8,0.03,3
0.6666666666666666,0.22491633490887944,0.5442548586114327,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,8,8,0.03,4
0.6666666666666666,0.23693770342309986,0.5389654344125286,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,10,8,0.03,0
0.6666666666666666,0.24307763637359664,0.5363033226239342,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,10,8,0.03,1
0.6666666666666666,0.24125185574790117,0.5370921812358337,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,10,8,0.03,2
0.6666666666666666,0.23427624335962052,0.5401276012994002,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,10,8,0.03,3
0.6666666666666666,0.23547386854870106,0.539604020479845,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,10,8,0.03,4
0.6666666666666666,0.2356309070667381,0.5395354412502236,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,12,8,0.03,0
0.6666666666666666,0.23843032109106585,0.5383158465300887,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,12,8,0.03,1
0.6666666666666666,0.25847216949233526,0.5297428761858106,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,12,8,0.03,2
0.6666666666666666,0.25215643810866406,0.532414837616969,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,12,8,0.03,3
0.6666666666666666,0.24977284770177596,0.5334302692626175,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,1,12,8,0.03,4
0.6666666666666666,0.5733781602051605,0.4237167411677665,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,1,8,0.03,0
0.6666666666666666,0.5732579389205553,0.42374911969240103,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,1,8,0.03,1
0.6666666666666666,0.5732706032523079,0.4237457086457441,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,1,8,0.03,2
0.6666666666666666,0.5706248315059782,0.4244595229195758,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,1,8,0.03,3
0.6666666666666666,0.5701001368082459,0.4246013684336655,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,1,8,0.03,4
0.6666666666666666,0.2975647251513885,0.5137829764822606,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,2,8,0.03,0
0.6666666666666666,0.300803510458422,0.512503741961554,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,2,8,0.03,1
0.6666666666666666,0.3050231715516903,0.5108466126881034,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,2,8,0.03,2
0.6666666666666666,0.30298405810430307,0.5116460654450312,0.05,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,2,8,0.03,3
0.6666666666666666,0.29906237760327276,0.5131906505495484,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,2,8,0.03,4
0.6666666666666666,0.20050273787855855,0.5553229040066595,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,4,8,0.03,0
0.6666666666666666,0.19798822558936355,0.5564884966533729,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,4,8,0.03,1
0.6666666666666666,0.19931935758147526,0.5558708466200812,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,4,8,0.03,2
0.6666666666666666,0.1982908699986109,0.5563479480298797,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,4,8,0.03,3
0.6666666666666666,0.19695827660428303,0.5569673393779189,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,4,8,0.03,4
0.6666666666666666,0.19783514553085207,0.556559614362639,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,6,8,0.03,0
0.6666666666666666,0.18466884316343948,0.5627451675748104,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,6,8,0.03,1
0.6666666666666666,0.196596259544254,0.5571358437311003,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,6,8,0.03,2
0.6666666666666666,0.2021818580191022,0.5545472693833262,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,6,8,0.03,3
0.6666666666666666,0.18207286662989025,0.5639810247631727,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,6,8,0.03,4
0.6666666666666666,0.22373597506465392,0.5447798219966888,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,8,8,0.03,0
0.6666666666666666,0.21954384016969802,0.5466524816146837,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,8,8,0.03,1
0.6666666666666666,0.2756599140736977,0.5226053271029976,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,8,8,0.03,2
0.6666666666666666,0.21188303426686655,0.5501080944416136,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,8,8,0.03,3
0.6666666666666666,0.2185732070006656,0.5470879080851992,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,8,8,0.03,4
0.6666666666666666,0.25795606863320086,0.5299602134683572,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,10,8,0.03,0
0.6666666666666666,0.26557826024210407,0.526768424845678,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,10,8,0.03,1
0.6666666666666666,0.23724820551206852,0.5388301746542026,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,10,8,0.03,2
0.6666666666666666,0.4419163389673772,0.46234767486170336,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,10,8,0.03,3
0.6666666666666666,0.2369068359547624,0.5389788844946191,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,10,8,0.03,4
0.6666666666666666,0.23649840634120392,0.5391569154054406,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,12,8,0.03,0
0.6666666666666666,0.2720283249903823,0.5240973440365074,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,12,8,0.03,1
0.6666666666666666,0.2589160512151863,0.5295560939295018,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,12,8,0.03,2
0.6666666666666666,0.31991091994402576,0.5050845906289936,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,12,8,0.03,3
0.6666666666666666,0.33704352972489815,0.4986125371728442,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,3,12,8,0.03,4
0.6666666666666666,0.5767624000577055,0.4228073085978384,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,1,8,0.03,0
0.6666666666666666,0.5681652958519717,0.4251252520573553,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,1,8,0.03,1
0.6666666666666666,0.5756727575583532,0.4230996972364532,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,1,8,0.03,2
0.6666666666666666,0.5823403803219299,0.42131685126498014,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,1,8,0.03,3
0.6666666666666666,0.5803050246959418,0.4218594867753056,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,1,8,0.03,4
0.6666666666666666,0.3060340590371523,0.510451210712034,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,2,8,0.03,0
0.6666666666666666,0.3092316780625577,0.5092045035552615,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,2,8,0.03,1
0.6666666666666666,0.29941397838310835,0.513051789312145,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,2,8,0.03,2
0.6666666666666666,0.31620618514626153,0.5065062557752562,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,2,8,0.03,3
0.6666666666666666,0.28660752130596645,0.5181585336839699,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,2,8,0.03,4
0.6666666666666666,0.2013616661466941,0.5549258690806789,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,4,8,0.03,0
0.6666666666666666,0.2030166535461487,0.5541624587669042,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,4,8,0.03,1
0.6666666666666666,0.20964943688195722,0.5511238598061058,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,4,8,0.03,2
0.6666666666666666,0.21975613031253624,0.5465573405200659,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,4,8,0.03,3
0.6666666666666666,0.20040298806598486,0.5553690496395371,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,4,8,0.03,4
