setting,system,method,method_label,seed,noise,sparse_factor,equation,candidate_id,threshold,support_size,rss,bic,ebic,active_terms,coefficients,n_regression_rows,n_library_terms,delta_ebic_from_best,true_support_size,true_active_terms,support_f1,coef_error,exact_support,exact_k
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,15,0.05,1,251.76077972163313,-14935.052014717656,-14932.972573175975,4,"[0.0, 0.0, 0.0, 0.0, -0.8491582095790556, 0.0, 0.0, 0.0]",5000,8,4763.275052568981,2,4;6,0.6666666666666666,0.15871442928177798,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,10,0.01,2,96.91849311315433,-19699.57983025513,-19696.247625744956,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9781712676411355, 0.0, 0.047602542212746436, 0.0]",5000,8,0.0,2,4;6,1.0,0.021932595909474113,1,1
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,9,0.007,3,96.78739503777444,-19697.830531248423,-19693.805179557687,4;5;6,"[0.0, 0.0, 0.0, 0.0, -0.9795611151164053, -0.00980910627077334, 0.04748409386348787, 0.0]",5000,8,2.4424461872695247,2,4;6,0.8,0.02278154664711798,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,7,0.003,4,96.70901495524593,-19693.36406369157,-19689.11556844952,3;4;5;6,"[0.0, 0.0, 0.0, 0.005892224280003657, -0.9790022565537072, -0.018009721513170544, 0.04730241562708327, 0.0]",5000,8,7.132057295435516,2,4;6,0.6666666666666666,0.02837670653104912,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,5,0.001,5,96.69857918991022,-19685.38644421193,-19681.361092521194,1;3;4;5;6,"[0.0, -0.002151433764125379, 0.0, 0.006037781575848352, -0.9785753485333355, -0.018354480309999532, 0.04713010221699732, 0.0]",5000,8,14.886533223761944,2,4;6,0.5714285714285714,0.02903643638958902,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,0,0.0,8,96.68447847437334,-19660.564024458206,-19660.564024458206,0;1;2;3;4;5;6;7,"[-0.0007926045712773525, -0.002002131713209945, -0.0003814671799289781, 0.005728254818923393, -0.978664389406418, -0.015607408121460904, 0.047062247898897555, -0.0007326951661205161]",5000,8,35.68360128674976,2,4;6,0.4,0.02727091151083064,0,0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,15,0.05,1,89.05995169110649,-7692.006547950648,-7689.927106408969,4,"[0.0, 0.0, 0.0, 0.0, -0.8581844101556906, 0.0, 0.0, 0.0]",2352,8,4178.965401612956,2,4;6,0.6666666666666666,0.15018413145049825,0,0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,10,0.01,2,15.046238804225785,-11866.526910541248,-11863.194706031072,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9837472161199043, 0.0, 0.04656990720128739, 0.0]",2352,8,5.697801990852895,2,4;6,1.0,0.016590070655364983,1,1
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,8,0.005,3,14.955964777374884,-11872.917859712661,-11868.892508021925,1;4;6,"[0.0, -0.009144240290866188, 0.0, 0.0, -0.981995292600698, 0.0, 0.04592001045976157, 0.0]",2352,8,0.0,2,4;6,0.8,0.02057606613122261,0,0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,6,0.002,5,14.913717222605193,-11864.045139689735,-11860.019787999,1;3;4;5;6,"[0.0, -0.009739121091678545, 0.0, 0.0057911872902351655, -0.9817644051504232, -0.011582738851994484, 0.04561502221001449, 0.0]",2352,8,8.872720022925932,2,4;6,0.5714285714285714,0.024754417100873744,0,0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,5,0.001,7,14.876876795547169,-11854.3362841045,-11852.25684256282,1;2;3;4;5;6;7,"[0.0, -0.009518222968224936, -0.0030769901222830512, 0.004878295592238319, -0.9819560045381466, -0.004293255409626632, 0.0454519261892691, -0.001849246689353193]",2352,8,16.63566545910544,2,4;6,0.4444444444444444,0.022153054258586543,0,0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,0,0.0,8,14.876006604099688,-11846.710842085367,-11846.710842085367,0;1;2;3;4;5;6;7,"[-0.0009049553341649214, -0.009469081241743052, -0.002082245335981324, 0.00490715290734597, -0.9819225815068634, -0.004445561351283263, 0.045443382538751124, -0.001816864323664612]",2352,8,22.181665936557692,2,4;6,0.4,0.022097453002656798,0,0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,15,0.05,1,87.14594695261822,-7743.104907829447,-7741.025466287768,4,"[0.0, 0.0, 0.0, 0.0, -0.858086863757957, 0.0, 0.0, 0.0]",2352,8,4065.326589786443,2,4;6,0.6666666666666666,0.15027601616846253,0,0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,10,0.01,2,15.423828666008365,-11808.231219529047,-11804.899015018871,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9838074286340367, 0.0, 0.04782202217182255, 0.0]",2352,8,1.4530410553397815,2,4;6,1.0,0.01631800421949873,1,1
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,8,0.005,4,15.306920585521386,-11810.60055131626,-11806.35205607421,3;4;5;6,"[0.0, 0.0, 0.0, 0.00901077436846068, -0.983963238962512, -0.01965805861531119, 0.04740009449414591, 0.0]",2352,8,0.0,2,4;6,0.6666666666666666,0.02701381444793778,0,0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,6,0.002,5,15.28186111332279,-11806.691223323778,-11802.665871633042,1;3;4;5;6,"[0.0, -0.004869638482361014, 0.0, 0.009431214892637268, -0.9829682875703935, -0.020470353176203347, 0.047006938760694464, 0.0]",2352,8,3.6861844411687343,2,4;6,0.5714285714285714,0.02878649926572526,0,0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,5,0.001,7,15.276902672307626,-11791.928448058557,-11789.849006516877,0;1;2;3;4;5;6,"[-0.0017145200187477403, -0.004706643407403478, 0.00295852351243023, 0.009469963725315129, -0.9828704271992021, -0.020543581661105738, 0.04696900407646686, 0.0]",2352,8,16.503049557333725,2,4;6,0.4444444444444444,0.02908707528461437,0,0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,0,0.0,8,15.2747551592361,-11784.496076613477,-11784.496076613477,0;1;2;3;4;5;6;7,"[-0.0015464090545397255, -0.004658525122967222, 0.0016950065878314896, 0.009248430385435736, -0.9829419317069308, -0.018696321090459347, 0.046940853407228006, -0.0004915454783356788]",2352,8,21.85597946073358,2,4;6,0.4,0.02758129873943297,0,0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,15,0.05,1,127.71157097160292,-6844.193780396652,-6842.114338854973,4,"[0.0, 0.0, 0.0, 0.0, -0.8503214462445522, 0.0, 0.0, 0.0]",2352,8,1566.748135933557,2,4;6,0.6666666666666666,0.15761207295277638,0,0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,14,0.03,2,65.61329991154452,-8402.85323716434,-8399.521032654164,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9564816105794858, 0.0, 0.039230821699490125, 0.0]",2352,8,9.341442134365934,2,4;6,1.0,0.0447751424962534,1,1
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,12,0.015,3,65.11867709676886,-8412.887826479266,-8408.86247478853,1;4;6,"[0.0, -0.02117030178165726, 0.0, 0.0, -0.9530060043137739, 0.0, 0.03794613153935977, 0.0]",2352,8,0.0,2,4;6,0.8,0.05286705721527713,0,0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,8,0.005,5,64.82210486706958,-8408.098045178365,-8404.07269348763,1;3;4;5;6,"[0.0, -0.02247021714289749, 0.0, 0.0150695226318705, -0.9528095845915907, -0.030259352249129394, 0.03728625769450349, 0.0]",2352,8,4.7897813009003585,2,4;6,0.5714285714285714,0.06345186185003973,0,0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,5,0.001,7,64.78598956468069,-8393.882772443792,-8391.803330902112,0;1;2;3;4;5;6,"[-0.004526317604905734, -0.021987675113012625, 0.00799176589595777, 0.015155925954054059, -0.9525983914578172, -0.030422510898772476, 0.037206830592208466, 0.0]",2352,8,17.059143886417587,2,4;6,0.4444444444444444,0.06421303902567511,0,0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,0,0.0,8,64.7806185571146,-8386.314749058789,-8386.314749058789,0;1;2;3;4;5;6;7,"[-0.0043034717984764, -0.02194659539652461, 0.00631683108627842, 0.014851889729494633, -0.9526815261088132, -0.027921554046684657, 0.03715641082192874, -0.0006425483917438574]",2352,8,22.547725729740705,2,4;6,0.4,0.06272829193585114,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,15,0.05,1,350.6393296276532,-13278.658042614148,-13276.578601072468,4,"[0.0, 0.0, 0.0, 0.0, -0.8362035101939921, 0.0, 0.0, 0.0]",5000,8,3086.953671685178,2,4;6,0.6666666666666666,0.17104429162799717,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,10,0.01,2,188.74811827700842,-16366.864477267822,-16363.532272757646,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9755530565319158, 0.0, 0.04638890528266806, 0.0]",5000,8,0.0,2,4;6,1.0,0.024681372017729332,1,1
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,8,0.005,3,188.67382387014885,-16360.315754891764,-16356.290403201028,4;5;6,"[0.0, 0.0, 0.0, 0.0, -0.9768809451029333, -0.007425178750825766, 0.04631986281105181, 0.0]",5000,8,7.24186955661753,2,4;6,0.8,0.024528824481996787,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,7,0.003,5,188.6358280669944,-16344.288387626722,-16340.263035935986,0;2;4;5;6,"[-0.003365424898675385, 0.0, 0.0055065525533072104, 0.0, -0.9766211934358558, -0.0074274244483268975, 0.046229873736678924, 0.0]",5000,8,23.269236821659433,2,4;6,0.5714285714285714,0.02561166520601604,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,5,0.001,7,188.47435613894714,-16331.535825089495,-16329.456383547815,0;2;3;4;5;6;7,"[-0.00420016314081101, 0.0, 0.01208457698989728, 0.003888889774478947, -0.9763253710389124, -0.021348483312424824, 0.04635154128348846, 0.0024742656151115383]",5000,8,34.075889209831075,2,4;6,0.4444444444444444,0.03480592251375343,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,0,0.0,8,188.47409643517653,-16323.025521534286,-16323.025521534286,0;1;2;3;4;5;6;7,"[-0.004185133691498176, -0.00034335310762565233, 0.01205244083804315, 0.003920224802994257, -0.9762595470928506, -0.021409625558417463, 0.04632657857055954, 0.002475749392419316]",5000,8,40.50675122335997,2,4;6,0.4,0.03488302159910493,0,0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,15,0.05,1,89.16443053940873,-7689.248964770607,-7687.169523228928,4,"[0.0, 0.0, 0.0, 0.0, -0.8583107992605999, 0.0, 0.0, 0.0]",2352,8,4282.971704481015,2,4;6,0.6666666666666666,0.1500650884757076,0,0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,9,0.007,2,14.377400826037995,-11973.473432220118,-11970.141227709943,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9859053876104013, 0.0, 0.04682711649086135, 0.0]",2352,8,0.0,2,4;6,1.0,0.014429302693997621,1,1
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,8,0.005,3,14.343413639164524,-11971.276959237019,-11967.251607546283,1;4;6,"[0.0, -0.005612383124107667, 0.0, 0.0, -0.9848164170471675, 0.0, 0.04642739295595197, 0.0]",2352,8,2.889620163659856,2,4;6,0.8,0.016556517177711515,0,0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,6,0.002,5,14.31402550908954,-11960.574858200713,-11956.549506509977,1;3;4;5;6,"[0.0, -0.006099394536655798, 0.0, 0.004366699634099521, -0.984839036583793, -0.010033873642020392, 0.046177967746347304, 0.0]",2352,8,13.591721199965832,2,4;6,0.5714285714285714,0.020010272721575077,0,0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,5,0.001,7,14.31121146893979,-11945.511248257631,-11943.431806715951,0;1;2;3;4;5;6,"[-0.0012036319387109648, -0.0059737481022053476, 0.0022384534998099873, 0.004397020133767302, -0.9847663614901918, -0.010091607326632652, 0.04615069433167892, 0.0]",2352,8,26.709420993991444,2,4;6,0.4444444444444444,0.02022813258314213,0,0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,0,0.0,8,14.310301073852553,-11937.897852112044,-11937.897852112044,0;1;2;3;4;5;6;7,"[-0.0013047767353067394, -0.005986527313912586, 0.003014368018684334, 0.0045396236331687115, -0.9847377543144797, -0.011275750164530165, 0.04617828364909307, 0.0003019937225543447]",2352,8,32.24337559789819,2,4;6,0.4,0.020997825563839268,0,0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,15,0.05,1,89.77714249864155,-7673.141984869982,-7671.062543328302,4,"[0.0, 0.0, 0.0, 0.0, -0.857186478545855, 0.0, 0.0, 0.0]",2352,8,3868.076448011103,2,4;6,0.6666666666666666,0.15112446988043313,0,0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,10,0.01,2,17.26889380078409,-11542.47119584958,-11539.138991339405,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9843659069808577, 0.0, 0.04775878581726386, 0.0]",2352,8,0.0,2,4;6,1.0,0.015774214431842168,1,1
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,9,0.007,3,17.235282234337486,-11539.29048534304,-11535.265133652303,4;5;6,"[0.0, 0.0, 0.0, 0.0, -0.9855778035585512, -0.007316107202515937, 0.04767881213256638, 0.0]",2352,8,3.8738576871019177,2,4;6,0.8,0.016317091322820755,0,0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,6,0.002,4,17.18643317465076,-11538.203079362747,-11533.954584120698,3;4;5;6,"[0.0, 0.0, 0.0, 0.006733994716610889, -0.9848543320887767, -0.016826485668381717, 0.04742647474401056, 0.0]",2352,8,5.184407218706838,2,4;6,0.6666666666666666,0.023729388609957214,0,0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,4,0.0003,7,17.1788613336841,-11515.950466337481,-11513.8710247958,0;1;2;3;4;5;6,"[-0.0012084320109015548, -0.0015386381916224362, 0.002787732274936783, 0.00691344008768042, -0.9844146828842533, -0.017168953407959795, 0.04725595702895864, 0.0]",2352,8,25.267966543604416,2,4;6,0.4444444444444444,0.024557930149125804,0,0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,0,0.0,8,17.178610942879843,-11508.221726896867,-11508.221726896867,0;1;2;3;4;5;6;7,"[-0.0012647730368221726, -0.0015541153444917919, 0.0032159624112760485, 0.006986104905740254, -0.9843946400290351, -0.01779636232797348, 0.047266212179416685, 0.0001667680116614633]",2352,8,30.917264442538,2,4;6,0.4,0.025086427775326638,0,0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,15,0.05,1,127.16640072743533,-6854.255398206896,-6852.175956665216,4,"[0.0, 0.0, 0.0, 0.0, -0.8513337986103345, 0.0, 0.0, 0.0]",2352,8,1586.8373912596435,2,4;6,0.6666666666666666,0.156653403135227,0,0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,14,0.03,2,64.80063774858964,-8432.166149297098,-8428.833944786922,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9570982922247535, 0.0, 0.039299318906040055, 0.0]",2352,8,10.179403137937697,2,4;6,1.0,0.044160906261112555,1,1
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,13,0.02,3,64.28923236262062,-8443.038699615596,-8439.01334792486,1;4;6,"[0.0, -0.021535282060969795, 0.0, 0.0, -0.9535786982450504, 0.0, 0.037990949863061084, 0.0]",2352,8,0.0,2,4;6,0.8,0.052497931703812714,0,0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,6,0.002,5,63.8841722295153,-8442.378527303752,-8438.353175613016,1;3;4;5;6,"[0.0, -0.023080400019893296, 0.0, 0.018264997166221066, -0.9530331946204723, -0.034536975797964956, 0.037208179624747, 0.0]",2352,8,0.6601723118437803,2,4;6,0.5714285714285714,0.06646491703830276,0,0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,0,0.0,8,63.82144270847209,-8421.400087626564,-8421.400087626564,0;1;2;3;4;5;6;7,"[-0.0025780770178170835, -0.022567278280386165, 0.0011543264703342947, 0.017434003038624406, -0.9531519055566187, -0.02753523344633974, 0.037021246197087854, -0.0018213817312721777]",2352,8,17.613260298296154,2,4;6,0.4,0.06273805717193365,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,15,0.05,1,269.6314540893786,-14592.168555370834,-14590.089113829154,4,"[0.0, 0.0, 0.0, 0.0, -0.8513699495923868, 0.0, 0.0, 0.0]",5000,8,4713.466347299558,2,4;6,0.6666666666666666,0.15661918134206615,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,10,0.01,2,104.83721156112603,-19306.887665638886,-19303.55546112871,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9883301397663353, 0.0, 0.048659687866093336, 0.0]",5000,8,0.0,2,4;6,1.0,0.011731921391686604,1,1
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,6,0.002,4,104.57058767346517,-19302.585566817026,-19298.337071574977,3;4;5;6,"[0.0, 0.0, 0.0, 0.00766176173361233, -0.9891501321759069, -0.02065377900443315, 0.04826933841702148, 0.0]",5000,8,5.218389553734596,2,4;6,0.6666666666666666,0.024586272376435563,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,5,0.001,6,104.54890853588603,-19286.587867020084,-19283.25566250991,0;1;3;4;5;6,"[0.001789443560726904, 0.0015877114778975092, 0.0, 0.007514009433415042, -0.9895064863363444, -0.0203582757442038, 0.048404300243959794, 0.0]",5000,8,20.299798618802015,2,4;6,0.5,0.024245271061285885,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,0,0.0,8,104.54654973150821,-19269.666290566147,-19269.666290566147,0;1;2;3;4;5;6;7,"[0.0022108939293546386, 0.001582751823469696, -0.0013934129132672538, 0.0073758745883821825, -0.9895420814564658, -0.019166626897422517, 0.04840115982081495, -0.0003068595978845066]",5000,8,33.889170562564686,2,4;6,0.4,0.023275780877832223,0,0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,15,0.05,1,89.29909414035257,-7685.6994568238015,-7683.620015282122,4,"[0.0, 0.0, 0.0, 0.0, -0.857791797122925, 0.0, 0.0, 0.0]",2352,8,4266.448204450067,2,4;6,0.6666666666666666,0.15055399927859897,0,0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,9,0.007,2,14.500629015874953,-11953.400424242365,-11950.06821973219,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9849644696297799, 0.0, 0.04686525448523162, 0.0]",2352,8,0.0,2,4;6,1.0,0.01533967206652086,1,1
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,8,0.005,3,14.464615762209805,-11951.486013357035,-11947.460661666299,1;4;6,"[0.0, -0.005780830198334819, 0.0, 0.0, -0.983844152209819, 0.0, 0.04645223340127496, 0.0]",2352,8,2.607558065890771,2,4;6,0.8,0.01750001249562801,0,0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,6,0.002,5,14.420245143428929,-11943.185885919847,-11939.160534229111,1;3;4;5;6,"[0.0, -0.006403113785516968, 0.0, 0.006036172382464012, -0.9835540060391145, -0.0117268174785205, 0.046134107064975706, 0.0]",2352,8,10.907685503078028,2,4;6,0.5714285714285714,0.022341028021770012,0,0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,4,0.0003,7,14.390293814905297,-11932.550105866334,-11930.470664324654,1;2;3;4;5;6;7,"[0.0, -0.00624177883618844, -0.003597476787504291, 0.005192154151449782, -0.9837297707837496, -0.004921703639389938, 0.0459837695842032, -0.0017257630667770229]",2352,8,19.597555407535765,2,4;6,0.4444444444444444,0.01964553714113631,0,0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,0,0.0,8,14.390272094529678,-11924.790634614228,-11924.790634614228,0;1;2;3;4;5;6;7,"[0.0001429600751384895, -0.006249530079783141, -0.003755056570545492, 0.005187429288777498, -0.9837351400159053, -0.004896711096480566, 0.045985134923001506, -0.0017310646313873437]",2352,8,25.27758511796128,2,4;6,0.4,0.019666194711948793,0,0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,15,0.05,1,87.55506998315361,-7732.088839992081,-7730.009398450402,4,"[0.0, 0.0, 0.0, 0.0, -0.8567429313058248, 0.0, 0.0, 0.0]",2352,8,4200.175705544554,2,4;6,0.6666666666666666,0.1515426500819587,0,0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,10,0.01,2,14.623732673523849,-11933.517308505132,-11930.185103994956,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9846039911184438, 0.0, 0.048519512143069966, 0.0]",2352,8,0.0,2,4;6,1.0,0.015447729700290673,1,1
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,5,0.001,4,14.534695230349246,-11932.355326797933,-11928.106831555884,3;4;5;6,"[0.0, 0.0, 0.0, 0.007912781826360852, -0.9847601318055544, -0.017089207923464068, 0.04814449260004239, 0.0]",2352,8,2.0782724390719522,2,4;6,0.6666666666666666,0.024266797077022773,0,0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,4,0.0003,7,14.530894525681223,-11909.681372180901,-11907.60193063922,1;2;3;4;5;6;7,"[0.0, -0.000997771083373569, 0.0015084052258128697, 0.008243645510723924, -0.9845014662911306, -0.019325776399288185, 0.04810304775070327, 0.0005521722226708331]",2352,8,22.583173355735198,2,4;6,0.4444444444444444,0.02621267377929526,0,0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,0,0.0,8,14.53084429823922,-11901.926480801363,-11901.926480801363,0;1;2;3;4;5;6;7,"[-0.00021759151473044265, -0.0009865540587379676, 0.0017503354252693607, 0.008250686284973609, -0.9844930132112277, -0.019365270419221352, 0.04810074474786325, 0.0005611654783989144]",2352,8,28.25862319359294,2,4;6,0.4,0.02626472840598475,0,0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,15,0.05,1,128.3220554306542,-6832.977580485858,-6830.898138944179,4,"[0.0, 0.0, 0.0, 0.0, -0.8505246453380345, 0.0, 0.0, 0.0]",2352,8,1522.3440113355346,2,4;6,0.6666666666666666,0.15741959639130182,0,0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,14,0.03,2,67.3085784624405,-8342.855418642263,-8339.523214132087,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9548105452061548, 0.0, 0.03879152113780099, 0.0]",2352,8,13.718936147626664,2,4;6,1.0,0.046500656397043996,1,1
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,11,0.013,3,66.6769625222903,-8357.26750197045,-8353.242150279713,1;4;6,"[0.0, -0.023905100115729667, 0.0, 0.0, -0.950929330003111, 0.0, 0.03734727835771891, 0.0]",2352,8,0.0,2,4;6,0.8,0.05596111787356953,0,0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,7,0.003,5,66.43008515534702,-8350.466109819901,-8346.440758129165,1;3;4;5;6,"[0.0, -0.02508215998388144, 0.0, 0.01328206803300123, -0.9510276430713751, -0.028130944403000187, 0.03674963941303807, 0.0]",2352,8,6.801392150548054,2,4;6,0.5714285714285714,0.06450070588663698,0,0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,6,0.002,7,66.31003429853389,-8339.194390512275,-8337.114948970595,0;1;3;4;5;6;7,"[-0.0030643203019566434, -0.024452784676566114, 0.0, 0.012050655157215245, -0.9512485591333937, -0.01799919308117385, 0.03650110730776906, -0.0026121935547738324]",2352,8,16.12720130911839,2,4;6,0.4444444444444444,0.060275879671074575,0,0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,0,0.0,8,66.30832784566186,-8331.491897430124,-8331.491897430124,0;1;2;3;4;5;6;7,"[-0.003941189962270881, -0.02437406000245151, 0.001970941135869598, 0.0121504225577748, -0.9511826744744577, -0.018684816823358135, 0.03649732884287708, -0.002445749507680127]",2352,8,21.750252849589742,2,4;6,0.4,0.06060133103758915,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,15,0.05,1,301.6404343759221,-14031.27029698532,-14029.19085544364,4,"[0.0, 0.0, 0.0, 0.0, -0.8437318264163213, 0.0, 0.0, 0.0]",5000,8,3773.7274681861436,2,4;6,0.6666666666666666,0.16386766169322953,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,9,0.007,2,141.53346749434857,-17806.250528139957,-17802.918323629783,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9814573529118524, 0.0, 0.04797965080058858, 0.0]",5000,8,0.0,2,4;6,1.0,0.018629115975217516,1,1
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,7,0.003,4,141.39242525052458,-17794.201272461825,-17789.952777219776,3;4;5;6,"[0.0, 0.0, 0.0, 0.006297865115330564, -0.9818406217660948, -0.014918212913752024, 0.04771535000022702, 0.0]",5000,8,12.965546410006937,2,4;6,0.6666666666666666,0.024407161882049857,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,6,0.002,5,141.35894255598458,-17786.868253725734,-17782.842902034998,0;3;4;5;6,"[-0.0025879626298023653, 0.0, 0.0, 0.00633839682950538, -0.9818523842834087, -0.015001573158469776, 0.04771319924650413, 0.0]",5000,8,20.07542159478544,2,4;6,0.5714285714285714,0.024596198965386028,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,5,0.001,7,141.32975643775967,-17770.86631464032,-17768.78687309864,0;2;3;4;5;6;7,"[-0.0027427656737310643, 0.0, 0.0025496255472619257, 0.006773046502704903, -0.9817366561331792, -0.01936574506756644, 0.0477643706218183, 0.0011516750765917401]",5000,8,34.131450531142036,2,4;6,0.4444444444444444,0.027800567250862423,0,0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,0,0.0,8,141.32898232453374,-17762.376508298123,-17762.376508298123,0;1;2;3;4;5;6;7,"[-0.0027128960446290255, -0.0005910595521945597, 0.002498319908310257, 0.006821783158083282, -0.9816155499752162, -0.01947759311409576, 0.04771973157029606, 0.0011574093998615897]",5000,8,40.54181533166047,2,4;6,0.4,0.027972044131481983,0,0
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,15,0.05,1,87.79631859052321,-7725.617068229603,-7723.537626687924,4,"[0.0, 0.0, 0.0, 0.0, -0.8579585484460345, 0.0, 0.0, 0.0]",2352,8,4212.259245170696,2,4;6,0.6666666666666666,0.1503968945650823,0,0
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,10,0.01,2,14.596897026103672,-11937.837370127756,-11934.50516561758,4;6,"[0.0, 0.0, 0.0, 0.0, -0.9834748008969166, 0.0, 0.04650091121796606, 0.0]",2352,8,1.2917062410397193,2,4;6,1.0,0.01687051546252144,1,1
