setting,system,method,method_label,seed,noise,sparse_factor,equation,candidate_id,threshold,support_size,rss,bic,ebic,active_terms,coefficients,n_regression_rows,n_library_terms,delta_ebic_from_best,true_support_size,true_active_terms,support_f1,coef_error,exact_support,exact_k
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,2,0.01,8,dx/dt,4,0.003,5,195.61116302612203,-2279.957642100448,-2274.428213012937,1;2;6;7;8,"[0.0, 0.030170587196740446, 1.0113232676206971, 0.0, 0.0, 0.0, -0.006386306907592884, 0.004909306620796199, -0.009240534412865998, 0.0]",1249,10,29.79245057263097,1,2,0.3333333333333333,0.034478317897721884,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,2,0.01,8,dx/dt,3,0.001,9,195.56965249307785,-2251.7023257626856,-2249.3997406696917,0;1;2;4;5;6;7;8;9,"[0.0030946056450387137, 0.029530998863183913, 0.9920889171255663, 0.0, 0.00199736402420627, -0.0013218651924253486, -0.005535209531345866, 0.014621338318909055, -0.016135647254285106, 0.002566265210103679]",1249,10,54.820922915876054,1,2,0.2,0.03822754777734479,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,2,0.01,8,dx/dt,0,0.0,10,195.56916806872448,-2244.5753210186886,-2244.5753210186886,0;1;2;3;4;5;6;7;8;9,"[0.005512864690815267, 0.029495529696151435, 0.9923062713236027, -0.0007602556920145533, 0.0026271960951923957, -0.0016464887038881036, -0.005529376106548309, 0.01455971045962688, -0.016086250687523562, 0.002540343548235679]",1249,10,59.64534256687921,1,2,0.18181818181818182,0.03843881447852448,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,2,0.01,8,dy/dt,6,0.03,3,193.62039202125084,-2306.9942681366183,-2302.206776393836,1;2;7,"[0.0, -1.008850590161049, 2.0110682265897366, 0.0, 0.0, 0.0, 0.0, -2.016490926915068, 0.0, 0.0]",1249,10,0.0,3,1;2;7,1.0,0.007247905878088899,1,1
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,2,0.01,8,dy/dt,0,0.0,10,190.87808862440164,-2274.9000079826656,-2274.9000079826656,0;1;2;3;4;5;6;7;8;9,"[0.10284506000021708, -1.0334863385570463, 1.8812224562907145, -0.028323161404404322, 0.03418772609952822, -0.02054292460690404, 0.010112174361634982, -1.9594208965167916, -0.0386931020300122, 0.01654793761603793]",1249,10,27.30676841117065,3,1;2;7,0.46153846153846156,0.059366535709277336,0,0
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dx/dt,9,1.0,0,520.4922302015018,183.5931939141227,183.5931939141227,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,1156.6435394850714,1,2,0.0,1.0,0,0
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dx/dt,5,0.01,1,4.8462945773079085,-975.3529306639429,-973.0503455709488,2,"[0.0, 0.0, 0.9929928694822819, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,0.0,1,2,1.0,0.007007130517718063,1,1
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dx/dt,4,0.003,5,4.659466883182042,-963.0721480656246,-957.5427189781132,1;2;6;7;8,"[0.0, 0.03839759631208561, 1.01273468546957, 0.0, 0.0, 0.0, -0.006909767660628619, 0.011246558474324474, -0.01569191181769948, 0.0]",249,10,15.507626592835663,1,2,0.3333333333333333,0.04535431269118179,0,0
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dx/dt,3,0.001,8,4.6535841762375085,-946.8343574409087,-943.0276949511383,0;1;2;3;6;7;8;9,"[-0.0035807999338354638, 0.037988575927151956, 0.9953566207644474, 0.0018310623330655405, 0.0, 0.0, -0.006190644038061197, 0.019932764385701865, -0.02189041036919251, 0.0023315063755580175]",249,10,30.02265061981052,1,2,0.2222222222222222,0.04900135658228946,0,0
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dx/dt,2,0.0003,9,4.65342512176759,-941.3254152403604,-939.0228301473663,0;1;2;3;4;6;7;8;9,"[-0.003567252428436961, 0.03782774370539687, 0.9953555609716942, 0.0018171022650586466, -0.0005620049030302764, 0.0, -0.00615228777976755, 0.01989896429065791, -0.021905988781716696, 0.00233222169053775]",249,10,34.027515423582486,1,2,0.2,0.04886699330892184,0,0
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dx/dt,0,0.0,10,4.653418590261265,-935.8083118383378,-935.8083118383378,0;1;2;3;4;5;6;7;8;9,"[-0.002988137469092867, 0.03782228778894237, 0.9953729646221983, 0.0016632973856180906, -0.00035094198047847745, -0.00010774259974246131, -0.006149574569888, 0.01990536582956222, -0.021903107666681014, 0.0023286965522573695]",249,10,37.24203373261105,1,2,0.18181818181818182,0.048815725045682795,0,0
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dy/dt,9,1.0,2,569.9565940922596,217.2336261694158,221.04028865918613,2;7,"[0.0, 0.0, 1.92605821458477, 0.0, 0.0, 0.0, 0.0, -1.9187718170031975, 0.0, 0.0]",249,10,1081.0018926997232,3,1;2;7,0.8,0.335338204958542,0,0
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dy/dt,7,0.1,3,7.742932129297342,-847.6450819895097,-842.8575902467276,1;2;7,"[0.0, -1.0028662279130367, 1.9479194618439506, 0.0, 0.0, 0.0, 0.0, -1.9532094827844966, 0.0, 0.0]",249,10,17.104013793809372,3,1;2;7,1.0,0.023357012314571757,1,1
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dy/dt,6,0.03,5,6.894976249930108,-865.4910331280483,-859.9616040405369,1;2;7;8;9,"[0.0, -1.0283522581579818, 2.1693825179890562, 0.0, 0.0, 0.0, 0.0, -2.068354892275403, 0.08480686716626845, -0.03067000573887737]",249,10,0.0,3,1;2;7,0.75,0.06855616773576706,0,0
ODE,vanderpol_mu2,tv_diff,TV,2,0.01,8,dy/dt,0,0.0,10,6.556343888755976,-850.443396979483,-850.443396979483,0;1;2;3;4;5;6;7;8;9,"[0.11546581683798954, -0.9783077795114555, 2.1887778398056903, -0.03247557406413157, 0.039948782852408854, -0.02209698940311731, -0.014346994070851144, -2.065045159034427, 0.08145382200076798, -0.03261284534529419]",249,10,9.518207061053886,3,1;2;7,0.46153846153846156,0.08479639467249887,0,0
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dx/dt,9,1.0,0,525.2666602374709,185.86683719828613,185.86683719828613,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,1175.936695233555,1,2,0.0,1.0,0,0
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dx/dt,5,0.01,1,4.526110460093053,-992.3724431282627,-990.0698580352687,2,"[0.0, 0.0, 0.9959200585789563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,0.0,1,2,1.0,0.004079941421043731,1,1
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dx/dt,4,0.003,5,4.47219217915769,-973.2867082457109,-967.7572791581995,1;2;7;8;9,"[0.0, -0.0031462976284572885, 1.0338047538985995, 0.0, 0.0, 0.0, 0.0, -0.014305014737942762, 0.014430756473462104, -0.005809755992347284]",249,10,22.3125788770692,1,2,0.3333333333333333,0.03999117425947201,0,0
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dx/dt,0,0.0,10,4.461904037056606,-946.2729205770554,-946.2729205770554,0;1;2;3;4;5;6;7;8;9,"[-0.011318128028939367, -0.012933210068880105, 1.031197695547108, 0.002280207190796757, -0.007790226016483094, 0.002986707477805613, 0.002732829230276866, -0.015466291548022757, 0.015131868493816484, -0.0055300982707706245]",249,10,43.79693745821328,1,2,0.18181818181818182,0.043008156213013286,0,0
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dy/dt,9,1.0,2,555.7516570709365,210.94919666968255,214.75585915945288,2;7,"[0.0, 0.0, 1.9076014774363221, 0.0, 0.0, 0.0, 0.0, -1.8932295492137992, 0.0, 0.0]",249,10,1073.6048075981528,3,1;2;7,0.8,0.33663983657662633,0,0
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dy/dt,7,0.1,3,9.59610154029582,-794.2155378456176,-789.4280461028355,1;2;7,"[0.0, -0.9880025145094424, 1.9199263939630717, 0.0, 0.0, 0.0, 0.0, -1.915711027085275, 0.0, 0.0]",249,10,69.42090233586441,3,1;2;7,1.0,0.03895917093127762,1,1
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dy/dt,6,0.03,6,6.779038873395294,-864.1960559694174,-858.8489484387,1;2;6;7;8;9,"[0.0, -0.8766224426512509, 2.3304931037454697, 0.0, 0.0, 0.0, -0.04135406937245245, -2.0850741198069054, 0.1172785099221649, -0.05270970786242381]",249,10,0.0,3,1;2;7,0.6666666666666666,0.12906847467214377,0,0
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dy/dt,5,0.01,7,6.738677428087509,-860.1655450272409,-855.3780532844588,0;1;2;6;7;8;9,"[0.01290864037247344, -0.8797387843913516, 2.3305051822974594, 0.0, 0.0, 0.0, -0.04040067748390048, -2.084511642631371, 0.11699947052086225, -0.0525848263725578]",249,10,3.470895154241134,3,1;2;7,0.6,0.12870791266775647,0,0
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dy/dt,4,0.003,9,6.5840564157721255,-854.9105881948036,-852.6080031018096,0;1;2;3;5;6;7;8;9,"[-0.02871757340108209, -0.8739170177441226, 2.327573841053859, 0.011192492559464825, 0.0, 0.007810918716699808, -0.04184686190050795, -2.0829008855770823, 0.11610964926921967, -0.05203015688849641]",249,10,6.240945336890377,3,1;2;7,0.5,0.12867911238594043,0,0
ODE,vanderpol_mu2,baseline,Raw FD,3,0.01,8,dy/dt,0,0.0,10,6.583809401308825,-849.4024772224174,-849.4024772224174,0;1;2;3;4;5;6;7;8;9,"[-0.031835923853328826, -0.87397658448464, 2.3274640467763423, 0.012016804945255049, -0.0014711023428050645, 0.008391791951551694, -0.04183999713958344, -2.082954480636236, 0.1160771283971028, -0.05200632846947795]",249,10,9.446471216282589,3,1;2;7,0.46153846153846156,0.12873560687976163,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,3,0.01,8,dx/dt,5,0.01,1,227.53792932524465,-2119.6440740795824,-2117.3414889865885,2,"[0.0, 0.0, 1.0011250652682835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1249,10,0.0,1,2,1.0,0.0011250652682834872,1,1
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,3,0.01,8,dx/dt,0,0.0,10,226.9290842065638,-2058.819736239114,-2058.819736239114,0;1;2;3;4;5;6;7;8;9,"[-0.020198731875441238, -0.023534907577171218, 1.0443905131567952, 0.0052424588119964624, -0.010560883923227852, 0.004463551937007369, 0.0037079210447821037, -0.029403037955041116, 0.027787349712814408, -0.007652749940837172]",1249,10,58.52175274747469,1,2,0.18181818181818182,0.06928438458321223,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,3,0.01,8,dy/dt,9,1.0,2,2991.620131769251,1105.2265496624655,1109.0332121522358,2;7,"[0.0, 0.0, 1.9714067205952357, 0.0, 0.0, 0.0, 0.0, -1.9562821345293342, 0.0, 0.0]",1249,10,3287.8102632812443,3,1;2;7,0.8,0.33378782804990065,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,3,0.01,8,dy/dt,5,0.01,3,213.73188131932739,-2183.5645428717903,-2178.777051129008,1;2;7,"[0.0, -0.9941286674813742, 1.9845206698418327, 0.0, 0.0, 0.0, 0.0, -1.9801359988866478, 0.0, 0.0]",1249,10,0.0,3,1;2;7,1.0,0.008619491786520677,1,1
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,3,0.01,8,dy/dt,0,0.0,10,211.9881868200165,-2143.8853963807114,-2143.8853963807114,0;1;2;3;4;5;6;7;8;9,"[-0.009946407853580074, -0.9174747002437352, 2.0300848013849992, 0.006344879789168317, 0.008846938277205833, 0.004295183992217206, -0.02072822224377833, -1.9783567179500572, -0.004710650970209135, -0.0038922569007142902]",1249,10,34.89165474829679,3,1;2;7,0.46153846153846156,0.03142337519356107,0,0
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dx/dt,9,1.0,0,525.1168419520293,185.79580646855712,185.79580646855712,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,1183.625775275634,1,2,0.0,1.0,0,0
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dx/dt,5,0.01,1,4.3872291254153755,-1000.1325539000708,-997.8299688070767,2,"[0.0, 0.0, 0.9959142156093921, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,0.0,1,2,1.0,0.004085784390607916,1,1
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dx/dt,4,0.003,5,4.332936865938765,-981.1633592765044,-975.633930188993,1;2;7;8;9,"[0.0, -0.0031819687273545024, 1.0340541150599276, 0.0, 0.0, 0.0, 0.0, -0.014446305993598502, 0.014536969251386892, -0.005845941161805677]",249,10,22.196038618083776,1,2,0.3333333333333333,0.040298907397600656,0,0
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dx/dt,0,0.0,10,4.32267270458123,-954.1666430057642,-954.1666430057642,0;1;2;3;4;5;6;7;8;9,"[-0.011273424910350719, -0.013062901322417688, 1.0314166283406743, 0.0022763875574358557, -0.007766506713487211, 0.002977064058719698, 0.002760430171899652, -0.015609070438531476, 0.015244772677760766, -0.0055641346813739235]",249,10,43.66332580131257,1,2,0.18181818181818182,0.04328652512219764,0,0
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dy/dt,9,1.0,2,555.5797149039425,210.87214746365314,214.67880995342347,2;7,"[0.0, 0.0, 1.9075687067097897, 0.0, 0.0, 0.0, 0.0, -1.8932389687240272, 0.0, 0.0]",249,10,1080.0197163127843,3,1;2;7,0.8,0.33664050422741765,0,0
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dy/dt,7,0.1,3,9.434623108811145,-798.4412407745945,-793.6537490318124,1;2;7,"[0.0, -0.9879962178298586, 1.9198962288606731, 0.0, 0.0, 0.0, 0.0, -1.9157222907237121, 0.0, 0.0]",249,10,71.68715732754856,3,1;2;7,1.0,0.03896356876477815,1,1
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dy/dt,6,0.03,6,6.604579107670375,-870.6880138900784,-865.3409063593609,1;2;6;7;8;9,"[0.0, -0.876801138133531, 2.3315177672455762, 0.0, 0.0, 0.0, -0.04133509202640268, -2.085646713275881, 0.11769117836855245, -0.05285665069617154]",249,10,0.0,3,1;2;7,0.6666666666666666,0.12943079570053947,0,0
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dy/dt,5,0.01,7,6.564349458233995,-866.6919017497776,-861.9044100069955,0;1;2;6;7;8;9,"[0.012887554273069094, -0.8799129964830802, 2.3315296830442533, 0.0, 0.0, 0.0, -0.04038307164695197, -2.08508518986314, 0.11741266498875069, -0.05273196431499048]",249,10,3.4364963523654524,3,1;2;7,0.6,0.12907172174079745,0,0
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dy/dt,4,0.003,9,6.410464039251735,-861.5637114800306,-859.2611263870366,0;1;2;3;5;6;7;8;9,"[-0.02864778144667453, -0.8741040531426457, 2.3286055067207534, 0.011169347788273472, 0.0, 0.007792593815974021, -0.041826132616187894, -2.0834781882710023, 0.11652531225197134, -0.052178743990182117]",249,10,6.0797799723243315,3,1;2;7,0.5,0.12903761110577786,0,0
ODE,vanderpol_mu2,tv_diff,TV,3,0.01,8,dy/dt,0,0.0,10,6.410251373909472,-856.0545192255851,-856.0545192255851,0;1;2;3;4;5;6;7;8;9,"[-0.031541502497767104, -0.8741592746313702, 2.328503395799353, 0.011934303502873308, -0.001365067330153499, 0.008331613454009556, -0.04181976319206478, -2.0835277693484335, 0.11649502971053785, -0.05215660151189479]",249,10,9.286387133775861,3,1;2;7,0.46153846153846156,0.12908917084230428,0,0
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dx/dt,9,1.0,0,523.0795433657235,184.8278810036626,184.8278810036626,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,1167.0443398778568,1,2,0.0,1.0,0,0
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dx/dt,6,0.03,1,4.6711379214260775,-984.5190439671883,-982.2164588741942,2,"[0.0, 0.0, 0.9946991691155097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,0.0,1,2,1.0,0.005300830884490293,1,1
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dx/dt,5,0.01,5,4.518729010597782,-970.7090470102113,-965.1796179226999,1;2;6;7;8,"[0.0, 0.04998509347724797, 1.0103438608614552, 0.0, 0.0, 0.0, -0.011472844249905741, 0.01643677325602165, -0.016251798702127566, 0.0]",249,10,17.036840951494355,1,2,0.3333333333333333,0.057196325570418434,0,0
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dx/dt,4,0.003,7,4.487838728310897,-961.3821637786365,-956.5946720358544,1;2;4;6;7;8;9,"[0.0, 0.04780769071578609, 0.9839964775963909, 0.0, -0.006080243594230271, 0.0, -0.01007654070564606, 0.02914953134242247, -0.025944107652311865, 0.003600835798946466]",249,10,25.621786838339858,1,2,0.25,0.06493036249294618,0,0
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dx/dt,0,0.0,10,4.482467824806142,-945.1279788750714,-945.1279788750714,0;1;2;3;4;5;6;7;8;9,"[-0.012855723472366395, 0.04798217693696184, 0.9836321903185493, 0.0030221156580594578, -0.011857212981802456, 0.002935577313354396, -0.010161889273998172, 0.02897660800505786, -0.02615954242536645, 0.0037351061430149473]",249,10,37.0884799991228,1,2,0.18181818181818182,0.06734232623829657,0,0
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dy/dt,9,1.0,2,560.5735154706799,213.1002727862957,216.90693527606604,2;7,"[0.0, 0.0, 1.9264890897925167, 0.0, 0.0, 0.0, 0.0, -1.910546738212094, 0.0, 0.0]",249,10,1083.2096180788308,3,1;2;7,0.8,0.3355601850246554,0,0
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dy/dt,7,0.1,3,7.954274805317768,-840.9397481478263,-836.1522564050442,1;2;7,"[0.0, -0.9932127125725528, 1.943777630464691, 0.0, 0.0, 0.0, 0.0, -1.9388216340439248, 0.0, 0.0]",249,10,30.15042639772048,3,1;2;7,1.0,0.027788515949025264,1,1
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dy/dt,6,0.03,5,6.721604473247896,-871.8321118902761,-866.3026828027647,1;2;7;8;9,"[0.0, -1.025068702199605, 2.2053964048983015, 0.0, 0.0, 0.0, 0.0, -2.07755264511519, 0.10286077628737886, -0.03650089165791524]",249,10,0.0,3,1;2;7,0.75,0.08215377865776889,0,0
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dy/dt,0,0.0,10,6.566440440999472,-850.0602401826434,-850.0602401826434,0;1;2;3;4;5;6;7;8;9,"[-0.04707091591671745, -0.9850968811524579, 2.215243071809117, 0.01024055667260458, -0.018379773658655556, 0.012348512110855985, -0.011572893034787894, -2.0755798342009895, 0.09871116131614704, -0.036691208612467816]",249,10,16.242442620121324,3,1;2;7,0.46153846153846156,0.08582857994564726,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,9,1.0,0,2822.0778535906893,1018.0976322861139,1018.0976322861139,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1249,10,3273.814378290115,1,2,0.0,1.0,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,5,0.01,1,203.67551406070055,-2258.0193310969953,-2255.7167460040014,2,"[0.0, 0.0, 0.9997254128016052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1249,10,0.0,1,2,1.0,0.0002745871983947934,1,1
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,0,0.0,10,203.18649425460242,-2196.850868027624,-2196.850868027624,0;1;2;3;4;5;6;7;8;9,"[-0.018253276213101216, 0.03852657733083258, 0.9723759085216017, 0.004583724019356304, -0.013703712961072256, 0.003861193102121571, -0.008893001743897285, 0.027296535364219655, -0.02301345461025583, 0.0050513657486019985]",1249,10,58.865877976377305,1,2,0.18181818181818182,0.06468077366772734,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,9,1.0,2,3030.576685936563,1121.3859068994195,1125.1925693891899,2;7,"[0.0, 0.0, 1.9874800569021687, 0.0, 0.0, 0.0, 0.0, -1.9707796487982954, 0.0, 0.0]",1249,10,3255.457374967725,3,1;2;7,0.8,0.33350172045192145,0,0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,5,0.01,3,222.19674043804932,-2135.0522973213174,-2130.2648055785353,1;2;7,"[0.0, -0.9988986129274116, 2.005602750091331, 0.0, 0.0, 0.0, 0.0, -2.000541733554974, 0.0, 0.0]",1249,10,0.0,3,1;2;7,1.0,0.0019118733487271569,1,1
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,0,0.0,10,220.9660483665392,-2092.0787350890773,-2092.0787350890773,0;1;2;3;4;5;6;7;8;9,"[-0.053799988636046917, -1.0303732517716453, 1.9464545476424822, 0.012461176004607659, -0.01971370653436983, 0.013765133498073304, 0.008905449234716442, -1.9859986854285518, -0.009269925782375371, 0.007299613634137124]",1249,10,38.18607048945796,3,1;2;7,0.46153846153846156,0.02949960154264569,0,0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,9,1.0,0,522.9319122922379,184.75759470355922,184.75759470355922,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,1174.3146124201648,1,2,0.0,1.0,0,0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,6,0.03,1,4.535442042081119,-991.8596028095996,-989.5570177166055,2,"[0.0, 0.0, 0.9946921194062456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",249,10,0.0,1,2,1.0,0.0053078805937544216,1,1
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,5,0.01,5,4.3824183043220755,-978.3359333591184,-972.806504271607,1;2;6;7;8,"[0.0, 0.050078153203660866, 1.0103621740204776, 0.0, 0.0, 0.0, -0.01149066020790082, 0.016475488157686655, -0.01628439236866969, 0.0]",249,10,16.750513444998546,1,2,0.3333333333333333,0.05730492557873438,0,0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,4,0.003,7,4.351558805493068,-969.0606033213776,-964.2731115785955,1;2;4;6;7;8;9,"[0.0, 0.047904266180283886, 0.9840266053466266, 0.0, -0.0060772793373372914, 0.0, -0.01009555668390319, 0.029183663188960134, -0.025973312373367308, 0.0035993768706801166]",249,10,25.283906138010025,1,2,0.25,0.0650236596213579,0,0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,0,0.0,10,4.346169654299567,-952.8168076838442,-952.8168076838442,0;1;2;3;4;5;6;7;8;9,"[-0.012909313162417302, 0.04807744971320731, 0.983657543656012, 0.003041428923116869, -0.011869535321264679, 0.0029435049055427836, -0.010180412315287119, 0.029012137808431357, -0.026189791977898218, 0.0037342715963374763]",249,10,36.7402100327613,1,2,0.18181818181818182,0.06744748119609822,0,0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,9,1.0,2,560.4311410413627,213.03702374823925,216.84368623800958,2;7,"[0.0, 0.0, 1.9264934460035588, 0.0, 0.0, 0.0, 0.0, -1.9105898849098721, 0.0, 0.0]",249,10,1089.0698502232399,3,1;2;7,0.8,0.3355588012986466,0,0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,7,0.1,3,7.7972541586930575,-845.9042739757687,-841.1167822329866,1;2;7,"[0.0, -0.9932282887953804, 1.9437939851363273, 0.0, 0.0, 0.0, 0.0, -1.9388780924156774, 0.0, 0.0]",249,10,31.10938175224385,3,1;2;7,1.0,0.027770607495937214,1,1
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,6,0.03,5,6.563590633508319,-877.7555930727418,-872.2261639852304,1;2;7;8;9,"[0.0, -1.0250869688738091, 2.2055655370585283, 0.0, 0.0, 0.0, 0.0, -2.077669718512359, 0.10290194694513337, -0.03652098931321623]",249,10,0.0,3,1;2;7,0.75,0.08222038443701905,0,0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,0,0.0,10,6.408285845981402,-856.13087995997,-856.13087995997,0;1;2;3;4;5;6;7;8;9,"[-0.04726064338645816, -0.9851225884063973, 2.215391752941312, 0.010305340458859578, -0.018439813360624113, 0.012375150243671902, -0.01157055638834686, -2.0756917030855693, 0.09874770134169993, -0.03670875438879672]",249,10,16.095284025260412,3,1;2;7,0.46153846153846156,0.08590022441222538,0,0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,15,0.05,1,129.27795810350636,-6815.52188725474,-6813.442445713061,4,"[0.0, 0.0, 0.0, 0.0, -0.8504164381089768, 0.0, 0.0, 0.0]",2352,8,1527.6697692748075,2,4;6,0.6666666666666666,0.15752209040509707,0,0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,14,0.03,2,67.71203235943145,-8328.799395873943,-8325.467191363767,4;6,"[0.0, 0.0, 0.0, 0.0, -0.954842999170806, 0.0, 0.03894603568009475, 0.0]",2352,8,15.645023624101668,2,4;6,1.0,0.04643226209936803,1,1
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,13,0.02,3,67.02172289818246,-8345.137566678604,-8341.112214987868,1;4;6,"[0.0, -0.024996823760437877, 0.0, 0.0, -0.95080596564685, 0.0, 0.03743991231309314, 0.0]",2352,8,0.0,2,4;6,0.8,0.05652135311858862,0,0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,8,0.005,5,66.70162792130787,-8340.87155933386,-8336.846207643124,1;3;4;5;6,"[0.0, -0.026300767749000167, 0.0, 0.01697674744851986, -0.9496475998634749, -0.02819194874687083, 0.0367776096035284, 0.0]",2352,8,4.266007344744139,2,4;6,0.5714285714285714,0.06688600582432376,0,0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,4,0.0003,7,66.52039970113003,-8331.744594171652,-8329.665152629972,0;1;3;4;5;6;7,"[-0.0033453200165087784, -0.025462590455679494, 0.0, 0.015388473451370923, -0.9500106149330942, -0.015558074874378708, 0.03650993827881087, -0.003224206168252146]",2352,8,11.447062357896357,2,4;6,0.4444444444444444,0.06180743466817283,0,0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,0,0.0,8,66.52038909888905,-8323.98194773219,-8323.98194773219,0;1;2;3;4;5;6;7,"[-0.003276174176778385, -0.025468625550155843, -0.00015573208545301376, 0.015380292535014859, -0.9500161117441415, -0.01550306882012105, 0.03651035576575997, -0.003237440644165301]",2352,8,17.13026725567761,2,4;6,0.4,0.06178675908402113,0,0
