setting,system,method,method_label,seed,noise,sparse_factor,status,n_observed,pod_rank,n_regression_rows,upsample,wall_seconds,tv_lambda,tv_cv_mse,tv_grid_edge,tv_grid_lower,tv_grid_upper,tv_cv_folds,tv_cv_spatial_points,tv_final_primal_objective,tv_final_dual_objective,tv_final_primal_dual_gap,tv_final_relative_primal_dual_gap,tv_final_max_relative_gap,tv_final_kkt_stationarity_max,tv_final_kkt_complementarity_gap,tv_final_kkt_subgradient_prox_max,tv_final_masked_dual_stationarity_max,tv_final_dual_box_violation,tv_final_dual_scale_min,tv_final_converged,tv_final_iterations,tv_final_rho,tv_final_tolerance,tv_final_method,tv_final_elapsed_seconds,tv_final_n_observed,tv_final_n_times,tv_final_n_channels,tv_final_objective
PDE,burgers,tv_diff,TV,0,0.01,4,ok,51,0,2352,1,0.4025150699999358,0.01,0.00014378977315172132,0.0,0.0,0.0,3.0,8.0,"[0.001536243671946584, 0.0017590052294295696, 0.0019524239480288785, 0.001466431614617597, 0.002150529294443025, 0.0027257447260189086, 0.0027459263939739057, 0.002561722073821165, 0.0023675837049452145, 0.0027570350394399137, 0.002962103512939885, 0.002846148306229257, 0.0020812585053966736, 0.0019167425245084323, 0.0025733862425387235, 0.0034044438008775726, 0.0033514378901495466, 0.002578278321057598, 0.003523521051341679, 0.002963102638794381, 0.002612001412279758, 0.0030857332351495637, 0.0030112022708536496, 0.002220226253529687, 0.002404376531920787, 0.0029096163927020517, 0.003928679854785448, 0.0038797720618505543, 0.0041841968104234396, 0.003351122924348326, 0.0029316027458237527, 0.002834815701760988, 0.002600176920643447, 0.0027660705397427325, 0.002676558466687422, 0.002079552160400633, 0.0018819103714940817, 0.002306005257071753, 0.0022364981190225062, 0.002814748325400361, 0.0029670343073419096, 0.0017849645335562513, 0.002201122556357885, 0.002666440588916538, 0.002657623681937752, 0.0015022989778977626, 0.0026696755896670134, 0.0021938174328917067]","[0.0015348801304051218, 0.0017582459721035668, 0.001951559141589505, 0.0014647117372716424, 0.00214862005759216, 0.0027257239638410306, 0.0027435130906511922, 0.0025614231657966995, 0.0023671492877630654, 0.0027570345092530675, 0.0029618227063483637, 0.002846124641235036, 0.0020812573880950123, 0.0019164580906695415, 0.002573385971491582, 0.0034041928600149433, 0.003351408167424358, 0.002578030923432367, 0.003523520232294918, 0.0029631019075348633, 0.0026114278548284076, 0.0030855255873411874, 0.0030112022528731193, 0.002218915936512354, 0.002402950910615813, 0.002909361608488924, 0.003928663919726835, 0.0038772469508369448, 0.004184196798393821, 0.003351028812181873, 0.002931598553111745, 0.0028348044653122234, 0.0026000568504036146, 0.002766070538791132, 0.0026765508274136933, 0.002079552152728578, 0.0018816510178492425, 0.002305516567071799, 0.0022355158145445546, 0.0028145877102251993, 0.0029670341038816658, 0.0017849126622659461, 0.0022009778433518317, 0.0026664179242022737, 0.002657225776137678, 0.0014998456196794105, 0.002669531681248925, 0.002192660155622498]","[1.3635415414621661e-06, 7.592573260028698e-07, 8.648064393735558e-07, 1.7198773459546363e-06, 1.909236850864901e-06, 2.0762177877983734e-08, 2.4133033227134552e-06, 2.9890802446565223e-07, 4.344171821491806e-07, 5.301868462488646e-10, 2.808065915210767e-07, 2.3664994220750496e-08, 1.1173016613470754e-09, 2.844338388907283e-07, 2.710471413286397e-10, 2.5094086262937576e-07, 2.9722725188637694e-08, 2.473976252310127e-07, 8.19046760969222e-10, 7.312595177826064e-10, 5.735574513505114e-07, 2.0764780837628435e-07, 1.7980530259142924e-11, 1.310317017332984e-06, 1.4256213049742596e-06, 2.5478421312790864e-07, 1.5935058612914776e-08, 2.525111013609513e-06, 1.2029618620679194e-11, 9.411216645317105e-08, 4.192712007872884e-09, 1.1236448764495588e-08, 1.2007023983233445e-07, 9.516003436627063e-13, 7.639273728789892e-09, 7.672054831708852e-12, 2.5935364483917374e-07, 4.886899999541859e-07, 9.823044779515983e-07, 1.606151751615964e-07, 2.0346024387843387e-10, 5.187129030513951e-08, 1.4471300605316956e-07, 2.2664714264229724e-08, 3.979058000739069e-07, 2.4533582183520336e-06, 1.4390841808833987e-07, 1.157277269208789e-06]","[1.3635415414621661e-06, 7.592573260028698e-07, 8.648064393735558e-07, 1.7198773459546363e-06, 1.909236850864901e-06, 2.0762177877983734e-08, 2.4133033227134552e-06, 2.9890802446565223e-07, 4.344171821491806e-07, 5.301868462488646e-10, 2.808065915210767e-07, 2.3664994220750496e-08, 1.1173016613470754e-09, 2.844338388907283e-07, 2.710471413286397e-10, 2.5094086262937576e-07, 2.9722725188637694e-08, 2.473976252310127e-07, 8.19046760969222e-10, 7.312595177826064e-10, 5.735574513505114e-07, 2.0764780837628435e-07, 1.7980530259142924e-11, 1.310317017332984e-06, 1.4256213049742596e-06, 2.5478421312790864e-07, 1.5935058612914776e-08, 2.525111013609513e-06, 1.2029618620679194e-11, 9.411216645317105e-08, 4.192712007872884e-09, 1.1236448764495588e-08, 1.2007023983233445e-07, 9.516003436627063e-13, 7.639273728789892e-09, 7.672054831708852e-12, 2.5935364483917374e-07, 4.886899999541859e-07, 9.823044779515983e-07, 1.606151751615964e-07, 2.0346024387843387e-10, 5.187129030513951e-08, 1.4471300605316956e-07, 2.2664714264229724e-08, 3.979058000739069e-07, 2.4533582183520336e-06, 1.4390841808833987e-07, 1.157277269208789e-06]",2.525111013609513e-06,1.4786156505965445e-05,"[1.3635403259728684e-06, 7.592495990787888e-07, 8.648051748481791e-07, 1.719871187570829e-06, 1.9092117951143494e-06, 2.076216896204717e-08, 2.4133022442300155e-06, 2.9890774104506706e-07, 4.3440654359707537e-07, 5.301868158912038e-10, 2.808061802036122e-07, 2.3664988956298427e-08, 1.1173013952838623e-09, 2.844337658053104e-07, 2.710471400275971e-10, 2.5093899364220587e-07, 2.97227145907783e-08, 2.4739751720761344e-07, 8.190467126138051e-10, 7.312595013027334e-10, 5.735517314960168e-07, 2.0764729592877805e-07, 1.7980528307579013e-11, 1.3103008179423054e-06, 1.4256113832753804e-06, 2.547834278814748e-07, 1.59350488828508e-08, 2.5251100756935353e-06, 1.2029613416508766e-11, 9.411202431253152e-08, 4.192711800573429e-09, 1.123644615048415e-08, 1.200700200775645e-07, 9.516025120670513e-13, 7.639272504075117e-09, 7.67205374750668e-12, 2.5935323714619714e-07, 4.886898766309593e-07, 9.823040091443136e-07, 1.606148555921387e-07, 2.0346023824058257e-10, 5.187118945818286e-08, 1.4470873160009074e-07, 2.2664710331286343e-08, 3.9790468213906065e-07, 2.4523860330181698e-06, 1.4390821578738177e-07, 1.1572650959280678e-06]",5.091967033854505e-05,0.0,0.0,0.9989827637500603,True,125.0,0.40800000000000003,1e-05,banded ADMM with dual certificate,0.013109952999911911,51.0,51.0,48.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,ok,51,6,2352,1,0.3812457449998874,0.01,0.0001601813952283308,0.0,0.0,0.0,3.0,48.0,"[0.003972085750666676, 0.005270042369647043, 0.005966636368007244, 0.005575809852372484, 0.005676609010686647, 0.004349952064040203]","[0.003969071857305785, 0.005269863505741049, 0.0059666250089899795, 0.005575808564891044, 0.005676565790418784, 0.004349609319197916]","[3.0138933608909665e-06, 1.7886390599360091e-07, 1.13590172641162e-08, 1.2874814400362644e-09, 4.322026786289512e-08, 3.427448422863369e-07]","[3.0138933608909665e-06, 1.7886390599360091e-07, 1.13590172641162e-08, 1.2874814400362644e-09, 4.322026786289512e-08, 3.427448422863369e-07]",3.0138933608909665e-06,2.313033649663232e-06,"[3.0138811425660904e-06, 1.7886383322455318e-07, 1.1359016776658903e-08, 1.2874814244237531e-09, 4.3220261355947365e-08, 3.427444385940663e-07]",7.612511963950297e-05,0.0,0.0,0.9998689610226715,True,75.0,0.20400000000000001,1e-05,banded ADMM with dual certificate,0.0032937280002443003,51.0,51.0,6.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,baseline,Raw FD,1,0.01,4,ok,51,0,2352,1,0.03268485499984308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,ok,51,6,5000,5,0.06400169900007313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,burgers,tv_diff,TV,1,0.01,4,ok,51,0,2352,1,0.3993001259996163,0.01,0.00011551474664487084,0.0,0.0,0.0,3.0,8.0,"[0.0017625043830082213, 0.0016763263527647915, 0.002041787650687616, 0.002610309449662601, 0.0023193814585380987, 0.00202357980869125, 0.0021900081278128924, 0.0016778791639716884, 0.0020184267127008847, 0.002246093376399809, 0.002319693859923702, 0.0020194769655818546, 0.0024545092777605174, 0.0023499427691216004, 0.002295883670907167, 0.002403185829165228, 0.0027080940419031757, 0.0031415736419161885, 0.0025474567295828377, 0.002990479223778468, 0.0023748609862179783, 0.002801783137561324, 0.0031982970986388463, 0.0025561355789546045, 0.003273184238663288, 0.0036937415234448057, 0.004505481788508446, 0.0030719440036826246, 0.0034307608604646567, 0.003840385681715578, 0.0027241641135736317, 0.0026795253151584496, 0.003217692456426874, 0.0027719707586590057, 0.00232562352388251, 0.002367132656047782, 0.002843612235806362, 0.00339273148428594, 0.00258564402111022, 0.002324083290580355, 0.002295457230580649, 0.0013607481284443395, 0.0023939660401439524, 0.002747005153071306, 0.0031990409524438558, 0.002166873644551451, 0.0016618325778132205, 0.002369911608639579]","[0.001754318200398335, 0.0016706234812307685, 0.0020402686711753723, 0.0026046956469765654, 0.0023158752021679475, 0.0020202480216992675, 0.002187216083383436, 0.0016744892286133077, 0.0020157470589726675, 0.0022427536941239845, 0.002318089983369357, 0.0020121316669823057, 0.0024510641302127674, 0.002349039364304058, 0.0022938882479948673, 0.002399931230669201, 0.0027078272848804403, 0.0031413799542711176, 0.002546758865873914, 0.002988443783824549, 0.002370949058775323, 0.0027989946277497536, 0.003197574374661315, 0.0025509709745074284, 0.0032700822717135446, 0.0036916962263213006, 0.004505156170547584, 0.0030709295108275296, 0.0034243607601803375, 0.003840381264965345, 0.002723957408557334, 0.002674050887912622, 0.003214023789489072, 0.00276933488192043, 0.002325576769937819, 0.0023598011539758498, 0.0028383332424828447, 0.0033924493583211658, 0.0025780888859678213, 0.002321363079326516, 0.0022913601119771694, 0.0013526157124348084, 0.0023937763143782823, 0.0027417671824216346, 0.003196457382245299, 0.0021570736925554048, 0.0016531282877091575, 0.0023685116927634163]","[8.186182609886284e-06, 5.702871534022909e-06, 1.5189795122437164e-06, 5.613802686035493e-06, 3.506256370151145e-06, 3.3317869919825133e-06, 2.7920444294563668e-06, 3.3899353583807194e-06, 2.6796537282171816e-06, 3.3396822758245855e-06, 1.6038765543449282e-06, 7.345298599548914e-06, 3.4451475477499834e-06, 9.034048175423498e-07, 1.9954229122996596e-06, 3.254598496027321e-06, 2.667570227353651e-07, 1.9368764507098762e-07, 6.978637089238501e-07, 2.0354399539188398e-06, 3.911927442655332e-06, 2.7885098115702257e-06, 7.227239775314462e-07, 5.164604447176115e-06, 3.1019669497435107e-06, 2.0452971235050514e-06, 3.256179608619736e-07, 1.0144928550949797e-06, 6.400100284319199e-06, 4.41675023291066e-09, 2.0670501629750301e-07, 5.474427245827362e-06, 3.6686669378019343e-06, 2.6358767385758e-06, 4.6753944691040744e-08, 7.331502071932384e-06, 5.2789933235172434e-06, 2.8212596477408813e-07, 7.555135142398809e-06, 2.7202112538389674e-06, 4.097118603479683e-06, 8.132416009531181e-06, 1.897257656700499e-07, 5.237970649671266e-06, 2.583570198556786e-06, 9.799951996046236e-06, 8.704290104062954e-06, 1.3999158761626891e-06]","[8.186182609886284e-06, 5.702871534022909e-06, 1.5189795122437164e-06, 5.613802686035493e-06, 3.506256370151145e-06, 3.3317869919825133e-06, 2.7920444294563668e-06, 3.3899353583807194e-06, 2.6796537282171816e-06, 3.3396822758245855e-06, 1.6038765543449282e-06, 7.345298599548914e-06, 3.4451475477499834e-06, 9.034048175423498e-07, 1.9954229122996596e-06, 3.254598496027321e-06, 2.667570227353651e-07, 1.9368764507098762e-07, 6.978637089238501e-07, 2.0354399539188398e-06, 3.911927442655332e-06, 2.7885098115702257e-06, 7.227239775314462e-07, 5.164604447176115e-06, 3.1019669497435107e-06, 2.0452971235050514e-06, 3.256179608619736e-07, 1.0144928550949797e-06, 6.400100284319199e-06, 4.41675023291066e-09, 2.0670501629750301e-07, 5.474427245827362e-06, 3.6686669378019343e-06, 2.6358767385758e-06, 4.6753944691040744e-08, 7.331502071932384e-06, 5.2789933235172434e-06, 2.8212596477408813e-07, 7.555135142398809e-06, 2.7202112538389674e-06, 4.097118603479683e-06, 8.132416009531181e-06, 1.897257656700499e-07, 5.237970649671266e-06, 2.583570198556786e-06, 9.799951996046236e-06, 8.704290104062954e-06, 1.3999158761626891e-06]",9.799951996046236e-06,4.677898190384722e-06,"[8.186182495136549e-06, 5.7028588362153685e-06, 1.5189782451417873e-06, 5.613777089365094e-06, 3.506185661006551e-06, 3.331769219794495e-06, 2.792021578207262e-06, 3.3899118823140883e-06, 2.679644758512645e-06, 3.3396676040559027e-06, 1.6038735726783653e-06, 7.345246815419954e-06, 3.44512683881585e-06, 9.034045311642237e-07, 1.995421875755545e-06, 3.2545735181338693e-06, 2.667569527605232e-07, 1.9368669921409655e-07, 6.978627596868504e-07, 2.0354294790361598e-06, 3.911859348763912e-06, 2.7885079252091497e-06, 7.227235841696707e-07, 5.164582167982001e-06, 3.1018626030463207e-06, 2.0452965160968305e-06, 3.256174724280275e-07, 1.0144926065451011e-06, 6.400083894072834e-06, 4.41674981874543e-09, 2.0670495132126682e-07, 5.474421243172175e-06, 3.668660163580126e-06, 2.6358610188273804e-06, 4.675393349860488e-08, 7.3314034263341835e-06, 5.278986254335849e-06, 2.8212439181119105e-07, 7.555072781272347e-06, 2.7202062791101137e-06, 4.097112831398411e-06, 8.132412211885281e-06, 1.897256012060129e-07, 5.237911260047297e-06, 2.5835539404299966e-06, 9.799870570667535e-06, 8.704289066279868e-06, 1.3999114461984812e-06]",0.00017952497819263835,0.0,0.0,0.9996864470276295,True,100.0,0.20400000000000001,1e-05,banded ADMM with dual certificate,0.010522450000280514,51.0,51.0,48.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,ok,51,6,2352,1,0.4574707249998937,0.001,0.00015726032958244705,0.0,0.0,0.0,3.0,48.0,"[0.0009078949802456449, 0.001005897023415632, 0.0008535913044049752, 0.0010096739713185594, 0.0008187754037049621, 0.0008373539163590452]","[0.0009060861016134312, 0.0010032381732011926, 0.000852441058695419, 0.0010082436985402272, 0.000811707169493087, 0.000834704691930658]","[1.8088786322137049e-06, 2.658850214439434e-06, 1.1502457095562179e-06, 1.4302727783322214e-06, 7.068234211875094e-06, 2.6492244283871915e-06]","[1.8088786322137049e-06, 2.658850214439434e-06, 1.1502457095562179e-06, 1.4302727783322214e-06, 7.068234211875094e-06, 2.6492244283871915e-06]",7.068234211875094e-06,2.765077207542068e-05,"[1.8086090286618733e-06, 2.65839404926685e-06, 1.1501857552497245e-06, 1.4299234444157182e-06, 7.061325018211393e-06, 2.649066644787204e-06]",0.0006118943286301977,0.0,0.0,0.9930949285975956,True,25.0,0.01,1e-05,banded ADMM with dual certificate,0.001996982000036951,51.0,51.0,6.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,baseline,Raw FD,2,0.01,4,ok,51,0,2352,1,0.022510341000270273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,ok,51,6,5000,5,0.04010807200029376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,burgers,tv_diff,TV,2,0.01,4,ok,51,0,2352,1,0.40808884499983833,0.01,0.00012279480455198042,0.0,0.0,0.0,3.0,8.0,"[0.002278923130323687, 0.0027566470115876433, 0.001805980610761722, 0.0024180128806668673, 0.0024068762850582683, 0.002204438714333525, 0.0020488531189852594, 0.0013318654510721744, 0.0022172514510344432, 0.0020918612898673276, 0.003064068542319612, 0.001967823728958468, 0.0020499377922557375, 0.0024425848756549975, 0.0025491968480214353, 0.0024972407586496756, 0.0027619710445361046, 0.0028386805536862315, 0.0025919251576084408, 0.0027114682166971974, 0.0030611380639069584, 0.003224554715131536, 0.0034349999979658456, 0.0017998472709627915, 0.002712537072681692, 0.0034166380031568164, 0.004409906724552726, 0.0032681169921917976, 0.003966139906964654, 0.0032737947483806595, 0.0029948548909045714, 0.0034374293725305087, 0.0027540836480521307, 0.0024210231261005393, 0.0024461470283790882, 0.002818212716406674, 0.002596545821445356, 0.0027986944570852733, 0.0029452482175632236, 0.003006225433695809, 0.0028517010893125143, 0.0018579036618727382, 0.002444241596725573, 0.002498095661039905, 0.0029665888697681096, 0.0021389499569285653, 0.002032805033204459, 0.00193664988745485]","[0.0022752035115209132, 0.002753477468497716, 0.0018044470956587275, 0.002416952569619212, 0.0024039672188764395, 0.002202458919492039, 0.0020484798138127795, 0.0013290347712414054, 0.0022171383743256755, 0.0020899031827299533, 0.0030639555128808772, 0.001965072189781838, 0.002049428429411916, 0.0024425767193475144, 0.002546664953529615, 0.0024968497591273783, 0.0027591680676191136, 0.0028386585560195832, 0.0025918951611148718, 0.0027113527901313017, 0.003061135084072613, 0.003222208685370205, 0.0034298869040538258, 0.0017935851542424932, 0.0027125108231208653, 0.003411219182717482, 0.004409570607524142, 0.0032657211548479093, 0.003964369483810589, 0.0032724068125864316, 0.0029928417956003126, 0.0034373326976272272, 0.002750404545088917, 0.0024201815784958974, 0.0024455960915049256, 0.0028180600902151607, 0.002595792605770465, 0.0027952457604176256, 0.002944454113188351, 0.0030057121589794926, 0.0028494269250135713, 0.0018578131709870546, 0.002444175108655031, 0.002494640479312079, 0.0029665866412266423, 0.0021385016193282394, 0.002032729852573524, 0.0019331516482752917]","[3.719618802773897e-06, 3.1695430899271113e-06, 1.5335151029945062e-06, 1.0603110476552907e-06, 2.9090661818288385e-06, 1.9797948414860753e-06, 3.733051724798611e-07, 2.830679830769043e-06, 1.1307670876774603e-07, 1.958107137374314e-06, 1.1302943873480603e-07, 2.751539176630048e-06, 5.093628438214946e-07, 8.156307483141861e-09, 2.5318944918200845e-06, 3.9099952229724663e-07, 2.8029769169909784e-06, 2.1997666648301828e-08, 2.9996493568999055e-08, 1.1542656589563771e-07, 2.979834345419319e-09, 2.3460297613312787e-06, 5.11309391201982e-06, 6.262116720298291e-06, 2.6249560826623747e-08, 5.418820439334615e-06, 3.361170285839585e-07, 2.3958373438883254e-06, 1.7704231540646362e-06, 1.387935794227961e-06, 2.0130953042587704e-06, 9.667490328147538e-08, 3.6791029632138317e-06, 8.415476046418763e-07, 5.509368741626539e-07, 1.5262619151336365e-07, 7.532156748911792e-07, 3.448696667647695e-06, 7.94104374872602e-07, 5.132747163162643e-07, 2.2741642989429663e-06, 9.049088568356331e-08, 6.648807054183623e-08, 3.455181727826228e-06, 2.228541467249462e-09, 4.483376003258481e-07, 7.518063093511079e-08, 3.49823917955832e-06]","[3.719618802773897e-06, 3.1695430899271113e-06, 1.5335151029945062e-06, 1.0603110476552907e-06, 2.9090661818288385e-06, 1.9797948414860753e-06, 3.733051724798611e-07, 2.830679830769043e-06, 1.1307670876774603e-07, 1.958107137374314e-06, 1.1302943873480603e-07, 2.751539176630048e-06, 5.093628438214946e-07, 8.156307483141861e-09, 2.5318944918200845e-06, 3.9099952229724663e-07, 2.8029769169909784e-06, 2.1997666648301828e-08, 2.9996493568999055e-08, 1.1542656589563771e-07, 2.979834345419319e-09, 2.3460297613312787e-06, 5.11309391201982e-06, 6.262116720298291e-06, 2.6249560826623747e-08, 5.418820439334615e-06, 3.361170285839585e-07, 2.3958373438883254e-06, 1.7704231540646362e-06, 1.387935794227961e-06, 2.0130953042587704e-06, 9.667490328147538e-08, 3.6791029632138317e-06, 8.415476046418763e-07, 5.509368741626539e-07, 1.5262619151336365e-07, 7.532156748911792e-07, 3.448696667647695e-06, 7.94104374872602e-07, 5.132747163162643e-07, 2.2741642989429663e-06, 9.049088568356331e-08, 6.648807054183623e-08, 3.455181727826228e-06, 2.228541467249462e-09, 4.483376003258481e-07, 7.518063093511079e-08, 3.49823917955832e-06]",6.262116720298291e-06,1.1943863928734477e-05,"[3.7196112160582987e-06, 3.1692232858290858e-06, 1.533473689602151e-06, 1.0603110042907817e-06, 2.9084859633254955e-06, 1.979759088565269e-06, 3.7330488591514385e-07, 2.830674732890218e-06, 1.1307635567139613e-07, 1.9580852292927367e-06, 1.1302828915567623e-07, 2.7515175992421682e-06, 5.093485914314279e-07, 8.15630024110503e-09, 2.531854161287768e-06, 3.909966440644383e-07, 2.802689147113173e-06, 2.1997642328562897e-08, 2.9996466484761425e-08, 1.1542627598843357e-07, 2.9798337209188674e-09, 2.3459210815137462e-06, 5.1130650886488296e-06, 6.261868134027366e-06, 2.6249446955796917e-08, 5.41867439469209e-06, 3.3611510980718906e-07, 2.3958160986856797e-06, 1.770277306021792e-06, 1.3879320754635154e-06, 2.013060235784604e-06, 9.667415642165313e-08, 3.6789791230552177e-06, 8.41524162531861e-07, 5.509355504602215e-07, 1.5262430200029507e-07, 7.532097147633886e-07, 3.448604284402544e-06, 7.940501795769984e-07, 5.132712501309178e-07, 2.274114585521002e-06, 9.048995535797678e-08, 6.64875623736759e-08, 3.455135127566444e-06, 2.228540754711794e-09, 4.4833661642245965e-07, 7.517896293007548e-08, 3.498166202857845e-06]",0.00011783720684008236,0.0,0.0,0.9994242632729541,True,100.0,0.40800000000000003,1e-05,banded ADMM with dual certificate,0.012615715999800159,51.0,51.0,48.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,ok,51,6,2352,1,0.45933429299975614,0.01,0.00016185411469212834,0.0,0.0,0.0,3.0,48.0,"[0.0038215385283286497, 0.005241704631875511, 0.006547152730627117, 0.0057188433927569, 0.004570250560963585, 0.00439178521131634]","[0.0038183915239643016, 0.005239726037350952, 0.006546800609252835, 0.005712748707704882, 0.004568125581416706, 0.0043915537147570394]","[3.147004364348078e-06, 1.978594524558626e-06, 3.5212137428162343e-07, 6.094685052018475e-06, 2.1249795468794228e-06, 2.3149655930046475e-07]","[3.147004364348078e-06, 1.978594524558626e-06, 3.5212137428162343e-07, 6.094685052018475e-06, 2.1249795468794228e-06, 2.3149655930046475e-07]",6.094685052018475e-06,5.82544893784967e-06,"[3.1469883696047876e-06, 1.978560135047422e-06, 3.5211913184708676e-07, 6.094593170143103e-06, 2.1249561966527226e-06, 2.3149616622426816e-07]",0.00022986000327115952,0.0,0.0,0.9996801485371876,True,75.0,0.20400000000000001,1e-05,banded ADMM with dual certificate,0.0055938659997991635,51.0,51.0,6.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,baseline,Raw FD,3,0.01,4,ok,51,0,2352,1,0.027123152000058326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,ok,51,6,5000,5,0.043730334999963816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
