setting,system,method,method_label,seed,noise,sparse_factor,status,n_observed,pod_rank,n_regression_rows,upsample,wall_seconds,tv_lambda,tv_cv_mse,tv_grid_edge,tv_grid_lower,tv_grid_upper,tv_cv_folds,tv_cv_spatial_points,tv_final_primal_objective,tv_final_dual_objective,tv_final_primal_dual_gap,tv_final_relative_primal_dual_gap,tv_final_max_relative_gap,tv_final_kkt_stationarity_max,tv_final_kkt_complementarity_gap,tv_final_kkt_subgradient_prox_max,tv_final_masked_dual_stationarity_max,tv_final_dual_box_violation,tv_final_dual_scale_min,tv_final_converged,tv_final_iterations,tv_final_rho,tv_final_tolerance,tv_final_method,tv_final_elapsed_seconds,tv_final_n_observed,tv_final_n_times,tv_final_n_channels,tv_final_objective
PDE,burgers,tv_diff,TV,3,0.01,4,ok,51,0,2352,1,0.3655810229997769,0.01,0.00016019699170185237,0.0,0.0,0.0,3.0,8.0,"[0.001930164167384972, 0.0029454384220716804, 0.0025936018960295393, 0.0013997847017577737, 0.0026819331026714877, 0.0029727807087855506, 0.0022426074092241847, 0.002546406331635019, 0.0025094574456675906, 0.0019245631227256285, 0.0027521175779547757, 0.003101607037663722, 0.0028662691618552656, 0.002689034167952187, 0.0028684653702095715, 0.002461814858867499, 0.0035484608859489533, 0.0027754368353183146, 0.003625103512302689, 0.0027632999066444916, 0.0026460169453727234, 0.002822557232090483, 0.00261195835780784, 0.0022694461460463634, 0.0020540589934279958, 0.0032942991157896297, 0.003623090447166742, 0.004748462280883295, 0.0035430182796016736, 0.004186550109563317, 0.0036281731472319664, 0.003462553385654322, 0.003409682702880613, 0.0026922378928157156, 0.0031706135655495135, 0.0025900350546998055, 0.002706053129609685, 0.0019336814952414195, 0.002508727205082297, 0.0018956984025963416, 0.002330165724358353, 0.002590288489613906, 0.0022408567270433355, 0.002064924907447717, 0.002113734735841953, 0.001981155258881949, 0.0022206737574461547, 0.0022851048775240227]","[0.0019244969635688555, 0.0029400703161749377, 0.0025905990962984565, 0.0013967170856285767, 0.002681542258181585, 0.0029658353273670727, 0.002239083316153256, 0.002544747191832764, 0.0025093196782201457, 0.001923901780510474, 0.0027464064324050574, 0.00309929730821804, 0.0028662305658715436, 0.0026880628922798184, 0.0028623137904491627, 0.0024618140272367876, 0.00354605847623445, 0.002774948775378455, 0.0036251026188378406, 0.002763181863447964, 0.0026459278020786706, 0.0028223304498064205, 0.002610906800578993, 0.0022679603661366395, 0.002053331899684724, 0.003293979892305568, 0.0036215510829892134, 0.004746731196959998, 0.0035429776095924357, 0.004186366454843238, 0.003624794974330929, 0.003461446223927335, 0.003409629960679827, 0.0026885284651954394, 0.0031706122128798515, 0.002588752880623731, 0.0027059911714892634, 0.0019300525929596007, 0.0025081291461767187, 0.001890906702050214, 0.0023273206927920337, 0.002585813565343349, 0.0022400962577576165, 0.002063382655345411, 0.0021104937999360776, 0.001975238634894778, 0.0022194383911400698, 0.002283889150502112]","[5.667203816116543e-06, 5.368105896742716e-06, 3.002799731082785e-06, 3.067616129196968e-06, 3.9084448990277243e-07, 6.9453814184779195e-06, 3.5240930709285433e-06, 1.659139802255051e-06, 1.3776744744488367e-07, 6.613422151545423e-07, 5.711145549718369e-06, 2.3097294456820607e-06, 3.859598372195697e-08, 9.712756723688314e-07, 6.1515797604087645e-06, 8.316307113440113e-10, 2.4024097145035166e-06, 4.880599398593768e-07, 8.934648485468821e-10, 1.1804319652742451e-07, 8.914329405283056e-08, 2.267822840624871e-07, 1.0515572288470089e-06, 1.4857799097238965e-06, 7.270937432716715e-07, 3.192234840619125e-07, 1.5393641775284655e-06, 1.731083923296739e-06, 4.0670009237957216e-08, 1.8365472007845357e-07, 3.378172901037299e-06, 1.1071617269870285e-06, 5.274220078602468e-08, 3.709427620276172e-06, 1.3526696620441703e-09, 1.282174076074321e-06, 6.195812042152776e-08, 3.628902281818799e-06, 5.980589055784233e-07, 4.7917005461277015e-06, 2.8450315663194545e-06, 4.474924270556763e-06, 7.604692857190488e-07, 1.542252102305821e-06, 3.2409359058752085e-06, 5.916623987170869e-06, 1.2353663060848952e-06, 1.2157270219107126e-06]","[5.667203816116543e-06, 5.368105896742716e-06, 3.002799731082785e-06, 3.067616129196968e-06, 3.9084448990277243e-07, 6.9453814184779195e-06, 3.5240930709285433e-06, 1.659139802255051e-06, 1.3776744744488367e-07, 6.613422151545423e-07, 5.711145549718369e-06, 2.3097294456820607e-06, 3.859598372195697e-08, 9.712756723688314e-07, 6.1515797604087645e-06, 8.316307113440113e-10, 2.4024097145035166e-06, 4.880599398593768e-07, 8.934648485468821e-10, 1.1804319652742451e-07, 8.914329405283056e-08, 2.267822840624871e-07, 1.0515572288470089e-06, 1.4857799097238965e-06, 7.270937432716715e-07, 3.192234840619125e-07, 1.5393641775284655e-06, 1.731083923296739e-06, 4.0670009237957216e-08, 1.8365472007845357e-07, 3.378172901037299e-06, 1.1071617269870285e-06, 5.274220078602468e-08, 3.709427620276172e-06, 1.3526696620441703e-09, 1.282174076074321e-06, 6.195812042152776e-08, 3.628902281818799e-06, 5.980589055784233e-07, 4.7917005461277015e-06, 2.8450315663194545e-06, 4.474924270556763e-06, 7.604692857190488e-07, 1.542252102305821e-06, 3.2409359058752085e-06, 5.916623987170869e-06, 1.2353663060848952e-06, 1.2157270219107126e-06]",6.9453814184779195e-06,3.4086975930491814e-05,"[5.667148301887804e-06, 5.367910059467175e-06, 3.002782937857988e-06, 3.0676041803102093e-06, 3.9084431951096846e-07, 6.940357680295414e-06, 3.524016860241802e-06, 1.6591286878553943e-06, 1.3776603225844775e-07, 6.61332458132529e-07, 5.711106260868851e-06, 2.3096346133510536e-06, 3.8595334517308594e-08, 9.712590390844548e-07, 6.150587921122932e-06, 8.316306449908384e-10, 2.4019686139086643e-06, 4.880564371048668e-07, 8.934647787242622e-10, 1.180430810789751e-07, 8.914309213253584e-08, 2.2678181102247716e-07, 1.0515512965899362e-06, 1.4857414669186423e-06, 7.270786569338935e-07, 3.1922083762892656e-07, 1.539351405324598e-06, 1.7310534697139411e-06, 4.0669989329403244e-08, 1.836527967714538e-07, 3.3781033639715234e-06, 1.10714502399821e-06, 5.274212064158325e-08, 3.7093275260609206e-06, 1.3526694885718227e-09, 1.2821484701277044e-06, 6.19574842570126e-08, 3.6288334833064475e-06, 5.980550662757411e-07, 4.789062992349453e-06, 2.8446663660609654e-06, 4.4748729085228875e-06, 7.603921337126941e-07, 1.5422465547172822e-06, 3.240898339366277e-06, 5.9164626393778865e-06, 1.2353650824306877e-06, 1.2157187715082897e-06]",0.00019811455264044653,0.0,0.0,0.9984075112324504,True,100.0,0.40800000000000003,1e-05,banded ADMM with dual certificate,0.010883665999699588,51.0,51.0,48.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,3,0.01,4,ok,51,6,2352,1,0.34438589599994884,0.01,0.0001647906593892766,0.0,0.0,0.0,3.0,48.0,"[0.004099818797127397, 0.005731418821539885, 0.005585478758112466, 0.00609632499634788, 0.0048930844708386205, 0.00479846020102745]","[0.004099817537967745, 0.0057287973971148435, 0.005585442675792235, 0.006096324057735143, 0.004889192273548275, 0.00479836781307634]","[1.2591596515454384e-09, 2.621424425041513e-06, 3.608232023062652e-08, 9.38612737012845e-10, 3.89219729034565e-06, 9.238795110975279e-08]","[1.2591596515454384e-09, 2.621424425041513e-06, 3.608232023062652e-08, 9.38612737012845e-10, 3.89219729034565e-06, 9.238795110975279e-08]",3.89219729034565e-06,5.520143115307977e-06,"[1.2591595973353298e-09, 2.621350087221759e-06, 3.6082316391683467e-08, 9.38612717063525e-10, 3.892048603099541e-06, 9.238785967464677e-08]",0.00014745424975719928,0.0,0.0,0.9996318993352982,True,75.0,0.20400000000000001,1e-05,banded ADMM with dual certificate,0.003235639999729756,51.0,51.0,6.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,baseline,Raw FD,4,0.01,4,ok,51,0,2352,1,0.02306111099960617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,ok,51,6,5000,5,0.05623164299959171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,burgers,tv_diff,TV,4,0.01,4,ok,51,0,2352,1,0.5067086230001223,0.01,0.00014925284479434234,0.0,0.0,0.0,3.0,8.0,"[0.0025049671086910513, 0.002774457870543914, 0.002284457530004638, 0.0018383780009569126, 0.0026115913246256284, 0.0020279347132755024, 0.002130532644404037, 0.002694843470724761, 0.0028060300318849462, 0.0022544985997721605, 0.002358412683497623, 0.002435991180256788, 0.0020580149626298313, 0.0028392654274910396, 0.002563250379533226, 0.003893557145805915, 0.0020962815050940067, 0.0029758803110974843, 0.0031048779843663773, 0.002973640005303592, 0.002732541349677599, 0.0030474868330072633, 0.0024124126764959782, 0.001952884289303839, 0.0017143913296468055, 0.0038828693036524935, 0.003258469340514141, 0.0036778862833701086, 0.0037430917148323336, 0.003368480665159334, 0.0036204307710446604, 0.003186016266881577, 0.003141764152648754, 0.002636654202702319, 0.002489810435247722, 0.0026562360106316494, 0.002420981599498084, 0.0026797703962177983, 0.003172658428221831, 0.0027345811053978786, 0.0023939401151871547, 0.0025192660921160718, 0.0017972594971958755, 0.0018590090004582042, 0.0027109742526477214, 0.002039860417444853, 0.002228965483729195, 0.0020531471227213673]","[0.0025048956976635984, 0.002770926477531102, 0.0022832601489883313, 0.0018347773793791601, 0.0026111789082484266, 0.00202768745379233, 0.0021301872403384483, 0.0026942052430286596, 0.0028029448970240288, 0.002250121466877443, 0.0023580969193040253, 0.002435974372358316, 0.002055624395812916, 0.0028392061850210887, 0.002562823907446364, 0.0038911024220105095, 0.0020961919373215197, 0.0029729457622780066, 0.00310486442202798, 0.0029735896454477846, 0.0027325265943481487, 0.0030441258762071077, 0.0024101612653388777, 0.0019497898375121954, 0.0017138942567164694, 0.0038813595089113567, 0.0032526375032337876, 0.0036765098789325896, 0.0037430917028678707, 0.0033684732629344393, 0.0036204237796021227, 0.0031821864256791287, 0.003141760991528048, 0.002635174980001443, 0.0024893803945858005, 0.0026562348526472344, 0.002419766922428623, 0.002676767332573129, 0.0031726508980756815, 0.002731550758961173, 0.0023939120075956327, 0.002518463710628523, 0.0017965275000787467, 0.001857911241198645, 0.002707777354400167, 0.002036445547124679, 0.0022282278962058796, 0.0020514422454788643]","[7.141102745288411e-08, 3.5313930128121583e-06, 1.1973810163067033e-06, 3.600621577752464e-06, 4.1241637720179636e-07, 2.472594831724566e-07, 3.454040655888335e-07, 6.382276961014108e-07, 3.0851348609174656e-06, 4.377132894717653e-06, 3.15764193597589e-07, 1.6807898471898203e-08, 2.3905668169151364e-06, 5.9242469950971516e-08, 4.2647208686220905e-07, 2.4547237954053794e-06, 8.956777248700365e-08, 2.9345488194777204e-06, 1.356233839729798e-08, 5.0359855807181886e-08, 1.4755329450465149e-08, 3.360956800155593e-06, 2.2514111571005427e-06, 3.0944517916435196e-06, 4.9707293033616e-07, 1.5097947411368481e-06, 5.831837280353535e-06, 1.3764044375190465e-06, 1.1964462840602375e-11, 7.402224894668963e-09, 6.9914425377543e-09, 3.829841202448309e-06, 3.161120705908599e-09, 1.4792227008759463e-06, 4.3004066192136106e-07, 1.1579844149539609e-09, 1.2146770694610766e-06, 3.003063644669516e-06, 7.530146149421074e-09, 3.030346436705498e-06, 2.8107591522070347e-08, 8.023814875488498e-07, 7.319971171287909e-07, 1.0977592595593378e-06, 3.196898247554477e-06, 3.4148703201741966e-06, 7.37587523315375e-07, 1.704877242502973e-06]","[7.141102745288411e-08, 3.5313930128121583e-06, 1.1973810163067033e-06, 3.600621577752464e-06, 4.1241637720179636e-07, 2.472594831724566e-07, 3.454040655888335e-07, 6.382276961014108e-07, 3.0851348609174656e-06, 4.377132894717653e-06, 3.15764193597589e-07, 1.6807898471898203e-08, 2.3905668169151364e-06, 5.9242469950971516e-08, 4.2647208686220905e-07, 2.4547237954053794e-06, 8.956777248700365e-08, 2.9345488194777204e-06, 1.356233839729798e-08, 5.0359855807181886e-08, 1.4755329450465149e-08, 3.360956800155593e-06, 2.2514111571005427e-06, 3.0944517916435196e-06, 4.9707293033616e-07, 1.5097947411368481e-06, 5.831837280353535e-06, 1.3764044375190465e-06, 1.1964462840602375e-11, 7.402224894668963e-09, 6.9914425377543e-09, 3.829841202448309e-06, 3.161120705908599e-09, 1.4792227008759463e-06, 4.3004066192136106e-07, 1.1579844149539609e-09, 1.2146770694610766e-06, 3.003063644669516e-06, 7.530146149421074e-09, 3.030346436705498e-06, 2.8107591522070347e-08, 8.023814875488498e-07, 7.319971171287909e-07, 1.0977592595593378e-06, 3.196898247554477e-06, 3.4148703201741966e-06, 7.37587523315375e-07, 1.704877242502973e-06]",5.831837280353535e-06,3.0615274382521374e-05,"[7.141071126434825e-08, 3.531136649243059e-06, 1.197296481819654e-06, 3.600526020290564e-06, 4.124100936790491e-07, 2.4725727533123337e-07, 3.454029676116556e-07, 6.382274705503876e-07, 3.0851024698833832e-06, 4.377099762916314e-06, 3.1576392147455307e-07, 1.680789715806201e-08, 2.3892834213567983e-06, 5.924208677007131e-08, 4.264701671263544e-07, 2.4546231512676073e-06, 8.956771098888802e-08, 2.934531538893205e-06, 1.356233557251764e-08, 5.0359787330273714e-08, 1.4755323341636428e-08, 3.360940918970337e-06, 2.251390977435746e-06, 3.094411225428636e-06, 4.97071791933962e-07, 1.509781445085956e-06, 5.828179362416669e-06, 1.3764044267329696e-06, 1.196446067219803e-11, 7.402224366445664e-09, 6.991440947446553e-09, 3.829829941511464e-06, 3.1611197136467706e-09, 1.4792098717625237e-06, 4.3004023524638967e-07, 1.1579843720195548e-09, 1.2146690220886294e-06, 3.0030503560712126e-06, 7.530144039780487e-09, 3.030261059881723e-06, 2.810753311414775e-08, 8.023790825449195e-07, 7.31996547758719e-07, 1.0977438962836905e-06, 3.196800313380252e-06, 3.4148250390023723e-06, 7.375811426201407e-07, 1.7048442611681332e-06]",8.412621034947776e-05,0.0,0.0,0.9979947560118608,True,125.0,0.40800000000000003,1e-05,banded ADMM with dual certificate,0.014139796000108618,51.0,51.0,48.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,4,0.01,4,ok,51,6,2352,1,0.46132172099987656,0.01,0.000162788276374694,0.0,0.0,0.0,3.0,48.0,"[0.004204680417678414, 0.005295936432112545, 0.005567690448379812, 0.005266975100015999, 0.005095611921857434, 0.004649012674717031]","[0.004204610347305586, 0.005295934675647749, 0.005566473131555038, 0.005266854632922516, 0.005094794960319191, 0.004648237705405048]","[7.007037282780876e-08, 1.7564647956588852e-09, 1.2173168247734192e-06, 1.2046709348297047e-07, 8.169615382429621e-07, 7.749693119825027e-07]","[7.007037282780876e-08, 1.7564647956588852e-09, 1.2173168247734192e-06, 1.2046709348297047e-07, 8.169615382429621e-07, 7.749693119825027e-07]",1.2173168247734192e-06,1.284059377024832e-06,"[7.007025477423837e-08, 1.7564646820344976e-09, 1.2173130769111556e-06, 1.204670255026269e-07, 8.169606738918367e-07, 7.74964587366405e-07]",4.828054528105419e-05,0.0,0.0,0.9999151247141674,True,75.0,0.20400000000000001,1e-05,banded ADMM with dual certificate,0.0067211269997642376,51.0,51.0,6.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,fisher_kpp,baseline,Raw FD,0,0.01,4,ok,51,0,2352,1,0.03797375200019815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,ok,51,2,5000,5,0.0625113009996312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,fisher_kpp,tv_diff,TV,0,0.01,4,ok,51,0,2352,1,0.3190047460002461,0.1,0.00012320083641760666,0.0,0.0,0.0,3.0,8.0,"[0.00269374381258437, 0.0030575157094034195, 0.002492812325137814, 0.002616086823615721, 0.0034259543701110296, 0.004318775598516182, 0.004168726870315031, 0.004107818493720592, 0.0036425901361097903, 0.004091306042028614, 0.004669010491757643, 0.0038603946242713088, 0.003325532615933653, 0.0032146308601799433, 0.004001327590406138, 0.004579785058925175, 0.004182687832258619, 0.0036188939096403593, 0.004452857002138886, 0.0038556010257621105, 0.0026763663836615157, 0.003787000627569196, 0.0033295834495295075, 0.0026701481323364363, 0.0034569346945404708, 0.002795973911931965, 0.0037349542722301503, 0.0040274503774579895, 0.004119252664451111, 0.004113490505128602, 0.003892657355790064, 0.0041026970456503175, 0.0037475298854204525, 0.004657388912058101, 0.004467642793422207, 0.0038537554109136607, 0.003897585795634833, 0.0041176312476684865, 0.004042045726719459, 0.004748105118693582, 0.0052688306538457, 0.0039148988159592325, 0.004147594421883661, 0.0044596096206550185, 0.0038299564872319334, 0.002573792907530229, 0.003827127813851739, 0.003473027247088529]","[0.0026937434063642168, 0.003057515709402622, 0.0024829564658210984, 0.0026147377038001655, 0.003425939734060521, 0.004318774840050214, 0.0041687268235281036, 0.004107116739603168, 0.0036424813936470264, 0.004091304912522322, 0.004669010263900177, 0.0038602457017199157, 0.0033255045542303387, 0.0032146170361462677, 0.0040013256184173816, 0.004579785058924498, 0.004182685762781016, 0.0036188937677417692, 0.004452826840255066, 0.003855601025761605, 0.002676230645755352, 0.0037869823069045924, 0.003329583156904501, 0.002670003454392021, 0.0034569346945396836, 0.002792655355385431, 0.0037318301632545264, 0.004027450017582354, 0.004118794240126417, 0.0041134905051277044, 0.0038926573557891376, 0.0041026970456495586, 0.003747529885419799, 0.004657388912016587, 0.004467642793421534, 0.0038537554095885336, 0.0038975857956343963, 0.004117631247668152, 0.00404204572671907, 0.004748105118692803, 0.00526883065384492, 0.003914898815958394, 0.004147594415410963, 0.004459609620654251, 0.0038299564872236796, 0.0025736210583621796, 0.003827108078630351, 0.0034715105448593978]","[4.062201534350829e-10, 7.975391180803371e-16, 9.855859316715461e-06, 1.3491198155553621e-06, 1.4636050508706755e-08, 7.584659679829575e-10, 4.678692763077086e-11, 7.017541174244094e-07, 1.0874246276397839e-07, 1.129506292316118e-09, 2.2785746553455333e-10, 1.4892255139307975e-07, 2.806170331434016e-08, 1.382403367559265e-08, 1.971988756316323e-09, 6.765421556309548e-16, 2.0694776031726647e-09, 1.418985901002756e-10, 3.016188381953916e-08, 5.056718932472393e-16, 1.357379061637555e-07, 1.8320664603443948e-08, 2.9262500669119396e-10, 1.4467794441511486e-07, 7.871307772244762e-16, 3.318556546534103e-06, 3.124108975623846e-06, 3.598756353681565e-10, 4.5842432469349326e-07, 8.977193988179977e-16, 9.26342336171615e-16, 7.589415207398531e-16, 6.535570695742621e-16, 4.151366750360097e-14, 6.730727086790012e-16, 1.3251270740421983e-12, 4.367166350771612e-16, 3.3480163086352377e-16, 3.894454203567932e-16, 7.788908407135864e-16, 7.806255641895632e-16, 8.387388006347862e-16, 6.472698245441055e-12, 7.676151381197371e-16, 8.253814298697648e-15, 1.718491680494441e-07, 1.973522138808484e-08, 1.5167022291311984e-06]","[4.062201534350829e-10, 7.975391180803371e-16, 9.855859316715461e-06, 1.3491198155553621e-06, 1.4636050508706755e-08, 7.584659679829575e-10, 4.678692763077086e-11, 7.017541174244094e-07, 1.0874246276397839e-07, 1.129506292316118e-09, 2.2785746553455333e-10, 1.4892255139307975e-07, 2.806170331434016e-08, 1.382403367559265e-08, 1.971988756316323e-09, 6.765421556309548e-16, 2.0694776031726647e-09, 1.418985901002756e-10, 3.016188381953916e-08, 5.056718932472393e-16, 1.357379061637555e-07, 1.8320664603443948e-08, 2.9262500669119396e-10, 1.4467794441511486e-07, 7.871307772244762e-16, 3.318556546534103e-06, 3.124108975623846e-06, 3.598756353681565e-10, 4.5842432469349326e-07, 8.977193988179977e-16, 9.26342336171615e-16, 7.589415207398531e-16, 6.535570695742621e-16, 4.151366750360097e-14, 6.730727086790012e-16, 1.3251270740421983e-12, 4.367166350771612e-16, 3.3480163086352377e-16, 3.894454203567932e-16, 7.788908407135864e-16, 7.806255641895632e-16, 8.387388006347862e-16, 6.472698245441055e-12, 7.676151381197371e-16, 8.253814298697648e-15, 1.718491680494441e-07, 1.973522138808484e-08, 1.5167022291311984e-06]",9.855859316715461e-06,1.0227107559435122e-07,"[4.0622016883075374e-10, 7.971054372113429e-16, 9.855859305682836e-06, 1.3491198110392264e-06, 1.463605051651301e-08, 7.584659874985966e-10, 4.678696189155951e-11, 7.017541148993025e-07, 1.0874246269393893e-07, 1.1295062535016803e-09, 2.2785745165676552e-10, 1.4892255124519457e-07, 2.8061703317809605e-08, 1.3824033652173884e-08, 1.971988756316323e-09, 6.752411130239722e-16, 2.0694776096778777e-09, 1.4189857448776433e-10, 3.016188380436033e-08, 4.731458280726741e-16, 1.3573790617134492e-07, 1.8320664625778513e-08, 2.926249906450018e-10, 1.446779442935758e-07, 8.083811398051921e-16, 3.3185565068487256e-06, 3.1241089626809658e-06, 3.5987564469229516e-10, 4.5842432280481307e-07, 9.172350379227368e-16, 9.259086553026208e-16, 7.446300520630444e-16, 6.457508139323664e-16, 4.152364216358784e-14, 6.661338147750939e-16, 1.3251413855108751e-12, 4.154662724964453e-16, 3.3393426912553537e-16, 3.690624195140657e-16, 7.494005416219807e-16, 7.637120102987893e-16, 8.114169058881515e-16, 6.472711255867125e-12, 7.671814572507429e-16, 8.274414139974873e-15, 1.718491680440231e-07, 1.973522140348051e-08, 1.5167022288497395e-06]",8.061338059695e-06,0.0,0.0,0.9999955764515333,True,675.0,2.04,1e-05,banded ADMM with dual certificate,0.09651842099992791,51.0,51.0,48.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,fisher_kpp,pod_tv_diff,POD+TV,0,0.01,4,ok,51,2,2352,1,0.1869157470000573,0.01,0.00011278902395415427,0.0,0.0,0.0,3.0,48.0,"[0.000472945687067142, 0.000720750896328295]","[0.00046726208456718266, 0.0007164719592858319]","[5.683602499959354e-06, 4.278937042463183e-06]","[5.683602499959354e-06, 4.278937042463183e-06]",5.683602499959354e-06,9.343937315921258e-06,"[5.683160618106116e-06, 4.278915664798245e-06]",0.00021576399298565974,0.0,0.0,0.9986053866590756,True,100.0,0.40800000000000003,1e-05,banded ADMM with dual certificate,0.0033185649999722955,51.0,51.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,fisher_kpp,baseline,Raw FD,1,0.01,4,ok,51,0,2352,1,0.022140121000120416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,ok,51,2,5000,5,0.04058866700006547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
