setting,system,method,method_label,seed,noise,sparse_factor,fold,lam,cv_mse,solver_primal_objective,solver_dual_objective,solver_primal_dual_gap,solver_relative_primal_dual_gap,solver_max_relative_gap,solver_kkt_stationarity_max,solver_kkt_complementarity_gap,solver_kkt_subgradient_prox_max,solver_masked_dual_stationarity_max,solver_dual_box_violation,solver_dual_scale_min,solver_converged,solver_iterations,solver_rho,solver_tolerance,solver_method,solver_elapsed_seconds,solver_n_observed,solver_n_times,solver_n_channels,solver_objective
PDE,burgers,tv_diff,TV,0,0.01,4,1,0.01,0.0001452941884740999,"[0.0011730148282182407, 0.001867820968103139, 0.0014615195230694316, 0.0024029053382677874, 0.003252678774540642, 0.001962803791064849, 0.0018600213159523178, 0.0011143772899111968]","[0.001169224176750882, 0.0018675181303877573, 0.0014564711889057467, 0.0024008290656485644, 0.00325241099561604, 0.001962799362638443, 0.0018594540332421907, 0.0011110555257303051]","[3.7906514673588347e-06, 3.028377153816396e-07, 5.048334163684906e-06, 2.0762726192229304e-06, 2.6777892460187747e-07, 4.428426405959918e-09, 5.672827101271555e-07, 3.321764180891666e-06]","[3.7906514673588347e-06, 3.028377153816396e-07, 5.048334163684906e-06, 2.0762726192229304e-06, 2.6777892460187747e-07, 4.428426405959918e-09, 5.672827101271555e-07, 3.321764180891666e-06]",5.048334163684906e-06,6.0309352353897505e-06,"[3.7906365818967227e-06, 3.0283713540546833e-07, 5.048228733580914e-06, 2.0762683680399744e-06, 2.6777892169881773e-07, 4.428426083735032e-09, 5.67282232255507e-07, 3.3217593317769038e-06]",0.00011466854009182723,3.469446951953614e-18,0.0,0.9995677985473492,True,125,0.40800000000000003,1e-05,banded ADMM with dual certificate,0.00559856400013814,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,1,0.1,0.00015358500008660694,"[0.0020265813432097254, 0.004903996265605506, 0.009033533519476788, 0.017665490947469654, 0.024336487523935194, 0.01130451168872525, 0.0064626253514975356, 0.0023219534339365623]","[0.0020226840306721075, 0.004903996265605055, 0.009033533497370853, 0.017665490947464745, 0.0243364875239252, 0.0113045116265715, 0.00646262535147693, 0.002319064067584827]","[3.8973125376178495e-06, 4.510281037539698e-16, 2.2105935137961552e-11, 4.909267437014364e-15, 9.995476668578362e-15, 6.215375089602126e-11, 2.0605912809390503e-14, 2.8893663517352494e-06]","[3.8973125376178495e-06, 4.510281037539698e-16, 2.2105935137961552e-11, 4.909267437014364e-15, 9.995476668578362e-15, 6.215375089602126e-11, 2.0605912809390503e-14, 2.8893663517352494e-06]",3.8973125376178495e-06,1.6127633337449654e-06,"[3.897304736549627e-06, 4.761815941556335e-16, 2.2105919525450268e-11, 4.898859096158503e-15, 9.960782199058826e-15, 6.215377518214993e-11, 2.063149998066116e-14, 2.8893659335425337e-06]",1.677831638240146e-05,2.7755575615628914e-17,0.0,0.9999289552878653,True,575,4.08,1e-05,banded ADMM with dual certificate,0.02428940399977364,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,1,1.0,0.0005293425506015077,"[0.004330730434624554, 0.029973785993865423, 0.07179386423071496, 0.13546664711309425, 0.19929709293510892, 0.08810796206197534, 0.03581922006098549, 0.006063069876536056]","[0.004321339378825812, 0.02997378599386158, 0.0717926519497688, 0.13546664711308504, 0.19929709293509293, 0.0881079620609619, 0.03581922006098144, 0.006056439370739655]","[9.391055798741582e-06, 3.8441472227646045e-15, 1.2122809461556638e-06, 9.2148511043888e-15, 1.5987211554602254e-14, 1.0134393324534585e-12, 4.052314039881821e-15, 6.630505796400947e-06]","[9.391055798741582e-06, 3.8441472227646045e-15, 1.2122809461556638e-06, 9.2148511043888e-15, 1.5987211554602254e-14, 1.0134393324534585e-12, 4.052314039881821e-15, 6.630505796400947e-06]",9.391055798741582e-06,1.6327983735908713e-08,"[9.391055798357124e-06, 3.816391647148976e-15, 1.2122809451842187e-06, 9.547918011776346e-15, 1.5459855617905305e-14, 1.013397699090035e-12, 3.712308238590367e-15, 6.630505796183239e-06]",7.32193744301668e-07,2.220446049250313e-16,0.0,0.9999996336566747,True,1275,10.2,1e-05,banded ADMM with dual certificate,0.05456084900015412,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,1,10.0,0.010491411934583037,"[0.004787122981327199, 0.16046376426430914, 0.45081576811077917, 0.4635986241448672, 0.8765184918377988, 0.529722695999131, 0.1944244597995143, 0.007362768281546519]","[0.004785002954543163, 0.16046376426338577, 0.45081576810733814, 0.4635986241185045, 0.8765184918373988, 0.529722695504077, 0.194424459799353, 0.007360329627691509]","[2.1200267840354795e-06, 9.233724895807427e-13, 3.44102524252321e-12, 2.6362689808934192e-11, 4.000133557724439e-13, 4.950539977954804e-10, 1.6131540547803525e-13, 2.438653855010506e-06]","[2.1200267840354795e-06, 9.233724895807427e-13, 3.44102524252321e-12, 2.6362689808934192e-11, 4.000133557724439e-13, 4.950539977954804e-10, 1.6131540547803525e-13, 2.438653855010506e-06]",2.438653855010506e-06,3.0175473231253136e-10,"[2.1200267840253146e-06, 9.238998455174396e-13, 3.4423575101527604e-12, 2.636264817557077e-11, 3.9965253328944073e-13, 4.950527765501533e-10, 1.604966159973742e-13, 2.438653854968247e-06]",1.9210329327279396e-08,3.552713678800501e-15,0.0,0.9999999990653883,True,575,816.0,1e-05,banded ADMM with dual certificate,0.02450450800006365,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,1,100.0,0.01904000263907843,"[0.004785002962718246, 0.16681371596083092, 0.591530563473909, 0.4672459088730729, 0.9535852083903479, 0.7021503485162371, 0.210937839764032, 0.007360329639094238]","[0.00478500296270159, 0.16681371596057565, 0.5915305634738577, 0.46724590887274353, 0.9535852083900316, 0.7021503485161332, 0.21093783976380928, 0.007360329639077798]","[1.6655947454591313e-14, 2.552680289369391e-13, 5.129230373768223e-14, 3.293476602550527e-13, 3.163025397157071e-13, 1.0391687510491465e-13, 2.227107387398064e-13, 1.64399743818322e-14]","[1.6655947454591313e-14, 2.552680289369391e-13, 5.129230373768223e-14, 3.293476602550527e-13, 3.163025397157071e-13, 1.0391687510491465e-13, 2.227107387398064e-13, 1.64399743818322e-14]",3.293476602550527e-13,1.5210055437364645e-14,"[1.66406399056308e-14, 2.537356913243126e-13, 5.1042256738141845e-14, 3.283440610535142e-13, 3.1797726864602673e-13, 1.0493150536808141e-13, 2.246433987966984e-13, 1.640860654584104e-14]",4.440892098500626e-16,3.552713678800501e-15,0.0,1.0,True,0,0.0,1e-05,affine exact solution,0.00031403399998453096,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,1,1000.0,0.01904000263907843,"[0.004785002962868077, 0.16681371596312047, 0.591530563474368, 0.467245908876033, 0.953585208393219, 0.7021503485171848, 0.21093783976604757, 0.0073603296392418735]","[0.00478500296270159, 0.16681371596057565, 0.5915305634738577, 0.46724590887274353, 0.9535852083900316, 0.7021503485161332, 0.21093783976380928, 0.007360329639077798]","[1.664866161599221e-13, 2.544825461470168e-12, 5.103695244201845e-13, 3.2894797996618763e-12, 3.1874503036988244e-12, 1.0516032489249483e-12, 2.2382928843711625e-12, 1.6407535052831435e-13]","[1.664866161599221e-13, 2.544825461470168e-12, 5.103695244201845e-13, 3.2894797996618763e-12, 3.1874503036988244e-12, 1.0516032489249483e-12, 2.2382928843711625e-12, 1.6407535052831435e-13]",3.2894797996618763e-12,1.5210055437364645e-14,"[1.664719591322651e-13, 2.5433104710923013e-12, 5.10050088481605e-13, 3.2884762004603377e-12, 3.18911809373524e-12, 1.052610940294211e-12, 2.2402186055341504e-12, 1.6404441637319218e-13]",4.440892098500626e-16,3.552713678800501e-15,0.0,1.0,True,0,0.0,1e-05,affine exact solution,0.00024305599981744308,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,2,0.0,0.00016181564155164384,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,True,0,0.0,1e-05,zero-penalty interpolation,0.00031326299995271256,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,2,0.0001,0.00017057180337662705,"[5.166865877133596e-05, 5.876454316822829e-05, 3.951807279622283e-05, 4.567133979718078e-05, 5.286129534713093e-05, 6.263685936508838e-05, 5.971926169511723e-05, 4.6575779484717916e-05]","[5.116740875004937e-05, 5.837200085636102e-05, 3.9307868731773375e-05, 4.536825854841101e-05, 5.2377461741296e-05, 6.224034781572799e-05, 5.9407121742249896e-05, 4.629088157766099e-05]","[5.012500212865864e-07, 3.9254231186727355e-07, 2.1020406444945393e-07, 3.0308124876977027e-07, 4.83833605834929e-07, 3.965115493603945e-07, 3.121399528673355e-07, 2.848979070569271e-07]","[5.012500212865864e-07, 3.9254231186727355e-07, 2.1020406444945393e-07, 3.0308124876977027e-07, 4.83833605834929e-07, 3.965115493603945e-07, 3.121399528673355e-07, 2.848979070569271e-07]",5.012500212865864e-07,2.5308973651791715e-06,"[5.011834477854597e-07, 3.925171507343172e-07, 2.1019218948934581e-07, 3.030553708132001e-07, 4.837843348765153e-07, 3.964779695365771e-07, 3.121166372041333e-07, 2.848700395959502e-07]",0.00010072793384402864,2.710505431213761e-20,0.0,0.9915811696601695,True,25,0.01,1e-05,banded ADMM with dual certificate,0.0013491439999597787,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,2,0.001,0.00015569640324514098,"[0.00042348435206271125, 0.0004954017903752128, 0.0003291010110475918, 0.00039289513700949184, 0.00048719571633285176, 0.0005510239318770324, 0.0005147243159892602, 0.00040743543440447847]","[0.00041773249619625745, 0.0004894841057384725, 0.000323669185675954, 0.00038665059590080786, 0.00047797828313485356, 0.0005453367541603871, 0.0005105787494287615, 0.00039747742183685676]","[5.751855866453792e-06, 5.9176846367402355e-06, 5.4318253716378125e-06, 6.2445411086839864e-06, 9.217433197998201e-06, 5.687177716645316e-06, 4.145566560498706e-06, 9.95801256762171e-06]","[5.751855866453792e-06, 5.9176846367402355e-06, 5.4318253716378125e-06, 6.2445411086839864e-06, 9.217433197998201e-06, 5.687177716645316e-06, 4.145566560498706e-06, 9.95801256762171e-06]",9.95801256762171e-06,3.212817219695003e-05,"[5.750685296679813e-06, 5.916043628699465e-06, 5.430924073435617e-06, 6.243701843100307e-06, 9.216685239843317e-06, 5.685627542787277e-06, 4.145339852185397e-06, 9.950742125945547e-06]",0.0008595598272273255,4.336808689942018e-19,0.0,0.9893075388492163,True,25,0.01,1e-05,banded ADMM with dual certificate,0.0013512880000234873,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,2,0.01,0.00014619520291252224,"[0.001114221788098291, 0.0015577702664366826, 0.0014325668516756767, 0.002292833241282088, 0.003279158329306764, 0.002403314698168943, 0.0019227240115606337, 0.0013821333697994606]","[0.0011051705491110708, 0.0015534609585814985, 0.001424241607284156, 0.002291627702583044, 0.0032744201882697697, 0.0024015974135267164, 0.001920674508034227, 0.0013774839852680322]","[9.051238987220142e-06, 4.309307855184137e-06, 8.325244391520692e-06, 1.2055386990439225e-06, 4.738141036994374e-06, 1.7172846422264937e-06, 2.049503526406829e-06, 4.649384531428416e-06]","[9.051238987220142e-06, 4.309307855184137e-06, 8.325244391520692e-06, 1.2055386990439225e-06, 4.738141036994374e-06, 1.7172846422264937e-06, 2.049503526406829e-06, 4.649384531428416e-06]",9.051238987220142e-06,2.9740973819044822e-05,"[9.047027427749128e-06, 4.3092964658045176e-06, 8.325221985824686e-06, 1.2055367868428393e-06, 4.738141036993507e-06, 1.7172840650120022e-06, 2.0495004077876423e-06, 4.64937995821752e-06]",0.0001698365078263292,3.469446951953614e-18,0.0,0.9978657522046928,True,100,0.20400000000000001,1e-05,banded ADMM with dual certificate,0.004612756999904377,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,2,0.1,0.00016989255371311593,"[0.0019907337219009845, 0.004558569536634664, 0.008951007337077849, 0.01728996265722694, 0.024203693854251716, 0.011956643695173262, 0.005807230382738336, 0.002519132631755629]","[0.0019815121355548234, 0.0045585695324063865, 0.008951007337076265, 0.017289962657218903, 0.02420369385423725, 0.011956643695170854, 0.005807230381438044, 0.0025191094762935322]","[9.22158634616109e-06, 4.228277450391005e-12, 1.5838025335668249e-15, 8.03523914072457e-15, 1.446759378964657e-14, 2.4077961846558082e-15, 1.3002914717175074e-12, 2.3155462096791785e-08]","[9.22158634616109e-06, 4.228277450391005e-12, 1.5838025335668249e-15, 8.03523914072457e-15, 1.446759378964657e-14, 2.4077961846558082e-15, 1.3002914717175074e-12, 2.3155462096791785e-08]",9.22158634616109e-06,2.644311938825028e-07,"[9.221586107295088e-06, 4.2282952313066335e-12, 1.5785983631388945e-15, 8.076872504148014e-15, 1.442942987317508e-14, 2.418204525511669e-15, 1.3003096863140051e-12, 2.3155462026752324e-08]",8.81449999063158e-06,2.7755575615628914e-17,0.0,0.9999865589939627,True,625,4.08,1e-05,banded ADMM with dual certificate,0.02947156999971412,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,2,1.0,0.0006354303929466815,"[0.004436504675602576, 0.02965153248405534, 0.07232570349867341, 0.13251724460392775, 0.19702296875940656, 0.08944681022760845, 0.03341997582023999, 0.006354527217351976]","[0.004427370122139751, 0.0296515324840513, 0.07232444094706145, 0.13251724460391742, 0.19702296875938904, 0.08944681022760535, 0.033419975820234774, 0.00635365880640845]","[9.134553462824234e-06, 4.038436252074007e-15, 1.2625516119663116e-06, 1.0325074129013956e-14, 1.7513768213461844e-14, 3.094746681142624e-15, 5.218048215738236e-15, 8.684109435259588e-07]","[9.134553462824234e-06, 4.038436252074007e-15, 1.2625516119663116e-06, 1.0325074129013956e-14, 1.7513768213461844e-14, 3.094746681142624e-15, 5.218048215738236e-15, 8.684109435259588e-07]",9.134553462824234e-06,3.1902119210225344e-09,"[9.13455346279496e-06, 4.128641872824801e-15, 1.2625516118552893e-06, 1.0227929614359255e-14, 1.7319479184152442e-14, 3.066991105526995e-15, 5.214578768786282e-15, 8.684109435003716e-07]",7.017280341248266e-07,2.220446049250313e-16,0.0,0.9999999106713529,True,1775,5.1,1e-05,banded ADMM with dual certificate,0.07421685499957675,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,2,10.0,0.010733461880966511,"[0.004891180144012799, 0.15362543116022837, 0.45477614831087865, 0.4506312205680751, 0.8515125522823851, 0.5428036492581882, 0.18458640356972758, 0.007849134995056717]","[0.004888859160700927, 0.153625431142546, 0.4547761481368724, 0.4506312205404722, 0.8515125522815572, 0.5428036487379442, 0.1845864035681016, 0.007846331100384239]","[2.320983311872131e-06, 1.7682355579751174e-11, 1.7400625385022295e-10, 2.7602864438591723e-11, 8.278933094629792e-13, 5.202440700458055e-10, 1.625977130714773e-12, 2.8038946724776026e-06]","[2.320983311872131e-06, 1.7682355579751174e-11, 1.7400625385022295e-10, 2.7602864438591723e-11, 8.278933094629792e-13, 5.202440700458055e-10, 1.625977130714773e-12, 2.8038946724776026e-06]",2.8038946724776026e-06,8.426501163505407e-10,"[2.3209833118759096e-06, 1.768012819480802e-11, 1.7400531016065202e-10, 2.7604127317282234e-11, 8.301415110878452e-13, 5.202439035123518e-10, 1.624936296629187e-12, 2.8038946725232314e-06]",5.664126589977059e-08,3.552713678800501e-15,0.0,0.9999999972256293,True,550,816.0,1e-05,banded ADMM with dual certificate,0.023000410000349802,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,2,100.0,0.01895898302375735,"[0.004888859170410601, 0.15829543009309027, 0.6026897176615796, 0.45635368481880595, 0.9410640900878432, 0.7372504224680019, 0.19787671218195482, 0.007846331115610325]","[0.004888859170398101, 0.1582954300929208, 0.6026897176614975, 0.45635368481857036, 0.941064090087506, 0.7372504224679266, 0.19787671218167385, 0.00784633111559458]","[1.2500417367888872e-14, 1.6947554470903015e-13, 8.215650382226158e-14, 2.355893258254582e-13, 3.3717473257866004e-13, 7.527312106958561e-14, 2.809696919570115e-13, 1.57443502679655e-14]","[1.2500417367888872e-14, 1.6947554470903015e-13, 8.215650382226158e-14, 2.355893258254582e-13, 3.3717473257866004e-13, 7.527312106958561e-14, 2.809696919570115e-13, 1.57443502679655e-14]",3.3717473257866004e-13,1.9317880628477724e-14,"[1.2509082127308198e-14, 1.7004249785149654e-13, 8.086635787988493e-14, 2.354405303824445e-13, 3.374267587451833e-13, 7.534964881428133e-14, 2.7975745085318455e-13, 1.5803068714595693e-14]",4.440892098500626e-16,3.552713678800501e-15,0.0,1.0,True,0,0.0,1e-05,affine exact solution,0.000301844999739842,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,tv_diff,TV,0,0.01,4,2,1000.0,0.01895898302375735,"[0.004888859170523256, 0.15829543009461872, 0.6026897176623096, 0.45635368482091987, 0.9410640900908799, 0.7372504224686737, 0.19787671218448327, 0.007846331115752496]","[0.004888859170398101, 0.1582954300929208, 0.6026897176614975, 0.45635368481857036, 0.941064090087506, 0.7372504224679266, 0.19787671218167385, 0.00784633111559458]","[1.251550946212987e-13, 1.6979195827104832e-12, 8.12128142513302e-13, 2.3495094758629875e-12, 3.3738567495333882e-12, 7.470690732702678e-13, 2.8094193638139586e-12, 1.579153474651207e-13]","[1.251550946212987e-13, 1.6979195827104832e-12, 8.12128142513302e-13, 2.3495094758629875e-12, 3.3738567495333882e-12, 7.470690732702678e-13, 2.8094193638139586e-12, 1.579153474651207e-13]",3.3738567495333882e-12,1.9317880628477724e-14,"[1.2516310885941454e-13, 1.6985073525346612e-12, 8.107512603971265e-13, 2.3493745582077815e-12, 3.374060203442584e-12, 7.470779467994004e-13, 2.8082036532631796e-12, 1.579744995926199e-13]",4.440892098500626e-16,3.552713678800501e-15,0.0,1.0,True,0,0.0,1e-05,affine exact solution,0.00022844500017527025,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,0,0.0,0.00016067156263754195,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,True,0,0.0,1e-05,zero-penalty interpolation,0.00040553200005888357,34,51,6,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,0,0.0001,0.00016099479948537913,"[4.136955479546065e-05, 5.90604807350987e-05, 6.58611072562353e-05, 6.800264690666336e-05, 7.848770852457657e-05, 6.034405834894492e-05]","[4.111808770263005e-05, 5.880486036360305e-05, 6.562671725958166e-05, 6.767194193004508e-05, 7.795737450832133e-05, 5.961552258373684e-05]","[2.514670928305951e-07, 2.556203714956532e-07, 2.3438999665364893e-07, 3.3070497661827933e-07, 5.303340162552436e-07, 7.285357652080812e-07]","[2.514670928305951e-07, 2.556203714956532e-07, 2.3438999665364893e-07, 3.3070497661827933e-07, 5.303340162552436e-07, 7.285357652080812e-07]",7.285357652080812e-07,2.994748419115668e-06,"[2.5146018791280224e-07, 2.556101417490312e-07, 2.3438225381933468e-07, 3.30690856767632e-07, 5.303064988879661e-07, 7.284689959583858e-07]",0.00010046316430997852,1.4116773071684574e-14,0.0,0.9900508354490445,True,25,0.01,1e-05,banded ADMM with dual certificate,0.0012938310001118225,34,51,6,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,0,0.001,0.00015999451067287763,"[0.00039463681765264564, 0.0005577818591920354, 0.0006358139706620464, 0.0006457903670986043, 0.0007294975822471624, 0.0005572578086599291]","[0.000387745367886667, 0.0005524882026196177, 0.0006286500929387585, 0.0006399508222427409, 0.0007209370425579529, 0.000551960577493772]","[6.891449765978664e-06, 5.2936565724177095e-06, 7.163877723287957e-06, 5.839544855863331e-06, 8.560539689209568e-06, 5.297231166157099e-06]","[6.891449765978664e-06, 5.2936565724177095e-06, 7.163877723287957e-06, 5.839544855863331e-06, 8.560539689209568e-06, 5.297231166157099e-06]",8.560539689209568e-06,3.69005347935665e-05,"[6.888638237249488e-06, 5.293252589084921e-06, 7.1628528682233204e-06, 5.8386133902240105e-06, 8.558289265199015e-06, 5.296418688237737e-06]",0.0008573742292922806,7.782186353666454e-15,0.0,0.9877014656968393,True,25,0.01,1e-05,banded ADMM with dual certificate,0.001240070000221749,34,51,6,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,0,0.01,0.00015966354707857476,"[0.003380133376310955, 0.004650093850948301, 0.005387827240376673, 0.005310297020529335, 0.00477441767276427, 0.003938632586421289]","[0.003379725617922333, 0.004649953076048381, 0.0053876086249687915, 0.005310133586853621, 0.004774120474505248, 0.003938631631843117]","[4.0775838862187885e-07, 1.407748999194408e-07, 2.1861540788151862e-07, 1.6343367571346884e-07, 2.9719825902184416e-07, 9.545781725836533e-10]","[4.0775838862187885e-07, 1.407748999194408e-07, 2.1861540788151862e-07, 1.6343367571346884e-07, 2.9719825902184416e-07, 9.545781725836533e-10]",4.0775838862187885e-07,6.774455377396571e-07,"[4.0775777777109917e-07, 1.407748880478607e-07, 2.1861487843003596e-07, 1.6343362031507463e-07, 2.9719810189406115e-07, 9.545781751857385e-10]",1.440497705003721e-05,4.246082652148431e-14,0.0,0.9999319239226433,True,75,0.20400000000000001,1e-05,banded ADMM with dual certificate,0.003245664999667497,34,51,6,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,0,0.1,0.00017588618114960155,"[0.03023188494048444, 0.04134829897849712, 0.04708726643675736, 0.04417865804256609, 0.03519276556085101, 0.026902567771875975]","[0.030227133746229054, 0.04134819321637195, 0.047086401343847076, 0.04417595174194083, 0.03519265887187261, 0.02689993532408664]","[4.751194255386837e-06, 1.0576212516877348e-07, 8.650929102863025e-07, 2.7063006252589505e-06, 1.0668897840182545e-07, 2.632447789335801e-06]","[4.751194255386837e-06, 1.0576212516877348e-07, 8.650929102863025e-07, 2.7063006252589505e-06, 1.0668897840182545e-07, 2.632447789335801e-06]",4.751194255386837e-06,1.3777786446456108e-07,"[4.751194210936283e-06, 1.0576211701557314e-07, 8.650929011963515e-07, 2.7063005737168466e-06, 1.0668897806875854e-07, 2.632447752663747e-06]",6.992697015872906e-06,6.189493362285248e-15,0.0,0.9999958730223166,True,125,0.51,1e-05,banded ADMM with dual certificate,0.0051307980002093245,34,51,6,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,0,1.0,0.0005661218824666435,"[0.24658841425849484, 0.35027384847401305, 0.38399749806310923, 0.3439906394354196, 0.20724948401525178, 0.07665769383342155]","[0.24658840317126052, 0.3502738075833616, 0.38399746075847924, 0.34399063943538566, 0.20724948401525062, 0.07665047726304164]","[1.1087234325080075e-08, 4.0890651475944395e-08, 3.7304629996182115e-08, 3.391731340229853e-14, 1.1657341758564144e-15, 7.2165703799143e-06]","[1.1087234325080075e-08, 4.0890651475944395e-08, 3.7304629996182115e-08, 3.391731340229853e-14, 1.1657341758564144e-15, 7.2165703799143e-06]",7.2165703799143e-06,4.08903829546281e-07,"[1.108727784582264e-08, 4.089068011969843e-08, 3.7304629496581754e-08, 3.452793606584237e-14, 1.3739009929736312e-15, 7.216569574839164e-06]",3.7608923725285237e-07,2.120525977034049e-14,0.0,0.9999967504712998,True,450,40.8,1e-05,banded ADMM with dual certificate,0.017814178000207903,34,51,6,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,0,10.0,0.003949213686849711,"[1.286238922329612, 2.7148200322389995, 2.5356316688130596, 0.9004450342751373, 0.23378021561003806, 0.0766586627031426]","[1.2862389223293467, 2.714820029377259, 2.5356316688130236, 0.9004362666992598, 0.23377806414170949, 0.07665749692892669]","[2.653433028854124e-13, 2.8617406222508635e-09, 3.597122599785507e-14, 8.767575877532963e-06, 2.151468328576156e-06, 1.1657742159110196e-06]","[2.0629394607716237e-13, 1.0541179850845191e-09, 1.4186297812999536e-14, 8.767575877532963e-06, 2.151468328576156e-06, 1.1657742159110196e-06]",8.767575877532963e-06,3.619757826811565e-10,"[2.552402733613235e-13, 2.861736625447975e-09, 3.3306690738754696e-14, 8.7675758773486e-06, 2.1514683285756258e-06, 1.1657742158970317e-06]",4.6134336018077704e-08,5.88418203051333e-15,0.0,0.9999999984910086,True,1375,51.0,1e-05,banded ADMM with dual certificate,0.06047357700026623,34,51,6,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,0,100.0,0.0210853532148617,"[1.8369233956502653, 15.330996235088035, 3.170159381964201, 0.9004372917600544, 0.2337782573506014, 0.07665759916045181]","[1.8369180707767572, 15.330996234992895, 3.170157812230576, 0.9004362668950332, 0.23377806414833963, 0.07665749693077363]","[5.324873508127936e-06, 9.513989596143801e-11, 1.5697336253062133e-06, 1.024865021181931e-06, 1.9320226177232946e-07, 1.0222967818107609e-07]","[2.898799983024304e-06, 6.205721696264684e-12, 4.951592132044859e-07, 1.024865021181931e-06, 1.9320226177232946e-07, 1.0222967818107609e-07]",2.898799983024304e-06,3.863576125695545e-14,"[5.324873470390938e-06, 9.514256049669712e-11, 1.5697336290729013e-06, 1.0248650211834826e-06, 1.9320226173283682e-07, 1.0222967819644112e-07]",2.4200552672937192e-09,3.863576125695545e-14,0.0,1.0,True,250,255.0,1e-05,banded ADMM with dual certificate,0.009906540999963909,34,51,6,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
