setting,system,method,method_label,seed,noise,sparse_factor,equation,feature,coefficient,true_coefficient
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dy/dt,x*y*y,0.0,0.0
ODE,vanderpol_mu2,baseline,Raw FD,4,0.01,8,dy/dt,y*y*y,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,1,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,x,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,y,0.9997254128016052,1.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,x*x,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,x*y,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,y*y,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,x*x*x,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,x*x*y,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,x*y*y,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dx/dt,y*y*y,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,1,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,x,-0.9988986129274116,-1.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,y,2.005602750091331,2.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,x*x,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,x*y,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,y*y,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,x*x*x,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,x*x*y,-2.000541733554974,-2.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,x*y*y,0.0,0.0
ODE,vanderpol_mu2,edmd_poly3,Polynomial EDMD,4,0.01,8,dy/dt,y*y*y,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,1,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,x,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,y,0.9946921194062456,1.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,x*x,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,x*y,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,y*y,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,x*x*x,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,x*x*y,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,x*y*y,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dx/dt,y*y*y,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,1,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,x,-0.9932282887953804,-1.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,y,1.9437939851363273,2.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,x*x,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,x*y,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,y*y,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,x*x*x,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,x*x*y,-1.9388780924156774,-2.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,x*y*y,0.0,0.0
ODE,vanderpol_mu2,tv_diff,TV,4,0.01,8,dy/dt,y*y*y,0.0,0.0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,1,0.0,0.0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,u,0.0,0.0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,u*u_x,-0.954842999170806,-1.0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,u_xx,0.03894603568009475,0.05
PDE,burgers,baseline,Raw FD,0,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u*u_x,-0.9781712676411355,-1.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u_xx,0.047602542212746436,0.05
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,1,0.0,0.0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,u,0.0,0.0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,u*u_x,-0.9837472161199043,-1.0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,u_xx,0.04656990720128739,0.05
PDE,burgers,tv_diff,TV,0,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,u*u_x,-0.9838074286340367,-1.0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,u_xx,0.04782202217182255,0.05
PDE,burgers,pod_tv_diff,POD+TV,0,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,1,0.0,0.0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,u,0.0,0.0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,u*u_x,-0.9564816105794858,-1.0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,u_xx,0.039230821699490125,0.05
PDE,burgers,baseline,Raw FD,1,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u*u_x,-0.9755530565319158,-1.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u_xx,0.04638890528266806,0.05
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,1,0.0,0.0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,u,0.0,0.0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,u*u_x,-0.9859053876104013,-1.0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,u_xx,0.04682711649086135,0.05
PDE,burgers,tv_diff,TV,1,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,u*u_x,-0.9843659069808577,-1.0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,u_xx,0.04775878581726386,0.05
PDE,burgers,pod_tv_diff,POD+TV,1,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,1,0.0,0.0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,u,0.0,0.0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,u*u_x,-0.9570982922247535,-1.0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,u_xx,0.039299318906040055,0.05
PDE,burgers,baseline,Raw FD,2,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,u*u_x,-0.9883301397663353,-1.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,u_xx,0.048659687866093336,0.05
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,1,0.0,0.0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,u,0.0,0.0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,u*u_x,-0.9849644696297799,-1.0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,u_xx,0.04686525448523162,0.05
PDE,burgers,tv_diff,TV,2,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,u*u_x,-0.9846039911184438,-1.0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,u_xx,0.048519512143069966,0.05
PDE,burgers,pod_tv_diff,POD+TV,2,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,1,0.0,0.0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,u,0.0,0.0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,u*u_x,-0.9548105452061548,-1.0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,u_xx,0.03879152113780099,0.05
PDE,burgers,baseline,Raw FD,3,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,u*u_x,-0.9814573529118524,-1.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,u_xx,0.04797965080058858,0.05
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,1,0.0,0.0
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,u,0.0,0.0
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,u*u_x,-0.9834748008969166,-1.0
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,u_xx,0.04650091121796606,0.05
PDE,burgers,tv_diff,TV,3,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,3,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,3,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,3,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,3,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,3,0.01,4,u_t,u*u_x,-0.9825955820362213,-1.0
PDE,burgers,pod_tv_diff,POD+TV,3,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,3,0.01,4,u_t,u_xx,0.04803306274746607,0.05
PDE,burgers,pod_tv_diff,POD+TV,3,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,baseline,Raw FD,4,0.01,4,u_t,1,0.0,0.0
PDE,burgers,baseline,Raw FD,4,0.01,4,u_t,u,0.0,0.0
PDE,burgers,baseline,Raw FD,4,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,baseline,Raw FD,4,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,4,0.01,4,u_t,u*u_x,-0.9552980567189149,-1.0
PDE,burgers,baseline,Raw FD,4,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,baseline,Raw FD,4,0.01,4,u_t,u_xx,0.038598620116502225,0.05
PDE,burgers,baseline,Raw FD,4,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,u_t,u*u_x,-0.9820860389269682,-1.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,u_t,u_xx,0.04790792870751141,0.05
PDE,burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,tv_diff,TV,4,0.01,4,u_t,1,0.0,0.0
PDE,burgers,tv_diff,TV,4,0.01,4,u_t,u,0.0,0.0
PDE,burgers,tv_diff,TV,4,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,tv_diff,TV,4,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,tv_diff,TV,4,0.01,4,u_t,u*u_x,-0.984869139449369,-1.0
PDE,burgers,tv_diff,TV,4,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,tv_diff,TV,4,0.01,4,u_t,u_xx,0.04617428665453984,0.05
PDE,burgers,tv_diff,TV,4,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,4,0.01,4,u_t,1,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,4,0.01,4,u_t,u,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,4,0.01,4,u_t,u^2,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,4,0.01,4,u_t,u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,4,0.01,4,u_t,u*u_x,-0.9842984951594471,-1.0
PDE,burgers,pod_tv_diff,POD+TV,4,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,burgers,pod_tv_diff,POD+TV,4,0.01,4,u_t,u_xx,0.04782610350301061,0.05
PDE,burgers,pod_tv_diff,POD+TV,4,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,0,0.01,4,u_t,1,0.017629665195641894,0.0
PDE,fisher_kpp,baseline,Raw FD,0,0.01,4,u_t,u,0.9394811176805153,1.0
PDE,fisher_kpp,baseline,Raw FD,0,0.01,4,u_t,u^2,-0.9632181327902261,-1.0
PDE,fisher_kpp,baseline,Raw FD,0,0.01,4,u_t,u_x,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,0,0.01,4,u_t,u*u_x,-0.01382813354301951,0.0
PDE,fisher_kpp,baseline,Raw FD,0,0.01,4,u_t,u^2*u_x,0.02857363078308936,0.0
PDE,fisher_kpp,baseline,Raw FD,0,0.01,4,u_t,u_xx,0.0,0.03
PDE,fisher_kpp,baseline,Raw FD,0,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,1,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u,1.0083041518148435,1.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u^2,-1.0152259914768926,-1.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u_x,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u*u_x,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u_xx,0.023492736559853823,0.03
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,0,0.01,4,u_t,1,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,0,0.01,4,u_t,u,1.0036186548671853,1.0
PDE,fisher_kpp,tv_diff,TV,0,0.01,4,u_t,u^2,-1.0067686953072363,-1.0
PDE,fisher_kpp,tv_diff,TV,0,0.01,4,u_t,u_x,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,0,0.01,4,u_t,u*u_x,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,0,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,0,0.01,4,u_t,u_xx,0.020389397091171803,0.03
PDE,fisher_kpp,tv_diff,TV,0,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,0,0.01,4,u_t,1,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,0,0.01,4,u_t,u,1.0047305117755547,1.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,0,0.01,4,u_t,u^2,-1.0099483097174884,-1.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,0,0.01,4,u_t,u_x,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,0,0.01,4,u_t,u*u_x,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,0,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,0,0.01,4,u_t,u_xx,0.02365425922466898,0.03
PDE,fisher_kpp,pod_tv_diff,POD+TV,0,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,1,0.01,4,u_t,1,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,1,0.01,4,u_t,u,1.022999829875097,1.0
PDE,fisher_kpp,baseline,Raw FD,1,0.01,4,u_t,u^2,-1.046909142575312,-1.0
PDE,fisher_kpp,baseline,Raw FD,1,0.01,4,u_t,u_x,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,1,0.01,4,u_t,u*u_x,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,1,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,1,0.01,4,u_t,u_xx,0.0,0.03
PDE,fisher_kpp,baseline,Raw FD,1,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,1,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u,1.003606108501153,1.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u^2,-1.0085683455990668,-1.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u_x,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u*u_x,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u_xx,0.024648845917988393,0.03
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,1,0.01,4,u_t,1,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,1,0.01,4,u_t,u,1.0107413101050766,1.0
PDE,fisher_kpp,tv_diff,TV,1,0.01,4,u_t,u^2,-1.0212969956773095,-1.0
PDE,fisher_kpp,tv_diff,TV,1,0.01,4,u_t,u_x,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,1,0.01,4,u_t,u*u_x,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,1,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,fisher_kpp,tv_diff,TV,1,0.01,4,u_t,u_xx,0.01717355399570471,0.03
PDE,fisher_kpp,tv_diff,TV,1,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,1,0.01,4,u_t,1,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,1,0.01,4,u_t,u,1.0046800363473203,1.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,1,0.01,4,u_t,u^2,-1.0090122304306417,-1.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,1,0.01,4,u_t,u_x,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,1,0.01,4,u_t,u*u_x,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,1,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,fisher_kpp,pod_tv_diff,POD+TV,1,0.01,4,u_t,u_xx,0.025241763074259523,0.03
PDE,fisher_kpp,pod_tv_diff,POD+TV,1,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,2,0.01,4,u_t,1,0.017602011724640404,0.0
PDE,fisher_kpp,baseline,Raw FD,2,0.01,4,u_t,u,0.9372469756950305,1.0
PDE,fisher_kpp,baseline,Raw FD,2,0.01,4,u_t,u^2,-0.9593313240361719,-1.0
PDE,fisher_kpp,baseline,Raw FD,2,0.01,4,u_t,u_x,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,2,0.01,4,u_t,u*u_x,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,2,0.01,4,u_t,u^2*u_x,0.0,0.0
PDE,fisher_kpp,baseline,Raw FD,2,0.01,4,u_t,u_xx,0.0,0.03
PDE,fisher_kpp,baseline,Raw FD,2,0.01,4,u_t,u*u_xx,0.0,0.0
PDE,fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,u_t,1,0.0,0.0
