system,method,method_label,sparse_factor,obs_dt,noise,seed,upsample,support_f1,coef_error,practical_score,threshold,status
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.01,3,5,0.875,0.1959301899485013,0.7316480571810625,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.01,3,5,0.875,0.021059241933362196,0.8569532149213978,0.03,ok
lorenz63,baseline,Baseline,16,0.08,0.01,4,1,0.9333333333333333,0.3602445257647278,0.6861511409565236,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.01,4,5,0.9333333333333333,0.0442458252884769,0.8937869903147531,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.01,4,5,1.0,0.013705141300163136,0.9864801501523558,0.3,ok
lorenz63,baseline,Baseline,16,0.08,0.01,5,1,0.9333333333333333,0.3583563850812594,0.6871049038264723,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.01,5,5,1.0,0.005583620238358112,0.9944473834637098,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.01,5,5,1.0,0.013849673411200495,0.9863395197785073,0.3,ok
lorenz63,baseline,Baseline,16,0.08,0.01,6,1,0.9333333333333333,0.35854713597369986,0.6870084287980139,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.01,6,5,1.0,0.001634746078096956,0.9983679219550861,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.01,6,5,1.0,0.005319006002718736,0.9947091361339443,0.3,ok
lorenz63,baseline,Baseline,16,0.08,0.01,7,1,0.9333333333333333,0.3651333273084236,0.683693903491132,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.01,7,5,0.9333333333333333,0.011114385882198622,0.9230739334392901,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.01,7,5,1.0,0.0023591583064613963,0.9976463942221594,0.1,ok
lorenz63,baseline,Baseline,16,0.08,0.01,8,1,0.9333333333333333,0.366654205937534,0.6829330559832876,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.01,8,5,0.9333333333333333,0.03392242279848046,0.9027111829213585,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.01,8,5,0.9333333333333333,0.02333536859477206,0.9120503033281961,0.3,ok
