system,method,method_label,sparse_factor,obs_dt,noise,seed,upsample,spline_alpha,spline_cv_error,spline_cv_folds,gp_kernel,gp_cv_error,gp_cv_folds,support_f1,coef_error,practical_score,threshold,status
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.05,8,5,,,0,,,0,0.875,0.059405234468203075,0.825935129949806,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.05,8,5,,,0,,,0,0.8,1.3365015753186542,0.3423922365174932,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.05,9,5,,,0,,,0,0.9333333333333333,0.0330239588198203,0.9034963084492459,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.05,9,5,,,0,,,0,0.875,0.03807786646785433,0.8429040135276747,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,0,5,,,0,,,0,0.6666666666666666,0.8966623384719733,0.35149465096869054,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,0,5,,,0,,,0,0.8235294117647058,0.08930386464057935,0.7560144037829455,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,1,5,,,0,,,0,0.875,0.3056780715124751,0.6701498777462158,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,1,5,,,0,,,0,0.8235294117647058,0.29695578384359406,0.6349710776755509,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,2,5,,,0,,,0,0.7058823529411765,0.8837610611372851,0.3747196857944464,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,2,5,,,0,,,0,0.7058823529411765,0.6660763218922224,0.4236794819456294,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,3,5,,,0,,,0,0.875,0.14414901803693242,0.7647605217555284,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,3,5,,,0,,,0,0.75,0.22614602608391168,0.6116726589208662,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,4,5,,,0,,,0,0.56,0.5136818586614446,0.36995885020066926,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,4,5,,,0,,,0,0.7,0.6334910566255755,0.428530047446995,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,5,5,,,0,,,0,0.7777777777777778,0.11753188540104613,0.6959781532306423,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,5,5,,,0,,,0,0.6666666666666666,0.672274708158219,0.3986585836730787,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,6,5,,,0,,,0,0.8235294117647058,0.1321780775990255,0.727385053693266,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,6,5,,,0,,,0,0.7058823529411765,1.2617190424277256,0.31209992916869267,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,7,5,,,0,,,0,0.625,0.3498754917624555,0.46300566519951636,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,7,5,,,0,,,0,0.8,0.21704476982684176,0.6573299683246838,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,8,5,,,0,,,0,0.7058823529411765,1.3088329995457297,0.305731230054344,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,8,5,,,0,,,0,0.7058823529411765,1.3153251866933318,0.3048739576617717,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,16,0.08,0.1,9,5,,,0,,,0,0.8235294117647058,0.1310321087102113,0.7281220448319804,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,16,0.08,0.1,9,5,,,0,,,0,0.6086956521739131,0.5360395068756639,0.39627603941777034,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,0,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,0,5,,,0,,,0,0.7368421052631579,1.5811848719864945,0.28546661390281586,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,1,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,1,5,,,0,,,0,0.6,0.9884901252559875,0.3017364745136762,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,2,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,2,5,,,0,,,0,0.6666666666666666,1.0800187752060566,0.3205099274167001,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,3,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,3,5,,,0,,,0,0.5714285714285714,1.2541018674780753,0.2535060991133886,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,4,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,4,5,,,0,,,0,0.5185185185185185,1.0377668490394432,0.25445429086400945,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,5,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,5,5,,,0,,,0,0.5714285714285714,1.3339427400639132,0.24483401482802583,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,6,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,6,5,,,0,,,0,0.6666666666666666,2.4970490457180357,0.19063692214524905,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,7,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,7,5,,,0,,,0,0.5714285714285714,1.1283333407019993,0.2684864069460539,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,8,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,8,5,,,0,,,0,0.6666666666666666,1.277603927004755,0.29270526747966696,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.0,9,5,,,0,,,0,0.625,2.72372841969358,0.16784253027008622,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.0,9,5,,,0,,,0,0.4375,1.537262206052589,0.1724299518419312,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,0,5,,,0,,,0,0.5714285714285714,1.3073295255281736,0.2476579808416247,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,0,5,,,0,,,0,0.3333333333333333,1.2076297617477039,0.1509915018854633,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,1,5,,,0,,,0,0.5454545454545454,1.0468727795734316,0.2664818990695739,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,1,5,,,0,,,0,0.6666666666666666,1.5791184329556338,0.2584862556709642,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,2,5,,,0,,,0,0.6086956521739131,1.4396443831996482,0.24950179475567463,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,2,5,,,0,,,0,0.5185185185185185,1.3010983777769765,0.22533522405045717,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,3,5,,,0,,,0,0.5185185185185185,1.2691174614027572,0.22851109620300258,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,3,5,,,0,,,0,0.5384615384615384,1.041468809086508,0.2637618248512368,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,4,5,,,0,,,0,0.6363636363636364,0.9341595482396168,0.3290130004749739,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,4,5,,,0,,,0,0.6666666666666666,2.3805313169596487,0.1972076588440681,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,5,5,,,0,,,0,0.5,0.904399962547504,0.26254988964143494,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,5,5,,,0,,,0,0.5333333333333333,1.179993664885718,0.244649028996739,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,6,5,,,0,,,0,0.5185185185185185,1.049445351812203,0.2530043155627562,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,6,5,,,0,,,0,0.6666666666666666,1.3302197248578698,0.2860960533270439,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,7,5,,,0,,,0,0.6153846153846154,1.3135703599954553,0.26598915080578067,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,7,5,,,0,,,0,0.56,0.8567542213019269,0.3016015763288998,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,8,5,,,0,,,0,0.5,1.707741738699014,0.18465571987682788,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,8,5,,,0,,,0,0.5,1.3695684504134562,0.21100888641252677,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.01,9,5,,,0,,,0,0.5384615384615384,1.2522204609577676,0.2390802977753586,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.01,9,5,,,0,,,0,0.6666666666666666,1.319438587893307,0.2874258754452234,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,0,5,,,0,,,0,0.5714285714285714,1.3231370460521488,0.24597282041523788,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,0,5,,,0,,,0,0.75,1.6732581353036102,0.2805565201861137,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,1,5,,,0,,,0,0.6153846153846154,1.4645747642900926,0.249692005412493,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,1,5,,,0,,,0,0.4,1.306144647175822,0.17344965784772118,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,2,5,,,0,,,0,0.5384615384615384,0.5697369881083183,0.3430265977935804,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,2,5,,,0,,,0,0.7,0.45556481510184405,0.48091297119669785,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,3,5,,,0,,,0,0.5714285714285714,0.48205102364042735,0.38556605832972346,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,3,5,,,0,,,0,0.6666666666666666,2.5182382189688504,0.18948877966030905,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,4,5,,,0,,,0,0.631578947368421,0.5221439256131459,0.41492721991713766,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,4,5,,,0,,,0,0.5714285714285714,1.7690707250159006,0.20636113273173623,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,5,5,,,0,,,0,0.5,1.3551724419523523,0.21229867974572517,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,5,5,,,0,,,0,0.6666666666666666,1.5692183212904476,0.25948229511761317,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,6,5,,,0,,,0,0.7368421052631579,0.3416108641978498,0.5492219278529146,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,6,5,,,0,,,0,0.75,0.38964949923407677,0.5397044365599903,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,7,5,,,0,,,0,0.5333333333333333,1.5427234852601237,0.20974885252958314,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,7,5,,,0,,,0,0.6363636363636364,0.8180208529005122,0.3500309885600967,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,8,5,,,0,,,0,0.6,1.323358460187692,0.2582468483797929,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,8,5,,,0,,,0,0.631578947368421,2.481513501434039,0.18140930578275025,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.03,9,5,,,0,,,0,0.5714285714285714,1.3017682169241407,0.24825634797936907,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.03,9,5,,,0,,,0,0.6666666666666666,1.1764427314812766,0.306310226785952,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,0,5,,,0,,,0,0.5333333333333333,1.2940907777324708,0.2324813553631437,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,0,5,,,0,,,0,0.7058823529411765,1.7221516468590496,0.2593104442787593,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,1,5,,,0,,,0,0.631578947368421,2.2642313321027485,0.19348473901252927,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,1,5,,,0,,,0,0.5714285714285714,1.297093618171666,0.24876155107835377,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,2,5,,,0,,,0,0.7368421052631579,0.4463640130041689,0.5094444404301105,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,2,5,,,0,,,0,0.7777777777777778,1.1144206163286,0.3678443975486211,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,3,5,,,0,,,0,0.5714285714285714,1.2851632760666951,0.2500602812119993,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,3,5,,,0,,,0,0.7,0.9140860943581377,0.3657097776653225,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,4,5,,,0,,,0,0.5263157894736842,1.796678911380763,0.18819314127621253,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,4,5,,,0,,,0,0.7,0.7677508648386963,0.3959834012378626,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,5,5,,,0,,,0,0.6666666666666666,1.3098021901595582,0.2886250041267015,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,5,5,,,0,,,0,0.6666666666666666,1.2296118647005108,0.2990057046347014,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,6,5,,,0,,,0,0.7368421052631579,0.6185072637478037,0.45526030174058757,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,6,5,,,0,,,0,0.5,1.3736280705408714,0.2106479975550957,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,7,5,,,0,,,0,0.6,0.6145150714982062,0.37162861505109623,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,7,5,,,0,,,0,0.6,0.9237054407417781,0.311898062610168,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,8,5,,,0,,,0,0.6666666666666666,1.3369507864630146,0.28527201793396323,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,8,5,,,0,,,0,0.5714285714285714,1.2872904230303592,0.2498277287724152,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.05,9,5,,,0,,,0,0.8235294117647058,0.31033446793659625,0.6284879409922951,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.05,9,5,,,0,,,0,0.6153846153846154,1.3161217987604965,0.26569613727306857,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,0,5,,,0,,,0,0.5,1.2628440665967653,0.22096087281523633,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,0,5,,,0,,,0,0.375,1.4909740189068699,0.15054352119038306,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,1,5,,,0,,,0,0.5217391304347826,0.8350450729293453,0.2843195178862351,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,1,5,,,0,,,0,0.8235294117647058,0.2836238889364081,0.6415659749422943,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,2,5,,,0,,,0,0.6666666666666666,2.084910389723376,0.21610568296813532,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,2,5,,,0,,,0,0.3076923076923077,1.6908490401107832,0.1143476661476483,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,3,5,,,0,,,0,0.6666666666666666,0.512732912667884,0.4407034851188111,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,3,5,,,0,,,0,0.7368421052631579,0.7566837349220346,0.4194506333810056,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,4,5,,,0,,,0,0.6153846153846154,1.2978601840700215,0.26780768458010895,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,4,5,,,0,,,0,0.6363636363636364,1.4455295230341227,0.2602150701391296,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,5,5,,,0,,,0,0.5714285714285714,1.3043384124039425,0.24797944969916247,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,5,5,,,0,,,0,0.42857142857142855,1.3213061323413948,0.18462512229662198,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,6,5,,,0,,,0,0.4827586206896552,0.788482608917056,0.26992637126170904,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,6,5,,,0,,,0,0.56,1.1680943814239544,0.25829133860501263,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,7,5,,,0,,,0,0.6666666666666666,1.1762927114286093,0.3063313419034698,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,7,5,,,0,,,0,0.6666666666666666,1.187747656331168,0.3047274052550742,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,8,5,,,0,,,0,0.6086956521739131,0.6482754130390818,0.36929244188118,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,8,5,,,0,,,0,0.6666666666666666,1.2935091271892367,0.29067539290052286,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,32,0.16,0.1,9,5,,,0,,,0,0.7368421052631579,0.8723580434030447,0.39353696685273615,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,32,0.16,0.1,9,5,,,0,,,0,0.6,1.431460640629686,0.24676525294055981,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,0,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,0,5,,,0,,,0,0.6666666666666666,1.4289646662199682,0.27446536211008554,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,1,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,1,5,,,0,,,0,0.6666666666666666,1.4289647879863991,0.2744653483508628,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,2,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,2,5,,,0,,,0,0.6666666666666666,1.4289641266389062,0.27446542308106076,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,3,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,3,5,,,0,,,0,0.6666666666666666,1.4289612810092238,0.27446574462877776,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,4,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,4,5,,,0,,,0,0.6666666666666666,1.4289613770807112,0.2744657337729723,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,5,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,5,5,,,0,,,0,0.6666666666666666,1.4289586816068065,0.2744660383542024,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,6,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,6,5,,,0,,,0,0.6666666666666666,1.428957063512386,0.27446622119480174,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,7,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,7,5,,,0,,,0,0.6666666666666666,1.4289612512403072,0.2744657479925811,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,8,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,8,5,,,0,,,0,0.6666666666666666,1.4289535471485668,0.27446661853590815,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.0,9,5,,,0,,,0,0.6153846153846154,1.0720676276535268,0.2969906035747954,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.0,9,5,,,0,,,0,0.6666666666666666,1.4289553031896367,0.27446642010712113,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,0,5,,,0,,,0,0.5833333333333334,1.3743777119627694,0.2456784067649975,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,0,5,,,0,,,0,0.5,1.0919533981562242,0.23901106039966416,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,1,5,,,0,,,0,0.5384615384615384,1.0743819206683587,0.2595768566513769,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,1,5,,,0,,,0,0.7058823529411765,1.0559916671427632,0.3433293841711674,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,2,5,,,0,,,0,0.5555555555555556,1.12980909651423,0.26084758322462337,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,2,5,,,0,,,0,0.5714285714285714,1.0475041696035172,0.279085425031991,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,3,5,,,0,,,0,0.6153846153846154,1.0499498608930218,0.30019495945941566,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,3,5,,,0,,,0,0.4,1.090596901894667,0.19133291532073346,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,4,5,,,0,,,0,0.5333333333333333,1.061934109639805,0.2586568265396707,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,4,5,,,0,,,0,0.5714285714285714,1.2188816638085471,0.25752998943069194,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,5,5,,,0,,,0,0.42105263157894735,1.2448058953555512,0.18756750080267298,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,5,5,,,0,,,0,0.4166666666666667,1.7611254753310814,0.15090464753931726,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,6,5,,,0,,,0,0.6153846153846154,1.0452138902514603,0.30089010167486857,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,6,5,,,0,,,0,0.46153846153846156,1.0640659160880266,0.22360645459094836,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,7,5,,,0,,,0,0.5555555555555556,1.4505077781690185,0.22671038243782196,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,7,5,,,0,,,0,0.46153846153846156,1.8999768452862325,0.1591524643683515,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,8,5,,,0,,,0,0.6,1.1684547380242523,0.27669473080479373,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,8,5,,,0,,,0,0.625,1.0962107798597556,0.2981570393611919,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.01,9,5,,,0,,,0,0.6,1.1434846098827463,0.27991803497615103,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.01,9,5,,,0,,,0,0.4666666666666667,1.9885934509416978,0.1561492636342428,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,0,5,,,0,,,0,0.5,1.251219080596764,0.2221018844009876,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,0,5,,,0,,,0,0.6153846153846154,1.0776922664519502,0.2961866034355031,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,1,5,,,0,,,0,0.6153846153846154,1.062828246331211,0.2983208206883397,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,1,5,,,0,,,0,0.4827586206896552,1.2506280456368597,0.2144995134249512,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,2,5,,,0,,,0,0.48,1.1832594241458205,0.21985477066601714,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,2,5,,,0,,,0,0.5714285714285714,1.046913807224974,0.27916591769111376,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,3,5,,,0,,,0,0.5185185185185185,1.2991520975403736,0.22552597502062963,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,3,5,,,0,,,0,0.4444444444444444,1.1140610284524308,0.21023255169213056,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,4,5,,,0,,,0,0.6153846153846154,1.46727327378729,0.2494189119310621,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,4,5,,,0,,,0,0.6666666666666666,1.2200063071050848,0.3002994471380615,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,5,5,,,0,,,0,0.6,1.041735200662309,0.2938676865664895,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,5,5,,,0,,,0,0.5217391304347826,1.4383438631451246,0.2139727453214132,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,6,5,,,0,,,0,0.631578947368421,1.2536816869856309,0.2802431909597568,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,6,5,,,0,,,0,0.3870967741935484,1.4951459756380245,0.15513993087902014,0.03,ok
