system,method,method_label,sparse_factor,obs_dt,noise,seed,upsample,spline_alpha,spline_cv_error,spline_cv_folds,gp_kernel,gp_cv_error,gp_cv_folds,support_f1,coef_error,practical_score,threshold,status
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,7,5,,,0,,,0,0.6666666666666666,1.072667264962564,0.32164673893216905,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,7,5,,,0,,,0,0.5,1.7633853278358835,0.18093748814667474,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,8,5,,,0,,,0,0.38095238095238093,1.897706857560176,0.1314668459159243,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,8,5,,,0,,,0,0.56,1.676865943787235,0.20919986721774753,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.03,9,5,,,0,,,0,0.5555555555555556,1.5019658565220344,0.22204761672000975,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.03,9,5,,,0,,,0,0.45454545454545453,3.2311180716294507,0.1074291586408989,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,0,5,,,0,,,0,0.6666666666666666,1.0666525285292598,0.3225828519616223,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,0,5,,,0,,,0,0.5714285714285714,1.0434118067081397,0.2796443524269939,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,1,5,,,0,,,0,0.3333333333333333,1.2530954958333205,0.14794460951600635,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,1,5,,,0,,,0,0.47619047619047616,1.489058473979242,0.19131349511013834,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,2,5,,,0,,,0,0.375,0.9849319129768802,0.1889233567904089,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,2,5,,,0,,,0,0.6666666666666666,1.0446569072753595,0.32605307242232834,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,3,5,,,0,,,0,0.5384615384615384,1.0639632066639124,0.2608871789589122,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,3,5,,,0,,,0,0.5882352941176471,1.0439114213459886,0.2877988194470155,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,4,5,,,0,,,0,0.6666666666666666,1.0301664860063209,0.328380293567998,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,4,5,,,0,,,0,0.5333333333333333,1.5977326298042074,0.20530724648653734,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,5,5,,,0,,,0,0.7272727272727273,1.0106120682704682,0.36171708046014484,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,5,5,,,0,,,0,0.56,1.1164598096605833,0.2645927871835219,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,6,5,,,0,,,0,0.5384615384615384,1.2649959719361332,0.23773178634011347,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,6,5,,,0,,,0,0.6153846153846154,1.069143849201897,0.2974102625208873,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,7,5,,,0,,,0,0.4166666666666667,2.499628437476546,0.11906025857050978,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,7,5,,,0,,,0,0.6,1.1750725442601502,0.27585286825644234,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,8,5,,,0,,,0,0.6153846153846154,1.0679592234170976,0.2975806333201065,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,8,5,,,0,,,0,0.5,1.9208824768110515,0.17118114267503423,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.05,9,5,,,0,,,0,0.5714285714285714,1.051043565457466,0.2786038195639787,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.05,9,5,,,0,,,0,0.36363636363636365,1.0648009506280018,0.17611206713449298,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,0,5,,,0,,,0,0.5714285714285714,1.0091074975650598,0.2844191125268882,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,0,5,,,0,,,0,0.46153846153846156,1.0641519328971811,0.22359713652020768,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,1,5,,,0,,,0,0.5,1.1230213639437372,0.2355134095641869,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,1,5,,,0,,,0,0.5,1.0527686804028076,0.2435734745825754,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,2,5,,,0,,,0,0.5714285714285714,1.0615233849727685,0.2771875282104159,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,2,5,,,0,,,0,0.4444444444444444,0.9718970240489719,0.22538927693691102,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,3,5,,,0,,,0,0.46153846153846156,1.6073429681562135,0.1770148642412161,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,3,5,,,0,,,0,0.42105263157894735,1.0759454898910261,0.20282451231465132,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,4,5,,,0,,,0,0.5,1.3275317301527696,0.21481984263526324,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,4,5,,,0,,,0,0.5714285714285714,1.0549176580975295,0.27807857369701505,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,5,5,,,0,,,0,0.37037037037037035,3.9872785141958986,0.0742630212682408,0.1,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,5,5,,,0,,,0,0.36363636363636365,1.99433328763768,0.12144151258567724,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,6,5,,,0,,,0,0.5555555555555556,1.2800300152113047,0.2436615096508143,0.3,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,6,5,,,0,,,0,0.3333333333333333,1.4724337248069164,0.1348199266127406,1.0,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,7,5,,,0,,,0,0.5714285714285714,1.05520472993932,0.27803973156749345,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,7,5,,,0,,,0,0.5,1.3732439971458934,0.21068208772520194,0.3,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,8,5,,,0,,,0,0.6153846153846154,1.4480496084000931,0.25137751019138704,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,8,5,,,0,,,0,0.4444444444444444,1.4827723826143075,0.1790113534195405,0.1,ok
lorenz63,edmd_poly3,EDMD-polynomial,64,0.32,0.1,9,5,,,0,,,0,0.6153846153846154,1.0684182374868185,0.29751459556473625,1.0,ok
lorenz63,edmd_rbf,EDMD-RBF,64,0.32,0.1,9,5,,,0,,,0,0.6666666666666666,1.0546844193449099,0.32446182994818173,1.0,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,0,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,0,5,,,0,,,0,1.0,0.0002777317215717536,0.9997223453919204,0.001,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,1,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,1,5,,,0,,,0,1.0,0.00027212855400750616,0.9997279454797957,0.0003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,2,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,2,5,,,0,,,0,1.0,0.0002689086652276097,0.9997311636272025,0.0003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,3,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,3,5,,,0,,,0,1.0,0.0002748985218623558,0.9997251770265668,0.001,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,4,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,4,5,,,0,,,0,1.0,0.00026622313281989777,0.999733847723073,0.0003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,5,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,5,5,,,0,,,0,1.0,0.00026284826540094177,0.9997372208056544,0.0003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,6,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,6,5,,,0,,,0,1.0,0.0002608642832496995,0.9997392037491772,0.0003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,7,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,7,5,,,0,,,0,1.0,0.00026560646315731674,0.9997344640649034,0.001,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,8,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,8,5,,,0,,,0,1.0,0.00026131175732730045,0.9997387565086685,0.0003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.0,9,5,,,0,,,0,1.0,0.000238774803330724,0.9997612821964658,0.0003,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.0,9,5,,,0,,,0,1.0,0.0002680998762839463,0.9997319719819946,0.0003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,0,5,,,0,,,0,1.0,0.0014547655976973766,0.9985473476709364,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,0,5,,,0,,,0,1.0,0.0014603764416605783,0.9985417531476887,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,1,5,,,0,,,0,1.0,0.0029058433515020132,0.9971025761084497,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,1,5,,,0,,,0,1.0,0.0028187026737024126,0.9971892200791757,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,2,5,,,0,,,0,1.0,0.000910398393669971,0.9990904296776904,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,2,5,,,0,,,0,1.0,0.0008731909123094885,0.9991275708848656,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,3,5,,,0,,,0,1.0,0.0028755863502121864,0.9971326589366112,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,3,5,,,0,,,0,1.0,0.0029299831845311006,0.9970785765370901,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,4,5,,,0,,,0,1.0,0.0038230570647225792,0.9961915030364996,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,4,5,,,0,,,0,1.0,0.003777205217809823,0.9962370083737953,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,5,5,,,0,,,0,1.0,0.0033759863689567433,0.9966353725673924,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,5,5,,,0,,,0,1.0,0.0035987874758123717,0.9964141173537447,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,6,5,,,0,,,0,1.0,0.0033853816378585358,0.9966260405026706,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,6,5,,,0,,,0,1.0,0.003474037578606852,0.9965379895757046,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,7,5,,,0,,,0,1.0,0.0012596928242966517,0.9987418920053164,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,7,5,,,0,,,0,1.0,0.0011859618827347433,0.9988154429567664,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,8,5,,,0,,,0,1.0,0.0032115698641421203,0.996798711298179,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,8,5,,,0,,,0,1.0,0.003251903294235309,0.9967586373037943,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.01,9,5,,,0,,,0,1.0,0.0022581578806727402,0.9977469299073126,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.01,9,5,,,0,,,0,1.0,0.0024460621258756672,0.9975599064944318,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,0,5,,,0,,,0,1.0,0.009778361582817339,0.9903163288550868,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,0,5,,,0,,,0,1.0,0.0075225636955795535,0.9925336027532853,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,1,5,,,0,,,0,1.0,0.01456545095634488,0.9856436556728644,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,1,5,,,0,,,0,1.0,0.013050658798467446,0.9871174667474714,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,2,5,,,0,,,0,1.0,0.0020949787500133,0.9979094010104447,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,2,5,,,0,,,0,1.0,0.004209299176783606,0.9958083447541919,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,3,5,,,0,,,0,1.0,0.01044976513510316,0.9896583031678908,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,3,5,,,0,,,0,1.0,0.011571253819686137,0.9885611084973074,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,4,5,,,0,,,0,1.0,0.007216149619520099,0.9928355501227359,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,4,5,,,0,,,0,1.0,0.007836586117768574,0.992224348445262,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,5,5,,,0,,,0,1.0,0.006277453027600647,0.9937617075601629,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,5,5,,,0,,,0,1.0,0.005329846965234436,0.9946984096997382,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,6,5,,,0,,,0,1.0,0.009956312879143947,0.9901418380654893,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,6,5,,,0,,,0,1.0,0.009857133169125174,0.9902390815043396,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,7,5,,,0,,,0,1.0,0.0040569538459036564,0.9959594385255099,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,7,5,,,0,,,0,1.0,0.0058796174595314174,0.9941547503722352,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,8,5,,,0,,,0,1.0,0.007615074784330903,0.9924424763236489,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,8,5,,,0,,,0,1.0,0.0076228906922780875,0.992434778166819,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.03,9,5,,,0,,,0,1.0,0.009908753226638551,0.9901884668342755,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.03,9,5,,,0,,,0,1.0,0.007815194337366566,0.992245409295992,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,0,5,,,0,,,0,1.0,0.013440257597901586,0.9867379872694635,0.3,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,0,5,,,0,,,0,1.0,0.006359950811654766,0.9936802425349645,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,1,5,,,0,,,0,1.0,0.0134122995281234,0.9867652094469659,0.3,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,1,5,,,0,,,0,1.0,0.008475149128753561,0.9915960753856201,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,2,5,,,0,,,0,1.0,0.017729100667313362,0.9825797447909385,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,2,5,,,0,,,0,1.0,0.013600160597867991,0.9865823219780806,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,3,5,,,0,,,0,1.0,0.007365314078662788,0.9926885371416634,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,3,5,,,0,,,0,1.0,0.015363351604595541,0.9848691095849417,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,4,5,,,0,,,0,1.0,0.01024976124631791,0.9898542304690346,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,4,5,,,0,,,0,1.0,0.0049728796827388155,0.9950517274811349,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,5,5,,,0,,,0,1.0,0.021245046712532203,0.9791969157834138,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,5,5,,,0,,,0,1.0,0.019363549231799393,0.9810042754163695,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,6,5,,,0,,,0,1.0,0.0064216229785809325,0.9936193511427391,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,6,5,,,0,,,0,1.0,0.008164340037018592,0.9919017766124134,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,7,5,,,0,,,0,1.0,0.004309533615164953,0.9957089587712543,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,7,5,,,0,,,0,1.0,0.010840724016120218,0.9892755369282616,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,8,5,,,0,,,0,1.0,0.005722241775668204,0.9943103159719674,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,8,5,,,0,,,0,1.0,0.0033343400259841912,0.9966767408500163,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.05,9,5,,,0,,,0,1.0,0.012201212848438647,0.98794586225193,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.05,9,5,,,0,,,0,1.0,0.006505015075298897,0.993537026663685,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,0,5,,,0,,,0,1.0,0.035758736451875925,0.9654758051335661,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,0,5,,,0,,,0,1.0,0.05462013263069715,0.9482087142652492,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,1,5,,,0,,,0,1.0,0.017576945492538562,0.982726666941112,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,1,5,,,0,,,0,1.0,0.06684752095357173,0.9373410729831176,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,2,5,,,0,,,0,1.0,0.05490195267327835,0.9479553976233065,0.3,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,2,5,,,0,,,0,0.75,0.35426361672483997,0.5538065046846675,0.3,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,3,5,,,0,,,0,1.0,0.026893662815807434,0.9738106643466244,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,3,5,,,0,,,0,1.0,0.06133347429778083,0.9422109301335647,0.3,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,4,5,,,0,,,0,1.0,0.04675568879738914,0.9553327588301846,0.3,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,4,5,,,0,,,0,1.0,0.020327664131979412,0.9800773174671563,0.3,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,5,5,,,0,,,0,1.0,0.042861889987944136,0.9588997446359464,0.3,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,5,5,,,0,,,0,1.0,0.11816245733899033,0.8943244279367114,0.3,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,6,5,,,0,,,0,1.0,0.02967911617933191,0.9711763444426672,0.3,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,6,5,,,0,,,0,0.7272727272727273,0.264285227889139,0.5752441863826787,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,7,5,,,0,,,0,1.0,0.011075224705335477,0.9890460922840206,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,7,5,,,0,,,0,1.0,0.03993698907390866,0.9615967222115316,0.3,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,8,5,,,0,,,0,1.0,0.022605474673839523,0.9778942366008263,0.1,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,8,5,,,0,,,0,1.0,0.046481820231975925,0.9555827733140436,0.1,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.04,0.1,9,5,,,0,,,0,1.0,0.010854818341933642,0.9892617434818796,0.3,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.04,0.1,9,5,,,0,,,0,1.0,0.15633127892202453,0.8648040732170088,0.3,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,0,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,0,5,,,0,,,0,1.0,0.0011473028357699402,0.9988540119595586,0.003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,1,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,1,5,,,0,,,0,1.0,0.0011963333561768304,0.9988050961471597,0.003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,2,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,2,5,,,0,,,0,1.0,0.0011824591039009667,0.9988189374542585,0.003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,3,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,3,5,,,0,,,0,1.0,0.0011809045706480013,0.9988204883200861,0.003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,4,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,4,5,,,0,,,0,1.0,0.0011575882094776023,0.9988437502515983,0.003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,5,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,5,5,,,0,,,0,1.0,0.0011706165726827866,0.9988307521682067,0.003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,6,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,6,5,,,0,,,0,1.0,0.001180733318092722,0.99882065916892,0.003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,7,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,7,5,,,0,,,0,1.0,0.001157866416001184,0.9988434726881323,0.003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,8,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,8,5,,,0,,,0,1.0,0.001679137989037941,0.9983236767889476,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.0,9,5,,,0,,,0,1.0,0.0009545874844077075,0.9990463228838316,0.001,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.0,9,5,,,0,,,0,1.0,0.0011520538517592333,0.9988492718490394,0.003,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.01,0,5,,,0,,,0,1.0,0.0025165423382692673,0.9974897747498512,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.01,0,5,,,0,,,0,1.0,0.0027509366113134346,0.9972566102799066,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.01,1,5,,,0,,,0,1.0,0.005776473874167195,0.9942567021358963,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.01,1,5,,,0,,,0,1.0,0.005534449213231769,0.9944960123270146,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.01,2,5,,,0,,,0,1.0,0.0027956096481649944,0.99721218399715,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.01,2,5,,,0,,,0,1.0,0.0033999032396899984,0.9966116169348703,0.03,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.01,3,5,,,0,,,0,1.0,0.0033922012983119815,0.9966192668291394,0.01,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.01,3,5,,,0,,,0,1.0,0.0036778803991675472,0.9963355968373989,0.01,ok
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.08,0.01,4,5,,,0,,,0,1.0,0.0037575034900691365,0.9962565624894416,0.03,ok
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.08,0.01,4,5,,,0,,,0,1.0,0.003918187280131025,0.9960971049934394,0.03,ok
