system,method,method_label,sparse_factor,noise,support_f1_mean,support_f1_std,coef_error_median,coef_error_mean,practical_score_mean,n_ok
lorenz63,edmd_rbf,EDMD-RBF,8,0.0,1.0,0.0,0.003982790925643187,0.003999367218458079,0.9960165761882489,10
lorenz63,edmd_rbf,EDMD-RBF,8,0.01,0.9866666666666667,0.02810913475705224,0.00539095637827647,0.007118613165726664,0.9798052146740741,10
lorenz63,edmd_rbf,EDMD-RBF,8,0.03,0.9358333333333334,0.051076377086636614,0.01693372147478336,0.017837793824675867,0.9196109018284954,10
lorenz63,edmd_poly3,EDMD-polynomial,8,0.05,0.8358169934640524,0.10556740930494396,0.042335304008400215,0.07054048644630061,0.788985045436456,10
lorenz63,edmd_poly3,EDMD-polynomial,8,0.1,0.8415476190476191,0.07024246690726663,0.08507356457657322,0.24423049744969721,0.7167619603433497,10
lorenz63,edmd_rbf,EDMD-RBF,16,0.0,0.9623529411764705,0.05802508218656751,0.01025006198687351,0.013752747025709323,0.9498370616089418,10
lorenz63,edmd_rbf,EDMD-RBF,16,0.01,0.9523809523809523,0.04708697452124232,0.014978824006932158,0.021480750031821108,0.9336755481506941,10
lorenz63,edmd_poly3,EDMD-polynomial,16,0.03,0.8786842105263158,0.056921196149127974,0.031135061583782608,0.038784006280266334,0.8463355689519515,10
lorenz63,edmd_poly3,EDMD-polynomial,16,0.05,0.853218954248366,0.07585904640026113,0.06583872859973136,0.19313907377001663,0.7638001892375434,10
lorenz63,edmd_poly3,EDMD-polynomial,16,0.1,0.743826797385621,0.1080204957046349,0.3277767816374653,0.47833829108385784,0.54513057334753,10
lorenz63,edmd_rbf,EDMD-RBF,32,0.0,0.6007146338067391,0.08663361517695777,1.2658528972414151,1.3715753748507349,0.25847659690515173,10
lorenz63,edmd_poly3,EDMD-polynomial,32,0.01,0.5552825596303858,0.049994554274869825,1.2606689611802624,1.222450157195557,0.2526445145007008,10
lorenz63,edmd_poly3,EDMD-polynomial,32,0.03,0.586988625409678,0.0657834204693185,1.3124526314881448,1.0226277216226292,0.31169573583555577,10
lorenz63,edmd_poly3,EDMD-polynomial,32,0.05,0.6493203597228365,0.09641818368118661,1.2896270268995829,1.1276638090092024,0.3402937837138639,10
lorenz63,edmd_poly3,EDMD-polynomial,32,0.1,0.6036848695374696,0.08361435581596907,1.024325377415827,1.0783139815179126,0.30169638149667843,10
lorenz63,edmd_poly3,EDMD-polynomial,64,0.0,0.6153846153846154,0.0,1.0720676276535268,1.0720676276535268,0.2969906035747954,10
lorenz63,edmd_poly3,EDMD-polynomial,64,0.01,0.5618061178587495,0.058087700811771774,1.1366468531984881,1.1742919611361213,0.25967353833363926,10
lorenz63,edmd_poly3,EDMD-polynomial,64,0.03,0.5564041299830773,0.08686224611028023,1.2524503837911976,1.3031488989094173,0.24644944418013853,10
lorenz63,edmd_poly3,EDMD-polynomial,64,0.05,0.5449342324342324,0.13280689743661828,1.0653078675965861,1.2293048896567405,0.2543411869049801,10
lorenz63,edmd_poly3,EDMD-polynomial,64,0.1,0.5332519332519332,0.07619126612662985,1.201525689577521,1.4967508050023983,0.23338111254206423,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.0,1.0,0.0,0.000238774803330724,0.00023877480333072402,0.9997612821964659,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.01,1.0,0.0,0.0028907148508571,0.002546043933373092,0.9974613461711058,10
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.03,1.0,0.0,0.007719042514822327,0.0080695044231821,0.9920017300236642,10
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.05,1.0,0.0,0.008319744582886077,0.009697946021183197,0.9904174833435487,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.1,1.0,0.0,0.02828638949756967,0.02989635101192741,0.9711579454320134,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.0,1.0,0.0,0.0009545874844077075,0.0009545874844077075,0.9990463228838316,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.01,1.0,0.0,0.003093905473238488,0.003156969583196422,0.9968542617388007,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.03,1.0,0.0,0.010615233171355133,0.011600529881007222,0.9885591940107872,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.05,1.0,0.0,0.025763451831253927,0.02214902257064421,0.9784115366233206,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.1,1.0,0.0,0.034960948337433684,0.03361677385548116,0.9676124994257636,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.0,1.0,0.0,0.003903620119031886,0.003903620119031886,0.9961115588779638,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.01,1.0,0.0,0.005343812987293375,0.005001447761662095,0.9950249693980565,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.03,1.0,0.0,0.01670244252903499,0.016875468463224737,0.9834310930483576,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.05,1.0,0.0,0.029816286473164956,0.03348933686832871,0.9677872489923057,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.1,0.9857142857142858,0.04517539514526258,0.055052969854621284,0.07690576181942457,0.9222654863296296,10
vanderpol_mu2,edmd_rbf,EDMD-RBF,64,0.0,1.0,0.0,0.006532654715400545,0.0064880129926628725,0.9935539213085975,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.01,1.0,0.0,0.03109157933873972,0.02966275160271322,0.9712407034262434,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.03,1.0,0.0,0.02762533514315143,0.028539891350303808,0.9726351171851906,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.05,1.0,0.0,0.03312828738336054,0.03648331566223979,0.9650580901831003,10
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.1,1.0,0.0,0.08242209147575286,0.08960494217560563,0.918545787209848,10
