system,method,support_f1_mean,coef_error_median,practical_score_mean,method_label
lorenz63,edmd_poly3,0.7376490844107311,0.5459404568607321,0.5489086514808202,EDMD-polynomial
lorenz63,edmd_rbf,0.7244494643047841,0.8854201578300323,0.5263173808710991,EDMD-RBF
vanderpol_mu2,edmd_poly3,0.9992857142857143,0.01579548425712663,0.9771487828950695,EDMD-polynomial
vanderpol_mu2,edmd_rbf,0.9829022366522366,0.012276149841941114,0.9446427351527101,EDMD-RBF
