system,method,method_label,sparse_factor,noise,seed,feature,equation,coef,true_coef
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.0,0,x*x*y,dy/dt,-1.9994678681510036,-2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.0,0,x,dy/dt,-0.999918521806804,-1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.0,0,y,dx/dt,0.9999482571039242,1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.0,0,y,dy/dt,1.9994212825154556,2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.0,0,x*x*y,dy/dt,-1.9993464564731451,-2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.1,0,x,dy/dt,-1.0081292920231664,-1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.1,0,y,dx/dt,0.983622394154528,1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.1,0,y,dy/dt,1.9042584931130304,2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,8,0.1,0,x*x*y,dy/dt,-1.9426752686588764,-2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.1,0,x,dy/dt,-1.0020206018224496,-1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.1,0,y,dx/dt,0.9848417955382416,1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.1,0,y,dy/dt,1.859913677823988,2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,8,0.1,0,x*x*y,dy/dt,-1.900122288617937,-2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.0,0,x,dy/dt,-0.9997461484145652,-1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.0,0,y,dx/dt,0.9997891703046596,1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.0,0,y,dy/dt,1.99789531631678,2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.0,0,x*x*y,dy/dt,-1.997861358033798,-2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.0,0,x,dy/dt,-0.9997532156990782,-1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.0,0,y,dx/dt,0.9997892374490508,1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.0,0,y,dy/dt,1.997445658164658,2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.0,0,x*x*y,dy/dt,-1.9974440163510276,-2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.1,0,x,dy/dt,-1.0005454889535674,-1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.1,0,y,dx/dt,0.9843342628416633,1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.1,0,y,dy/dt,1.9965040111310268,2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,16,0.1,0,x*x*y,dy/dt,-1.8710357033899052,-2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.1,0,x,dy/dt,-0.992110526843788,-1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.1,0,y,dx/dt,0.9881631185112708,1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.1,0,y,dy/dt,1.9560565955585276,2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,16,0.1,0,x*x*y,dy/dt,-1.841233570660868,-2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.0,0,x,dy/dt,-0.9989545573290248,-1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.0,0,y,dx/dt,0.9991524387491736,1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.0,0,y,dy/dt,1.991453348298165,2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.0,0,x*x*y,dy/dt,-1.991195118707647,-2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,32,0.0,0,x,dy/dt,-0.998958139743545,-1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,32,0.0,0,y,dx/dt,0.9991589953524832,1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,32,0.0,0,y,dy/dt,1.9893125942737564,2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,32,0.0,0,x*x*y,dy/dt,-1.9892678212813268,-2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.1,0,x,dy/dt,-0.9473040225928906,-1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.1,0,y,dx/dt,1.015926809759672,1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.1,0,y,dy/dt,2.143180145855311,2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,32,0.1,0,x*x*y,dy/dt,-1.9396573777536688,-2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,32,0.1,0,x,dy/dt,-0.9396159387879316,-1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,32,0.1,0,y,dx/dt,1.012778452500079,1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,32,0.1,0,y,dy/dt,2.0588353587887664,2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,32,0.1,0,x*x*y,dy/dt,-1.88355221701174,-2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.0,0,x,dy/dt,-1.0089874622014752,-1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.0,0,y,dx/dt,0.9887978895758448,1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.0,0,y,dy/dt,2.0797485136627034,2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.0,0,x*x*y,dy/dt,-2.047297990388765,-2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,64,0.0,0,x,dy/dt,-1.0037691188117523,-1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,64,0.0,0,y,dx/dt,0.9895057006252715,1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,64,0.0,0,y,dy/dt,2.0026460836453563,2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,64,0.0,0,x*x*y,dy/dt,-1.9846578656913565,-2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.1,0,x,dy/dt,-0.9640388181331988,-1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.1,0,y,dx/dt,1.021247933269526,1.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.1,0,y,dy/dt,1.695704641848958,2.0
vanderpol_mu2,edmd_poly3,EDMD-polynomial,64,0.1,0,x*x*y,dy/dt,-1.6495769764295631,-2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,64,0.1,0,x,dy/dt,0.0,-1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,64,0.1,0,y,dx/dt,1.0190252112074183,1.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,64,0.1,0,y,dy/dt,1.6821045942367598,2.0
vanderpol_mu2,edmd_rbf,EDMD-RBF,64,0.1,0,x*x*y,dy/dt,-1.611153100713109,-2.0
