method,method_label,support_f1_mean,coef_error_median,practical_score_mean
baseline,Baseline,0.8437862009793275,0.30760859789788175,0.6585804194072062
edmd_poly3,EDMD-polynomial,0.8684673993482227,0.0302361933057213,0.7630287171879447
edmd_rbf,EDMD-RBF,0.8536758504785104,0.03796700126366085,0.7354800580119047
