system,method,method_label,sparse_factor,noise,seed,feature,coef,true_coef
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,16,0.0,0,u_x,-0.9998721438114243,-1.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,16,0.0,0,u_xx,0.019985496685240623,0.02
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,16,0.1,0,u_x,-0.7285099323754102,-1.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,16,0.1,0,u_xx,0.0,0.02
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.0,0,u_x,-0.990844085424686,-1.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.0,0,u_xx,0.0,0.02
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,1,0.012104327759076161,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u,-0.004951612056671444,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u^2,-0.01335351952842572,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u_x,-0.8699965847683702,-1.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u*u_x,0.3146348378016579,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u^2*u_x,0.5534194805578823,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u_xx,0.0011485851518628827,0.02
