system,method,sparse_factor,noise,seed,fold,lam,cv_mse,primal_objective,dual_objective,primal_dual_gap,relative_primal_dual_gap,max_relative_gap,kkt_stationarity_max,masked_dual_stationarity_max,dual_box_violation,dual_scale_min,converged,iterations,rho,tolerance,elapsed_seconds,n_observed,n_times,n_channels,objective
lorenz63,banded ADMM with dual certificate,64,0.1,0,1,0.1,1.3448105684599019,"[2.372526762101338, 2.4768038340228475, 3.9085542330026097]","[2.3723811890260667, 2.4767435138242586, 3.9085450188254307]","[0.0001455730752715212, 6.032019858892568e-05, 9.214177179028837e-06]","[6.135782221591787e-05, 2.4354047648155106e-05, 2.3574387432639945e-06]",6.135782221591787e-05,2.1198487098694763e-05,2.7755575615628914e-17,0.0,0.9999293386788839,True,50,0.33,0.0001,0.0016745959999298066,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,64,0.1,0,1,1.0,0.6698077219073097,"[8.372647339093435, 7.084329184712282, 11.077547378717085]","[8.372645730265928, 7.084328694864887, 11.077351813887097]","[1.608827506771604e-06, 4.898473955350369e-07, 0.00019556482998872582]","[1.9215278532749033e-07, 6.914520524993521e-08, 1.765416326401437e-05]",1.765416326401437e-05,3.366014904093717e-05,2.220446049250313e-16,0.0,0.9999793932294797,True,75,1.65,0.0001,0.0023526590000528813,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,affine exact solution,64,0.1,0,1,10.0,0.5693629320540256,"[11.466706543895963, 10.800355139933606, 11.450790954490556]","[11.466700725744566, 10.800355139933599, 11.450790954490552]","[5.81815139710784e-06, 7.105427357601002e-15, 3.552713678800501e-15]","[5.073951596158183e-07, 6.578883069621618e-16, 3.1025923824129065e-16]",5.073951596158183e-07,0.0013204187034525638,1.7763568394002505e-15,0.0,0.9992876832450429,True,0,0.0,0.0001,0.00024112400001286005,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,affine exact solution,64,0.1,0,1,100.0,0.5693629320540256,"[11.466706543895986, 10.800355139933695, 11.450790954490586]","[11.466706543895961, 10.800355139933599, 11.450790954490552]","[2.4868995751603507e-14, 9.592326932761353e-14, 3.375077994860476e-14]","[2.1688002266737952e-15, 8.88149214398911e-15, 2.9474627632922533e-15]",8.88149214398911e-15,1.4876988529977098e-14,1.7763568394002505e-15,0.0,1.0,True,0,0.0,0.0001,0.0001973880000605277,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,64,0.1,0,2,0.0001,2.668838169793181,"[0.0035771958704699553, 0.0031630139441776823, 0.004869975513287097]","[0.0035771958690093927, 0.0031227968305186328, 0.004869974870222743]","[1.4605625736630046e-12, 4.0217113659049564e-05, 6.430643543706149e-10]","[1.4605625736630046e-12, 4.0217113659049564e-05, 6.430643543706149e-10]",4.0217113659049564e-05,5.827793421766896e-06,2.710505431213761e-20,0.0,0.9883444129130374,True,175,0.02,0.0001,0.0052818760000263865,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,64,0.1,0,2,0.001,2.6579394758247625,"[0.03569009584515344, 0.031551083062038646, 0.0486225009830436]","[0.035674735088742915, 0.031532422636460396, 0.04860467902218394]","[1.536075641052348e-05, 1.866042557824993e-05, 1.7821960859656927e-05]","[1.536075641052348e-05, 1.866042557824993e-05, 1.7821960859656927e-05]",1.866042557824993e-05,3.1904759555112516e-06,4.336808689942018e-19,0.0,0.9993618946385114,True,50,0.02,0.0001,0.0018211869999049668,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,64,0.1,0,2,0.01,2.605891708411668,"[0.3487147900821551, 0.30800575611653885, 0.4785158954300414]","[0.348680835564275, 0.30796631998966423, 0.4785008616302585]","[3.3954517880130375e-05, 3.943612687462572e-05, 1.50337997829042e-05]","[3.3954517880130375e-05, 3.943612687462572e-05, 1.50337997829042e-05]",3.943612687462572e-05,6.19388558432965e-06,3.469446951953614e-18,0.0,0.9998761221968042,True,50,0.066,0.0001,0.001745943000059924,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,64,0.1,0,2,0.1,2.289191593378139,"[2.8476230840121857, 2.4747874291176997, 4.193186277714786]","[2.847515323128732, 2.4747532483771923, 4.1931709855607275]","[0.00010776088345387791, 3.41807405073169e-05, 1.5292154058599294e-05]","[3.784239707105028e-05, 1.3811586443811405e-05, 3.646905490431313e-06]",3.784239707105028e-05,1.44910308326196e-05,2.7755575615628914e-17,0.0,0.9999516967033819,True,50,0.33,0.0001,0.0016612859999440843,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,64,0.1,0,2,1.0,1.6551514551355464,"[8.329662632842556, 7.5498511125758885, 10.467199488839881]","[8.32966082634648, 7.5498508652863885, 10.466776290544313]","[1.8064960762842475e-06, 2.472894999883124e-07, 0.000423198295568028]","[2.168750591604414e-07, 3.275422207682996e-08, 4.043089997656409e-05]",4.043089997656409e-05,2.292566980321986e-05,3.3306690738754696e-16,0.0,0.9999849970919625,True,75,1.65,0.0001,0.002394792000131929,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,64,0.1,0,2,10.0,1.7764988288618613,"[11.495744460245907, 9.846327136846934, 11.42109839589113]","[11.495743575929101, 9.846327133802273, 11.42022570747878]","[8.843168064487372e-07, 3.044661411877314e-09, 0.0008726884123504419]","[7.692557967923207e-08, 3.09217982458005e-10, 7.6410199973796e-05]",7.6410199973796e-05,3.445833263171494e-08,1.7763568394002505e-15,0.0,0.9999999805413818,True,325,16.5,0.0001,0.009540249999872685,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,affine exact solution,64,0.1,0,2,100.0,1.7664529690330606,"[11.499917895615496, 10.001519371082574, 11.420226649187605]","[11.499917895615498, 10.001519371082441, 11.420226649187583]","[0.0, 1.3322676295501878e-13, 2.1316282072803006e-14]","[0.0, 1.3320652394097017e-14, 1.866537567739023e-15]",1.3320652394097017e-14,4.0190073491430667e-14,1.7763568394002505e-15,0.0,1.0,True,0,0.0,0.0001,0.00020903499989799457,23,33,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,0,0.0001,0.05063980499890565,"[0.003063023076522458, 0.004565828872383982, 0.004924744256355789]","[0.003062957674732715, 0.004543289639403592, 0.0049242758723873625]","[6.540178974301716e-08, 2.253923298038956e-05, 4.6838396842649455e-07]","[6.540178974301716e-08, 2.253923298038956e-05, 4.6838396842649455e-07]",2.253923298038956e-05,1.4259481713455773e-06,9.767328005422238e-14,0.0,0.9952473123351461,True,100,0.02,0.0001,0.004720279999901322,84,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,0,0.001,0.05342440965710058,"[0.030546321038233605, 0.04552397896254134, 0.04915089447063405]","[0.030533760118837842, 0.04550198872794002, 0.04913363275206618]","[1.2560919395762649e-05, 2.199023460131705e-05, 1.7261718567876394e-05]","[1.2560919395762649e-05, 2.199023460131705e-05, 1.7261718567876394e-05]",2.199023460131705e-05,1.3692298352313385e-06,8.005054952242574e-14,0.0,0.9995436336357163,True,50,0.0252,0.0001,0.0023422029998982907,84,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,0,0.01,0.05680854004217952,"[0.29716779968634616, 0.44329004864893434, 0.4828278399346975]","[0.297125129265604, 0.44324986946261413, 0.48279509077669647]","[4.267042074213023e-05, 4.017918632021056e-05, 3.274915800105527e-05]","[4.267042074213023e-05, 4.017918632021056e-05, 3.274915800105527e-05]",4.267042074213023e-05,4.145838845181354e-06,8.266651252419877e-14,0.0,0.9998618076650502,True,50,0.126,0.0001,0.002332088000002841,84,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,0,0.1,0.0996099414338441,"[2.490641063002596, 3.6239016012203233, 4.314054895881947]","[2.4906410628813234, 3.6237512927867446, 4.314042479811514]","[1.212727696042748e-10, 0.00015030843357877188, 1.2416070433118875e-05]","[4.869138769360617e-11, 4.147696326195959e-05, 2.8780510987402694e-06]",4.147696326195959e-05,1.6418052781908e-05,9.257872246593024e-14,0.0,0.9999452731342346,True,150,1.2600000000000002,0.0001,0.006304860999989614,84,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,0,1.0,0.27935138643277063,"[13.575623800626152, 17.498716561691815, 28.072363097079432]","[13.57559688198001, 17.498504994437027, 28.070913390589414]","[2.6918646142348734e-05, 0.00021156725478732596, 0.0014497064900176326]","[1.9828662415576924e-06, 1.2090444121512828e-05, 5.164176898839186e-05]",5.164176898839186e-05,9.885548332722038e-05,2.8976820942716586e-14,0.0,0.9999101403235295,True,150,6.3,0.0001,0.00650017500015565,84,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,0,10.0,0.6832837531455365,"[32.067633602576876, 33.31982435872117, 41.95304798771731]","[32.0676330296698, 33.31973514734664, 41.94951114444055]","[5.72907076445972e-07, 8.921137452944095e-05, 0.0035368432767626246]","[1.7865586327515437e-08, 2.677426314406446e-06, 8.430479896950786e-05]",8.430479896950786e-05,3.293718116292865e-05,9.126033262418787e-14,0.0,0.9999860010695097,True,250,63.0,0.0001,0.010778688000073089,84,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,affine exact solution,16,0.1,0,0,100.0,0.9111093490146421,"[41.62484482146822, 41.32033594825912, 41.99979563372424]","[41.62484482146808, 41.32033594825898, 41.999795633724254]","[1.4210854715202004e-13, 1.4210854715202004e-13, 0.0]","[3.4140318783537384e-15, 3.4391914753540928e-15, 0.0]",3.4391914753540928e-15,1.396660564978447e-13,1.396660564978447e-13,0.0,1.0,True,0,0.0,0.0001,0.0002493969998340617,84,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,1,0.0001,0.0751721628500963,"[0.0034724289426700714, 0.004668637547352547, 0.0051236748948282574]","[0.003472239415170003, 0.004660118833541973, 0.005060256978962727]","[1.8952750006819702e-07, 8.51871381057391e-06, 6.341791586553062e-05]","[1.8952750006819702e-07, 8.51871381057391e-06, 6.341791586553062e-05]",6.341791586553062e-05,3.6916463346017272e-06,2.710505431213761e-20,0.0,0.9876950705621376,True,100,0.02,0.0001,0.0047627840001496224,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,1,0.001,0.07624115582343635,"[0.0345885387110419, 0.04656789992135947, 0.05115610995840335]","[0.03457763249774351, 0.046551642564039666, 0.05114128346357742]","[1.0906213298390866e-05, 1.6257357319804377e-05, 1.4826494825925796e-05]","[1.0906213298390866e-05, 1.6257357319804377e-05, 1.4826494825925796e-05]",1.6257357319804377e-05,9.602657282253846e-07,4.336808689942018e-19,0.0,0.9996799541969343,True,50,0.0252,0.0001,0.002996599999960381,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,1,0.01,0.08082030451304148,"[0.3333484530594544, 0.45478228181408015, 0.5038590281275684]","[0.3333426306315099, 0.45473199154853283, 0.5037954037944314]","[5.822427944501829e-06, 5.029026554731475e-05, 6.362433313700233e-05]","[5.822427944501829e-06, 5.029026554731475e-05, 6.362433313700233e-05]",6.362433313700233e-05,3.843992390454437e-06,3.469446951953614e-18,0.0,0.9998718703938894,True,50,0.126,0.0001,0.002427821000082986,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,1,0.1,0.13007271687018712,"[2.6474974605750625, 3.7895460309830273, 4.503679320145073]","[2.6473954471255903, 3.789285369127815, 4.503679318018902]","[0.00010201344947224911, 0.00026066185521234075, 2.126171239069663e-09]","[3.853202920545608e-05, 6.87844541486474e-05, 4.720964988691012e-10]",6.87844541486474e-05,2.3015024455286248e-05,2.7755575615628914e-17,0.0,0.9999127798010294,True,125,1.2600000000000002,0.0001,0.0053893899998911365,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,1,1.0,0.359912858199284,"[13.701735443823608, 17.850860752191057, 27.887617177828243]","[13.701640035661853, 17.849381627014864, 27.8865849129675]","[9.540816175501732e-05, 0.0014791251761927526, 0.0010322648607434814]","[6.963217334489178e-06, 8.286015989515807e-05, 3.7015168924657096e-05]",8.286015989515807e-05,0.00017110682942078626,3.3306690738754696e-16,0.0,0.9998356864049159,True,125,6.3,0.0001,0.00615218999996614,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,1,10.0,0.8606297383193345,"[31.934163434918688, 32.96766457127321, 42.40130444889027]","[31.93392367675071, 32.9674626448833, 42.397958505673024]","[0.00023975816797872085, 0.00020192638991289868, 0.003345943217247793]","[7.507889425922935e-06, 6.124983147542995e-06, 7.891132739279117e-05]",7.891132739279117e-05,6.309111128244282e-05,3.552713678800501e-15,0.0,0.9999685533335746,True,250,63.0,0.0001,0.010672548999991704,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,affine exact solution,16,0.1,0,1,100.0,1.1315109647090558,"[42.13694227990085, 41.7692562177401, 42.493393495210746]","[42.135349300188885, 41.76925621773996, 42.493393495210746]","[0.00159297971196537, 1.4210854715202004e-13, 0.0]","[3.780482459747002e-05, 3.4022283377807473e-15, 0.0]",3.780482459747002e-05,0.014090519551026137,2.842170943040401e-14,0.0,0.9938514371927851,True,0,0.0,0.0001,0.0002530520000618708,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,2,0.0001,0.05239795008793808,"[0.0032029622022953755, 0.0044039070006893005, 0.005418406137892512]","[0.003202962175950966, 0.004403906745464824, 0.00541635613860272]","[2.634440929294435e-11, 2.552244761019895e-10, 2.0499992897920344e-06]","[2.634440929294435e-11, 2.552244761019895e-10, 2.0499992897920344e-06]",2.0499992897920344e-06,1.1900657661834948e-07,2.710505431213761e-20,0.0,0.999603367840401,True,150,0.02,0.0001,0.006645954000077836,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,2,0.001,0.0534989243700171,"[0.03191296098391456, 0.043930716101420034, 0.05409166183973626]","[0.031900317947597026, 0.04390578894274934, 0.05406420436689286]","[1.2643036317531997e-05, 2.4927158670695615e-05, 2.7457472843397945e-05]","[1.2643036317531997e-05, 2.4927158670695615e-05, 2.7457472843397945e-05]",2.7457472843397945e-05,1.565846958283268e-06,4.336808689942018e-19,0.0,0.999478094447027,True,50,0.0252,0.0001,0.002313700000058816,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,2,0.01,0.05619355198378388,"[0.30883193533047987, 0.42869708604062273, 0.5322769682003762]","[0.3088303052936067, 0.4286950775189973, 0.5322762543222515]","[1.6300368731458903e-06, 2.0085216254073224e-06, 7.138781247251202e-07]","[1.6300368731458903e-06, 2.0085216254073224e-06, 7.138781247251202e-07]",2.0085216254073224e-06,1.6204906023303822e-07,1.734723475976807e-18,0.0,0.999994598367739,True,75,0.126,0.0001,0.0033765830000902497,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,2,0.1,0.09752480901498464,"[2.511769236853665, 3.593598636530402, 4.739955092571094]","[2.511712972224187, 3.5935759650079744, 4.739773702952801]","[5.626462947772026e-05, 2.2671522427408775e-05, 0.0001813896182927266]","[2.2400397557300854e-05, 6.308863265069021e-06, 3.8268214518955585e-05]",3.8268214518955585e-05,1.2031395440537107e-05,2.7755575615628914e-17,0.0,0.9999566176187317,True,125,1.2600000000000002,0.0001,0.005487798000103794,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,2,1.0,0.30442938816285836,"[13.588283280720276, 18.284543782106443, 27.98643933416388]","[13.587141169709705, 18.283796593430623, 27.985779231916343]","[0.0011421110105711563, 0.0007471886758203539, 0.0006601022475365426]","[8.405116282728956e-05, 4.086449652364666e-05, 2.3586503436710367e-05]",8.405116282728956e-05,0.00013141756945334038,2.220446049250313e-16,0.0,0.9998404212901926,True,125,6.3,0.0001,0.005248095999832003,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,2,10.0,0.7525673358132056,"[31.828810338910646, 34.31448897757159, 42.40968793309904]","[31.827276421817675, 34.31376404548364, 42.405654483759676]","[0.0015339170929706825, 0.0007249320879552101, 0.004033449339367223]","[4.8192724661640037e-05, 2.1126122217033027e-05, 9.51067913003736e-05]",9.51067913003736e-05,0.0003718997074173558,3.552713678800501e-15,0.0,0.9998252363355267,True,175,63.0,0.0001,0.0072596499999235675,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
lorenz63,banded ADMM with dual certificate,16,0.1,0,2,100.0,0.9874675325866734,"[42.14451408650788, 41.73721872619113, 42.494236240279186]","[42.14427180584425, 41.7331874510011, 42.49168835942676]","[0.00024228066363463086, 0.004031275190030215, 0.0025478808524255214]","[5.7488066688184794e-06, 9.658705857897739e-05, 5.995826911722327e-05]",9.658705857897739e-05,1.4542967452513267e-07,1.4210854715202004e-14,0.0,0.9999999436015783,True,450,630.0,0.0001,0.019069984999987355,85,126,3,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,banded ADMM with dual certificate,32,0.1,0,0,0.0001,0.015275790396868995,"[7.800348552593327e-05, 0.0002268233848841148, 7.166054429664622e-05, 0.000189786901356975, 0.00014277005270966125, 0.00022495241243758696, 0.00020722115956253723, 0.00020588327585281904]","[7.61345061778395e-05, 0.0002207307042021259, 7.082849438956642e-05, 0.00018143321776795788, 0.0001388936412197493, 0.00022126550844025933, 0.0002000312966188362, 0.00018943052332325946]","[1.8689793480937677e-06, 6.092680681988905e-06, 8.320499070798063e-07, 8.353683589017131e-06, 3.876411489911957e-06, 3.686903997327629e-06, 7.189862943701036e-06, 1.645275252955958e-05]","[1.8689793480937677e-06, 6.092680681988905e-06, 8.320499070798063e-07, 8.353683589017131e-06, 3.876411489911957e-06, 3.686903997327629e-06, 7.189862943701036e-06, 1.645275252955958e-05]",1.645275252955958e-05,3.132856176297718e-05,2.710505431213761e-20,0.0,0.9216689165613262,True,25,0.01,0.0001,0.001105957999925522,10,14,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,banded ADMM with dual certificate,32,0.1,0,0,0.001,0.01486509513962974,"[0.0007542517174371857, 0.0022394629869605664, 0.0007019616977703868, 0.001865931647661525, 0.0014203916661079704, 0.0022218159288513325, 0.0020549473476914625, 0.0020316480370445897]","[0.0007494113687912652, 0.0022269590750497287, 0.0007003018120248529, 0.0018560025217769821, 0.0014157223373483351, 0.0022134151894139757, 0.0020435502259123026, 0.0020228713101776773]","[4.840348645920498e-06, 1.250391191083772e-05, 1.6598857455338767e-06, 9.929125884542908e-06, 4.669328759635298e-06, 8.400739437356818e-06, 1.1397121779159903e-05, 8.776726866912415e-06]","[4.840348645920498e-06, 1.250391191083772e-05, 1.6598857455338767e-06, 9.929125884542908e-06, 4.669328759635298e-06, 8.400739437356818e-06, 1.1397121779159903e-05, 8.776726866912415e-06]",1.250391191083772e-05,1.9665775469170088e-05,2.168404344971009e-19,0.0,0.9949404420281653,True,25,0.01,0.0001,0.0009853260000909358,10,14,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,banded ADMM with dual certificate,32,0.1,0,0,0.01,0.014120073813619329,"[0.0059415188884010045, 0.019525770549087836, 0.005942324340459224, 0.016156154844709305, 0.01328557438007703, 0.019489880112981806, 0.018515092154704947, 0.017676905080294143]","[0.005937539079400561, 0.019522823618711674, 0.005942268569118004, 0.016153971327308746, 0.013285003905373452, 0.01948855341930199, 0.018514193327155884, 0.017675269468873194]","[3.979809000443334e-06, 2.946930376161727e-06, 5.577134121973609e-08, 2.1835174005592484e-06, 5.704747035786134e-07, 1.3266936798143891e-06, 8.988275490631747e-07, 1.635611420948424e-06]","[3.979809000443334e-06, 2.946930376161727e-06, 5.577134121973609e-08, 2.1835174005592484e-06, 5.704747035786134e-07, 1.3266936798143891e-06, 8.988275490631747e-07, 1.635611420948424e-06]",3.979809000443334e-06,3.5528703335591105e-06,3.469446951953614e-18,0.0,0.9998815757294109,True,50,0.028000000000000004,0.0001,0.001721006000025227,10,14,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,banded ADMM with dual certificate,32,0.1,0,0,0.1,0.015201352542841195,"[0.011581568649641298, 0.06275133893995054, 0.03977022807678712, 0.08965571567503773, 0.10142112623529378, 0.09215468614813316, 0.07292316001057403, 0.06970485335498908]","[0.011537230101160223, 0.06275082025234756, 0.03977022721688926, 0.08965570437364931, 0.10142112623525174, 0.09215467092594143, 0.07292315675477182, 0.06970485335497298]","[4.4338548481074463e-05, 5.186876029794618e-07, 8.598978612495145e-10, 1.130138842231343e-08, 4.2049697057677804e-14, 1.5222191729336032e-08, 3.25580221116617e-09, 1.609823385706477e-14]","[4.4338548481074463e-05, 5.186876029794618e-07, 8.598978612495145e-10, 1.130138842231343e-08, 4.2049697057677804e-14, 1.5222191729336032e-08, 3.25580221116617e-09, 1.609823385706477e-14]",4.4338548481074463e-05,1.4197280523431388e-07,2.7755575615628914e-17,0.0,0.9999993210677419,True,75,0.28,0.0001,0.002421081999955277,10,14,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,banded ADMM with dual certificate,32,0.1,0,0,1.0,0.032971517336354006,"[0.011538071290257704, 0.10709293671557947, 0.19382831350529567, 0.2611914078341062, 0.3978147304773534, 0.23624111955206764, 0.10493899365610232, 0.0735121601971846]","[0.01153798091682862, 0.1070928882497081, 0.19382831350517046, 0.2611914078338471, 0.3978147304773185, 0.23624111954947855, 0.10493462286896442, 0.07350939960775957]","[9.037342908399526e-08, 4.846587137175007e-08, 1.2520540160210203e-13, 2.5912605394751154e-13, 3.4861002973229915e-14, 2.5890956045770963e-12, 4.370787137900067e-06, 2.7605894250271046e-06]","[9.037342908399526e-08, 4.846587137175007e-08, 1.2520540160210203e-13, 2.5912605394751154e-13, 3.4861002973229915e-14, 2.5890956045770963e-12, 4.370787137900067e-06, 2.7605894250271046e-06]",4.370787137900067e-06,9.070244233466696e-08,2.220446049250313e-16,0.0,0.9999996221573246,True,100,5.6,0.0001,0.0037873030000810104,10,14,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,affine exact solution,32,0.1,0,0,10.0,0.04176304211028918,"[0.011537980916852607, 0.10717532491815983, 0.23141400788889482, 0.2654065111286437, 0.4078199927979708, 0.2504398918545744, 0.10493462325271274, 0.07350939964064368]","[0.011537980916852446, 0.1071753249181517, 0.2314140078888945, 0.26540651112863506, 0.40781999279796693, 0.25043989185457194, 0.10493462325270547, 0.07350939964064264]","[1.6132928326584306e-16, 8.132383655379272e-15, 3.3306690738754696e-16, 8.659739592076221e-15, 3.885780586188048e-15, 2.4424906541753444e-15, 7.271960811294775e-15, 1.0408340855860843e-15]","[1.6132928326584306e-16, 8.132383655379272e-15, 3.3306690738754696e-16, 8.659739592076221e-15, 3.885780586188048e-15, 2.4424906541753444e-15, 7.271960811294775e-15, 1.0408340855860843e-15]",8.659739592076221e-15,1.457167719820518e-15,4.440892098500626e-16,0.0,1.0,True,0,0.0,0.0001,0.00021486399987225013,10,14,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,affine exact solution,32,0.1,0,0,100.0,0.04176304211028918,"[0.011537980916854042, 0.10717532491823352, 0.23141400788889827, 0.26540651112872143, 0.4078199927980052, 0.2504398918545966, 0.10493462325277926, 0.07350939964065312]","[0.011537980916852446, 0.1071753249181517, 0.2314140078888945, 0.26540651112863506, 0.40781999279796693, 0.25043989185457194, 0.10493462325270547, 0.07350939964064264]","[1.5959455978986625e-15, 8.182343691487404e-14, 3.774758283725532e-15, 8.637535131583718e-14, 3.824718319833664e-14, 2.4646951146678475e-14, 7.378819777414947e-14, 1.0477729794899915e-14]","[1.5959455978986625e-15, 8.182343691487404e-14, 3.774758283725532e-15, 8.637535131583718e-14, 3.824718319833664e-14, 2.4646951146678475e-14, 7.378819777414947e-14, 1.0477729794899915e-14]",8.637535131583718e-14,1.457167719820518e-15,4.440892098500626e-16,0.0,1.0,True,0,0.0,0.0001,0.00018353700011175533,10,14,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,banded ADMM with dual certificate,32,0.1,0,1,0.0001,0.02059119615808452,"[9.943295673249545e-05, 0.00016612534551736555, 7.030333429890953e-05, 0.0001604644873208359, 0.00014771762265130186, 0.0002306615217997148, 0.0001263391385550115, 0.00013789770485993019]","[9.63342952186175e-05, 0.00016252031347191844, 6.930863048856402e-05, 0.00015666560728088178, 0.00014184848566447695, 0.00022608527289349171, 0.00011913124657115905, 0.0001353230070761549]","[3.098661513877953e-06, 3.60503204544711e-06, 9.947038103455048e-07, 3.798880039954111e-06, 5.869136986824913e-06, 4.576248906223084e-06, 7.207891983852463e-06, 2.574697783775293e-06]","[3.098661513877953e-06, 3.60503204544711e-06, 9.947038103455048e-07, 3.798880039954111e-06, 5.869136986824913e-06, 4.576248906223084e-06, 7.207891983852463e-06, 2.574697783775293e-06]",7.207891983852463e-06,1.6954968837354866e-05,1.3552527156068805e-20,0.0,0.9441904163271582,True,25,0.01,0.0001,0.0028329130000201985,10,14,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,banded ADMM with dual certificate,32,0.1,0,1,0.001,0.020321712175663878,"[0.0009751443292675969, 0.001644873540968693, 0.0006887131573410757, 0.0015964199008967961, 0.0014677188121369955, 0.002284133069047947, 0.0012468833251222194, 0.0013650467867386662]","[0.0009706114579310973, 0.0016425026855039783, 0.0006845197445399442, 0.001589748622089953, 0.0014599301518294983, 0.002263095946514596, 0.001242369331373719, 0.001357533401292918]","[4.532871336499606e-06, 2.370855464714711e-06, 4.1934128011314855e-06, 6.671278806843041e-06, 7.788660307497157e-06, 2.103712253335088e-05, 4.513993748500415e-06, 7.513385445748243e-06]","[4.532871336499606e-06, 2.370855464714711e-06, 4.1934128011314855e-06, 6.671278806843041e-06, 7.788660307497157e-06, 2.103712253335088e-05, 4.513993748500415e-06, 7.513385445748243e-06]",2.103712253335088e-05,1.7019161180303975e-05,4.336808689942018e-19,0.0,0.9943311128273876,True,25,0.01,0.0001,0.0010369740000442107,10,14,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
