system,method,sparse_factor,noise,seed,feature,equation,coef,true_coef
lorenz63,edmd_poly3,16,0.1,0,x*y*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,x*y*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,x*y*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,x*y*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,x*y*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,x*y*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,x*z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,x*z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,x*z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,y*y*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,y*y*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,y*y*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,y*y*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,y*y*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,y*y*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,y*z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,y*z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,y*z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,z*z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,z*z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,0,z*z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,1,0,-1.4669716319681567,0.0
lorenz63,tv_diff,16,0.1,0,1,1,2.670294218666448,0.0
lorenz63,tv_diff,16,0.1,0,1,2,23.400506988688203,0.0
lorenz63,tv_diff,16,0.1,0,x,0,-8.041160749974269,-10.0
lorenz63,tv_diff,16,0.1,0,x,1,11.449313968219778,28.0
lorenz63,tv_diff,16,0.1,0,x,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y,0,8.31647447683081,10.0
lorenz63,tv_diff,16,0.1,0,y,1,4.85794602501452,-1.0
lorenz63,tv_diff,16,0.1,0,y,2,0.2429900317059472,0.0
lorenz63,tv_diff,16,0.1,0,z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,z,2,-3.7824109673771997,-2.6666666666666665
lorenz63,tv_diff,16,0.1,0,x*x,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x,2,0.6222768722389002,0.0
lorenz63,tv_diff,16,0.1,0,x*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*y,2,0.0,1.0
lorenz63,tv_diff,16,0.1,0,x*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*z,1,-0.5225089307375758,-1.0
lorenz63,tv_diff,16,0.1,0,x*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*y,2,0.290504186619139,0.0
lorenz63,tv_diff,16,0.1,0,y*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*z,1,-0.12834330837294414,0.0
lorenz63,tv_diff,16,0.1,0,y*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x*x,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x*x,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x*x,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*x*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*y*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*y*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*y*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*y*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*y*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*y*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,x*z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*y*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*y*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*y*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*y*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*y*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*y*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,y*z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,0,z*z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,0,z*z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,0,z*z*z,2,0.0,0.0
burgers,baseline,32,0.1,0,1,0,0.0,0.0
burgers,baseline,32,0.1,0,u,0,0.0,0.0
burgers,baseline,32,0.1,0,u^2,0,0.0,0.0
burgers,baseline,32,0.1,0,u_x,0,0.0,0.0
burgers,baseline,32,0.1,0,u*u_x,0,-0.28322126930519126,-1.0
burgers,baseline,32,0.1,0,u^2*u_x,0,0.0,0.0
burgers,baseline,32,0.1,0,u_xx,0,0.0,0.05
burgers,baseline,32,0.1,0,u*u_xx,0,0.0,0.0
burgers,pod_edmd_rbf,32,0.1,0,1,0,0.00532877563270446,0.0
burgers,pod_edmd_rbf,32,0.1,0,u,0,-0.10784072625831315,0.0
burgers,pod_edmd_rbf,32,0.1,0,u^2,0,0.012977906517641807,0.0
burgers,pod_edmd_rbf,32,0.1,0,u_x,0,0.0029208763724386344,0.0
burgers,pod_edmd_rbf,32,0.1,0,u*u_x,0,-0.00627691521537862,-1.0
burgers,pod_edmd_rbf,32,0.1,0,u^2*u_x,0,0.0,0.0
burgers,pod_edmd_rbf,32,0.1,0,u_xx,0,-0.00014176406915337753,0.05
burgers,pod_edmd_rbf,32,0.1,0,u*u_xx,0,0.0,0.0
burgers,tv_diff,32,0.1,0,1,0,0.0,0.0
burgers,tv_diff,32,0.1,0,u,0,0.0,0.0
burgers,tv_diff,32,0.1,0,u^2,0,0.0,0.0
burgers,tv_diff,32,0.1,0,u_x,0,0.0,0.0
burgers,tv_diff,32,0.1,0,u*u_x,0,-0.3526222934235746,-1.0
burgers,tv_diff,32,0.1,0,u^2*u_x,0,0.0,0.0
burgers,tv_diff,32,0.1,0,u_xx,0,0.0,0.05
burgers,tv_diff,32,0.1,0,u*u_xx,0,0.0,0.0
burgers,pod_tv_diff,32,0.1,0,1,0,0.0,0.0
burgers,pod_tv_diff,32,0.1,0,u,0,0.0,0.0
burgers,pod_tv_diff,32,0.1,0,u^2,0,0.0,0.0
burgers,pod_tv_diff,32,0.1,0,u_x,0,0.0,0.0
