system,sparse_factor,noise,seed,method,feature,equation,coef,true_coef
burgers,32,0.1,1,pod_tv_weak,1,0,0.0,0.0
burgers,32,0.1,1,pod_tv_weak,u,0,0.0,0.0
burgers,32,0.1,1,pod_tv_weak,u*u_x,0,-0.9823107730497371,-1.0
burgers,32,0.1,1,pod_tv_weak,u^2,0,0.0,0.0
burgers,32,0.1,1,pod_tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,1,pod_tv_weak,u_x,0,0.0,0.0
burgers,32,0.1,1,pod_tv_weak,u_xx,0,0.0,0.05
burgers,32,0.1,1,pod_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,1,pod_weak,1,0,0.0,0.0
burgers,32,0.1,1,pod_weak,u,0,0.0,0.0
burgers,32,0.1,1,pod_weak,u*u_x,0,-0.9824928471873189,-1.0
burgers,32,0.1,1,pod_weak,u^2,0,0.0,0.0
burgers,32,0.1,1,pod_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,1,pod_weak,u_x,0,0.0,0.0
burgers,32,0.1,1,pod_weak,u_xx,0,0.0,0.05
burgers,32,0.1,1,raw_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,1,raw_weak,1,0,0.0,0.0
burgers,32,0.1,1,raw_weak,u,0,0.0,0.0
burgers,32,0.1,1,raw_weak,u*u_x,0,-0.9858678674938497,-1.0
burgers,32,0.1,1,raw_weak,u^2,0,0.0,0.0
burgers,32,0.1,1,raw_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,1,raw_weak,u_x,0,0.0,0.0
burgers,32,0.1,1,raw_weak,u_xx,0,0.042147411879843576,0.05
burgers,32,0.1,1,tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,1,tv_weak,1,0,0.0,0.0
burgers,32,0.1,1,tv_weak,u,0,0.0,0.0
burgers,32,0.1,1,tv_weak,u*u_x,0,-0.9858678674938497,-1.0
burgers,32,0.1,1,tv_weak,u^2,0,0.0,0.0
burgers,32,0.1,1,tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,1,tv_weak,u_x,0,0.0,0.0
burgers,32,0.1,1,tv_weak,u_xx,0,0.04214741187984358,0.05
burgers,32,0.1,2,edmd_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,2,edmd_weak,1,0,0.0,0.0
burgers,32,0.1,2,edmd_weak,u,0,0.0,0.0
burgers,32,0.1,2,edmd_weak,u*u_x,0,-1.0362139233831607,-1.0
burgers,32,0.1,2,edmd_weak,u^2,0,0.0,0.0
burgers,32,0.1,2,edmd_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,2,edmd_weak,u_x,0,0.0,0.0
burgers,32,0.1,2,edmd_weak,u_xx,0,0.0,0.05
burgers,32,0.1,2,linear_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,2,linear_weak,1,0,0.0,0.0
burgers,32,0.1,2,linear_weak,u,0,0.0,0.0
burgers,32,0.1,2,linear_weak,u*u_x,0,-1.0333000561382206,-1.0
burgers,32,0.1,2,linear_weak,u^2,0,0.0,0.0
burgers,32,0.1,2,linear_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,2,linear_weak,u_x,0,0.0,0.0
burgers,32,0.1,2,linear_weak,u_xx,0,0.0,0.05
burgers,32,0.1,2,pod_tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,2,pod_tv_weak,1,0,0.0,0.0
burgers,32,0.1,2,pod_tv_weak,u,0,0.0,0.0
burgers,32,0.1,2,pod_tv_weak,u*u_x,0,-1.0275226945080684,-1.0
burgers,32,0.1,2,pod_tv_weak,u^2,0,0.0,0.0
burgers,32,0.1,2,pod_tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,2,pod_tv_weak,u_x,0,0.0,0.0
burgers,32,0.1,2,pod_tv_weak,u_xx,0,0.0,0.05
burgers,32,0.1,2,pod_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,2,pod_weak,1,0,0.0,0.0
burgers,32,0.1,2,pod_weak,u,0,0.0,0.0
burgers,32,0.1,2,pod_weak,u*u_x,0,-1.0349818268702122,-1.0
burgers,32,0.1,2,pod_weak,u^2,0,0.0,0.0
burgers,32,0.1,2,pod_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,2,pod_weak,u_x,0,0.0,0.0
burgers,32,0.1,2,pod_weak,u_xx,0,0.0,0.05
burgers,32,0.1,2,raw_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,2,raw_weak,1,0,0.0,0.0
burgers,32,0.1,2,raw_weak,u,0,0.0,0.0
burgers,32,0.1,2,raw_weak,u*u_x,0,-1.0335862235624147,-1.0
burgers,32,0.1,2,raw_weak,u^2,0,0.0,0.0
burgers,32,0.1,2,raw_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,2,raw_weak,u_x,0,0.0,0.0
burgers,32,0.1,2,raw_weak,u_xx,0,0.0,0.05
burgers,32,0.1,2,tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,2,tv_weak,1,0,0.0,0.0
burgers,32,0.1,2,tv_weak,u,0,0.0,0.0
burgers,32,0.1,2,tv_weak,u*u_x,0,-1.021624221267009,-1.0
burgers,32,0.1,2,tv_weak,u^2,0,0.0,0.0
burgers,32,0.1,2,tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,2,tv_weak,u_x,0,0.0,0.0
burgers,32,0.1,2,tv_weak,u_xx,0,0.0,0.05
burgers,32,0.1,3,edmd_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,3,edmd_weak,1,0,0.0,0.0
burgers,32,0.1,3,edmd_weak,u,0,0.0,0.0
burgers,32,0.1,3,edmd_weak,u*u_x,0,-1.016740009467822,-1.0
burgers,32,0.1,3,edmd_weak,u^2,0,0.0,0.0
burgers,32,0.1,3,edmd_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,3,edmd_weak,u_x,0,0.0,0.0
burgers,32,0.1,3,edmd_weak,u_xx,0,0.061057674138027,0.05
burgers,32,0.1,3,linear_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,3,linear_weak,1,0,0.0,0.0
burgers,32,0.1,3,linear_weak,u,0,0.0,0.0
burgers,32,0.1,3,linear_weak,u*u_x,0,-1.01674452291415,-1.0
burgers,32,0.1,3,linear_weak,u^2,0,0.0,0.0
burgers,32,0.1,3,linear_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,3,linear_weak,u_x,0,0.0,0.0
burgers,32,0.1,3,linear_weak,u_xx,0,0.06137717241424384,0.05
burgers,32,0.1,3,pod_tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,3,pod_tv_weak,1,0,0.0,0.0
burgers,32,0.1,3,pod_tv_weak,u,0,0.0,0.0
burgers,32,0.1,3,pod_tv_weak,u*u_x,0,-1.0092662861080843,-1.0
burgers,32,0.1,3,pod_tv_weak,u^2,0,0.0,0.0
burgers,32,0.1,3,pod_tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,3,pod_tv_weak,u_x,0,0.0,0.0
burgers,32,0.1,3,pod_tv_weak,u_xx,0,0.05996565155342002,0.05
burgers,32,0.1,3,pod_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,3,pod_weak,1,0,0.0,0.0
burgers,32,0.1,3,pod_weak,u,0,0.0,0.0
burgers,32,0.1,3,pod_weak,u*u_x,0,-1.0167944174357861,-1.0
burgers,32,0.1,3,pod_weak,u^2,0,0.0,0.0
burgers,32,0.1,3,pod_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,3,pod_weak,u_x,0,0.0,0.0
burgers,32,0.1,3,pod_weak,u_xx,0,0.06076540262539612,0.05
burgers,32,0.1,3,raw_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,3,raw_weak,1,0,0.0,0.0
burgers,32,0.1,3,raw_weak,u,0,0.0,0.0
burgers,32,0.1,3,raw_weak,u*u_x,0,-1.0167736847302178,-1.0
burgers,32,0.1,3,raw_weak,u^2,0,0.0,0.0
burgers,32,0.1,3,raw_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,3,raw_weak,u_x,0,0.0,0.0
burgers,32,0.1,3,raw_weak,u_xx,0,0.0606703688456699,0.05
burgers,32,0.1,3,tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,3,tv_weak,1,0,0.0,0.0
burgers,32,0.1,3,tv_weak,u,0,0.0,0.0
burgers,32,0.1,3,tv_weak,u*u_x,0,-1.000903824435029,-1.0
burgers,32,0.1,3,tv_weak,u^2,0,0.0,0.0
burgers,32,0.1,3,tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,3,tv_weak,u_x,0,0.0,0.0
burgers,32,0.1,3,tv_weak,u_xx,0,0.06016997072375066,0.05
burgers,32,0.1,4,edmd_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,4,edmd_weak,1,0,0.0,0.0
burgers,32,0.1,4,edmd_weak,u,0,0.0,0.0
burgers,32,0.1,4,edmd_weak,u*u_x,0,-0.973331744278215,-1.0
burgers,32,0.1,4,edmd_weak,u^2,0,0.0,0.0
burgers,32,0.1,4,edmd_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,4,edmd_weak,u_x,0,0.0,0.0
burgers,32,0.1,4,edmd_weak,u_xx,0,0.06054932827061199,0.05
burgers,32,0.1,4,linear_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,4,linear_weak,1,0,0.0,0.0
burgers,32,0.1,4,linear_weak,u,0,0.0,0.0
burgers,32,0.1,4,linear_weak,u*u_x,0,-0.9785569738546794,-1.0
burgers,32,0.1,4,linear_weak,u^2,0,0.0,0.0
burgers,32,0.1,4,linear_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,4,linear_weak,u_x,0,0.0,0.0
burgers,32,0.1,4,linear_weak,u_xx,0,0.06110878153200173,0.05
burgers,32,0.1,4,pod_tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,4,pod_tv_weak,1,0,0.0,0.0
burgers,32,0.1,4,pod_tv_weak,u,0,0.0,0.0
burgers,32,0.1,4,pod_tv_weak,u*u_x,0,-0.9731942975332402,-1.0
burgers,32,0.1,4,pod_tv_weak,u^2,0,0.0,0.0
burgers,32,0.1,4,pod_tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,4,pod_tv_weak,u_x,0,0.0,0.0
burgers,32,0.1,4,pod_tv_weak,u_xx,0,0.05990462240155799,0.05
burgers,32,0.1,4,pod_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,4,pod_weak,1,0,0.0,0.0
burgers,32,0.1,4,pod_weak,u,0,0.0,0.0
burgers,32,0.1,4,pod_weak,u*u_x,0,-0.9797063346608303,-1.0
burgers,32,0.1,4,pod_weak,u^2,0,0.0,0.0
burgers,32,0.1,4,pod_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,4,pod_weak,u_x,0,0.0,0.0
burgers,32,0.1,4,pod_weak,u_xx,0,0.0613148676885904,0.05
burgers,32,0.1,4,raw_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,4,raw_weak,1,0,0.0,0.0
burgers,32,0.1,4,raw_weak,u,0,0.0,0.0
burgers,32,0.1,4,raw_weak,u*u_x,0,-0.9782334218524794,-1.0
burgers,32,0.1,4,raw_weak,u^2,0,0.0,0.0
burgers,32,0.1,4,raw_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,4,raw_weak,u_x,0,0.0,0.0
burgers,32,0.1,4,raw_weak,u_xx,0,0.0603892375788511,0.05
burgers,32,0.1,4,tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.1,4,tv_weak,1,0,0.0,0.0
burgers,32,0.1,4,tv_weak,u,0,0.0,0.0
burgers,32,0.1,4,tv_weak,u*u_x,0,-0.9769774731152328,-1.0
burgers,32,0.1,4,tv_weak,u^2,0,0.0,0.0
burgers,32,0.1,4,tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.1,4,tv_weak,u_x,0,0.0,0.0
burgers,32,0.1,4,tv_weak,u_xx,0,0.05762335760185446,0.05
burgers,32,0.2,0,edmd_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,0,edmd_weak,1,0,0.0,0.0
burgers,32,0.2,0,edmd_weak,u,0,0.0,0.0
burgers,32,0.2,0,edmd_weak,u*u_x,0,-1.0174994481575588,-1.0
burgers,32,0.2,0,edmd_weak,u^2,0,0.0,0.0
burgers,32,0.2,0,edmd_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,0,edmd_weak,u_x,0,0.0,0.0
burgers,32,0.2,0,edmd_weak,u_xx,0,0.0,0.05
burgers,32,0.2,0,linear_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,0,linear_weak,1,0,0.0,0.0
burgers,32,0.2,0,linear_weak,u,0,0.0,0.0
burgers,32,0.2,0,linear_weak,u*u_x,0,-1.0043675096009352,-1.0
burgers,32,0.2,0,linear_weak,u^2,0,0.0,0.0
burgers,32,0.2,0,linear_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,0,linear_weak,u_x,0,0.0,0.0
burgers,32,0.2,0,linear_weak,u_xx,0,0.0,0.05
burgers,32,0.2,0,pod_tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,0,pod_tv_weak,1,0,0.0,0.0
burgers,32,0.2,0,pod_tv_weak,u,0,0.0,0.0
burgers,32,0.2,0,pod_tv_weak,u*u_x,0,-0.9597317353685063,-1.0
burgers,32,0.2,0,pod_tv_weak,u^2,0,0.0,0.0
burgers,32,0.2,0,pod_tv_weak,u^2*u_x,0,0.03172187463408041,0.0
burgers,32,0.2,0,pod_tv_weak,u_x,0,0.0,0.0
burgers,32,0.2,0,pod_tv_weak,u_xx,0,0.04698394698222935,0.05
burgers,32,0.2,0,pod_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,0,pod_weak,1,0,0.0,0.0
burgers,32,0.2,0,pod_weak,u,0,0.0,0.0
burgers,32,0.2,0,pod_weak,u*u_x,0,-1.0151587891148206,-1.0
burgers,32,0.2,0,pod_weak,u^2,0,0.0,0.0
burgers,32,0.2,0,pod_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,0,pod_weak,u_x,0,0.0,0.0
burgers,32,0.2,0,pod_weak,u_xx,0,0.0,0.05
burgers,32,0.2,0,raw_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,0,raw_weak,1,0,0.0,0.0
burgers,32,0.2,0,raw_weak,u,0,0.0,0.0
burgers,32,0.2,0,raw_weak,u*u_x,0,-1.0048846966778553,-1.0
burgers,32,0.2,0,raw_weak,u^2,0,0.0,0.0
burgers,32,0.2,0,raw_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,0,raw_weak,u_x,0,0.0,0.0
burgers,32,0.2,0,raw_weak,u_xx,0,0.0,0.05
burgers,32,0.2,0,tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,0,tv_weak,1,0,0.0,0.0
burgers,32,0.2,0,tv_weak,u,0,0.0,0.0
burgers,32,0.2,0,tv_weak,u*u_x,0,-0.9908115115839021,-1.0
burgers,32,0.2,0,tv_weak,u^2,0,0.0,0.0
burgers,32,0.2,0,tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,0,tv_weak,u_x,0,0.0,0.0
burgers,32,0.2,0,tv_weak,u_xx,0,0.0,0.05
burgers,32,0.2,1,edmd_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,1,edmd_weak,1,0,0.0,0.0
burgers,32,0.2,1,edmd_weak,u,0,0.0,0.0
burgers,32,0.2,1,edmd_weak,u*u_x,0,-1.0383476071828461,-1.0
burgers,32,0.2,1,edmd_weak,u^2,0,0.0,0.0
burgers,32,0.2,1,edmd_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,1,edmd_weak,u_x,0,0.0,0.0
burgers,32,0.2,1,edmd_weak,u_xx,0,0.0,0.05
burgers,32,0.2,1,linear_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,1,linear_weak,1,0,0.0,0.0
burgers,32,0.2,1,linear_weak,u,0,0.0,0.0
burgers,32,0.2,1,linear_weak,u*u_x,0,-1.0300749614051654,-1.0
burgers,32,0.2,1,linear_weak,u^2,0,0.0,0.0
burgers,32,0.2,1,linear_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,1,linear_weak,u_x,0,0.0,0.0
burgers,32,0.2,1,linear_weak,u_xx,0,0.0,0.05
burgers,32,0.2,1,pod_tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,1,pod_tv_weak,1,0,0.0,0.0
burgers,32,0.2,1,pod_tv_weak,u,0,0.0,0.0
burgers,32,0.2,1,pod_tv_weak,u*u_x,0,-1.0267204497703115,-1.0
burgers,32,0.2,1,pod_tv_weak,u^2,0,0.0,0.0
burgers,32,0.2,1,pod_tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,1,pod_tv_weak,u_x,0,0.0,0.0
burgers,32,0.2,1,pod_tv_weak,u_xx,0,0.0,0.05
burgers,32,0.2,1,pod_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,1,pod_weak,1,0,0.0,0.0
burgers,32,0.2,1,pod_weak,u,0,0.0,0.0
burgers,32,0.2,1,pod_weak,u*u_x,0,-1.0356947851005276,-1.0
burgers,32,0.2,1,pod_weak,u^2,0,0.0,0.0
burgers,32,0.2,1,pod_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,1,pod_weak,u_x,0,0.0,0.0
burgers,32,0.2,1,pod_weak,u_xx,0,0.0,0.05
burgers,32,0.2,1,raw_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,1,raw_weak,1,0,0.0,0.0
burgers,32,0.2,1,raw_weak,u,0,0.0,0.0
burgers,32,0.2,1,raw_weak,u*u_x,0,-1.030801741907749,-1.0
burgers,32,0.2,1,raw_weak,u^2,0,0.0,0.0
burgers,32,0.2,1,raw_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,1,raw_weak,u_x,0,0.0,0.0
burgers,32,0.2,1,raw_weak,u_xx,0,0.0,0.05
burgers,32,0.2,1,tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,1,tv_weak,1,0,0.0,0.0
burgers,32,0.2,1,tv_weak,u,0,0.0,0.0
burgers,32,0.2,1,tv_weak,u*u_x,0,-1.030801741907749,-1.0
burgers,32,0.2,1,tv_weak,u^2,0,0.0,0.0
burgers,32,0.2,1,tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,1,tv_weak,u_x,0,0.0,0.0
burgers,32,0.2,1,tv_weak,u_xx,0,0.0,0.05
burgers,32,0.2,2,edmd_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,2,edmd_weak,1,0,0.0,0.0
burgers,32,0.2,2,edmd_weak,u,0,0.0,0.0
burgers,32,0.2,2,edmd_weak,u*u_x,0,-0.9918183639451223,-1.0
burgers,32,0.2,2,edmd_weak,u^2,0,0.0,0.0
burgers,32,0.2,2,edmd_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,2,edmd_weak,u_x,0,0.0,0.0
burgers,32,0.2,2,edmd_weak,u_xx,0,0.0,0.05
burgers,32,0.2,2,linear_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,2,linear_weak,1,0,0.0,0.0
burgers,32,0.2,2,linear_weak,u,0,0.0,0.0
burgers,32,0.2,2,linear_weak,u*u_x,0,-0.9903232611407977,-1.0
burgers,32,0.2,2,linear_weak,u^2,0,0.0,0.0
burgers,32,0.2,2,linear_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,2,linear_weak,u_x,0,0.0,0.0
burgers,32,0.2,2,linear_weak,u_xx,0,0.0,0.05
burgers,32,0.2,2,pod_tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,2,pod_tv_weak,1,0,0.0,0.0
burgers,32,0.2,2,pod_tv_weak,u,0,0.0,0.0
burgers,32,0.2,2,pod_tv_weak,u*u_x,0,-0.9780725291234972,-1.0
burgers,32,0.2,2,pod_tv_weak,u^2,0,0.0,0.0
burgers,32,0.2,2,pod_tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,2,pod_tv_weak,u_x,0,0.0,0.0
burgers,32,0.2,2,pod_tv_weak,u_xx,0,0.0,0.05
burgers,32,0.2,2,pod_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,2,pod_weak,1,0,0.0,0.0
burgers,32,0.2,2,pod_weak,u,0,0.0,0.0
burgers,32,0.2,2,pod_weak,u*u_x,0,-0.9941648567015148,-1.0
burgers,32,0.2,2,pod_weak,u^2,0,0.0,0.0
burgers,32,0.2,2,pod_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,2,pod_weak,u_x,0,0.0,0.0
burgers,32,0.2,2,pod_weak,u_xx,0,0.0,0.05
burgers,32,0.2,2,raw_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,2,raw_weak,1,0,0.0,0.0
burgers,32,0.2,2,raw_weak,u,0,0.0,0.0
burgers,32,0.2,2,raw_weak,u*u_x,0,-0.9894139395333601,-1.0
burgers,32,0.2,2,raw_weak,u^2,0,0.0,0.0
burgers,32,0.2,2,raw_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,2,raw_weak,u_x,0,0.0,0.0
burgers,32,0.2,2,raw_weak,u_xx,0,0.0,0.05
burgers,32,0.2,2,tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,2,tv_weak,1,0,0.0,0.0
burgers,32,0.2,2,tv_weak,u,0,0.0,0.0
burgers,32,0.2,2,tv_weak,u*u_x,0,-0.9973879128859586,-1.0
burgers,32,0.2,2,tv_weak,u^2,0,0.0,0.0
burgers,32,0.2,2,tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,2,tv_weak,u_x,0,0.0,0.0
burgers,32,0.2,2,tv_weak,u_xx,0,0.0,0.05
burgers,32,0.2,3,edmd_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,3,edmd_weak,1,0,0.0,0.0
burgers,32,0.2,3,edmd_weak,u,0,0.0,0.0
burgers,32,0.2,3,edmd_weak,u*u_x,0,-0.9814378906196414,-1.0
burgers,32,0.2,3,edmd_weak,u^2,0,0.0,0.0
burgers,32,0.2,3,edmd_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,3,edmd_weak,u_x,0,0.0,0.0
burgers,32,0.2,3,edmd_weak,u_xx,0,0.0,0.05
burgers,32,0.2,3,linear_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,3,linear_weak,1,0,0.0,0.0
burgers,32,0.2,3,linear_weak,u,0,0.0,0.0
burgers,32,0.2,3,linear_weak,u*u_x,0,-0.9875475675557467,-1.0
burgers,32,0.2,3,linear_weak,u^2,0,0.0,0.0
burgers,32,0.2,3,linear_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,3,linear_weak,u_x,0,0.0,0.0
burgers,32,0.2,3,linear_weak,u_xx,0,0.0,0.05
burgers,32,0.2,3,pod_tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,3,pod_tv_weak,1,0,0.0,0.0
burgers,32,0.2,3,pod_tv_weak,u,0,0.0,0.0
burgers,32,0.2,3,pod_tv_weak,u*u_x,0,-0.9799929108629103,-1.0
burgers,32,0.2,3,pod_tv_weak,u^2,0,0.0,0.0
burgers,32,0.2,3,pod_tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,3,pod_tv_weak,u_x,0,0.0,0.0
burgers,32,0.2,3,pod_tv_weak,u_xx,0,0.0,0.05
burgers,32,0.2,3,pod_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,3,pod_weak,1,0,0.0,0.0
burgers,32,0.2,3,pod_weak,u,0,0.0,0.0
burgers,32,0.2,3,pod_weak,u*u_x,0,-0.9838111093643174,-1.0
burgers,32,0.2,3,pod_weak,u^2,0,0.0,0.0
burgers,32,0.2,3,pod_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,3,pod_weak,u_x,0,0.0,0.0
burgers,32,0.2,3,pod_weak,u_xx,0,0.0,0.05
burgers,32,0.2,3,raw_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,3,raw_weak,1,0,0.0,0.0
burgers,32,0.2,3,raw_weak,u,0,0.0,0.0
burgers,32,0.2,3,raw_weak,u*u_x,0,-0.9877407120931437,-1.0
burgers,32,0.2,3,raw_weak,u^2,0,0.0,0.0
burgers,32,0.2,3,raw_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,3,raw_weak,u_x,0,0.0,0.0
burgers,32,0.2,3,raw_weak,u_xx,0,0.0,0.05
burgers,32,0.2,3,tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,3,tv_weak,1,0,0.0,0.0
burgers,32,0.2,3,tv_weak,u,0,0.0,0.0
burgers,32,0.2,3,tv_weak,u*u_x,0,-0.9837662506382276,-1.0
burgers,32,0.2,3,tv_weak,u^2,0,0.0,0.0
burgers,32,0.2,3,tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,3,tv_weak,u_x,0,0.0,0.0
burgers,32,0.2,3,tv_weak,u_xx,0,0.0,0.05
burgers,32,0.2,4,edmd_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,4,edmd_weak,1,0,0.0,0.0
burgers,32,0.2,4,edmd_weak,u,0,0.0,0.0
burgers,32,0.2,4,edmd_weak,u*u_x,0,-1.0043506705222076,-1.0
burgers,32,0.2,4,edmd_weak,u^2,0,0.0,0.0
burgers,32,0.2,4,edmd_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,4,edmd_weak,u_x,0,0.0,0.0
burgers,32,0.2,4,edmd_weak,u_xx,0,0.0,0.05
burgers,32,0.2,4,linear_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,4,linear_weak,1,0,0.0,0.0
burgers,32,0.2,4,linear_weak,u,0,0.0,0.0
burgers,32,0.2,4,linear_weak,u*u_x,0,-1.0039998672855357,-1.0
burgers,32,0.2,4,linear_weak,u^2,0,0.0,0.0
burgers,32,0.2,4,linear_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,4,linear_weak,u_x,0,0.0,0.0
burgers,32,0.2,4,linear_weak,u_xx,0,0.0,0.05
burgers,32,0.2,4,pod_tv_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,4,pod_tv_weak,1,0,0.0,0.0
burgers,32,0.2,4,pod_tv_weak,u,0,0.0,0.0
burgers,32,0.2,4,pod_tv_weak,u*u_x,0,-0.982418400749577,-1.0
burgers,32,0.2,4,pod_tv_weak,u^2,0,0.0,0.0
burgers,32,0.2,4,pod_tv_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,4,pod_tv_weak,u_x,0,0.0,0.0
burgers,32,0.2,4,pod_tv_weak,u_xx,0,0.05563028579187279,0.05
burgers,32,0.2,4,pod_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,4,pod_weak,1,0,0.0,0.0
burgers,32,0.2,4,pod_weak,u,0,0.0,0.0
burgers,32,0.2,4,pod_weak,u*u_x,0,-1.0078118144988242,-1.0
burgers,32,0.2,4,pod_weak,u^2,0,0.0,0.0
burgers,32,0.2,4,pod_weak,u^2*u_x,0,0.0,0.0
burgers,32,0.2,4,pod_weak,u_x,0,0.0,0.0
burgers,32,0.2,4,pod_weak,u_xx,0,0.0,0.05
burgers,32,0.2,4,raw_weak,(u^2)_xx,0,0.0,0.0
burgers,32,0.2,4,raw_weak,1,0,0.0,0.0
burgers,32,0.2,4,raw_weak,u,0,0.0,0.0
