system,method,method_label,sparse_factor,noise,seed,observation_sha256,n_observed,obs_dt,observed_t_end,pod_rank,upsample,practical_score,support_f1,coef_error,threshold,exact_support,weak_truth_residual,weak_fit_residual,weak_rows,library_columns,state_error,n_state_samples,status,wall_seconds,tv_lambda,tv_cv_mse,tv_grid_edge,tv_grid_lower,tv_grid_upper,tv_cv_folds,tv_cv_spatial_points,tv_final_primal_objective,tv_final_dual_objective,tv_final_primal_dual_gap,tv_final_relative_primal_dual_gap,tv_final_max_relative_gap,tv_final_kkt_stationarity_max,tv_final_kkt_complementarity_gap,tv_final_kkt_subgradient_prox_max,tv_final_masked_dual_stationarity_max,tv_final_dual_box_violation,tv_final_dual_scale_min,tv_final_converged,tv_final_iterations,tv_final_rho,tv_final_tolerance,tv_final_method,tv_final_elapsed_seconds,tv_final_n_observed,tv_final_n_times,tv_final_n_channels,tv_final_objective
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.05,2,05646c6498f0e44ba72c486771e30c92b9f789790c7e227fa46b7012ba793869,249,0.08,19.84,0,5,0.97521789527577,1.0,0.02541186420417574,0.3,1,0.056357049712770634,0.05296408431859038,55,10,0.04939363722129902,1241,ok,0.32389609500023653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.05,2,05646c6498f0e44ba72c486771e30c92b9f789790c7e227fa46b7012ba793869,249,0.08,19.84,0,5,0.9886028484187688,1.0,0.011528544146378425,0.3,1,0.056757275515639964,0.054540750587116923,55,10,0.04150609494394573,1241,ok,0.12560463499903562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.05,2,05646c6498f0e44ba72c486771e30c92b9f789790c7e227fa46b7012ba793869,249,0.08,19.84,0,1,0.982706086773682,1.0,0.01759825593743448,0.3,1,0.05707992919460702,0.0551171182074635,55,10,0.0501148678665101,249,ok,0.1544419290003134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.05,2,05646c6498f0e44ba72c486771e30c92b9f789790c7e227fa46b7012ba793869,249,0.08,19.84,0,1,0.9859193668133839,1.0,0.014281728973563609,0.3,1,0.05895029804028489,0.051737349921267335,55,10,0.028553766110606445,249,ok,2.2470495419984218,0.1,0.004004128386421083,0.0,0.0,0.0,3.0,2.0,"[0.41184858344069625, 0.953196255005012]","[0.411839673892296, 0.9531912314702603]","[8.909548400271028e-06, 5.023534751735781e-06]","[8.909548400271028e-06, 5.023534751735781e-06]",8.909548400271028e-06,7.531581390773923e-07,"[8.909538468826472e-06, 5.0235336001014375e-06]",8.315166690975317e-06,0.0,0.0,0.9999933938224657,True,225.0,1.245,1e-05,banded ADMM with dual certificate,0.03532705200268538,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.05,3,c9ab49571a9b05b2a31345f27a5ab3caa80525e2b6990d54fdb8057aabe8d7c0,249,0.08,19.84,0,5,0.9912889914721646,1.0,0.00878755701190486,0.1,1,0.046042266738194434,0.042665678859007176,55,10,0.04805132232316128,1241,ok,0.33003735300007975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.05,3,c9ab49571a9b05b2a31345f27a5ab3caa80525e2b6990d54fdb8057aabe8d7c0,249,0.08,19.84,0,5,0.9774160719612628,1.0,0.023105746556244804,0.03,1,0.04917960857548514,0.04231494567580004,55,10,0.04089206532402689,1241,ok,0.12422664499899838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.05,3,c9ab49571a9b05b2a31345f27a5ab3caa80525e2b6990d54fdb8057aabe8d7c0,249,0.08,19.84,0,1,0.9819747949665304,1.0,0.018356077086565073,0.03,1,0.050004009380156804,0.04196325452318,55,10,0.05029590033105947,249,ok,0.1861267999993288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.05,3,c9ab49571a9b05b2a31345f27a5ab3caa80525e2b6990d54fdb8057aabe8d7c0,249,0.08,19.84,0,1,0.9811715639900238,1.0,0.019189748970515112,0.03,1,0.04284790488551711,0.040152938354502885,55,10,0.026884040115662693,249,ok,2.102292335999664,0.1,0.004126898794427814,0.0,0.0,0.0,3.0,2.0,"[0.4237703097790002, 0.9706976573340342]","[0.42376550937762286, 0.9706924086079287]","[4.800401377347274e-06, 5.2487261055222945e-06]","[4.800401377347274e-06, 5.2487261055222945e-06]",5.2487261055222945e-06,4.107276619647049e-07,"[4.800400026205853e-06, 5.2487236308351726e-06]",4.46687445032623e-06,0.0,0.0,0.9999966966904617,True,175.0,1.245,1e-05,banded ADMM with dual certificate,0.03061517899914179,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.05,4,fa93e3aed132ac0668a2d7df3c6dde31f8db7a8fc74e8f101bf1ebba82ea700f,249,0.08,19.84,0,5,0.9875087959898973,1.0,0.012649207845871802,0.3,1,0.07579069912475973,0.06631254748909975,55,10,0.04797325297020971,1241,ok,0.09968102399943746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.05,4,fa93e3aed132ac0668a2d7df3c6dde31f8db7a8fc74e8f101bf1ebba82ea700f,249,0.08,19.84,0,5,0.9835491137458621,1.0,0.016726044509851254,0.3,1,0.07505610694450501,0.0651980240377322,55,10,0.040342852201010485,1241,ok,0.023082872001396026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.05,4,fa93e3aed132ac0668a2d7df3c6dde31f8db7a8fc74e8f101bf1ebba82ea700f,249,0.08,19.84,0,1,0.9880546899415134,1.0,0.01208972557905051,0.3,1,0.07382739624641964,0.06605507597986614,55,10,0.04928898098217182,249,ok,0.019987293002486695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.05,4,fa93e3aed132ac0668a2d7df3c6dde31f8db7a8fc74e8f101bf1ebba82ea700f,249,0.08,19.84,0,1,0.9826697480709158,1.0,0.017635886281332294,0.3,1,0.07497940219579263,0.05881168872388549,55,10,0.025686948275210425,249,ok,1.770330739000201,0.1,0.003827763455784309,0.0,0.0,0.0,3.0,2.0,"[0.40249546403032155, 0.9758330514338605]","[0.4024866179229684, 0.9758303703576828]","[8.846107353133181e-06, 2.681076177624142e-06]","[8.846107353133181e-06, 2.681076177624142e-06]",8.846107353133181e-06,2.3091059091762123e-06,"[8.846034503878775e-06, 2.681074906862868e-06]",1.1880517141626967e-05,0.0,0.0,0.9999813997651715,True,275.0,1.245,1e-05,banded ADMM with dual certificate,0.044569507997948676,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.1,0,86b2000d1c913c8c6c237316fa520a38ccdb251fc49010b27e408c0f71f9cb01,249,0.08,19.84,0,5,0.9776072593314497,1.0,0.022905661199635382,0.3,1,0.10099137488657735,0.07362466835048509,55,10,0.09122721539104453,1241,ok,0.06562714699975913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.1,0,86b2000d1c913c8c6c237316fa520a38ccdb251fc49010b27e408c0f71f9cb01,249,0.08,19.84,0,5,0.5848955552521223,0.8571428571428571,0.46546310609828623,0.3,0,0.1145631882237881,0.6710708079241863,55,10,0.08336316093701042,1241,ok,0.0348584489984205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.1,0,86b2000d1c913c8c6c237316fa520a38ccdb251fc49010b27e408c0f71f9cb01,249,0.08,19.84,0,1,0.5850818645510418,0.8571428571428571,0.464996454471511,0.3,0,0.12291080449911633,0.6718376533653905,55,10,0.09924565879650554,249,ok,0.024569252997025615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.1,0,86b2000d1c913c8c6c237316fa520a38ccdb251fc49010b27e408c0f71f9cb01,249,0.08,19.84,0,1,0.9628817728176412,1.0,0.038549101489107215,0.1,1,0.10182029817993496,0.08288108337641821,55,10,0.05174408907116417,249,ok,1.420738942000753,0.1,0.012840678221530937,0.0,0.0,0.0,3.0,2.0,"[0.9894946306493873, 1.5694800809664078]","[0.9894944356253592, 1.5694782097567452]","[1.9502402803794894e-07, 1.8712096625517205e-06]","[1.9502402803794894e-07, 1.1922481114889478e-06]",1.1922481114889478e-06,4.7739066341701e-07,"[1.9502396725323834e-07, 1.8712052358704767e-06]",4.967443727743603e-07,0.0,0.0,0.9999975899052258,True,100.0,1.245,1e-05,banded ADMM with dual certificate,0.017643013001361396,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.1,1,d9270d2b58325c475bb1e890ffad202f819e5fb4e407994195f369feba177fc9,249,0.08,19.84,0,5,0.9780455196770382,1.0,0.02244729910956633,0.1,1,0.1226764147213733,0.11169938954393398,55,10,0.09738387956397972,1241,ok,0.08079077900038101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.1,1,d9270d2b58325c475bb1e890ffad202f819e5fb4e407994195f369feba177fc9,249,0.08,19.84,0,5,0.9503539619262451,1.0,0.052239523443590216,0.1,1,0.13583963803583635,0.11976085354799872,55,10,0.08600793187962257,1241,ok,0.02221866300169495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.1,1,d9270d2b58325c475bb1e890ffad202f819e5fb4e407994195f369feba177fc9,249,0.08,19.84,0,1,0.9568440570446015,1.0,0.04510237863491975,0.1,1,0.13727008824950876,0.12051175435751538,55,10,0.10520616393959142,249,ok,0.022927017998881638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.1,1,d9270d2b58325c475bb1e890ffad202f819e5fb4e407994195f369feba177fc9,249,0.08,19.84,0,1,0.9484880398421188,1.0,0.054309551616966795,0.3,1,0.1323656747511601,0.12016610746680896,55,10,0.05399152296820016,249,ok,1.6446647369994025,0.1,0.015180960749821525,0.0,0.0,0.0,3.0,2.0,"[1.1769266928755875, 1.6288394362035439]","[1.1769262493692232, 1.6288384738065014]","[4.435063643004611e-07, 9.623970425032269e-07]","[3.7683431515759154e-07, 5.908483188167133e-07]",5.908483188167133e-07,2.4603916248810975e-07,"[4.4350609901266935e-07, 9.623958849847014e-07]",3.528197179969439e-07,0.0,0.0,0.9999988200432239,True,100.0,1.245,1e-05,banded ADMM with dual certificate,0.016920398997172015,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.1,2,0aabb00a6659e50b70c4c100e27ac35599860fca8c6da5ae76d94aa65f7fe1ec,249,0.08,19.84,0,5,0.8448893743151366,0.8888888888888888,0.0520772492960017,0.1,0,0.1328649381059425,0.10504512397865427,55,10,0.09572592250842825,1241,ok,0.1042646709975088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.1,2,0aabb00a6659e50b70c4c100e27ac35599860fca8c6da5ae76d94aa65f7fe1ec,249,0.08,19.84,0,5,0.8495490306573251,0.8888888888888888,0.04630675430366276,0.1,0,0.13851636838329326,0.11200836393287833,55,10,0.08578440932890895,1241,ok,0.02288635900185909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.1,2,0aabb00a6659e50b70c4c100e27ac35599860fca8c6da5ae76d94aa65f7fe1ec,249,0.08,19.84,0,1,0.7345409374471622,0.8,0.08911560842386194,0.1,0,0.13866613836468308,0.10093264551911463,55,10,0.10434222873404016,249,ok,0.021065142998850206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.1,2,0aabb00a6659e50b70c4c100e27ac35599860fca8c6da5ae76d94aa65f7fe1ec,249,0.08,19.84,0,1,0.8483710588766726,0.8888888888888888,0.0477595617958325,0.1,0,0.13993712285174909,0.11159720655032708,55,10,0.05240336405944041,249,ok,1.8766856369984453,0.1,0.014512583849402044,0.0,0.0,0.0,3.0,2.0,"[1.1598028890769638, 1.6828422056522667]","[1.1598027168400282, 1.68284079477558]","[1.7223693560275422e-07, 1.4108766868137224e-06]","[1.4850535140486676e-07, 8.383891740264911e-07]",8.383891740264911e-07,3.668967877290541e-07,"[1.7223691517465056e-07, 1.4108742898422122e-06]",3.442175518925117e-07,0.0,0.0,0.9999982910550885,True,100.0,1.245,1e-05,banded ADMM with dual certificate,0.01643192199844634,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.1,3,28931245ce9afd19aa490aa0c941c3725dd5a1c677727d4af974d28d0bbe6f6c,249,0.08,19.84,0,5,0.9925145127536906,1.0,0.007541942359655055,0.3,1,0.08333531366884016,0.08189368456567311,55,10,0.08921508624084147,1241,ok,0.058978935001505306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.1,3,28931245ce9afd19aa490aa0c941c3725dd5a1c677727d4af974d28d0bbe6f6c,249,0.08,19.84,0,5,0.9613584617220327,1.0,0.04019472425379247,0.1,1,0.09278767538581359,0.08915488706784366,55,10,0.07866946136617575,1241,ok,0.025230659000953892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.1,3,28931245ce9afd19aa490aa0c941c3725dd5a1c677727d4af974d28d0bbe6f6c,249,0.08,19.84,0,1,0.9695778874970692,1.0,0.03137665668249125,0.1,1,0.09459583240110475,0.09242564242568725,55,10,0.09690394974690474,249,ok,0.024626958998851478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.1,3,28931245ce9afd19aa490aa0c941c3725dd5a1c677727d4af974d28d0bbe6f6c,249,0.08,19.84,0,1,0.9589476318093872,1.0,0.04280981237020538,0.1,1,0.09402079157950177,0.08748482855583965,55,10,0.04359264527976324,249,ok,1.4481618169993453,0.1,0.013483440415846985,0.0,0.0,0.0,3.0,2.0,"[1.1406872670260242, 1.5543587271637116]","[1.14068726678816, 1.554345594333688]","[2.3786417280291516e-10, 1.3132830023687703e-05]","[2.085270693194197e-10, 8.44903418636932e-06]",8.44903418636932e-06,2.222022912834465e-06,"[2.378645613809738e-10, 1.3132753715949796e-05]",6.798570121063774e-06,0.0,0.0,0.9999896454106065,True,150.0,1.245,1e-05,banded ADMM with dual certificate,0.014364253998792265,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.1,4,6d622c2d173f273eb3452522ab564b9f54eae5afbe1ac259cbf352516222034b,249,0.08,19.84,0,5,0.9548996668038205,1.0,0.04723044186111879,0.1,1,0.1214704164251654,0.10797019700495396,55,10,0.09311031495962215,1241,ok,0.07797951300017303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.1,4,6d622c2d173f273eb3452522ab564b9f54eae5afbe1ac259cbf352516222034b,249,0.08,19.84,0,5,0.9847960691444091,1.0,0.01543865916199288,0.3,1,0.11340711338391052,0.1054338231245344,55,10,0.08474964619271398,1241,ok,0.021875757000088925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.1,4,6d622c2d173f273eb3452522ab564b9f54eae5afbe1ac259cbf352516222034b,249,0.08,19.84,0,1,0.9880320143530182,1.0,0.012112953298197211,0.3,1,0.11182837307996747,0.10693402514924343,55,10,0.102561414705656,249,ok,0.03111111199905281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.1,4,6d622c2d173f273eb3452522ab564b9f54eae5afbe1ac259cbf352516222034b,249,0.08,19.84,0,1,0.9797410358791965,1.0,0.020677876478475396,0.3,1,0.11790364553465033,0.10261250696233083,55,10,0.05196983732441974,249,ok,1.9041592049979954,0.1,0.014336796806238835,0.0,0.0,0.0,3.0,2.0,"[1.13235431675861, 1.6271670459438887]","[1.1323516803521765, 1.6271659724653214]","[2.636406433609295e-06, 1.0734785673705005e-06]","[2.328252203918e-06, 6.597224114428866e-07]",2.328252203918e-06,1.1401435313640462e-06,"[2.6363895659076153e-06, 1.073477412738555e-06]",2.476596382083862e-06,0.0,0.0,0.9999956438802816,True,100.0,1.245,1e-05,banded ADMM with dual certificate,0.015879582999332342,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.2,0,c9e87f20746751d3008fef517f352c31d53d4af4f854595a970027919058725e,249,0.08,19.84,0,5,0.3712983652950534,0.6666666666666666,0.795501216755689,0.3,0,0.18868115419881484,0.156257758478864,55,10,0.18044543328410367,1241,ok,0.075541483998677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.2,0,c9e87f20746751d3008fef517f352c31d53d4af4f854595a970027919058725e,249,0.08,19.84,0,5,0.8887822671818029,1.0,0.125134959286319,0.3,1,0.21505053337135707,0.20015243089867205,55,10,0.1729440083008568,1241,ok,0.024319148000358837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.2,0,c9e87f20746751d3008fef517f352c31d53d4af4f854595a970027919058725e,249,0.08,19.84,0,1,0.9032582344435273,1.0,0.10710310946245936,0.3,1,0.21379554028353495,0.19943435251790326,55,10,0.20669977136661574,249,ok,0.022902410000824602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.2,0,c9e87f20746751d3008fef517f352c31d53d4af4f854595a970027919058725e,249,0.08,19.84,0,1,0.875390129667117,1.0,0.14234781283205478,0.3,1,0.23126614794790354,0.21124415135965693,55,10,0.12158280656061515,249,ok,1.264792979000049,0.1,0.05342884682293017,0.0,0.0,0.0,3.0,2.0,"[3.721352520479412, 3.7097963512928587]","[3.721351028032696, 3.7097872087075165]","[1.4924467159893595e-06, 9.142585342125642e-06]","[4.010495398584522e-07, 2.4644439954067733e-06]",2.4644439954067733e-06,1.9290236973890096e-06,"[1.4924417539585733e-06, 9.14250373096337e-06]",1.2782203488714838e-06,0.0,0.0,0.9999938070246555,True,100.0,1.245,1e-05,banded ADMM with dual certificate,0.015390975000627805,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.2,1,8e2bd53459e3fd50fab1bb29c289a2691ff179aede1603a0ae6c689d7e3a1e35,249,0.08,19.84,0,5,0.4713903066644972,0.75,0.5910382317933357,0.3,0,0.26602324104634145,0.3381746573457995,55,10,0.17062262731601338,1241,ok,0.07033524699727423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.2,1,8e2bd53459e3fd50fab1bb29c289a2691ff179aede1603a0ae6c689d7e3a1e35,249,0.08,19.84,0,5,0.813712868273061,1.0,0.22893472499985815,0.3,1,0.327401780841831,0.2796059060599492,55,10,0.1648383312170295,1241,ok,0.02146932100004051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.2,1,8e2bd53459e3fd50fab1bb29c289a2691ff179aede1603a0ae6c689d7e3a1e35,249,0.08,19.84,0,1,0.8104244575804773,1.0,0.2339212996921399,0.3,1,0.3428250475236302,0.288304147011989,55,10,0.1985451376086954,249,ok,0.024377845002163667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.2,1,8e2bd53459e3fd50fab1bb29c289a2691ff179aede1603a0ae6c689d7e3a1e35,249,0.08,19.84,0,1,0.4145519210003498,0.8,0.929794458724327,0.1,0,0.31800821242822497,0.24036789605738051,55,10,0.11595679746488707,249,ok,1.9667610750002495,0.1,0.04976496472152249,0.0,0.0,0.0,3.0,2.0,"[2.8766310021740855, 4.039007933461049]","[2.8766191928250797, 4.038987703582525]","[1.1809349005797998e-05, 2.0229878523458922e-05]","[4.105270713161607e-06, 5.008625597356483e-06]",5.008625597356483e-06,5.01868971836128e-06,"[1.1809019728081793e-05, 2.0229442308172807e-05]",4.236238230315159e-06,0.0,0.0,0.9999866865916885,True,100.0,1.245,1e-05,banded ADMM with dual certificate,0.015584619999572169,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.2,2,aa5c3e446b20c610dfa0c28007b751924e6afc06e2ee709b424c0261705f5ce0,249,0.08,19.84,0,5,0.5707744130194023,0.8571428571428571,0.5017191338493309,1.0,0,0.14580677095331732,0.69075514632904,55,10,0.16232445221205669,1241,ok,0.07804166299683857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.2,2,aa5c3e446b20c610dfa0c28007b751924e6afc06e2ee709b424c0261705f5ce0,249,0.08,19.84,0,5,0.7738584441645652,0.8888888888888888,0.14864533118651596,0.1,0,0.2162614980306917,0.1354212213137966,55,10,0.15787746900421606,1241,ok,0.01853921200017794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.2,2,aa5c3e446b20c610dfa0c28007b751924e6afc06e2ee709b424c0261705f5ce0,249,0.08,19.84,0,1,0.49465362310391214,0.75,0.5162124868181691,0.3,0,0.25342253625323785,0.27753115461981526,55,10,0.1959769671810805,249,ok,0.019797411001491128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.2,2,aa5c3e446b20c610dfa0c28007b751924e6afc06e2ee709b424c0261705f5ce0,249,0.08,19.84,0,1,0.368540989185177,0.6666666666666666,0.8089349250964687,0.3,0,0.193927560582988,0.12944517845527803,55,10,0.08615837619516586,249,ok,1.5314546580011665,1.0,0.05179108818460095,0.0,0.0,0.0,3.0,2.0,"[5.472963073303971, 10.099388285523823]","[5.4729613952708, 10.099303427855103]","[1.6780331710819496e-06, 8.485766871935141e-05]","[3.066041463475357e-07, 8.402258267561016e-06]",8.402258267561016e-06,8.035223581948081e-06,"[1.6780283822459552e-06, 8.485665119994934e-05]",3.4998186069001846e-05,0.0,0.0,0.9999848451779221,True,250.0,12.45,1e-05,banded ADMM with dual certificate,0.042717929998616455,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.2,3,07d1a60551f14acf0fd9fb295f78db64c82d62245106739962a1f990899567ae,249,0.08,19.84,0,5,0.856137657412341,1.0,0.16803646159249674,0.3,1,0.2679648592378561,0.14961523120473721,55,10,0.17666744949406463,1241,ok,0.12330070699681528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.2,3,07d1a60551f14acf0fd9fb295f78db64c82d62245106739962a1f990899567ae,249,0.08,19.84,0,5,0.4149728291796069,0.6666666666666666,0.6065308853706243,0.1,0,0.302140185083752,0.13823586801550056,55,10,0.16944557838684232,1241,ok,0.02068204800161766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.2,3,07d1a60551f14acf0fd9fb295f78db64c82d62245106739962a1f990899567ae,249,0.08,19.84,0,1,0.4127687967344329,0.6666666666666666,0.6151091650844589,0.1,0,0.34597495498919545,0.13477837649046812,55,10,0.20612757868533305,249,ok,0.019642090999695938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.2,3,07d1a60551f14acf0fd9fb295f78db64c82d62245106739962a1f990899567ae,249,0.08,19.84,0,1,0.45138846937162586,0.7272727272727273,0.6111903086163403,0.1,0,0.2509605746395701,0.1374192841652959,55,10,0.11360320385604099,249,ok,1.1601242539982195,0.1,0.05483044265700522,0.0,0.0,0.0,3.0,2.0,"[4.059622239231082, 3.5632114359041047]","[4.059621831583224, 3.563208290816633]","[4.0764785769198397e-07, 3.1450874717897648e-06]","[1.0041521936513853e-07, 8.826553036114603e-07]",8.826553036114603e-07,7.956565802880178e-07,"[4.076473409941883e-07, 3.145078506072707e-06]",5.015020385912283e-07,0.0,0.0,0.9999979096539068,True,100.0,1.245,1e-05,banded ADMM with dual certificate,0.020156656002654927,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,16,0.2,4,d5a192e83316564aa09d816774b0731efde80710daed8abe3bea5bd8c16601f3,249,0.08,19.84,0,5,0.48932527123560393,0.75,0.5327228003290362,0.3,0,0.2520312115390509,0.34284385782879745,55,10,0.1823329803756296,1241,ok,0.07270370500191348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,linear_weak,Linear q5 + weak,16,0.2,4,d5a192e83316564aa09d816774b0731efde80710daed8abe3bea5bd8c16601f3,249,0.08,19.84,0,5,0.8555226177458541,1.0,0.16887616908927233,0.3,1,0.2820032068018939,0.2461335005692111,55,10,0.16745915991211546,1241,ok,0.020390038000186905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,raw_weak,Raw + weak,16,0.2,4,d5a192e83316564aa09d816774b0731efde80710daed8abe3bea5bd8c16601f3,249,0.08,19.84,0,1,0.5461270143708404,0.8571428571428571,0.5694936060438595,0.3,0,0.2893309800466047,0.713749311824519,55,10,0.20299929916243517,249,ok,0.019871938002324896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanderpol_mu2,tv_weak,TV states + weak,16,0.2,4,d5a192e83316564aa09d816774b0731efde80710daed8abe3bea5bd8c16601f3,249,0.08,19.84,0,1,0.8412889912864246,1.0,0.18865218772313727,0.3,1,0.2881723332906898,0.25433018646023486,55,10,0.11479892755047078,249,ok,1.283282901000348,0.1,0.05463156734843107,0.0,0.0,0.0,3.0,2.0,"[3.3452636880490685, 4.010617349220123]","[3.3452620017841315, 4.010615240340665]","[1.686264937017512e-06, 2.108879457729529e-06]","[5.04075341815858e-07, 5.258241497757464e-07]",5.258241497757464e-07,6.253480056006566e-07,"[1.6862581624366157e-06, 2.1088730592921934e-06]",2.7470877494994994e-07,0.0,0.0,0.9999982919071958,True,100.0,1.245,1e-05,banded ADMM with dual certificate,0.01580904799993732,249.0,249.0,2.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
vanderpol_mu2,edmd_weak,EDMD + weak,64,0.05,0,7d637b917a61369addd76066a9562699b7b3a2a0db824aec09404e755961465a,63,0.32,19.84,0,5,0.9715985279893429,1.0,0.02923169518322762,0.3,1,0.10003219190835563,0.08922785267180963,55,10,0.050657105809766616,311,ok,0.06475738199878833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
