system,method,method_label,sparse_factor,noise,seed,observation_sha256,n_observed,obs_dt,observed_t_end,pod_rank,upsample,practical_score,support_f1,coef_error,threshold,exact_support,weak_truth_residual,weak_fit_residual,weak_rows,library_columns,state_error,n_state_samples,status,wall_seconds,tv_lambda,tv_cv_mse,tv_grid_edge,tv_grid_lower,tv_grid_upper,tv_cv_folds,tv_cv_spatial_points,tv_final_primal_objective,tv_final_dual_objective,tv_final_primal_dual_gap,tv_final_relative_primal_dual_gap,tv_final_max_relative_gap,tv_final_kkt_stationarity_max,tv_final_kkt_complementarity_gap,tv_final_kkt_subgradient_prox_max,tv_final_masked_dual_stationarity_max,tv_final_dual_box_violation,tv_final_dual_scale_min,tv_final_converged,tv_final_iterations,tv_final_rho,tv_final_tolerance,tv_final_method,tv_final_elapsed_seconds,tv_final_n_observed,tv_final_n_times,tv_final_n_channels,tv_final_objective
burgers,edmd_weak,EDMD + weak,8,0.1,0,25f2c62b8cd3d50696fc7879cc8998f652efc64502f575bb7fc3a43b7af1883e,49,0.04,1.92,8,5,0.9972758339312839,1.0,0.0027316074209652705,0.03,1,0.08115632337364223,0.0808905111191743,112,8,0.14222523368843148,241,ok,0.0722687039997254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,linear_weak,Linear q5 + weak,8,0.1,0,25f2c62b8cd3d50696fc7879cc8998f652efc64502f575bb7fc3a43b7af1883e,49,0.04,1.92,0,5,0.9974635916453283,1.0,0.002542858081153574,0.01,1,0.0705906176581613,0.07040894297993515,112,8,0.08224705868238692,241,ok,0.036737616999744205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_tv_weak,POD + TV states + weak,8,0.1,0,25f2c62b8cd3d50696fc7879cc8998f652efc64502f575bb7fc3a43b7af1883e,49,0.04,1.92,8,1,0.995703799091212,1.0,0.0043147378896306165,0.03,1,0.07759616266380842,0.07717507733160105,112,8,0.037307491641667835,49,ok,1.5278231599986611,1.0,0.011168589849237257,0.0,0.0,0.0,3.0,64.0,"[0.5253303675062946, 0.5422230334235626, 0.5990510260311023, 0.7582180831218088, 0.7150727626841367, 0.8824910904181689, 0.8246747923686418, 0.7408884195341523]","[0.5253303675062518, 0.5422230334235201, 0.5990510260310861, 0.7582180831218003, 0.7150727626841332, 0.8824910587948233, 0.8246649160941792, 0.7408884193782126]","[4.2743586448068527e-14, 4.2521541843143495e-14, 1.6209256159527285e-14, 8.548717289613705e-15, 3.4416913763379853e-15, 3.162334560879998e-08, 9.876274462583545e-06, 1.5593970559280024e-10]","[4.2743586448068527e-14, 4.2521541843143495e-14, 1.6209256159527285e-14, 8.548717289613705e-15, 3.4416913763379853e-15, 3.162334560879998e-08, 9.876274462583545e-06, 1.5593970559280024e-10]",9.876274462583545e-06,1.9557688801796758e-12,"[4.468647674116255e-14, 4.196643033083092e-14, 1.6209256159527285e-14, 8.93729534823251e-15, 3.3861802251067274e-15, 3.162334518552745e-08, 9.876274462816432e-06, 1.5593986865680698e-10]",5.305895800500338e-07,0.0,0.0,0.9999999999954619,True,1800.0,4.9,1e-05,banded ADMM with dual certificate,0.22334696899997653,49.0,49.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_weak,POD only + weak,8,0.1,0,25f2c62b8cd3d50696fc7879cc8998f652efc64502f575bb7fc3a43b7af1883e,49,0.04,1.92,8,1,0.9961732425124422,1.0,0.0038414578150144573,0.01,1,0.08095564837770265,0.08063930876068953,112,8,0.060852799212408486,49,ok,0.04088429200055543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,raw_weak,Raw + weak,8,0.1,0,25f2c62b8cd3d50696fc7879cc8998f652efc64502f575bb7fc3a43b7af1883e,49,0.04,1.92,0,1,0.9975967744711398,1.0,0.0024090149350514158,0.01,1,0.07049807600218878,0.07033049224493274,112,8,0.09910577332434965,49,ok,0.02409096300107194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,tv_weak,TV states + weak,8,0.1,0,25f2c62b8cd3d50696fc7879cc8998f652efc64502f575bb7fc3a43b7af1883e,49,0.04,1.92,0,1,0.9960584000613704,1.0,0.0039571976285595395,0.03,1,0.0640712202992983,0.06367862579198498,112,8,0.03620417400524136,49,ok,1.3447731910018774,1.0,0.012435097367987102,0.0,0.0,0.0,3.0,8.0,"[0.16803342833888354, 0.15899257021086108, 0.1939830795425943, 0.18771911676274702, 0.16282869513025744, 0.24712217785527468, 0.34616709133952595, 0.2953085645207691, 0.19569775350740745, 0.2532990911959072, 0.20654581066852443, 0.2099874651304125, 0.20983098889944954, 0.2306469633695827, 0.291790262228207, 0.3249377731466396, 0.27309863452678923, 0.3084696015126425, 0.33563109821595927, 0.23614520567362204, 0.3298139089977812, 0.2752591267674114, 0.27285640411117074, 0.4182184871330571, 0.3401078720637562, 0.34517768252390457, 0.3405658598838492, 0.3226837991364721, 0.2282231568876205, 0.24333400301184865, 0.2601911434178147, 0.20794426833873245, 0.29317313807776446, 0.3046286401868055, 0.3822134566162652, 0.3349166727754622, 0.34055470947403343, 0.3082874177741691, 0.36032554773597325, 0.4378930366520242, 0.29833756480585016, 0.28662854560811074, 0.32970100375093025, 0.3232205459211419, 0.35710954442184517, 0.30252836057289034, 0.2625574391573832, 0.3715623851108489, 0.3357449942661067, 0.22538725851064187, 0.2745310101908126, 0.18270221517059673, 0.34434312057056105, 0.23281064310230126, 0.23283294478015903, 0.29680784177245123, 0.22174435363531975, 0.2364696042743195, 0.2790936198388588, 0.27200549492376025, 0.2340024858338564, 0.16637688319889776, 0.2295537685926466, 0.25780765062513805]","[0.1680334279977698, 0.15899256119274066, 0.19398307954251573, 0.18771911676274303, 0.16282869407733855, 0.24712217785526785, 0.34616709133907136, 0.29530856452075777, 0.19569775350546578, 0.2532990911958999, 0.20654581066851663, 0.20998746513040714, 0.2098309888994433, 0.23064696336957677, 0.29179026222760873, 0.3249377729587184, 0.2730986345267845, 0.308469601512639, 0.33563103828204693, 0.23614520567351233, 0.3298139089977701, 0.27525912676739595, 0.27285640411115203, 0.41821848713302345, 0.34010787206372123, 0.3451776825238764, 0.3405658598838235, 0.32268379913644984, 0.22822315688761086, 0.24333400301184066, 0.2601911434178094, 0.2079442683387303, 0.2931731380777629, 0.304628640186793, 0.3822134566162575, 0.3349166727754453, 0.3405547094740003, 0.3082874177741292, 0.36032554773592357, 0.4378930366519721, 0.29833756480581297, 0.286628545608083, 0.3297010037509088, 0.32322054592113425, 0.3571095444218421, 0.30252836057288734, 0.262554097096548, 0.37156238511028367, 0.3357449941184859, 0.2253872585106345, 0.27453101019080234, 0.1827022151705873, 0.3443431205705508, 0.2328106431022913, 0.23283294478015087, 0.2968078417724419, 0.22174435363531067, 0.2364696042743116, 0.27909361696620477, 0.27200549382109956, 0.23400248583385186, 0.16637688259595718, 0.22955376622562906, 0.2577999586031962]","[3.4111374835887887e-10, 9.01812041709249e-09, 7.857603456784545e-14, 3.9968028886505635e-15, 1.0529188909647047e-09, 6.827871601444713e-15, 4.5458081743277035e-13, 1.1324274851176597e-14, 1.9416690477669363e-12, 7.327471962526033e-15, 7.799316747991725e-15, 5.35682609381638e-15, 6.2450045135165055e-15, 5.9396931817445875e-15, 5.982436768192656e-13, 1.8792117861821112e-10, 4.718447854656915e-15, 3.497202527569243e-15, 5.993391233305445e-08, 1.097177904085811e-13, 1.1102230246251565e-14, 1.5432100042289676e-14, 1.8707257964933888e-14, 3.3639757646142243e-14, 3.497202527569243e-14, 2.8199664825478976e-14, 2.5701663020072374e-14, 2.225997164373439e-14, 9.631184738623233e-15, 7.993605777301127e-15, 5.2735593669694936e-15, 2.1371793224034263e-15, 1.5543122344752192e-15, 1.2545520178264269e-14, 7.716050021144838e-15, 1.6930901125533637e-14, 3.314015728506092e-14, 3.991251773527438e-14, 4.9682480351975755e-14, 5.21249710061511e-14, 3.7192471324942744e-14, 2.7755575615628914e-14, 2.142730437526552e-14, 7.66053886991358e-15, 3.0531133177191805e-15, 2.9976021664879227e-15, 3.3420608352430214e-06, 5.652145418366672e-13, 1.4762080446928394e-10, 7.382983113757291e-15, 1.0269562977782698e-14, 9.43689570931383e-15, 1.0269562977782698e-14, 9.96425164601078e-15, 8.1601392309949e-15, 9.325873406851315e-15, 9.076073226310655e-15, 7.91033905045424e-15, 2.8726540035606263e-09, 1.102660684981771e-09, 4.551914400963142e-15, 6.029405863472448e-10, 2.3670175264278726e-09, 7.692021941840821e-06]","[3.4111374835887887e-10, 9.01812041709249e-09, 7.857603456784545e-14, 3.9968028886505635e-15, 1.0529188909647047e-09, 6.827871601444713e-15, 4.5458081743277035e-13, 1.1324274851176597e-14, 1.9416690477669363e-12, 7.327471962526033e-15, 7.799316747991725e-15, 5.35682609381638e-15, 6.2450045135165055e-15, 5.9396931817445875e-15, 5.982436768192656e-13, 1.8792117861821112e-10, 4.718447854656915e-15, 3.497202527569243e-15, 5.993391233305445e-08, 1.097177904085811e-13, 1.1102230246251565e-14, 1.5432100042289676e-14, 1.8707257964933888e-14, 3.3639757646142243e-14, 3.497202527569243e-14, 2.8199664825478976e-14, 2.5701663020072374e-14, 2.225997164373439e-14, 9.631184738623233e-15, 7.993605777301127e-15, 5.2735593669694936e-15, 2.1371793224034263e-15, 1.5543122344752192e-15, 1.2545520178264269e-14, 7.716050021144838e-15, 1.6930901125533637e-14, 3.314015728506092e-14, 3.991251773527438e-14, 4.9682480351975755e-14, 5.21249710061511e-14, 3.7192471324942744e-14, 2.7755575615628914e-14, 2.142730437526552e-14, 7.66053886991358e-15, 3.0531133177191805e-15, 2.9976021664879227e-15, 3.3420608352430214e-06, 5.652145418366672e-13, 1.4762080446928394e-10, 7.382983113757291e-15, 1.0269562977782698e-14, 9.43689570931383e-15, 1.0269562977782698e-14, 9.96425164601078e-15, 8.1601392309949e-15, 9.325873406851315e-15, 9.076073226310655e-15, 7.91033905045424e-15, 2.8726540035606263e-09, 1.102660684981771e-09, 4.551914400963142e-15, 6.029405863472448e-10, 2.3670175264278726e-09, 7.692021941840821e-06]",7.692021941840821e-06,1.5588179674841385e-07,"[3.411137657061136e-10, 9.018120401479979e-09, 7.863501516602867e-14, 3.819861094100929e-15, 1.0529187730035083e-09, 6.879913305724017e-15, 4.5449061181201955e-13, 1.149080830487037e-14, 1.9416551699791285e-12, 7.386452560709245e-15, 7.98666688339722e-15, 5.349887199912473e-15, 6.29704621779581e-15, 5.828670879282072e-15, 5.983338824400164e-13, 1.8792119249599892e-10, 4.3576253716537394e-15, 3.2890357104520263e-15, 5.99339122775433e-08, 1.0992595722569831e-13, 1.111610803405938e-14, 1.534883331544279e-14, 1.8832158055204218e-14, 3.366751322175787e-14, 3.4888758548845544e-14, 2.8199664825478976e-14, 2.5604518505417673e-14, 2.273181642920008e-14, 9.46465128492946e-15, 7.979727989493313e-15, 5.1486592766991635e-15, 2.1094237467877974e-15, 1.4502288259166107e-15, 1.2628786905111156e-14, 7.494005416219807e-15, 1.6806001035263307e-14, 3.302913498259841e-14, 3.95516952522712e-14, 5.00155472593633e-14, 5.1986193128072955e-14, 3.6942671144402084e-14, 2.7505775435088253e-14, 2.1496693314304594e-14, 7.438494264988549e-15, 2.8449465006019636e-15, 2.7755575615628914e-15, 3.342060794719881e-06, 5.6500637501955e-13, 1.4762105426946448e-10, 7.514822097931528e-15, 9.971190539914687e-15, 9.488937413593135e-15, 1.0134254546656507e-14, 1.0075273948473296e-14, 8.382183835919932e-15, 9.46465128492946e-15, 9.117706589734098e-15, 8.042178034628478e-15, 2.8726538578438543e-09, 1.1026607994735205e-09, 4.433953204596719e-15, 6.029405516527753e-10, 2.3670175394382986e-09, 7.692021839247702e-06]",8.384429516228309e-07,0.0,0.0,0.9999993695199556,True,1550.0,19.6,1e-05,banded ADMM with dual certificate,0.4810825179993117,49.0,49.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,edmd_weak,EDMD + weak,8,0.1,1,5139dfef6442dd17fc4f2ef5cc829991e8dde37d507664a1d914c156270d5e6b,49,0.04,1.92,8,5,0.9950930888093971,1.0,0.00493110769814902,0.01,1,0.09894416838608505,0.09796450120880958,112,8,0.06734426149322481,241,ok,0.09322609899754752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,linear_weak,Linear q5 + weak,8,0.1,1,5139dfef6442dd17fc4f2ef5cc829991e8dde37d507664a1d914c156270d5e6b,49,0.04,1.92,0,5,0.9961745594358373,1.0,0.0038401307561288078,0.01,1,0.10025249134475975,0.09965148529907555,112,8,0.08366990141996576,241,ok,0.04401612699803081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_tv_weak,POD + TV states + weak,8,0.1,1,5139dfef6442dd17fc4f2ef5cc829991e8dde37d507664a1d914c156270d5e6b,49,0.04,1.92,8,1,0.9964410920667226,1.0,0.0035716189964585554,0.01,1,0.08746842114365892,0.08686638994058941,112,8,0.0389678029621384,49,ok,0.7624023600001237,1.0,0.011782782224396895,0.0,0.0,0.0,3.0,64.0,"[0.47126662089992877, 0.664642993684919, 0.7416865721284407, 0.6850068099359476, 0.9451609926585613, 0.9073216216200796, 0.8593763129588776, 0.7768152438607553]","[0.4712666198839228, 0.6646429936532856, 0.7416865690015559, 0.6850068099359422, 0.9451609925141697, 0.9073216209256721, 0.8593719292474964, 0.7768139870771026]","[1.016005946041787e-09, 3.163336259603966e-11, 3.126884751125658e-09, 5.440092820663267e-15, 1.443916097798592e-10, 6.944074204540129e-10, 4.3837113812283945e-06, 1.2567836527033194e-06]","[1.016005946041787e-09, 3.163336259603966e-11, 3.126884751125658e-09, 5.440092820663267e-15, 1.443916097798592e-10, 6.944074204540129e-10, 4.3837113812283945e-06, 1.2567836527033194e-06]",4.3837113812283945e-06,5.0978720689265344e-08,"[1.0160071117759628e-09, 3.163252992877119e-11, 3.126885195214868e-09, 5.218048215738236e-15, 1.4439147100198113e-10, 6.944072261649836e-10, 4.383711370385072e-06, 1.2567836471244487e-06]",2.778680471132722e-07,0.0,0.0,0.9999998875513254,True,325.0,4.9,1e-05,banded ADMM with dual certificate,0.025755203001608606,49.0,49.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_weak,POD only + weak,8,0.1,1,5139dfef6442dd17fc4f2ef5cc829991e8dde37d507664a1d914c156270d5e6b,49,0.04,1.92,8,1,0.9950231709113114,1.0,0.005001721803252591,0.01,1,0.09873223636743844,0.09776165442120398,112,8,0.06370697208306879,49,ok,0.04937351199987461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,raw_weak,Raw + weak,8,0.1,1,5139dfef6442dd17fc4f2ef5cc829991e8dde37d507664a1d914c156270d5e6b,49,0.04,1.92,0,1,0.9962040636954151,1.0,0.003810400341576507,0.01,1,0.10019051546525505,0.0995952831834697,112,8,0.1014331043651453,49,ok,0.04188842400253634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,tv_weak,TV states + weak,8,0.1,1,5139dfef6442dd17fc4f2ef5cc829991e8dde37d507664a1d914c156270d5e6b,49,0.04,1.92,0,1,0.991480542655371,1.0,0.00859266216340694,0.01,1,0.06452528497524622,0.06328865859168191,112,8,0.03812228086238739,49,ok,1.7401279209989298,1.0,0.013348683791837457,0.0,0.0,0.0,3.0,8.0,"[0.37096289338322586, 0.2237664834950806, 0.23587127030269966, 0.36626051921555874, 0.23435819237219158, 0.2313350374006094, 0.2668699924379244, 0.2459668809120714, 0.222590267837108, 0.26256331258795323, 0.22598583271907055, 0.20686874655035153, 0.22773617036085336, 0.3250689476719447, 0.29133026924433325, 0.38195820413844944, 0.2392413201284691, 0.22463541744090695, 0.2836139679310218, 0.28706498894633936, 0.31620031524494585, 0.30935340530507693, 0.31197239378308134, 0.38716041201748863, 0.31864356348996853, 0.29701389579444926, 0.3086899337868575, 0.32799441218006253, 0.33129045459522677, 0.3663546475875604, 0.24881926409157537, 0.21005863604804917, 0.177064253773086, 0.3136227742706573, 0.3057482708312337, 0.40989914879823103, 0.3984881843031187, 0.38016925585982364, 0.44584002842221643, 0.4350617602223797, 0.30053707727607837, 0.35492839368708773, 0.3534851231527209, 0.28457398386035176, 0.35637274147135367, 0.27501687259466473, 0.32782780844373155, 0.3680544521427459, 0.3514466900447029, 0.2708222134088847, 0.23843250650482495, 0.2395202707201892, 0.23325992806789692, 0.29105598098936736, 0.22141471565748005, 0.19788219979308996, 0.1728799734411435, 0.2859154892949739, 0.21166986644534969, 0.24290334564973493, 0.2960636813573618, 0.2296488568683585, 0.22811414979773192, 0.18180944124490017]","[0.37096289338321936, 0.22376648349507927, 0.23587127028514113, 0.36626041727194514, 0.2343581923721875, 0.23133503619878604, 0.2668699924379223, 0.2459668809120676, 0.22259026783710423, 0.2625633125879494, 0.2259858327190672, 0.2068687465503436, 0.22773617036084917, 0.32506894767194094, 0.29132593413404495, 0.38195820412720827, 0.23924026311189178, 0.22463541744090487, 0.28361396232262753, 0.28706498894633575, 0.3162003152449422, 0.30935340530507227, 0.3119723937830726, 0.3871604120174822, 0.3186435634899573, 0.29701389579443777, 0.30868993378684995, 0.3279944121800553, 0.33129045459522255, 0.3663546475875542, 0.24881926409157196, 0.21005863603986275, 0.17705431814748093, 0.3136227742706536, 0.305748270831225, 0.40989914879822226, 0.39848818430310984, 0.380169255859813, 0.4458400284222028, 0.43506176022236615, 0.3005370772760689, 0.35492839368707874, 0.35348512315271474, 0.2845739838603485, 0.3563727388521201, 0.27501687258934193, 0.3278278073816523, 0.3680544521427425, 0.35144669004469986, 0.270822213408881, 0.2384325065048212, 0.23952027072018606, 0.2332599280678942, 0.29105598098610697, 0.22141471496976375, 0.1978821997930859, 0.1728799734411411, 0.285915489294969, 0.21166986644534716, 0.24290333752516022, 0.29606365147115915, 0.2296488568683566, 0.22811348089124364, 0.18180944031592827]","[6.494804694057166e-15, 1.3322676295501878e-15, 1.7558537956929854e-11, 1.0194361360627013e-07, 4.08006961549745e-15, 1.2018233630506359e-09, 2.1094237467877974e-15, 3.802513859341161e-15, 3.774758283725532e-15, 3.83026943495679e-15, 3.3584246494910985e-15, 7.93809462606987e-15, 4.191091917959966e-15, 3.774758283725532e-15, 4.33511028830047e-06, 1.1241174657783404e-11, 1.0570165773216011e-06, 2.0816681711721685e-15, 5.608394249012605e-09, 3.608224830031759e-15, 3.6637359812630166e-15, 4.6629367034256575e-15, 8.715250743307479e-15, 6.439293542825908e-15, 1.1213252548714081e-14, 1.149080830487037e-14, 7.549516567451064e-15, 7.216449660063518e-15, 4.218847493575595e-15, 6.217248937900877e-15, 3.4139358007223564e-15, 8.186423761102901e-12, 9.935625605056453e-06, 3.7192471324942744e-15, 8.659739592076221e-15, 8.770761894538737e-15, 8.881784197001252e-15, 1.0658141036401503e-14, 1.3600232051658168e-14, 1.354472090042691e-14, 9.492406860545088e-15, 8.992806499463768e-15, 6.161737786669619e-15, 3.2751579226442118e-15, 2.619233552270117e-09, 5.322797758111619e-12, 1.06207925787416e-09, 3.3861802251067274e-15, 3.0531133177191805e-15, 3.6637359812630166e-15, 3.747002708109903e-15, 3.1363800445660672e-15, 2.7200464103316335e-15, 3.2603919564166972e-12, 6.877163005736264e-10, 4.052314039881821e-15, 2.4147350785597155e-15, 4.884981308350689e-15, 2.525757381022231e-15, 8.124574707446541e-09, 2.988620262378561e-08, 1.915134717478395e-15, 6.689064882825502e-07, 9.289718994054397e-10]","[6.494804694057166e-15, 1.3322676295501878e-15, 1.7558537956929854e-11, 1.0194361360627013e-07, 4.08006961549745e-15, 1.2018233630506359e-09, 2.1094237467877974e-15, 3.802513859341161e-15, 3.774758283725532e-15, 3.83026943495679e-15, 3.3584246494910985e-15, 7.93809462606987e-15, 4.191091917959966e-15, 3.774758283725532e-15, 4.33511028830047e-06, 1.1241174657783404e-11, 1.0570165773216011e-06, 2.0816681711721685e-15, 5.608394249012605e-09, 3.608224830031759e-15, 3.6637359812630166e-15, 4.6629367034256575e-15, 8.715250743307479e-15, 6.439293542825908e-15, 1.1213252548714081e-14, 1.149080830487037e-14, 7.549516567451064e-15, 7.216449660063518e-15, 4.218847493575595e-15, 6.217248937900877e-15, 3.4139358007223564e-15, 8.186423761102901e-12, 9.935625605056453e-06, 3.7192471324942744e-15, 8.659739592076221e-15, 8.770761894538737e-15, 8.881784197001252e-15, 1.0658141036401503e-14, 1.3600232051658168e-14, 1.354472090042691e-14, 9.492406860545088e-15, 8.992806499463768e-15, 6.161737786669619e-15, 3.2751579226442118e-15, 2.619233552270117e-09, 5.322797758111619e-12, 1.06207925787416e-09, 3.3861802251067274e-15, 3.0531133177191805e-15, 3.6637359812630166e-15, 3.747002708109903e-15, 3.1363800445660672e-15, 2.7200464103316335e-15, 3.2603919564166972e-12, 6.877163005736264e-10, 4.052314039881821e-15, 2.4147350785597155e-15, 4.884981308350689e-15, 2.525757381022231e-15, 8.124574707446541e-09, 2.988620262378561e-08, 1.915134717478395e-15, 6.689064882825502e-07, 9.289718994054397e-10]",9.935625605056453e-06,1.3466352588586972e-08,"[6.472253288869467e-15, 1.2160411566597418e-15, 1.7558694082042692e-11, 1.0194361357504511e-07, 4.147723831060546e-15, 1.20182321039497e-09, 2.0816681711721685e-15, 3.837208328860697e-15, 3.795574965437254e-15, 3.698430450782553e-15, 3.3341385208274232e-15, 7.920747391310101e-15, 4.246603069191224e-15, 3.760880495917718e-15, 4.3351102881217934e-06, 1.1241507724690791e-11, 1.05701657726609e-06, 2.123301534595612e-15, 5.608394179623666e-09, 3.774758283725532e-15, 3.677613769070831e-15, 4.6074255521944e-15, 8.645861804268407e-15, 6.772360450213455e-15, 1.1213252548714081e-14, 1.176836406102666e-14, 7.771561172376096e-15, 7.216449660063518e-15, 4.3298697960381105e-15, 6.127043317150083e-15, 3.309852392163748e-15, 8.186423761102901e-12, 9.935625604595016e-06, 3.70536934468646e-15, 8.743006318923108e-15, 8.854028621385623e-15, 8.715250743307479e-15, 1.0352829704629585e-14, 1.326716514427062e-14, 1.3405943022348765e-14, 9.631184738623233e-15, 9.076073226310655e-15, 6.38378239159465e-15, 3.2751579226442118e-15, 2.6192337604369342e-09, 5.322825513687235e-12, 1.0620794521631893e-09, 3.344546861683284e-15, 3.2751579226442118e-15, 3.6914915568786455e-15, 3.5388358909926865e-15, 3.0461744238152733e-15, 2.9976021664879227e-15, 3.2601560340239644e-12, 6.87716331798649e-10, 4.0245584642661925e-15, 2.4841240175987878e-15, 4.676814491233472e-15, 2.5951463200613034e-15, 8.124574579077004e-09, 2.988620288572885e-08, 1.9671764217576992e-15, 6.689064882721418e-07, 9.28971878588758e-10]",6.688453241254777e-07,0.0,0.0,0.9999999406390272,True,2700.0,4.9,1e-05,banded ADMM with dual certificate,0.8048703530002967,49.0,49.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,edmd_weak,EDMD + weak,8,0.1,2,8f295ae0239dc3220cdf7606629748fa330b63dfb36786bde9204cfc164075b0,49,0.04,1.92,8,5,0.9805992865630208,1.0,0.019784547778918273,0.01,1,0.07301327953729606,0.07042015060990364,112,8,0.07404969697964206,241,ok,0.09648763999939547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,linear_weak,Linear q5 + weak,8,0.1,2,8f295ae0239dc3220cdf7606629748fa330b63dfb36786bde9204cfc164075b0,49,0.04,1.92,0,5,0.9794666149889303,1.0,0.02096384368476068,0.03,1,0.07244437806875796,0.06948930498329903,112,8,0.08360760629537597,241,ok,0.04436032599915052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_tv_weak,POD + TV states + weak,8,0.1,2,8f295ae0239dc3220cdf7606629748fa330b63dfb36786bde9204cfc164075b0,49,0.04,1.92,8,1,0.982813999240266,1.0,0.01748652417753412,0.01,1,0.04630888026820516,0.043020468348193744,112,8,0.03725475708426921,49,ok,1.4992486260016449,1.0,0.011799786047951781,0.0,0.0,0.0,3.0,64.0,"[0.5455752537396178, 0.6175595962984343, 0.7248292372471912, 0.7576601470952288, 0.967054282655706, 0.9231494414113851, 0.8170823568521658, 0.7876117429726998]","[0.5455752537372719, 0.6175595962981874, 0.724829237246317, 0.7576601470949131, 0.9670542826556435, 0.9231485308460449, 0.817082356851848, 0.7876117429726707]","[2.3459012510329558e-12, 2.469136006766348e-13, 8.741896095898483e-13, 3.15636405900932e-13, 6.250555628639631e-14, 9.105653402396996e-07, 3.177458296477198e-13, 2.90878432451791e-14]","[2.3459012510329558e-12, 2.469136006766348e-13, 8.741896095898483e-13, 3.15636405900932e-13, 6.250555628639631e-14, 9.105653402396996e-07, 3.177458296477198e-13, 2.90878432451791e-14]",9.105653402396996e-07,3.73051589619422e-12,"[2.3465118736964996e-12, 2.4724666758402236e-13, 8.740785872873857e-13, 3.1558089474970075e-13, 6.272760089132134e-14, 9.105653397714929e-07, 3.1782497640631124e-13, 2.920233499459357e-14]",4.09888838148742e-08,0.0,0.0,0.9999999999840643,True,1175.0,627.2,1e-05,banded ADMM with dual certificate,0.14934250400256133,49.0,49.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_weak,POD only + weak,8,0.1,2,8f295ae0239dc3220cdf7606629748fa330b63dfb36786bde9204cfc164075b0,49,0.04,1.92,8,1,0.9802981842460955,1.0,0.020097778482632125,0.01,1,0.07317344792544168,0.07050065305874424,112,8,0.06406852554745157,49,ok,0.04847945500296191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,raw_weak,Raw + weak,8,0.1,2,8f295ae0239dc3220cdf7606629748fa330b63dfb36786bde9204cfc164075b0,49,0.04,1.92,0,1,0.9796294101477137,1.0,0.020794179555322683,0.03,1,0.07234161492070215,0.06943596036589947,112,8,0.10146054004315799,49,ok,0.04177175199947669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
