system,method,method_label,noise,sparse_factor,support_f1_mean,coef_error_median,coef_error_mean,coef_error_max,derivative_error_median,state_error_median,exact_support_count,exact_support_rate,practical_score_mean,n_ok,n_seeds,support_f1_se,coef_error_se,practical_score_se
burgers,pod_tv_diff,POD + TV differentiation,0.1,8,0.6666666666666666,0.3202433606460479,0.32238420960611147,0.3363252656397303,0.3029855347919149,0.0354891993571687,0,0.0,0.5041705215298756,5,5,0.0,0.005154508650348698,0.0019628647416043235
burgers,pod_tv_diff,POD + TV differentiation,0.1,32,0.6666666666666666,0.553446609317947,0.5477404634376265,0.5725137660900844,0.3491643538398948,0.0610894873403745,0,0.0,0.4308927387306376,5,5,0.0,0.014624812571326194,0.00416212463051837
burgers,pod_tv_diff,POD + TV differentiation,0.2,8,0.6666666666666666,0.5909926636221343,0.5889931543103004,0.6096490882747096,0.4670871005056755,0.0676895936231608,0,0.0,0.41958761805683276,5,5,0.0,0.007214671318867143,0.0019123932032449388
burgers,pod_tv_diff,POD + TV differentiation,0.2,32,0.6333333333333333,0.8121531643033922,0.8063498591727228,0.8701937487181974,0.5118655235628234,0.1091770702097792,0,0.0,0.3501074002922032,5,5,0.03333333333333332,0.025204661516238926,0.015711176943600632
burgers,pod_tv_diff,POD + TV differentiation,0.5,8,0.6,0.8566043550452245,0.8596267499927908,0.8695837794758784,0.6533345917382538,0.1371220036289296,0,0.0,0.3226884184120581,5,5,0.040824829046386304,0.00370651418134487,0.022095211376964078
burgers,pod_tv_diff,POD + TV differentiation,0.5,32,0.42000000000000004,0.9672235825709188,0.9670736626725549,0.9837062455867548,0.8455330182434324,0.2288741306362236,0,0.0,0.2135904549189644,5,5,0.019999999999999997,0.007037025974497055,0.010574376564104803
burgers,tv_diff,TV differentiation,0.05,8,0.6666666666666666,0.2216354053923712,0.22153438592482444,0.2242073071650455,0.2273784923656389,0.0198240268923407,0,0.0,0.5457630852543099,5,5,0.0,0.000977467050754207,0.00043698206423381834
burgers,tv_diff,TV differentiation,0.05,32,0.6666666666666666,0.401730895757486,0.3964397585448042,0.4290521860236241,0.2516314903457392,0.0401015657174063,0,0.0,0.4775423946375546,5,5,0.0,0.011861936723060278,0.004057757196812691
burgers,tv_diff,TV differentiation,0.1,8,0.6666666666666666,0.3296140997805442,0.32762503506678986,0.3408174652164065,0.3058024432378672,0.0352113313819139,0,0.0,0.5021780725519008,5,5,0.0,0.004968690580696811,0.0018876044808643485
burgers,tv_diff,TV differentiation,0.1,32,0.6666666666666666,0.548904397857268,0.6175411260141823,0.7428923472412688,0.3325404308237727,0.0608076441714622,0,0.0,0.41350513162948116,5,5,0.0,0.04688613859465006,0.01170387187599879
burgers,tv_diff,TV differentiation,0.2,8,0.6666666666666666,0.59154052825735,0.5893900826811633,0.6133153053738816,0.4419649220672516,0.0637229965245358,0,0.0,0.4195043954041022,5,5,0.0,0.009190524742738702,0.002433577893092943
burgers,tv_diff,TV differentiation,0.2,32,0.6333333333333333,0.8190703446797144,0.8305454347323235,0.9334981219489634,0.6046959831576176,0.1184062270408376,0,0.0,0.3473476777073577,5,5,0.033333333333333326,0.030438390603712312,0.022439716700879162
burgers,tv_diff,TV differentiation,0.5,8,0.6333333333333333,0.8609689368064325,0.8570259647040291,0.8701378620432947,0.6342575107001744,0.1338425360502003,0,0.0,0.341184693158666,5,5,0.033333333333333326,0.005303522787605947,0.018473939027068287
burgers,tv_diff,TV differentiation,0.5,32,0.4288888888888889,0.9685341168965615,0.9656758840102408,0.990449177115127,0.825467989542694,0.2290452955447504,0,0.0,0.2182116919979981,5,5,0.01975154314959019,0.010621899634925335,0.01013764716452623
fisher_kpp,baseline,Raw FD,0.05,8,0.8,0.0400356509383527,0.037315885735035983,0.0428932036836326,0.6927764104605281,0.0175835530590635,0,0.0,0.7712468979132612,5,5,0.0,0.00298596114652867,0.0022320494761612574
fisher_kpp,baseline,Raw FD,0.05,32,0.8,0.0562057966349816,0.048108614238299895,0.05900928632082,0.1714412050206602,0.0181597289419753,0,0.0,0.7633808491101924,5,5,0.0,0.006007819635508081,0.004412849993532219
fisher_kpp,baseline,Raw FD,0.1,8,0.8,0.0310074457317067,0.038324510578352775,0.0618297054446674,1.434403976203015,0.0361553486773176,0,0.0,0.770589193230381,5,5,0.0,0.006439464202946134,0.004722891369936983
fisher_kpp,baseline,Raw FD,0.1,32,0.8,0.0441448915982419,0.03997946561806124,0.0519340673685442,0.3534481811836218,0.0368573392279282,0,0.0,0.7693217360245609,5,5,0.0,0.005153194432914195,0.003823308181235991
fisher_kpp,baseline,Raw FD,0.2,8,0.7542857142857142,0.0538599800738381,0.1632845762870098,0.6066039100381851,2.809168342830562,0.0712134205257463,0,0.0,0.6795325009362825,5,5,0.04571428571428573,0.11132127896056192,0.08130543729156481
fisher_kpp,baseline,Raw FD,0.2,32,0.8,0.0453452085942767,0.06758137762197372,0.1424982585569434,0.7216116656085297,0.0742464545333811,0,0.0,0.750678998058709,5,5,0.0,0.022683497711051923,0.015555893033072539
fisher_kpp,baseline,Raw FD,0.5,8,0.7033766233766234,0.1769204021957439,0.35472853586432274,0.8622532879135059,7.0321357669673406,0.1778235431931737,0,0.0,0.5662559491270552,5,5,0.059311846134824264,0.16093851798586847,0.10029767226022791
fisher_kpp,baseline,Raw FD,0.5,32,0.8,0.1063500013051907,0.14318236179653562,0.2444051613319603,1.7348544136212456,0.1822674261297202,0,0.0,0.7022182169905691,5,5,0.0,0.03393434386008507,0.020369564546830768
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0.05,8,0.8,0.0363250333815421,0.03546123621793852,0.0421984383081373,1.054193494539628,0.009057736743028,0,0.0,0.7726279045621286,5,5,0.0,0.0029635184368568424,0.0022140375416944223
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0.05,32,0.8,0.0497625759158294,0.0480264570477476,0.0591148586532526,0.2943677318630086,0.0137104029676238,0,0.0,0.7634123726266588,5,5,0.0,0.005099705036905154,0.003743687130245698
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0.1,8,0.7085714285714285,0.0530936260218168,0.29250314846295467,0.8513231747433201,1.979084343494804,0.0179781007024667,0,0.0,0.6008331907850628,5,5,0.055988336977901225,0.16606626281146405,0.10520280950608665
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0.1,32,0.8,0.0522257871823086,0.19187618765065015,0.6866130801988295,0.9915219891303976,0.0361419758242045,0,0.0,0.6957375254658444,5,5,0.0,0.12646028286931169,0.058063577632645975
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0.2,8,0.8,0.0661028441940214,0.06726616021398266,0.1053814217057284,4.060836038077338,0.0383680646942331,0,0.0,0.7501931258981213,5,5,0.0,0.015231149440403161,0.01076580469934783
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0.2,32,0.7733333333333333,0.0961151242662882,0.10454274956507432,0.2119540177438077,1.4436064178312638,0.0604801926457453,0,0.0,0.7035327873838396,5,5,0.026666666666666665,0.03346116471794198,0.036270797761622654
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0.5,8,0.7733333333333333,0.0748660867338184,0.19378624235897407,0.6648421071616337,11.34589817207843,0.1016412824938613,0,0.0,0.6757002148424714,5,5,0.026666666666666682,0.1191540820795662,0.06990587318538762
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,0.5,32,0.6533333333333333,1.2668565096280264,0.933948632529488,1.3571523434414612,5.35436133549442,0.1900250377358927,0,0.0,0.38423127741574054,5,5,0.06716480559869963,0.24081147914859688,0.093807551658195
fisher_kpp,pod_tv_diff,POD + TV differentiation,0.05,8,0.8,0.036791482103867,0.03400403328729832,0.0412598138151395,0.0432971863375489,0.0045425857953549,0,0.0,0.7737227311800582,5,5,0.0,0.0032840689386429084,0.0024683622938207815
fisher_kpp,pod_tv_diff,POD + TV differentiation,0.05,32,0.8,0.0358046615573492,0.03292920721061398,0.0396731242926389,0.051866056953495,0.0085353894547487,0,0.0,0.7745247037787744,5,5,0.0,0.0031131584352212635,0.0023439646979765525
fisher_kpp,pod_tv_diff,POD + TV differentiation,0.1,8,0.8,0.0243896965530467,0.026771132893521243,0.0335854575370595,0.0642009577890015,0.0088010680671058,0,0.0,0.7791548668681438,5,5,0.0,0.00212902071401183,0.0016117021641519288
fisher_kpp,pod_tv_diff,POD + TV differentiation,0.1,32,0.8,0.0249966726992588,0.03104366366304596,0.0432974355310781,0.1030861010861499,0.01704983634507,0,0.0,0.7759784777969746,5,5,0.0,0.004750348198326802,0.0035625177983585423
fisher_kpp,pod_tv_diff,POD + TV differentiation,0.2,8,0.8,0.0282693670634872,0.027734750705787802,0.0328830716529054,0.1181277220322422,0.0179908590030078,0,0.0,0.7784227644758019,5,5,0.0,0.0020001215544227934,0.0015156372695912302
fisher_kpp,pod_tv_diff,POD + TV differentiation,0.2,32,0.7733333333333333,0.033331389613219,0.19421055483351773,0.8323391520551179,0.1421709356943434,0.029903282273315,0,0.0,0.691371503852598,5,5,0.026666666666666665,0.15959240337609903,0.08194891655180718
fisher_kpp,pod_tv_diff,POD + TV differentiation,0.5,8,0.6424242424242423,0.8886856724922447,0.9065662700213716,0.9528903100009348,0.1655140272546557,0.0375642331124652,0,0.0,0.33690105806970694,5,5,0.024242424242424246,0.013357572929893492,0.012239864285658783
fisher_kpp,pod_tv_diff,POD + TV differentiation,0.5,32,0.593939393939394,0.8963312612443698,0.8733473641777051,0.9773258690846685,0.2299945044955175,0.0657448225432853,0,0.0,0.31718853015764503,5,5,0.02969078476100822,0.03901530252967103,0.014902260097089049
