system,method,sparse_factor,noise,seed,fold,lam,cv_mse,solver_primal_objective,solver_dual_objective,solver_primal_dual_gap,solver_relative_primal_dual_gap,solver_max_relative_gap,solver_kkt_stationarity_max,solver_kkt_complementarity_gap,solver_kkt_subgradient_prox_max,solver_masked_dual_stationarity_max,solver_dual_box_violation,solver_dual_scale_min,solver_converged,solver_iterations,solver_rho,solver_tolerance,solver_method,solver_elapsed_seconds,solver_n_observed,solver_n_times,solver_n_channels,solver_objective
burgers,tv_diff,8,0.1,2,1,0.001,0.015414550070729704,"[0.004983358673270567, 0.006204762956047436, 0.006579983496230053, 0.005374100744410522, 0.004337483826217445, 0.005321575454632193, 0.006935637333956047, 0.00413282242190883]","[0.004981307910804533, 0.006202682556695199, 0.006578037905590078, 0.005371794775960624, 0.0043358663994305085, 0.0053198834263364515, 0.0069325007610770845, 0.004131803990959345]","[2.050762466033855e-06, 2.0803993522368336e-06, 1.9455906399750214e-06, 2.3059684498977218e-06, 1.6174267869362852e-06, 1.6920282957418042e-06, 3.136572878962955e-06, 1.0184309494854979e-06]","[2.050762466033855e-06, 2.0803993522368336e-06, 1.9455906399750214e-06, 2.3059684498977218e-06, 1.6174267869362852e-06, 1.6920282957418042e-06, 3.136572878962955e-06, 1.0184309494854979e-06]",3.136572878962955e-06,1.3928736472684777e-06,"[2.0507444412204423e-06, 2.0803878180960036e-06, 1.945581301178792e-06, 2.3059497062166354e-06, 1.6174145913584043e-06, 1.6920179500843138e-06, 3.1365516624977385e-06, 1.0184251287024063e-06]",7.873964979977777e-05,4.336808689942018e-19,0.0,0.999535784872111,True,50,0.02,1e-05,banded ADMM with dual certificate,0.0025058090000129596,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,1,0.01,0.013694033479973245,"[0.041567659130968264, 0.053507399558816615, 0.057119547323217834, 0.045565599553965275, 0.036917988113766786, 0.04552589664187232, 0.0604998157140812, 0.034685209994466504]","[0.04156765074739131, 0.05350732441261862, 0.057119440094559645, 0.045565565332750614, 0.03691790919439725, 0.0455253596216054, 0.060499793788158514, 0.0346851847470062]","[8.383576950710125e-09, 7.514619799336986e-08, 1.0722865818879601e-07, 3.4221214660623556e-08, 7.89193695394097e-08, 5.370202669219282e-07, 2.192592268857041e-08, 2.5247460302968427e-08]","[8.383576950710125e-09, 7.514619799336986e-08, 1.0722865818879601e-07, 3.4221214660623556e-08, 7.89193695394097e-08, 5.370202669219282e-07, 2.192592268857041e-08, 2.5247460302968427e-08]",5.370202669219282e-07,4.131140777796638e-07,"[8.383576416415295e-09, 7.514617240272914e-08, 1.0722861373130277e-07, 3.422121021279256e-08, 7.891933847051225e-08, 5.370188037034929e-07, 2.192592130079163e-08, 2.5247454991245144e-08]",2.685197221685698e-06,3.469446951953614e-18,0.0,0.9999862296404615,True,75,0.20400000000000001,1e-05,banded ADMM with dual certificate,0.0035687730000972806,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,1,0.1,0.011269542130944863,"[0.104904989671788, 0.1540452022861763, 0.17373599850235608, 0.19927671849714995, 0.14622772406951728, 0.15244061646082588, 0.1813278250962909, 0.10206222058116582]","[0.1049049873423888, 0.15404207835032604, 0.17373420583440075, 0.19927671849498277, 0.1462277240693727, 0.15244060704346918, 0.18132779021901793, 0.10205532299534183]","[2.3293992013062592e-09, 3.1239358502521686e-06, 1.792667955330396e-06, 2.167183099643921e-12, 1.44578793381811e-13, 9.417356700014423e-09, 3.487727295858889e-08, 6.897585823992247e-06]","[2.3293992013062592e-09, 3.1239358502521686e-06, 1.792667955330396e-06, 2.167183099643921e-12, 1.44578793381811e-13, 9.417356700014423e-09, 3.487727295858889e-08, 6.897585823992247e-06]",6.897585823992247e-06,1.2912630742711873e-06,"[2.3293991631423427e-09, 3.123933163706738e-06, 1.7926679447451133e-06, 2.1670790162353626e-12, 1.4459267116961882e-13, 9.417356644503272e-09, 3.487727177550748e-08, 6.897579868180015e-06]",1.0537069417733413e-05,2.7755575615628914e-17,0.0,0.9999908410034496,True,150,1.02,1e-05,banded ADMM with dual certificate,0.006594745999791485,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,1,1.0,0.01155498908391809,"[0.14009215252664992, 0.2134099563548191, 0.23993993083096565, 0.3498500977762129, 0.3442459807025533, 0.23642738167321423, 0.22676467911003434, 0.13940474437928277]","[0.14009046357334912, 0.21340995503604776, 0.23993993044992357, 0.34985009777620624, 0.3442459807025387, 0.23641796991814476, 0.22676467911001025, 0.1394047424399552]","[1.6889533007991009e-06, 1.3187713421292102e-09, 3.8104208677225415e-10, 6.661338147750939e-15, 1.459943277382081e-14, 9.411755069466121e-06, 2.4091839634365897e-14, 1.939327559652426e-09]","[1.6889533007991009e-06, 1.3187713421292102e-09, 3.8104208677225415e-10, 6.661338147750939e-15, 1.459943277382081e-14, 9.411755069466121e-06, 2.4091839634365897e-14, 1.939327559652426e-09]",9.411755069466121e-06,6.464669849437499e-08,"[1.6889533007722127e-06, 1.3187713698847858e-09, 3.810421561611932e-10, 6.63358257213531e-15, 1.4183099139586375e-14, 9.411755057128768e-06, 2.4015511801422917e-14, 1.939327587408002e-09]",7.077459855536761e-07,2.7755575615628914e-16,0.0,0.9999997167849226,True,1375,5.1,1e-05,banded ADMM with dual certificate,0.05726110100022197,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,1,10.0,0.020800409260799707,"[0.14380980795180218, 0.3456394414499665, 0.5525482373985668, 0.6884484748792021, 1.0564171185699192, 0.7613720698788388, 0.3875542358832587, 0.14127792048177892]","[0.1437998264077587, 0.34563944144991554, 0.5525482373985499, 0.6884484748791175, 1.056417118569844, 0.7613720577871516, 0.38755423588319965, 0.1412752615949783]","[9.981544043469182e-06, 5.0959236830294685e-14, 1.6986412276764895e-14, 8.459899447643693e-14, 7.505107646466058e-14, 1.2091687207060886e-08, 5.906386491005833e-14, 2.6588868006216515e-06]","[9.981544043469182e-06, 5.0959236830294685e-14, 1.6986412276764895e-14, 8.459899447643693e-14, 7.104303323507088e-14, 1.2091687207060886e-08, 5.906386491005833e-14, 2.6588868006216515e-06]",9.981544043469182e-06,3.743928500554716e-09,"[9.981544043546282e-06, 4.959921362512887e-14, 1.662558979376172e-14, 8.54316617449058e-14, 7.67996777284452e-14, 1.2091687262572037e-08, 5.950795411990839e-14, 2.6588868006237403e-06]",2.3683553429520998e-07,3.552713678800501e-15,0.0,0.9999999897725819,True,800,102.0,1e-05,banded ADMM with dual certificate,0.03564452899991011,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,1,100.0,0.032621499329516745,"[0.14379982660852458, 0.3533985906308667, 0.6808343364429614, 0.7166253833467847, 1.1135594892246046, 1.0908527488585846, 0.39559498364150075, 0.14127526160559825]","[0.14379982660849452, 0.3533985906306843, 0.6808343364428787, 0.7166253833465045, 1.1135594892243252, 1.0908527488585098, 0.3955949836412458, 0.14127526160558346]","[3.0059288391726113e-14, 1.8240964294591322e-13, 8.271161533457416e-14, 2.802202914153895e-13, 2.793321129956894e-13, 7.482903185973555e-14, 2.549627176051672e-13, 1.479372180313021e-14]","[3.0059288391726113e-14, 1.8240964294591322e-13, 8.271161533457416e-14, 2.802202914153895e-13, 2.508461520903516e-13, 6.859682201656733e-14, 2.549627176051672e-13, 1.479372180313021e-14]",2.802202914153895e-13,1.659783421814609e-14,"[3.00892227784743e-14, 1.837713734780078e-13, 8.304304666471009e-14, 2.8161936847562424e-13, 2.781343554963394e-13, 7.333510651798551e-14, 2.544634641972438e-13, 1.481475581836957e-14]",4.440892098500626e-16,5.329070518200751e-15,0.0,1.0,True,0,0.0,1e-05,affine exact solution,0.0004056220000165922,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,1,1000.0,0.032621499329516745,"[0.14379982660879548, 0.35339859063251694, 0.6808343364437065, 0.7166253833492999, 1.1135594892271103, 1.0908527488592592, 0.3955949836438153, 0.1412752616057316]","[0.14379982660849452, 0.3533985906306843, 0.6808343364428787, 0.7166253833465045, 1.1135594892243252, 1.0908527488585098, 0.3955949836412458, 0.14127526160558346]","[3.009537064002643e-13, 1.832645146748746e-12, 8.277822871605167e-13, 2.7954305537036817e-12, 2.7851054795746677e-12, 7.494005416219807e-13, 2.5695001681924623e-12, 1.481315070606115e-13]","[3.009537064002643e-13, 1.832645146748746e-12, 8.277822871605167e-13, 2.7954305537036817e-12, 2.5010836928952304e-12, 6.869859771684616e-13, 2.5695001681924623e-12, 1.481315070606115e-13]",2.7954305537036817e-12,1.659783421814609e-14,"[3.0096629355225275e-13, 1.8340138161747446e-12, 8.281501476836482e-13, 2.7967949362943966e-12, 2.7839424165448374e-12, 7.479907503688155e-13, 2.5690182620192987e-12, 1.4815536000149934e-13]",4.440892098500626e-16,5.329070518200751e-15,0.0,1.0,True,0,0.0,1e-05,affine exact solution,0.00027295099971524905,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,2,0.0,0.01717850213338422,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,True,0,0.0,1e-05,zero-penalty interpolation,0.000314885000079812,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,2,0.0001,0.01988773940998672,"[0.0003800789531592123, 0.0005350930581148949, 0.00047406902192301985, 0.0005467895219781273, 0.0005740189271565124, 0.00042704283825981197, 0.000660071116892731, 0.00039753171644344934]","[0.000379955817802998, 0.0005340998000554396, 0.000473880208198756, 0.0005465436128347016, 0.0005734750709401641, 0.0004267320261913402, 0.0006590989814473795, 0.0003970725079650465]","[1.2313535621428628e-07, 9.932580594553377e-07, 1.8881372426383892e-07, 2.459091434256445e-07, 5.438562163483486e-07, 3.1081206847176834e-07, 9.721354453514578e-07, 4.592084784028525e-07]","[1.2313535621428628e-07, 9.932580594553377e-07, 1.8881372426383892e-07, 2.459091434256445e-07, 5.438562163483486e-07, 3.1081206847176834e-07, 9.721354453514578e-07, 4.592084784028525e-07]",9.932580594553377e-07,5.147057471902505e-07,"[1.2313526023951735e-07, 9.932549410401979e-07, 1.8881356961746943e-07, 2.459089863020899e-07, 5.438554800210084e-07, 3.10811661493552e-07, 9.721329413680006e-07, 4.592075583513826e-07]",2.3502514128970198e-05,2.710505431213761e-20,0.0,0.9982847395529962,True,50,0.02,1e-05,banded ADMM with dual certificate,0.002481633000115835,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,2,0.001,0.01893309962219777,"[0.00370324082400202, 0.005255532554490627, 0.0046498298199792705, 0.00539145099001585, 0.005661901005626893, 0.004194029399697403, 0.006499100792970831, 0.0039017331809804716]","[0.003702254803897546, 0.005254074048257623, 0.0046480640412094555, 0.00538922274584692, 0.005660825617394006, 0.004192929258324289, 0.006497306098119377, 0.003900590715986625]","[9.860201044737706e-07, 1.458506233004489e-06, 1.7657787698150545e-06, 2.228244168929819e-06, 1.0753882328864983e-06, 1.1001413731141427e-06, 1.7946948514544273e-06, 1.1424649938467958e-06]","[9.860201044737706e-07, 1.458506233004489e-06, 1.7657787698150545e-06, 2.228244168929819e-06, 1.0753882328864983e-06, 1.1001413731141427e-06, 1.7946948514544273e-06, 1.1424649938467958e-06]",2.228244168929819e-06,1.3315044292776766e-06,"[9.860123199394687e-07, 1.4584977249890163e-06, 1.765761251248596e-06, 2.228227427521212e-06, 1.075384449111122e-06, 1.1001353959691484e-06, 1.7946864932063059e-06, 1.142456786016547e-06]",5.2093504539219015e-05,4.336808689942018e-19,0.0,0.9995562063816414,True,50,0.02,1e-05,banded ADMM with dual certificate,0.0026238079999529873,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,2,0.01,0.01688379199431037,"[0.029377935193010848, 0.04341710177492158, 0.037750213022666214, 0.047309235374844744, 0.048986220469764946, 0.03527708798408857, 0.05572375768903647, 0.03266064962681302]","[0.02937745271862777, 0.04341166617971564, 0.03774808142385896, 0.04730723983455979, 0.048985059116577634, 0.03527561252523837, 0.05572160897540764, 0.03265811293731857]","[4.824743830775247e-07, 5.435595205938171e-06, 2.1315988072562186e-06, 1.9955402849533566e-06, 1.161353187312253e-06, 1.4754588502016719e-06, 2.148713628830068e-06, 2.536689494445077e-06]","[4.824743830775247e-07, 5.435595205938171e-06, 2.1315988072562186e-06, 1.9955402849533566e-06, 1.161353187312253e-06, 1.4754588502016719e-06, 2.148713628830068e-06, 2.536689494445077e-06]",5.435595205938171e-06,4.1269520757655775e-06,"[4.824720353617529e-07, 5.435415600267557e-06, 2.131563849133017e-06, 1.995522048901799e-06, 1.161347314669603e-06, 1.4754462411038782e-06, 2.1486949612833928e-06, 2.536644607753491e-06]",2.1875608835653093e-05,3.469446951953614e-18,0.0,0.9998624361673699,True,50,0.10200000000000001,1e-05,banded ADMM with dual certificate,0.002520701999856101,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,2,0.1,0.013592846708273543,"[0.08272632423522198, 0.14245021362770913, 0.10739400403072791, 0.1798335268819322, 0.1571951665405203, 0.14947366484099833, 0.18629591082511737, 0.13226693107228138]","[0.08272509243270075, 0.14244874373508534, 0.10739399952344408, 0.17983175466724916, 0.1571951661366824, 0.14947366461594802, 0.186293430136376, 0.132266931064632]","[1.2318025212343375e-06, 1.4698926237843857e-06, 4.507283823951269e-09, 1.772214683032347e-06, 4.0383787980324826e-10, 2.25050311719599e-10, 2.480688741368642e-06, 7.649381128516097e-12]","[1.2318025212343375e-06, 1.4698926237843857e-06, 4.507283823951269e-09, 1.772214683032347e-06, 4.0383787980324826e-10, 2.25050311719599e-10, 2.480688741368642e-06, 7.649381128516097e-12]",2.480688741368642e-06,6.408709131433543e-07,"[1.2318024662366645e-06, 1.469892426254893e-06, 4.507283820481822e-09, 1.7722145852980264e-06, 4.0383787286435435e-10, 2.2505027702512947e-10, 2.4806873374083604e-06, 7.649353372940482e-12]",4.580438137988252e-06,2.7755575615628914e-17,0.0,0.9999968162853532,True,125,0.51,1e-05,banded ADMM with dual certificate,0.005712034000225685,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,2,1.0,0.012352923411826274,"[0.10472469418021517, 0.25586882887356754, 0.1791273855502932, 0.30494189755110407, 0.3494968532051451, 0.26724292876905203, 0.2561085482978775, 0.18572660349180145]","[0.1047246468183303, 0.2558688288734038, 0.17912738549455381, 0.30494189755109796, 0.34949685320513413, 0.2672429287690486, 0.2561085482978714, 0.18571718690885614]","[4.736188487231008e-08, 1.637578961322106e-13, 5.5739385329545144e-11, 6.106226635438361e-15, 1.099120794378905e-14, 3.4416913763379853e-15, 6.106226635438361e-15, 9.416582945315222e-06]","[4.736188487231008e-08, 1.637578961322106e-13, 5.5739385329545144e-11, 6.106226635438361e-15, 1.099120794378905e-14, 3.4416913763379853e-15, 6.106226635438361e-15, 9.416582945315222e-06]",9.416582945315222e-06,3.1499164387938094e-11,"[4.736188488727207e-08, 1.6389667401028873e-13, 5.573961431304397e-11, 5.88418203051333e-15, 1.1185496973098452e-14, 3.594347042223944e-15, 6.071532165918825e-15, 9.416582945377889e-06]",5.272272239620346e-07,2.220446049250313e-16,0.0,0.9999999998109641,True,1050,10.2,1e-05,banded ADMM with dual certificate,0.04487497199988866,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,2,10.0,0.02008309054732514,"[0.10499096664384125, 0.39493873409705826, 0.5553575610411442, 0.5924677643401087, 1.0313284554862485, 0.8733072189180651, 0.4406442266504286, 0.18574942153796728]","[0.10498144179094057, 0.39493873409701463, 0.5553575610411182, 0.5924677643394352, 1.0313284554861233, 0.8733072189139274, 0.4406442262675878, 0.18574876184802191]","[9.524852900677505e-06, 4.363176486776865e-14, 2.5979218776228663e-14, 6.735723090400825e-13, 1.2523315717771766e-13, 4.137690190475496e-12, 3.828408146056006e-10, 6.596899453648053e-07]","[9.524852900677505e-06, 4.363176486776865e-14, 2.5979218776228663e-14, 6.735723090400825e-13, 1.214289749415214e-13, 4.137690190475496e-12, 3.828408146056006e-10, 6.596899453648053e-07]",9.524852900677505e-06,6.896021531588303e-10,"[9.524852900654596e-06, 4.418687638008123e-14, 2.6478819137309983e-14, 6.732531199205027e-13, 1.2351231148954867e-13, 4.134914632913933e-12, 3.8284286851819616e-10, 6.596899452454391e-07]",3.906755940974449e-08,1.7763568394002505e-15,0.0,0.9999999983036171,True,675,408.0,1e-05,banded ADMM with dual certificate,0.02855740999984846,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,2,100.0,0.02943472965836862,"[0.10498144194703395, 0.40508728424886387, 0.7985429724169602, 0.6181297071464468, 1.101656743796572, 1.3340275349626538, 0.4569585909884828, 0.18574876184865796]","[0.10498144194701611, 0.40508728424867074, 0.7985429724169132, 0.6181297071461785, 1.1016567437962175, 1.334027534962587, 0.4569585909882293, 0.18574876184863234]","[1.7832957333041577e-14, 1.9312329513354598e-13, 4.696243394164412e-14, 2.682298827494378e-13, 3.54605234065275e-13, 6.683542608243442e-14, 2.535194276731545e-13, 2.5618396293225487e-14]","[1.7832957333041577e-14, 1.9312329513354598e-13, 4.696243394164412e-14, 2.682298827494378e-13, 3.2188359583151165e-13, 5.010048468325317e-14, 2.535194276731545e-13, 2.5618396293225487e-14]",3.2188359583151165e-13,3.169686735304822e-14,"[1.780897557236217e-14, 1.9305340898325371e-13, 4.627399441168759e-14, 2.681102345677453e-13, 3.5800028509624944e-13, 6.745156096669722e-14, 2.5309359147131885e-13, 2.5662632713042714e-14]",4.440892098500626e-16,7.105427357601002e-15,0.0,1.0,True,0,0.0,1e-05,affine exact solution,0.0002981790003104834,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,tv_diff,8,0.1,2,2,1000.0,0.02943472965836862,"[0.10498144194719407, 0.40508728425060314, 0.7985429724173815, 0.6181297071488667, 1.1016567437997977, 1.334027534963262, 0.45695859099076225, 0.18574876184888892]","[0.10498144194701611, 0.40508728424867074, 0.7985429724169132, 0.6181297071461785, 1.1016567437962175, 1.334027534962587, 0.4569585909882293, 0.18574876184863234]","[1.7795487305960478e-13, 1.9323986855113162e-12, 4.68292071786891e-13, 2.6881830095248915e-12, 3.580247209811205e-12, 6.750155989720952e-13, 2.5329738306822946e-12, 2.565725409908737e-13]","[1.7795487305960478e-13, 1.9323986855113162e-12, 4.68292071786891e-13, 2.6881830095248915e-12, 3.2498754534577944e-12, 5.059982506213296e-13, 2.5329738306822946e-12, 2.565725409908737e-13]",3.2498754534577944e-12,3.169686735304822e-14,"[1.7793479442674632e-13, 1.9322871659976004e-12, 4.676166426830043e-13, 2.688049483555391e-12, 3.5835451163275247e-12, 6.755588754703669e-13, 2.5325202389048434e-12, 2.566302215176297e-13]",4.440892098500626e-16,7.105427357601002e-15,0.0,1.0,True,0,0.0,1e-05,affine exact solution,0.00023491499996453058,35,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_tv_diff,8,0.1,2,0,0.0,0.012906162634404597,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,True,0,0.0,1e-05,zero-penalty interpolation,0.0005457339998429234,34,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_tv_diff,8,0.1,2,0,0.0001,0.01383695084172262,"[0.0004320261025211252, 0.00045424013784894815, 0.0006703519500790086, 0.0005914659526041565, 0.001029769252018996, 0.0009734206217595608, 0.0011742579215202528, 0.0010431490930199985]","[0.0004318404396051486, 0.0004539802527193012, 0.0006701047351312873, 0.0005904886268856839, 0.0010290326632126897, 0.0009715997363280608, 0.001172103164379198, 0.0010406716225243996]","[1.8566291597660106e-07, 2.5988512964694385e-07, 2.4721494772139176e-07, 9.773257184725803e-07, 7.365888063063254e-07, 1.8208854315000713e-06, 2.1547571410548017e-06, 2.4774704955989393e-06]","[1.8566291597660106e-07, 2.5988512964694385e-07, 2.4721494772139176e-07, 9.773257184725803e-07, 7.365888063063254e-07, 1.8208854315000713e-06, 2.1547571410548017e-06, 2.4774704955989393e-06]",2.4774704955989393e-06,7.231134766971683e-07,"[1.8566288146416908e-07, 2.598848632967424e-07, 2.4721479896115586e-07, 9.773234544702266e-07, 7.36588307675241e-07, 1.8208823393141673e-06, 2.1547540793580722e-06, 2.4774648358007884e-06]",2.418706696893924e-05,4.999332111482735e-14,0.0,0.997590932680427,True,50,0.02,1e-05,banded ADMM with dual certificate,0.004287096000098245,34,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_tv_diff,8,0.1,2,0,0.001,0.01371648619295756,"[0.004226191147387972, 0.004450929068734313, 0.006605645429990417, 0.00583156084065166, 0.010215374139019866, 0.009662969981298421, 0.011648850262850835, 0.010347135770446348]","[0.004224809601752229, 0.0044492903312177675, 0.006604144014500219, 0.005829724227702263, 0.010211050695374715, 0.009659945599425412, 0.011641936811173263, 0.010342913189018938]","[1.3815456357431366e-06, 1.6387375165452175e-06, 1.501415490197909e-06, 1.8366129493968195e-06, 4.323443645150651e-06, 3.024381873009685e-06, 6.913451677572832e-06, 4.222581427409597e-06]","[1.3815456357431366e-06, 1.6387375165452175e-06, 1.501415490197909e-06, 1.8366129493968195e-06, 4.323443645150651e-06, 3.024381873009685e-06, 6.913451677572832e-06, 4.222581427409597e-06]",6.913451677572832e-06,1.7212569199975304e-06,"[1.3815341733313877e-06, 1.6387237140340002e-06, 1.5014094672171838e-06, 1.8366043628903136e-06, 4.323426029717234e-06, 3.024374170445404e-06, 6.913418259809484e-06, 4.222565780876916e-06]",9.634666004157758e-05,3.797439793173929e-14,0.0,0.9994262848486197,True,50,0.02,1e-05,banded ADMM with dual certificate,0.004435308999745757,34,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_tv_diff,8,0.1,2,0,0.01,0.013292448164880814,"[0.03484032470688888, 0.036934441506253385, 0.056917233595469435, 0.05102271032658742, 0.0939177396550658, 0.09001955855627847, 0.10802472558269792, 0.09515628335422709]","[0.03484031984477339, 0.036933828969360635, 0.056917158222834226, 0.05102268716784095, 0.09391725493923551, 0.09001947649578357, 0.10802461133186145, 0.0951560305322301]","[4.8621154880024164e-09, 6.125368927495378e-07, 7.53726352095696e-08, 2.3158746476070746e-08, 4.847158302789811e-07, 8.206049489922762e-08, 1.1425083647209622e-07, 2.5282199699050434e-07]","[4.8621154880024164e-09, 6.125368927495378e-07, 7.53726352095696e-08, 2.3158746476070746e-08, 4.847158302789811e-07, 8.206049489922762e-08, 1.1425083647209622e-07, 2.5282199699050434e-07]",6.125368927495378e-07,5.575975218566342e-07,"[4.862192502785856e-09, 6.12534489640576e-07, 7.537260404699708e-08, 2.3158743402140747e-08, 4.847155373605139e-07, 8.206048827952284e-08, 1.1425082474536552e-07, 2.5282192023245997e-07]",3.879247410853992e-06,2.4927976349786718e-14,0.0,0.9999814134163115,True,75,0.20400000000000001,1e-05,banded ADMM with dual certificate,0.006094441999721312,34,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_tv_diff,8,0.1,2,0,0.1,0.012237458383153876,"[0.1165509881018379, 0.1314233251533366, 0.19136379127386055, 0.19948329798586717, 0.39856498526289014, 0.4579921396214003, 0.4740479102463806, 0.4466547832949487]","[0.11655076749267437, 0.13141611935135394, 0.19136376798245677, 0.19948329452308186, 0.39856490700558866, 0.457992139349178, 0.47404791007731184, 0.4466547832944386]","[2.2060916352040216e-07, 7.2058019826570785e-06, 2.329140377788086e-08, 3.4627853084945315e-09, 7.825730147237309e-08, 2.722223002571411e-10, 1.690687589928075e-10, 5.100919686640282e-13]","[2.2060916352040216e-07, 7.2058019826570785e-06, 2.329140377788086e-08, 3.4627853084945315e-09, 7.825730147237309e-08, 2.722223002571411e-10, 1.690687589928075e-10, 5.100919686640282e-13]",7.2058019826570785e-06,1.106597068450954e-06,"[2.206092325554576e-07, 7.205799064199936e-06, 2.3291405873426818e-08, 3.4627845035828386e-09, 7.825729833599304e-08, 2.722223002571411e-10, 1.6906892552626118e-10, 5.100364575127969e-13]",1.2121898399108932e-05,2.330774462322438e-14,0.0,0.9999936803102979,True,125,0.51,1e-05,banded ADMM with dual certificate,0.009829945000092266,34,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_tv_diff,8,0.1,2,0,1.0,0.012057556422646299,"[0.40981996970165874, 0.48996319230251906, 0.6144625633109131, 0.5837961722126916, 0.7839923348256317, 0.6630304588712527, 0.6394430667845288, 0.6042295576568907]","[0.40981996970158163, 0.4899631923024702, 0.6144625633108995, 0.5837961722126854, 0.7839923348256296, 0.6630304588427564, 0.6394333248796998, 0.6042293454900334]","[7.710498906021712e-14, 4.884981308350689e-14, 1.354472090042691e-14, 6.217248937900877e-15, 2.1094237467877974e-15, 2.8496316417658818e-11, 9.74190482894155e-06, 2.1216685730518492e-07]","[7.710498906021712e-14, 4.884981308350689e-14, 1.354472090042691e-14, 6.217248937900877e-15, 2.1094237467877974e-15, 2.8496316417658818e-11, 9.74190482894155e-06, 2.1216685730518492e-07]",9.74190482894155e-06,2.3733257636937566e-08,"[3.702593787124897e-14, 3.186340080674199e-14, 1.3378187446733136e-14, 6.328271240363392e-15, 2.1371793224034263e-15, 2.8496348943723993e-11, 9.741904826428586e-06, 2.1216685744352912e-07]",4.3526799620163814e-07,1.3322676295501878e-14,0.0,0.9999999415240172,True,2050,5.1,1e-05,banded ADMM with dual certificate,0.10986424800012173,34,51,8,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
