system,method,sparse_factor,noise,seed,feature,equation,coef,true_coef
lorenz63,edmd_poly3,16,0.1,1,z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,z,2,-3.047587174172806,-2.6666666666666665
lorenz63,edmd_poly3,16,0.1,1,x*x,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*y,2,1.0000086884341557,1.0
lorenz63,edmd_poly3,16,0.1,1,x*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*z,1,-0.8483777487151052,-1.0
lorenz63,edmd_poly3,16,0.1,1,x*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x*x,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x*x,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x*x,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*x*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*y*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*y*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*y*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*y*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*y*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*y*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,x*z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*y*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*y*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*y*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*y*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*y*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*y*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,y*z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,z*z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,z*z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,1,z*z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,1,0,12.711732123983825,0.0
lorenz63,tv_diff,16,0.1,1,1,1,1.5634993457317559,0.0
lorenz63,tv_diff,16,0.1,1,1,2,19.100918473094982,0.0
lorenz63,tv_diff,16,0.1,1,x,0,-8.619051468598231,-10.0
lorenz63,tv_diff,16,0.1,1,x,1,13.270822436525519,28.0
lorenz63,tv_diff,16,0.1,1,x,2,0.1417283033610637,0.0
lorenz63,tv_diff,16,0.1,1,y,0,8.67114593195178,10.0
lorenz63,tv_diff,16,0.1,1,y,1,2.0450564053734563,-1.0
lorenz63,tv_diff,16,0.1,1,y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,z,0,-0.690342326082349,0.0
lorenz63,tv_diff,16,0.1,1,z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,z,2,-3.583898652329303,-2.6666666666666665
lorenz63,tv_diff,16,0.1,1,x*x,0,0.17297650276310478,0.0
lorenz63,tv_diff,16,0.1,1,x*x,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x,2,0.5207261871326072,0.0
lorenz63,tv_diff,16,0.1,1,x*y,0,-0.10532213228403654,0.0
lorenz63,tv_diff,16,0.1,1,x*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*y,2,0.0,1.0
lorenz63,tv_diff,16,0.1,1,x*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*z,1,-0.5926818450555835,-1.0
lorenz63,tv_diff,16,0.1,1,x*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*y,2,0.3659902491240499,0.0
lorenz63,tv_diff,16,0.1,1,y*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x*x,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x*x,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x*x,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*x*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*y*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*y*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*y*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*y*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*y*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*y*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,x*z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*y*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*y*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*y*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*y*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*y*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*y*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,y*z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,1,z*z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,1,z*z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,1,z*z*z,2,0.0,0.0
lorenz63,baseline,16,0.1,2,1,0,-0.746708382493847,0.0
lorenz63,baseline,16,0.1,2,1,1,2.3186938876182563,0.0
lorenz63,baseline,16,0.1,2,1,2,-4.092515131168315,0.0
lorenz63,baseline,16,0.1,2,x,0,-7.756002909015671,-10.0
lorenz63,baseline,16,0.1,2,x,1,16.184891177046055,28.0
lorenz63,baseline,16,0.1,2,x,2,0.0,0.0
lorenz63,baseline,16,0.1,2,y,0,7.874264057329547,10.0
lorenz63,baseline,16,0.1,2,y,1,1.2067345690974374,-1.0
lorenz63,baseline,16,0.1,2,y,2,0.0,0.0
lorenz63,baseline,16,0.1,2,z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,z,1,0.0,0.0
lorenz63,baseline,16,0.1,2,z,2,-2.031110856328837,-2.6666666666666665
lorenz63,baseline,16,0.1,2,x*x,0,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x,1,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x,2,0.0,0.0
lorenz63,baseline,16,0.1,2,x*y,0,0.0,0.0
lorenz63,baseline,16,0.1,2,x*y,1,0.0,0.0
lorenz63,baseline,16,0.1,2,x*y,2,0.8168128267344343,1.0
lorenz63,baseline,16,0.1,2,x*z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,x*z,1,-0.6779927460877903,-1.0
lorenz63,baseline,16,0.1,2,x*z,2,0.0,0.0
lorenz63,baseline,16,0.1,2,y*y,0,0.0,0.0
lorenz63,baseline,16,0.1,2,y*y,1,0.0,0.0
lorenz63,baseline,16,0.1,2,y*y,2,0.0,0.0
lorenz63,baseline,16,0.1,2,y*z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,y*z,1,0.0,0.0
lorenz63,baseline,16,0.1,2,y*z,2,0.0,0.0
lorenz63,baseline,16,0.1,2,z*z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,z*z,1,0.0,0.0
lorenz63,baseline,16,0.1,2,z*z,2,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x*x,0,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x*x,1,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x*x,2,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x*y,0,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x*y,1,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x*y,2,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x*z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x*z,1,0.0,0.0
lorenz63,baseline,16,0.1,2,x*x*z,2,0.0,0.0
lorenz63,baseline,16,0.1,2,x*y*y,0,0.0,0.0
lorenz63,baseline,16,0.1,2,x*y*y,1,0.0,0.0
lorenz63,baseline,16,0.1,2,x*y*y,2,0.0,0.0
lorenz63,baseline,16,0.1,2,x*y*z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,x*y*z,1,0.0,0.0
lorenz63,baseline,16,0.1,2,x*y*z,2,0.0,0.0
lorenz63,baseline,16,0.1,2,x*z*z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,x*z*z,1,0.0,0.0
lorenz63,baseline,16,0.1,2,x*z*z,2,0.0,0.0
lorenz63,baseline,16,0.1,2,y*y*y,0,0.0,0.0
lorenz63,baseline,16,0.1,2,y*y*y,1,0.0,0.0
lorenz63,baseline,16,0.1,2,y*y*y,2,0.0,0.0
lorenz63,baseline,16,0.1,2,y*y*z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,y*y*z,1,0.0,0.0
lorenz63,baseline,16,0.1,2,y*y*z,2,0.0,0.0
lorenz63,baseline,16,0.1,2,y*z*z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,y*z*z,1,0.0,0.0
lorenz63,baseline,16,0.1,2,y*z*z,2,0.0,0.0
lorenz63,baseline,16,0.1,2,z*z*z,0,0.0,0.0
lorenz63,baseline,16,0.1,2,z*z*z,1,0.0,0.0
lorenz63,baseline,16,0.1,2,z*z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,1,0,-2.3580924980585967,0.0
lorenz63,edmd_poly3,16,0.1,2,1,1,1.8547436947097942,0.0
lorenz63,edmd_poly3,16,0.1,2,1,2,-4.044683846862176,0.0
lorenz63,edmd_poly3,16,0.1,2,x,0,15.344286264047783,-10.0
lorenz63,edmd_poly3,16,0.1,2,x,1,25.16809529258551,28.0
lorenz63,edmd_poly3,16,0.1,2,x,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y,0,0.0,10.0
lorenz63,edmd_poly3,16,0.1,2,y,1,-0.35758962685057094,-1.0
lorenz63,edmd_poly3,16,0.1,2,y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,z,2,-2.461587586135871,-2.6666666666666665
lorenz63,edmd_poly3,16,0.1,2,x*x,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*y,2,0.9774309855256968,1.0
lorenz63,edmd_poly3,16,0.1,2,x*z,0,-0.5122424322997055,0.0
lorenz63,edmd_poly3,16,0.1,2,x*z,1,-0.9377866581368045,-1.0
lorenz63,edmd_poly3,16,0.1,2,x*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x*x,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x*x,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x*x,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*x*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*y*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*y*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*y*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*y*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*y*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*y*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,x*z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*y*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*y*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*y*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*y*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*y*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*y*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,y*z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,z*z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,z*z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,2,z*z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,1,0,-0.7459400045196567,0.0
lorenz63,tv_diff,16,0.1,2,1,1,2.3184714651488876,0.0
lorenz63,tv_diff,16,0.1,2,1,2,-4.094290313222317,0.0
lorenz63,tv_diff,16,0.1,2,x,0,-7.758192316609681,-10.0
lorenz63,tv_diff,16,0.1,2,x,1,16.185572801772253,28.0
lorenz63,tv_diff,16,0.1,2,x,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y,0,7.876108365536142,10.0
lorenz63,tv_diff,16,0.1,2,y,1,1.2065245323356237,-1.0
lorenz63,tv_diff,16,0.1,2,y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,z,2,-2.031127464126854,-2.6666666666666665
lorenz63,tv_diff,16,0.1,2,x*x,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*y,2,0.8168642348818393,1.0
lorenz63,tv_diff,16,0.1,2,x*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*z,1,-0.6780143507192965,-1.0
lorenz63,tv_diff,16,0.1,2,x*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x*x,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x*x,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x*x,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*x*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*y*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*y*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*y*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*y*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*y*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*y*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,x*z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*y*y,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*y*y,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*y*y,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*y*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*y*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*y*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,y*z*z,2,0.0,0.0
lorenz63,tv_diff,16,0.1,2,z*z*z,0,0.0,0.0
lorenz63,tv_diff,16,0.1,2,z*z*z,1,0.0,0.0
lorenz63,tv_diff,16,0.1,2,z*z*z,2,0.0,0.0
lorenz63,baseline,16,0.1,3,1,0,-0.9345740173329599,0.0
lorenz63,baseline,16,0.1,3,1,1,0.7677960082287434,0.0
lorenz63,baseline,16,0.1,3,1,2,21.17355598533272,0.0
lorenz63,baseline,16,0.1,3,x,0,-7.996549074370666,-10.0
lorenz63,baseline,16,0.1,3,x,1,16.596820352157472,28.0
lorenz63,baseline,16,0.1,3,x,2,0.0,0.0
lorenz63,baseline,16,0.1,3,y,0,8.05409754186311,10.0
lorenz63,baseline,16,0.1,3,y,1,1.1498771557632494,-1.0
lorenz63,baseline,16,0.1,3,y,2,0.0,0.0
lorenz63,baseline,16,0.1,3,z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,z,1,0.0,0.0
lorenz63,baseline,16,0.1,3,z,2,-3.4201506151604795,-2.6666666666666665
lorenz63,baseline,16,0.1,3,x*x,0,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x,1,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x,2,0.3677437302199298,0.0
lorenz63,baseline,16,0.1,3,x*y,0,0.0,0.0
lorenz63,baseline,16,0.1,3,x*y,1,0.0,0.0
lorenz63,baseline,16,0.1,3,x*y,2,0.570819965410136,1.0
lorenz63,baseline,16,0.1,3,x*z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,x*z,1,-0.6863548144063187,-1.0
lorenz63,baseline,16,0.1,3,x*z,2,0.0,0.0
lorenz63,baseline,16,0.1,3,y*y,0,0.0,0.0
lorenz63,baseline,16,0.1,3,y*y,1,0.0,0.0
lorenz63,baseline,16,0.1,3,y*y,2,0.0,0.0
lorenz63,baseline,16,0.1,3,y*z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,y*z,1,0.0,0.0
lorenz63,baseline,16,0.1,3,y*z,2,0.0,0.0
lorenz63,baseline,16,0.1,3,z*z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,z*z,1,0.0,0.0
lorenz63,baseline,16,0.1,3,z*z,2,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x*x,0,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x*x,1,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x*x,2,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x*y,0,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x*y,1,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x*y,2,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x*z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x*z,1,0.0,0.0
lorenz63,baseline,16,0.1,3,x*x*z,2,0.0,0.0
lorenz63,baseline,16,0.1,3,x*y*y,0,0.0,0.0
lorenz63,baseline,16,0.1,3,x*y*y,1,0.0,0.0
lorenz63,baseline,16,0.1,3,x*y*y,2,0.0,0.0
lorenz63,baseline,16,0.1,3,x*y*z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,x*y*z,1,0.0,0.0
lorenz63,baseline,16,0.1,3,x*y*z,2,0.0,0.0
lorenz63,baseline,16,0.1,3,x*z*z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,x*z*z,1,0.0,0.0
lorenz63,baseline,16,0.1,3,x*z*z,2,0.0,0.0
lorenz63,baseline,16,0.1,3,y*y*y,0,0.0,0.0
lorenz63,baseline,16,0.1,3,y*y*y,1,0.0,0.0
lorenz63,baseline,16,0.1,3,y*y*y,2,0.0,0.0
lorenz63,baseline,16,0.1,3,y*y*z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,y*y*z,1,0.0,0.0
lorenz63,baseline,16,0.1,3,y*y*z,2,0.0,0.0
lorenz63,baseline,16,0.1,3,y*z*z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,y*z*z,1,0.0,0.0
lorenz63,baseline,16,0.1,3,y*z*z,2,0.0,0.0
lorenz63,baseline,16,0.1,3,z*z*z,0,0.0,0.0
lorenz63,baseline,16,0.1,3,z*z*z,1,0.0,0.0
lorenz63,baseline,16,0.1,3,z*z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,1,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,1,1,-1.2340340270453776,0.0
lorenz63,edmd_poly3,16,0.1,3,1,2,-2.229161401972294,0.0
lorenz63,edmd_poly3,16,0.1,3,x,0,-8.823301030541646,-10.0
lorenz63,edmd_poly3,16,0.1,3,x,1,31.290167361952264,28.0
lorenz63,edmd_poly3,16,0.1,3,x,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,y,0,8.82253635312217,10.0
lorenz63,edmd_poly3,16,0.1,3,y,1,-1.7147881714897892,-1.0
lorenz63,edmd_poly3,16,0.1,3,y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,z,2,-2.4503763725862013,-2.6666666666666665
lorenz63,edmd_poly3,16,0.1,3,x*x,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*y,2,0.9540964251208183,1.0
lorenz63,edmd_poly3,16,0.1,3,x*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*z,1,-1.0923085369860608,-1.0
lorenz63,edmd_poly3,16,0.1,3,x*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,y*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,y*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,y*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,y*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,y*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,y*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,z*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,z*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,z*z,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x*x,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x*x,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x*x,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x*y,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x*y,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x*y,2,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x*z,0,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x*z,1,0.0,0.0
lorenz63,edmd_poly3,16,0.1,3,x*x*z,2,0.0,0.0
