system,method,method_label,sparse_factor,obs_dt,noise,seed,n_observed,observed_t_end,base_t_end,cropped_time,pod_rank,upsample,support_f1,coef_error,practical_score,threshold,exact_support,derivative_error,state_error,status,wall_seconds,tv_lambda,tv_cv_mse,tv_grid_edge,tv_grid_lower,tv_grid_upper,tv_cv_folds,tv_cv_spatial_points,tv_final_primal_objective,tv_final_dual_objective,tv_final_primal_dual_gap,tv_final_relative_primal_dual_gap,tv_final_max_relative_gap,tv_final_kkt_stationarity_max,tv_final_kkt_complementarity_gap,tv_final_kkt_subgradient_prox_max,tv_final_masked_dual_stationarity_max,tv_final_dual_box_violation,tv_final_dual_scale_min,tv_final_converged,tv_final_iterations,tv_final_rho,tv_final_tolerance,tv_final_method,tv_final_elapsed_seconds,tv_final_n_observed,tv_final_n_times,tv_final_n_channels,tv_final_objective
burgers,pod_tv_diff,POD + TV differentiation,32,0.16,0.5,2,13,1.92,2.0,0.08000000000000007,8,1,0.5,0.9545964020022777,0.255807285579674,0.03,0,0.8455330182434324,0.2288741306362236,ok,0.1263482990002558,10.0,0.24231480551395934,0.0,0.0,0.0,3.0,64.0,"[0.9402586610575623, 6.79593700788732, 5.521628972888501, 4.663170688258092, 3.9904302745791522, 3.637107898022895, 3.057880170118576, 2.274730499376756]","[0.940258661057543, 6.795937007887316, 5.5216289728885, 4.6631706882580914, 3.990430274579152, 3.6371078980228946, 3.057880170118576, 2.274730499376755]","[1.9317880628477724e-14, 3.552713678800501e-15, 8.881784197001252e-16, 8.881784197001252e-16, 4.440892098500626e-16, 4.440892098500626e-16, 0.0, 8.881784197001252e-16]","[1.9317880628477724e-14, 5.227702485584026e-16, 1.6085441887912601e-16, 1.9046663291493207e-16, 1.1128855268543644e-16, 1.2209954235657023e-16, 0.0, 3.9045435050150937e-16]",1.9317880628477724e-14,5.10702591327572e-15,"[2.0168518910689134e-14, 1.6254208544200406e-15, 1.7544090940380906e-15, 3.367023149061272e-16, 3.374276134949037e-16, 1.4258925549277565e-16, 6.15270449109441e-16, 1.5605875355393907e-16]",6.661338147750939e-16,0.0,0.0,1.0,True,0.0,0.0,1e-05,affine exact solution,0.0003520810000736674,13.0,13.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,baseline,Raw FD,32,0.16,0.5,4,13,1.92,2.0,0.08000000000000007,0,1,0.4,1.0151380960238428,0.19849756241979524,0.01,0,2.7154953675948397,0.5121158090977552,ok,0.0056582330003038805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.5,4,13,1.92,2.0,0.08000000000000007,8,5,0.4444444444444444,1.0339841384578532,0.21850929711842187,1e-05,0,6.9437197685576795,0.4846603577701329,ok,0.02697625600012543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,tv_diff,TV differentiation,32,0.16,0.5,4,13,1.92,2.0,0.08000000000000007,0,1,0.4444444444444444,0.990449177115127,0.22328851676012318,0.0001,0,1.9727563457820805,0.3726988025846964,ok,0.08027481100043588,0.1,0.2135598848195054,0.0,0.0,0.0,3.0,8.0,"[0.58811413731369, 0.6148194979692216, 0.5943746300867174, 0.4938278584714056, 0.8678414654044625, 0.7466919123948978, 0.628647587829936, 0.6691352010630547, 0.588058177673437, 0.24217535747299562, 0.7052859628642634, 0.5092569563615299, 0.7995888584812504, 0.8009013815334667, 0.6517762946944088, 1.0201733946727285, 0.4670366752515339, 0.5274456817096083, 0.43472638197033453, 0.2118426512314328, 0.6735274441137815, 0.4652610176907642, 0.731714904576107, 0.39604708964761354, 0.46840719179306256, 0.5813519803389389, 0.6376377562033313, 0.25753808236630726, 0.4249979398379738, 0.8448162729330183, 0.7062283885811071, 0.8104587890746542, 1.1490589682663015, 0.28695264766801626, 0.37473951515326376, 0.6687252396806592, 0.5358508984537258, 0.4859128561181012, 0.6354709367405335, 0.848924533536197, 0.5403755881789332, 0.6825979966806975, 0.9391518502266472, 0.4917608946142954, 1.0143320953888615, 0.510211106939062, 0.32742813865743536, 0.29844501509994925, 0.6938655527770721, 0.7397860700365271, 0.6156116775923027, 0.539753039408978, 0.4531262823848641, 0.22958223120164, 0.4029480256060938, 1.2528653046357052, 0.47042808525888996, 0.4576040087524914, 0.36884044476800293, 0.9115821064214726, 0.5720341330010228, 0.49262571823850854, 0.31422514644427224, 0.6964814731603716]","[0.5881141372455188, 0.6148194979692205, 0.5943746300646738, 0.49382785847140476, 0.8678414654044599, 0.746691912394894, 0.6286475878299337, 0.6691352010628312, 0.5880581776734282, 0.2421753574729952, 0.7052859624619335, 0.5092540318483701, 0.7995888584812392, 0.8009013815334632, 0.6517762946944065, 1.0201733946727196, 0.4670366752515319, 0.5274456817096055, 0.43472638197033237, 0.21184265090094745, 0.6735274441137803, 0.4652610176907636, 0.7317149045761037, 0.3960470896476128, 0.4684071917930618, 0.5813519803389358, 0.6376377562033305, 0.2575380815967125, 0.4249979398379722, 0.8448162729330135, 0.7062283885811041, 0.8104587885663193, 1.1490589682662966, 0.28695264766801515, 0.374739515153263, 0.6687252396806505, 0.5358508984537229, 0.48591285611810003, 0.6354709367405315, 0.8489245335361751, 0.5403755881789296, 0.6825979966806911, 0.9391518502266425, 0.4917608946142948, 1.014332095388851, 0.5102111069390604, 0.3274281386574339, 0.2984450145943487, 0.6938655527770691, 0.7397860700365235, 0.6156116775923008, 0.5397530394089751, 0.45312628238486047, 0.2295822312016395, 0.40294802560609255, 1.2528653046356961, 0.4704280852588876, 0.45760400875248974, 0.3688404447680021, 0.9115821064214518, 0.5720341330010195, 0.492625718238507, 0.31422514644427135, 0.6964814731599761]","[6.817124642566341e-11, 1.1102230246251565e-15, 2.2043589176234946e-11, 8.326672684688674e-16, 2.55351295663786e-15, 3.885780586188048e-15, 2.3314683517128287e-15, 2.23487894857044e-13, 8.881784197001252e-15, 4.163336342344337e-16, 4.023298361133243e-10, 2.9245131597521734e-06, 1.1213252548714081e-14, 3.4416913763379853e-15, 2.3314683517128287e-15, 8.881784197001252e-15, 1.9984014443252818e-15, 2.7755575615628914e-15, 2.1649348980190553e-15, 3.304853612995373e-10, 1.2212453270876722e-15, 6.106226635438361e-16, 3.3306690738754696e-15, 7.216449660063518e-16, 7.771561172376096e-16, 3.1086244689504383e-15, 7.771561172376096e-16, 7.695947767949463e-10, 1.609823385706477e-15, 4.773959005888173e-15, 2.9976021664879227e-15, 5.083349297052564e-10, 4.884981308350689e-15, 1.1102230246251565e-15, 7.771561172376096e-16, 8.770761894538737e-15, 2.886579864025407e-15, 1.1657341758564144e-15, 1.9984014443252818e-15, 2.1871393585115584e-14, 3.552713678800501e-15, 6.439293542825908e-15, 4.6629367034256575e-15, 6.106226635438361e-16, 1.0436096431476471e-14, 1.6653345369377348e-15, 1.4432899320127035e-15, 5.056005614179071e-10, 2.9976021664879227e-15, 3.552713678800501e-15, 1.887379141862766e-15, 2.886579864025407e-15, 3.608224830031759e-15, 4.996003610813204e-16, 1.2212453270876722e-15, 9.103828801926284e-15, 2.3869795029440866e-15, 1.6653345369377348e-15, 8.326672684688674e-16, 2.0872192862952943e-14, 3.3306690738754696e-15, 1.5543122344752192e-15, 8.881784197001252e-16, 3.9546144137148076e-13]","[6.817124642566341e-11, 1.1102230246251565e-15, 2.2043589176234946e-11, 8.326672684688674e-16, 2.55351295663786e-15, 3.885780586188048e-15, 2.3314683517128287e-15, 2.23487894857044e-13, 8.881784197001252e-15, 4.163336342344337e-16, 4.023298361133243e-10, 2.9245131597521734e-06, 1.1213252548714081e-14, 3.4416913763379853e-15, 2.3314683517128287e-15, 8.706151565392006e-15, 1.9984014443252818e-15, 2.7755575615628914e-15, 2.1649348980190553e-15, 3.304853612995373e-10, 1.2212453270876722e-15, 6.106226635438361e-16, 3.3306690738754696e-15, 7.216449660063518e-16, 7.771561172376096e-16, 3.1086244689504383e-15, 7.771561172376096e-16, 7.695947767949463e-10, 1.609823385706477e-15, 4.773959005888173e-15, 2.9976021664879227e-15, 5.083349297052564e-10, 4.251288613778579e-15, 1.1102230246251565e-15, 7.771561172376096e-16, 8.770761894538737e-15, 2.886579864025407e-15, 1.1657341758564144e-15, 1.9984014443252818e-15, 2.1871393585115584e-14, 3.552713678800501e-15, 6.439293542825908e-15, 4.6629367034256575e-15, 6.106226635438361e-16, 1.0288638680486213e-14, 1.6653345369377348e-15, 1.4432899320127035e-15, 5.056005614179071e-10, 2.9976021664879227e-15, 3.552713678800501e-15, 1.887379141862766e-15, 2.886579864025407e-15, 3.608224830031759e-15, 4.996003610813204e-16, 1.2212453270876722e-15, 7.2664066665757e-15, 2.3869795029440866e-15, 1.6653345369377348e-15, 8.326672684688674e-16, 2.0872192862952943e-14, 3.3306690738754696e-15, 1.5543122344752192e-15, 8.881784197001252e-16, 3.9546144137148076e-13]",2.9245131597521734e-06,6.140694451262085e-07,"[6.817119091451218e-11, 1.0547118733938987e-15, 2.2043533665083714e-11, 9.43689570931383e-16, 2.4980018054066022e-15, 3.9968028886505635e-15, 2.1649348980190553e-15, 2.2359891715950653e-13, 8.798517470154366e-15, 3.608224830031759e-16, 4.0232961406871937e-10, 2.9245125504617775e-06, 1.1102230246251565e-14, 3.552713678800501e-15, 2.3037127760972e-15, 8.770761894538737e-15, 1.915134717478395e-15, 2.4980018054066022e-15, 2.0816681711721685e-15, 3.3048526415502266e-10, 1.1657341758564144e-15, 7.494005416219807e-16, 3.497202527569243e-15, 6.938893903907228e-16, 6.661338147750939e-16, 3.0531133177191805e-15, 6.38378239159465e-16, 7.69594721283795e-10, 1.4988010832439613e-15, 4.829470157119431e-15, 2.886579864025407e-15, 5.083350407275589e-10, 4.9960036108132044e-15, 1.1379786002407855e-15, 7.91033905045424e-16, 8.770761894538737e-15, 2.831068712794149e-15, 1.1379786002407855e-15, 2.1094237467877974e-15, 2.1649348980190553e-14, 3.497202527569243e-15, 6.439293542825908e-15, 4.829470157119431e-15, 6.106226635438361e-16, 1.0436096431476471e-14, 1.7208456881689926e-15, 1.4988010832439613e-15, 5.056006065207175e-10, 3.1086244689504383e-15, 3.497202527569243e-15, 1.7763568394002505e-15, 2.942091015256665e-15, 3.608224830031759e-15, 5.342948306008566e-16, 1.1379786002407855e-15, 9.43689570931383e-15, 2.4980018054066022e-15, 1.5265566588595902e-15, 8.326672684688674e-16, 2.0761170560490427e-14, 3.497202527569243e-15, 1.5543122344752192e-15, 8.743006318923108e-16, 3.956834859764058e-13]",6.601530925520738e-06,0.0,0.0,0.9999983748382303,True,100.0,0.26,1e-05,banded ADMM with dual certificate,0.006054661999769451,13.0,13.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_tv_diff,POD + TV differentiation,32,0.16,0.5,4,13,1.92,2.0,0.08000000000000007,8,1,0.4,0.9814857603155247,0.20186872296084804,0.0,0,0.9567052737147522,0.2573418051462832,ok,0.09468439300007958,1.0,0.2623290253885526,0.0,0.0,0.0,3.0,64.0,"[1.1098373861181279, 2.657629849453668, 5.497619892584427, 4.238134227217323, 3.0756082436261205, 3.4016656585338905, 2.9465570963209258, 2.594163258394738]","[1.1098373861180817, 2.657629849453432, 5.497619892584422, 4.238134227215369, 3.0756082436259717, 3.4016656585300904, 2.9465570960028917, 2.5941522020161174]","[4.618527782440651e-14, 2.3581137043038325e-13, 5.329070518200751e-15, 1.9539925233402755e-12, 1.4876988529977098e-13, 3.800071368686986e-12, 3.180340435449125e-10, 1.1056378620644125e-05]","[4.16144548760864e-14, 8.872995254732682e-14, 9.693413917882852e-16, 4.61050174105323e-13, 4.83708826077187e-14, 1.1171207726290205e-12, 1.0793411875236021e-10, 4.2620211294973726e-06]",4.2620211294973726e-06,4.704208134143073e-10,"[4.6629367034256575e-14, 2.355893258254582e-13, 5.218048215738236e-15, 1.9537149675841192e-12, 1.48991929904696e-13, 3.799849324082061e-12, 3.1803376598915634e-10, 1.1056378620748915e-05]",2.8545246785749434e-06,0.0,0.0,0.9999999996108819,True,100.0,5.2,1e-05,banded ADMM with dual certificate,0.004446757000096113,13.0,13.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
fisher_kpp,baseline,Raw FD,8,0.04,0.05,0,51,2.0,2.0,0.0,0,1,0.8,0.035409039656706595,0.772641506264271,0.3,0,0.6863162174681345,0.017569113287589554,ok,0.01518599400014864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,8,0.04,0.05,0,51,2.0,2.0,0.0,5,5,0.8,0.030508693661415825,0.7763156244297035,0.3,0,1.26398597988038,0.010178197710009414,ok,0.07849211300026582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fisher_kpp,tv_diff,TV differentiation,8,0.04,0.05,0,51,2.0,2.0,0.0,0,1,0.8,0.02155310840297589,0.7831213016919538,0.1,0,0.06589235823131855,0.005599061487446056,ok,0.6281239479999385,1.0,0.0028365804082167313,0.0,0.0,0.0,3.0,8.0,"[0.06958076469615382, 0.06315837626002559, 0.05601310424767621, 0.05638420350476482, 0.07421901245162597, 0.07581387549862174, 0.07606757793533458, 0.05340309696492589, 0.036948190416162825, 0.069160726689788, 0.06745353269719037, 0.0491236213838145, 0.045692566258735745, 0.04289374297335269, 0.0677238518516728, 0.06010114199976063, 0.05089625187646825, 0.0893849053680927, 0.05845634095211757, 0.05883666472911688, 0.0591604725497279, 0.07164636855714582, 0.09688106854022552, 0.07443339439102077, 0.06799222626503833, 0.06353349457800245, 0.07420671553627853, 0.06644575296770901, 0.06287715832709181, 0.07100966313398825, 0.05189043264546245, 0.050262333436320125, 0.05989452982695736, 0.07017710080999838, 0.05363485669731093, 0.07769356283871257, 0.07074702067984641, 0.076238369432982, 0.0506748836201693, 0.06294524658081838, 0.08283896651856326, 0.07980291229890828, 0.07138148766352592, 0.06473500774056062, 0.08436115128000615, 0.09649024105943044, 0.0826551929577889, 0.07657963446177524, 0.07191178716989016, 0.08092163849193779, 0.08398058676571699, 0.07821973053695137, 0.08100115538055136, 0.084902592375966, 0.0822660665762057, 0.10368614009865557, 0.07861937637665255, 0.07214835039333121, 0.0734453360441402, 0.06639001541552497, 0.05984952053764436, 0.054595912815533915, 0.05757435735585763, 0.05154646069412955]","[0.06958076469614119, 0.06315837626001342, 0.05601310424766356, 0.05638420350475072, 0.07421901245160908, 0.07581387549861054, 0.0760675779353209, 0.05340309696491546, 0.03694819037393209, 0.06916072668977484, 0.06745353269717619, 0.049123621383803204, 0.045692566258725135, 0.04289374297327542, 0.06772381993762841, 0.06010114199974975, 0.050896251876455814, 0.08938490536807829, 0.05845611416024402, 0.05883666472910233, 0.05915103038491535, 0.07164635679553943, 0.09688106854021282, 0.0744333943910078, 0.06799222626483208, 0.06353349457798782, 0.07420671553626695, 0.06644574377869317, 0.06287715832690885, 0.07100966243512193, 0.05189043264484424, 0.05026233343631029, 0.05989452976987034, 0.07017710080998782, 0.053634856495743025, 0.07769356283870162, 0.07074702067907823, 0.07623836942674242, 0.05067488361385368, 0.06294524655504012, 0.08283896651855271, 0.07980291229888944, 0.07138148766351513, 0.06473500774055017, 0.08436115127999597, 0.09649024105941637, 0.08265519295777976, 0.0765796344617595, 0.07191178716987633, 0.08092163849192752, 0.08398058676570458, 0.07821973053693604, 0.08100115538053712, 0.08490259237594827, 0.08226606657618978, 0.10368614009864073, 0.07861937637664257, 0.07214835039331675, 0.07344533604412909, 0.06639001495804733, 0.05984952053763344, 0.054595912815525706, 0.0575743573558484, 0.0515464605842228]","[1.2628786905111156e-14, 1.2170819907453279e-14, 1.2649603586822877e-14, 1.4099832412739488e-14, 1.6889267762110194e-14, 1.1199374760906267e-14, 1.3683498778505054e-14, 1.0436096431476471e-14, 4.2230732799630744e-11, 1.3156142841808105e-14, 1.4183099139586375e-14, 1.1296519275560968e-14, 1.0609568779074152e-14, 7.72715225139109e-14, 3.19140443932886e-08, 1.0880185641326534e-14, 1.2434497875801753e-14, 1.4405143744511406e-14, 2.2679187354490704e-07, 1.4550860516493458e-14, 9.44216481255089e-06, 1.1761606383275947e-08, 1.2698175844150228e-14, 1.2975731600306517e-14, 2.0625168239973846e-13, 1.4627188349436437e-14, 1.1574075031717257e-14, 9.189015839905501e-09, 1.829647544582258e-13, 6.988663259210881e-10, 6.182068745808067e-13, 9.832412661836543e-15, 5.708701567019858e-11, 1.0560996521746802e-14, 2.0156790819791937e-10, 1.0949574580365606e-14, 7.681771885259536e-13, 6.23957829848365e-12, 6.315621636776569e-12, 2.5778254530983702e-11, 1.0547118733938987e-14, 1.8832158055204218e-14, 1.0796918914479647e-14, 1.0449974219284286e-14, 1.0186296250935811e-14, 1.4072076837123859e-14, 9.145462165349727e-15, 1.5737411374061594e-14, 1.3836154444391013e-14, 1.0269562977782698e-14, 1.2406742300186124e-14, 1.5334955527634975e-14, 1.4238610290817633e-14, 1.772193503057906e-14, 1.5917822615563182e-14, 1.4835355166553654e-14, 9.978129433818594e-15, 1.4460654895742664e-14, 1.111610803405938e-14, 4.574776391041979e-10, 1.0921819004749977e-14, 8.208711488322251e-15, 9.228728892196614e-15, 1.099067503673723e-10]","[1.2628786905111156e-14, 1.2170819907453279e-14, 1.2649603586822877e-14, 1.4099832412739488e-14, 1.6889267762110194e-14, 1.1199374760906267e-14, 1.3683498778505054e-14, 1.0436096431476471e-14, 4.2230732799630744e-11, 1.3156142841808105e-14, 1.4183099139586375e-14, 1.1296519275560968e-14, 1.0609568779074152e-14, 7.72715225139109e-14, 3.19140443932886e-08, 1.0880185641326534e-14, 1.2434497875801753e-14, 1.4405143744511406e-14, 2.2679187354490704e-07, 1.4550860516493458e-14, 9.44216481255089e-06, 1.1761606383275947e-08, 1.2698175844150228e-14, 1.2975731600306517e-14, 2.0625168239973846e-13, 1.4627188349436437e-14, 1.1574075031717257e-14, 9.189015839905501e-09, 1.829647544582258e-13, 6.988663259210881e-10, 6.182068745808067e-13, 9.832412661836543e-15, 5.708701567019858e-11, 1.0560996521746802e-14, 2.0156790819791937e-10, 1.0949574580365606e-14, 7.681771885259536e-13, 6.23957829848365e-12, 6.315621636776569e-12, 2.5778254530983702e-11, 1.0547118733938987e-14, 1.8832158055204218e-14, 1.0796918914479647e-14, 1.0449974219284286e-14, 1.0186296250935811e-14, 1.4072076837123859e-14, 9.145462165349727e-15, 1.5737411374061594e-14, 1.3836154444391013e-14, 1.0269562977782698e-14, 1.2406742300186124e-14, 1.5334955527634975e-14, 1.4238610290817633e-14, 1.772193503057906e-14, 1.5917822615563182e-14, 1.4835355166553654e-14, 9.978129433818594e-15, 1.4460654895742664e-14, 1.111610803405938e-14, 4.574776391041979e-10, 1.0921819004749977e-14, 8.208711488322251e-15, 9.228728892196614e-15, 1.099067503673723e-10]",9.44216481255089e-06,4.316863311260022e-09,"[1.3246348462558899e-14, 1.2477865962701173e-14, 1.2704247376316147e-14, 1.4089424071883627e-14, 1.6821613546547098e-14, 1.1302590807726887e-14, 1.318563314089971e-14, 1.0177622633555927e-14, 4.223079004550545e-11, 1.3241144292130969e-14, 1.4264631142957285e-14, 1.1210650463500116e-14, 1.0280730260159299e-14, 7.681941020798444e-14, 3.191404409057935e-08, 1.0656406312925526e-14, 1.2605368138185469e-14, 1.4465859066170594e-14, 2.2679187359261194e-07, 1.477290512141849e-14, 9.442164812504492e-06, 1.1761606551544124e-08, 1.2437967322753707e-14, 1.317522480004385e-14, 2.0630979563618368e-13, 1.4417286808843244e-14, 1.1461318005778764e-14, 9.189016015112572e-09, 1.8279475155758007e-13, 6.988661190553136e-10, 6.18409837227496e-13, 1.0090886459757087e-14, 5.708691765832219e-11, 1.0381452641983202e-14, 2.0156799233200795e-10, 1.1428358259735205e-14, 7.679044032593563e-13, 6.239562902812801e-12, 6.315804650103285e-12, 2.5778340399795763e-11, 1.099120794378905e-14, 1.8981344274138223e-14, 1.0920084281274e-14, 1.0772632785815972e-14, 1.0408340855860843e-14, 1.4030443473700416e-14, 9.395262345890387e-15, 1.5383527784962325e-14, 1.3999218451132833e-14, 1.0342421363773724e-14, 1.222980050563649e-14, 1.51684220739412e-14, 1.4134526882259024e-14, 1.7843365673897438e-14, 1.6237011735142914e-14, 1.5501488981328748e-14, 9.80118763926896e-15, 1.4769435674466536e-14, 1.1041514924592377e-14, 4.574778464036533e-10, 1.0750948742366262e-14, 8.306289683845947e-15, 9.374445664178666e-15, 1.0990685445078086e-10]",4.162937330409733e-07,0.0,0.0,0.9999999580080616,True,2225.0,40.8,1e-05,banded ADMM with dual certificate,0.28851110400000834,51.0,51.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
fisher_kpp,pod_tv_diff,POD + TV differentiation,8,0.04,0.05,0,51,2.0,2.0,0.0,5,1,0.8,0.030939935059194228,0.7759908921891419,0.03,0,0.04329718633754892,0.004542585795354912,ok,0.22729644999981247,0.1,0.0026272203632704823,0.0,0.0,0.0,3.0,64.0,"[0.011808000618060505, 0.011818870595367435, 0.032720602193829926, 0.030032807071401293, 0.027141928530852687]","[0.01180696416328943, 0.011818825017485997, 0.03272058253140627, 0.030032638702871737, 0.027133945171842946]","[1.0364547710743632e-06, 4.5577881437747214e-08, 1.9662423654531747e-08, 1.6836852955587345e-07, 7.983359009741675e-06]","[1.0364547710743632e-06, 4.5577881437747214e-08, 1.9662423654531747e-08, 1.6836852955587345e-07, 7.983359009741675e-06]",7.983359009741675e-06,1.2675998308925296e-06,"[1.0364543629685224e-06, 4.5577881043964985e-08, 1.9662420977853423e-08, 1.6836847724333547e-07, 7.98335277457402e-06]",6.415607871123295e-06,0.0,0.0,0.9999847101827659,True,325.0,2.04,1e-05,banded ADMM with dual certificate,0.013417675999789935,51.0,51.0,5.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
fisher_kpp,baseline,Raw FD,8,0.04,0.05,3,51,2.0,2.0,0.0,0,1,0.8,0.026512809055091582,0.779337571770198,0.3,0,0.6982150317870657,0.01758355305906351,ok,0.010292001999914646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,8,0.04,0.05,3,51,2.0,2.0,0.0,5,5,0.8,0.027013878158457825,0.7789573412917095,0.3,0,1.0541934945396279,0.009057736743028032,ok,0.0668467390000842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
