system,sparse_factor,noise,seed,comparator,support_f1_edmd,support_f1_other,support_f1_delta,coef_error_edmd,coef_error_other,coef_error_delta,practical_score_edmd,practical_score_other,practical_score_delta
vanderpol_mu2,16,0.05,0,baseline,1.0,1.0,0.0,0.0285730051432354,0.0352194384640169,-0.006646433320781499,0.9722207320235317,0.965978770147252,0.006241961876279678
vanderpol_mu2,16,0.05,1,baseline,1.0,1.0,0.0,0.0097159614774087,0.058396561319639,-0.048680599842230304,0.9903775300697512,0.9448254430769988,0.04555208699275237
vanderpol_mu2,16,0.05,2,baseline,1.0,1.0,0.0,0.0258227810690487,0.0246590409227446,0.0011637401463041007,0.9748272493596428,0.9759343938442798,-0.0011071444846370015
vanderpol_mu2,16,0.05,3,baseline,1.0,1.0,0.0,0.0090730960705286,0.0673303766789455,-0.058257280608416895,0.9910084848106042,0.936917023866174,0.05409146094443018
vanderpol_mu2,16,0.1,0,baseline,1.0,1.0,0.0,0.0410971101383308,0.1438340069000463,-0.1027368967617155,0.9605251904571416,0.8742527272030869,0.08627246325405469
vanderpol_mu2,16,0.05,4,baseline,1.0,1.0,0.0,0.0165367004892659,0.0573396713437687,-0.0408029708545028,0.983732313372152,0.945769866677852,0.037962446694299934
vanderpol_mu2,16,0.1,1,baseline,1.0,1.0,0.0,0.0428890787437891,0.0871352733417623,-0.0442461945979732,0.9588747455333876,0.9198487295201858,0.03902601601320177
vanderpol_mu2,16,0.1,2,baseline,1.0,1.0,0.0,0.0509755407600339,0.098598662223756,-0.04762312146372211,0.9514969294878453,0.9102505167590728,0.0412464127287725
vanderpol_mu2,16,0.2,0,baseline,1.0,1.0,0.0,0.1207441369251569,0.3579943424769473,-0.23725020555179038,0.8922643153356775,0.7363800928478282,0.15588422248784928
vanderpol_mu2,16,0.1,3,baseline,1.0,1.0,0.0,0.0278047874692188,0.0871739677234844,-0.0593691802542656,0.9729474042072882,0.9198159905299936,0.05313141367729457
vanderpol_mu2,16,0.1,4,baseline,1.0,1.0,0.0,0.0325969395159921,0.1112118980564866,-0.0786149585404945,0.968432078124044,0.8999183699787622,0.0685137081452818
vanderpol_mu2,16,0.2,1,baseline,1.0,1.0,0.0,0.0605292174860981,0.2560039507125465,-0.1954747332264484,0.9429254597722656,0.7961758396004149,0.14674962017185067
vanderpol_mu2,16,0.2,3,baseline,1.0,0.8571428571428571,0.1428571428571429,0.1124245854932805,0.7797899782659058,-0.6673653927726253,0.8989373419471591,0.4815977545721395,0.41733958737501964
vanderpol_mu2,16,0.2,2,baseline,1.0,1.0,0.0,0.0365815496759602,0.2717589003000206,-0.2351773506240604,0.9647094339201814,0.7863125626752759,0.17839687124490544
vanderpol_mu2,16,0.2,4,baseline,0.8571428571428571,0.8,0.05714285714285705,0.3275798127336947,0.4048949927850744,-0.07731518005137972,0.6456431838759779,0.5694375765508809,0.07620560732509696
vanderpol_mu2,16,0.5,0,baseline,0.4210526315789473,0.8571428571428571,-0.4360902255639098,2.851061565976486,0.7132686810646525,2.1377928849118337,0.1093341730235839,0.5002968107782224,-0.3909626377546385
vanderpol_mu2,16,0.5,1,baseline,0.5,0.6666666666666666,-0.16666666666666663,1.0757996046315546,0.8975251945204946,0.17827441011105993,0.2408710353756656,0.3513348168402757,-0.11046378146461008
vanderpol_mu2,16,0.5,3,baseline,0.3636363636363636,0.6666666666666666,-0.30303030303030304,1.7460872759370345,0.8983322170501663,0.8477550588868682,0.1324198130273488,0.351185456728225,-0.2187656437008762
vanderpol_mu2,16,0.5,2,baseline,0.4444444444444444,0.6666666666666666,-0.2222222222222222,1.5991641667162706,0.8989530219331411,0.7002111447831295,0.1709951414904069,0.3510706473338648,-0.18007550584345788
vanderpol_mu2,64,0.05,0,baseline,1.0,0.8571428571428571,0.1428571428571429,0.0220439629495215,0.4700270327268217,-0.44798306977730024,0.97843149243218,0.583079656401218,0.395351836030962
vanderpol_mu2,64,0.05,1,baseline,1.0,1.0,0.0,0.0197448028249711,0.3090940177611933,-0.2893492149362222,0.9806375058051068,0.763887074902531,0.21675043090257573
vanderpol_mu2,64,0.05,2,baseline,1.0,1.0,0.0,0.0600784939112562,0.2883148518990142,-0.228236357987758,0.9433263722862718,0.7762077713580422,0.1671186009282296
vanderpol_mu2,16,0.5,4,baseline,0.6666666666666666,0.6666666666666666,0.0,0.9080461466945186,0.8950820179464782,0.012964128748040316,0.3493975592894301,0.3517877645153693,-0.0023902052259391904
vanderpol_mu2,64,0.05,3,baseline,1.0,1.0,0.0,0.0298711890667042,0.3147308051263772,-0.28485961605967297,0.9709952182527076,0.7606119793503098,0.21038323890239785
vanderpol_mu2,64,0.05,4,baseline,1.0,1.0,0.0,0.0411745841196345,0.3057828577102825,-0.26460827359064804,0.960453717611202,0.7658241139369227,0.19462960367427928
vanderpol_mu2,64,0.1,0,baseline,1.0,1.0,0.0,0.1476604628962254,0.4232881008870402,-0.2756276379908148,0.8713378497647372,0.7025984404540212,0.16873940931071596
vanderpol_mu2,64,0.1,1,baseline,1.0,1.0,0.0,0.0346103264075028,0.3379873113871989,-0.3033769849796961,0.9665474763550052,0.7473912431674854,0.21915623318751976
vanderpol_mu2,64,0.1,2,baseline,1.0,0.8571428571428571,0.1428571428571429,0.084492068387962,0.4855997189693821,-0.40110765058142006,0.9220906534488954,0.5769675681801355,0.3451230852687599
vanderpol_mu2,64,0.1,3,baseline,1.0,1.0,0.0,0.0796847194835601,0.3816314070622115,-0.3019466875786514,0.9261963070833537,0.7237820412075885,0.20241426587576516
vanderpol_mu2,64,0.1,4,baseline,1.0,1.0,0.0,0.1019252430487044,0.3306486520097897,-0.2287234089610853,0.9075025790618,0.7515131800491561,0.15598939901264386
vanderpol_mu2,64,0.2,0,baseline,0.5,1.0,-0.5,0.7608165720890046,0.4289191890761371,0.3318973830128675,0.2839591629960684,0.6998296388241149,-0.4158704758280465
vanderpol_mu2,64,0.2,1,baseline,0.6666666666666666,1.0,-0.33333333333333337,0.4914401638962984,0.555855736005048,-0.0644155721087496,0.4469952484885748,0.6427331126262953,-0.19573786413772049
vanderpol_mu2,64,0.2,2,baseline,0.8571428571428571,0.8888888888888888,-0.031746031746031744,0.7480080165706325,0.4856182220677362,0.26238979450289635,0.4903540767647402,0.5983292851993305,-0.1079752084345903
vanderpol_mu2,64,0.2,4,baseline,0.8888888888888888,1.0,-0.11111111111111116,0.1404324901276867,0.3897170058886903,-0.2492845157610036,0.779431396933777,0.7195709599599555,0.059860436973821596
vanderpol_mu2,64,0.2,3,baseline,1.0,1.0,0.0,0.2011588024509994,0.4746414142617944,-0.27348261181079503,0.8325293857560474,0.6781309614178984,0.154398424338149
vanderpol_mu2,64,0.5,1,baseline,0.4,0.8,-0.4,0.9489912786032464,0.7651545876164879,0.18383669098675848,0.2052343714368295,0.4532180952379082,-0.2479837238010787
vanderpol_mu2,64,0.5,0,baseline,0.4,0.6666666666666666,-0.2666666666666666,0.8889658052429059,0.9002791177123285,-0.011313312469422576,0.2117560830851372,0.3508256552696535,-0.1390695721845163
vanderpol_mu2,64,0.5,2,baseline,0.3478260869565217,0.6666666666666666,-0.31884057971014496,0.9628749175678406,0.9003606669927695,0.0625142505750711,0.1772023697707168,0.3508106004538786,-0.17360823068316178
vanderpol_mu2,64,0.5,3,baseline,0.3809523809523809,0.6666666666666666,-0.28571428571428575,1.291031066703995,0.9040088542159564,0.3870222124880386,0.1662798844104895,0.3501384277654478,-0.1838585433549583
vanderpol_mu2,64,0.5,4,baseline,0.6666666666666666,1.0,-0.33333333333333337,0.898563484678219,0.7891200125407034,0.1094434721375156,0.3511426781599866,0.5589339971553471,-0.20779131899536046
burgers,8,0.05,0,baseline,0.6666666666666666,0.6666666666666666,0.0,0.2666425867276,0.438965764515288,-0.17232317778768802,0.526325795178745,0.4632957107851913,0.06303008439355373
burgers,8,0.05,2,baseline,0.6666666666666666,0.6666666666666666,0.0,0.2706115120118508,0.4347520396339966,-0.16414052762214582,0.5246817460445367,0.464656364480048,0.06002538156448867
burgers,8,0.05,1,baseline,0.6666666666666666,0.6666666666666666,0.0,0.2606855318459842,0.4510842907490324,-0.1903987589030482,0.5288128163813275,0.4594265618591606,0.0693862545221669
burgers,8,0.05,3,baseline,0.6666666666666666,0.6666666666666666,0.0,0.3071767843864741,0.4622797912254265,-0.1551030068389524,0.5100049776201984,0.455909102120589,0.05409587549960937
burgers,8,0.05,4,baseline,0.6666666666666666,0.6666666666666666,0.0,0.2599770473416677,0.4538841148456518,-0.19390706750398407,0.5291101675806057,0.4585418190207282,0.07056834855987748
burgers,8,0.1,0,baseline,0.6666666666666666,0.5,0.16666666666666663,0.7149838813176542,0.7248489773991037,-0.009865096081449476,0.3887305728812181,0.2898804513041768,0.09885012157704132
burgers,8,0.1,1,baseline,0.6666666666666666,0.6666666666666666,0.0,0.5795599586576884,0.7433358736178978,-0.16377591496020938,0.422058474585036,0.3824086205965299,0.03964985398850607
burgers,8,0.1,2,baseline,0.6666666666666666,0.6666666666666666,0.0,0.5639191583408755,0.7134378587355034,-0.1495187003946279,0.4262794934834851,0.3890813216644218,0.03719817181906332
burgers,8,0.2,0,baseline,0.6666666666666666,0.6666666666666666,0.0,0.8241134502519766,0.8947616954582663,-0.07064824520628976,0.3654743440297398,0.3518472366549646,0.013627107374775183
burgers,8,0.1,3,baseline,0.6666666666666666,0.6666666666666666,0.0,0.5755185130099744,0.7181858342017952,-0.1426673211918208,0.4231411190421512,0.3880061477612955,0.03513497128085569
burgers,8,0.2,1,baseline,0.5,0.5,0.0,0.8178463382782452,0.9085357514464354,-0.09068941316819024,0.2750507506996273,0.2619809451413532,0.013069805558274084
burgers,8,0.1,4,baseline,0.6666666666666666,0.6666666666666666,0.0,0.6559864310452584,0.7144282868378364,-0.05844185579257799,0.4025797881966138,0.388856548731061,0.013723239465552761
burgers,8,0.5,0,baseline,0.6666666666666666,0.4,0.2666666666666666,0.8601379518145706,0.99702976057656,-0.13689180876198936,0.3583963576552648,0.2002974657145402,0.15809889194072457
burgers,8,0.2,3,baseline,0.6666666666666666,0.6666666666666666,0.0,0.7921948609549534,0.869322370858304,-0.0771275099033506,0.3719833602867491,0.3566354723292403,0.015347887957508799
burgers,8,0.2,4,baseline,0.6666666666666666,0.6666666666666666,0.0,0.7515779680555014,0.895748694496989,-0.14417072644148765,0.3806091871586857,0.3516640515706948,0.02894513558799089
burgers,8,0.2,2,baseline,0.5,0.6666666666666666,-0.16666666666666663,0.7397576064576584,0.8867419412145064,-0.14698433475684802,0.2873963580582102,0.353342792728469,-0.06594643467025885
burgers,8,0.5,2,baseline,0.4,0.4,0.0,1.0025575286217383,1.000367622467685,0.002189906154053345,0.1997445737677759,0.1999632445093035,-0.00021867074152759347
burgers,8,0.5,1,baseline,0.4444444444444444,0.4,0.0444444444444444,1.0416770352678515,0.9732412631430096,0.06843577212484186,0.2176859693120547,0.2027121606827103,0.014973808629344387
burgers,8,0.5,3,baseline,0.4444444444444444,0.4,0.0444444444444444,0.9363104068833834,1.0010907569903464,-0.06478035010696304,0.2295316096347416,0.1998909837560804,0.029640625878661203
burgers,32,0.05,0,baseline,0.6666666666666666,0.6666666666666666,0.0,0.3692679992664052,0.4253652724009174,-0.05609727313451224,0.4868781473194714,0.4677163668676439,0.01916178045182748
burgers,8,0.5,4,baseline,0.4444444444444444,0.4,0.0444444444444444,1.0104853326656007,1.0342071444655443,-0.023721811799943593,0.2210632613047606,0.1966368081482152,0.024426453156545402
burgers,32,0.05,1,baseline,0.6666666666666666,0.6666666666666666,0.0,0.3853679645719829,0.4484452784559711,-0.06307731388398818,0.4812199240312569,0.4602636196082788,0.020956304422978134
burgers,32,0.05,2,baseline,0.6666666666666666,0.6666666666666666,0.0,0.4643523382328587,0.4724064843139417,-0.008054146081083013,0.4552638386682143,0.4527735199273424,0.0024903187408719107
burgers,32,0.05,3,baseline,0.6666666666666666,0.6666666666666666,0.0,0.3755593633842509,0.443038819301183,-0.06747945591693211,0.4846513239722966,0.4619880336895661,0.02266329028273051
burgers,32,0.05,4,baseline,0.6666666666666666,0.6666666666666666,0.0,0.4273200668589886,0.4797427986309519,-0.05242273177196333,0.467075803210528,0.4505287454572931,0.016547057753234895
burgers,32,0.1,0,baseline,0.6666666666666666,0.6666666666666666,0.0,0.6966949999699988,0.7210062831012586,-0.024311283131259742,0.3929207469099954,0.387370268901826,0.005550478008169379
burgers,32,0.1,2,baseline,0.6666666666666666,0.6666666666666666,0.0,0.7657695409479004,0.712656313441931,0.05311322750596936,0.3775502132111683,0.3892588731517676,-0.01170865994059933
burgers,32,0.1,1,baseline,0.6666666666666666,0.6666666666666666,0.0,0.7201890280520127,0.7428923472412688,-0.022703319189256166,0.3875543069947478,0.3825059348742323,0.00504837212051551
burgers,32,0.1,3,baseline,0.6666666666666666,0.6666666666666666,0.0,0.8257237852408883,0.7742068567282969,0.051516928512591376,0.3651519863278255,0.3757547571967028,-0.010602770868877343
burgers,32,0.1,4,baseline,0.4,0.6666666666666666,-0.2666666666666666,1.0666251701115428,0.7688355873734984,0.29778958273804434,0.1935522734286695,0.3768957790229582,-0.18334350559428866
burgers,32,0.2,0,baseline,0.6666666666666666,0.5,0.16666666666666663,0.8898204963759662,0.9234152998704124,-0.03359480349444621,0.3527671902940553,0.2599542595058315,0.09281293078822378
burgers,32,0.2,1,baseline,0.4444444444444444,0.5,-0.05555555555555558,0.9626978448123412,0.9334981219489634,0.029199722863377797,0.2264456781359226,0.2585986478724896,-0.032152969736567005
burgers,32,0.2,2,baseline,0.5,0.5,0.0,0.9183599681360356,0.9288184954347992,-0.01045852729876362,0.2606393003946086,0.2592260501355721,0.0014132502590364915
burgers,32,0.2,3,baseline,0.5,0.5,0.0,0.9454670517005704,0.9257484378003398,0.019718613900230664,0.2570076936347703,0.259639312272333,-0.002631618637562727
burgers,32,0.2,4,baseline,0.4,0.5,-0.09999999999999998,0.9321562281251544,0.9510378076961972,-0.01888157957104275,0.2070225969191608,0.256273865133554,-0.049251268214393185
burgers,32,0.5,0,baseline,0.4,0.4444444444444444,-0.0444444444444444,1.0090751952630954,0.98884850183254,0.020226693430555387,0.19909657983091,0.2234682249728574,-0.024371645141947396
burgers,32,0.5,1,baseline,0.4,0.4,0.0,1.014584614045943,0.9936746072513738,0.020910006794569114,0.1985520971475452,0.2006345461516758,-0.0020824490041305987
burgers,32,0.5,3,baseline,0.4,0.4,0.0,1.028457831552131,1.0153339835497486,0.013123848002382532,0.1971941411737057,0.1984782687460329,-0.0012841275723271817
burgers,32,0.5,2,baseline,0.4,0.4,0.0,0.9986377068401986,1.0077799166215191,-0.00914220978132052,0.2001363221713609,0.1992250229662013,0.0009112992051596158
burgers,32,0.5,4,baseline,0.4444444444444444,0.4,0.0444444444444444,1.0339841384578532,1.0151380960238428,0.018846042434010446,0.2185092971184218,0.1984975624197952,0.020011734698626604
fisher_kpp,8,0.05,0,baseline,0.8,0.8,0.0,0.0305086936614158,0.0354090396567065,-0.0049003459952906975,0.7763156244297035,0.772641506264271,0.003674118165432505
fisher_kpp,8,0.05,3,baseline,0.8,0.8,0.0,0.0270138781584578,0.0265128090550915,0.0005010691033663014,0.7789573412917095,0.779337571770198,-0.0003802304784885635
fisher_kpp,8,0.05,1,baseline,0.8,0.8,0.0,0.0412601375801396,0.0417287253413966,-0.00046858776125700136,0.7682998427839353,0.7679542481060249,0.0003455946779103991
fisher_kpp,8,0.05,2,baseline,0.8,0.8,0.0,0.0421984383081373,0.0400356509383527,0.002162787369784598,0.7676081354513327,0.769204401097419,-0.0015962656460863922
fisher_kpp,8,0.1,0,baseline,0.5714285714285714,0.8,-0.22857142857142865,0.8513231747433201,0.0259850595151457,0.8253381152281744,0.3086595464391559,0.7797384499712495,-0.47107890353209364
fisher_kpp,8,0.1,1,baseline,0.8,0.8,0.0,0.0326007262760119,0.0310074457317067,0.0015932805443051971,0.7747428213469625,0.7759400800759877,-0.001197258729025208
fisher_kpp,8,0.05,4,baseline,0.8,0.8,0.0,0.0363250333815421,0.0428932036836326,-0.006568170302090497,0.771958578853962,0.7670967623283931,0.0048618165255689405
fisher_kpp,8,0.1,2,baseline,0.8,0.8,0.0,0.0254271146333872,0.0307595973992114,-0.005332482765824199,0.7801627132573119,0.7761266565148085,0.004036056742503402
fisher_kpp,8,0.1,3,baseline,0.5714285714285714,0.8,-0.22857142857142865,0.5000711006402374,0.0420407448010327,0.4580303558392047,0.3809343245028072,0.7677242986815761,-0.3867899741787689
fisher_kpp,8,0.2,0,baseline,0.8,0.5714285714285714,0.22857142857142865,0.0948744104797303,0.6066039100381851,-0.5117294995584548,0.7306774113475462,0.3556748292832114,0.37500258206433473
fisher_kpp,8,0.2,1,baseline,0.8,0.8,0.0,0.1053814217057284,0.0538599800738381,0.0515214416318903,0.7237320840488793,0.7591141281823307,-0.03538204413345136
fisher_kpp,8,0.1,4,baseline,0.8,0.8,0.0,0.0530936260218168,0.0618297054446674,-0.008736079422850596,0.7596665483790769,0.753416480908283,0.00625006747079393
fisher_kpp,8,0.2,2,baseline,0.8,0.8,0.0,0.0219590349943389,0.0375317867741347,-0.015572751779795797,0.7828102424912086,0.7710607137033729,0.01174952878783564
fisher_kpp,8,0.2,3,baseline,0.8,0.8,0.0,0.0661028441940214,0.0897706777250353,-0.0236678335310139,0.7503966473373436,0.734099399398459,0.01629724793888454
fisher_kpp,8,0.2,4,baseline,0.8,0.8,0.0,0.0480130896960943,0.0286565268238557,0.0193565628722386,0.7633492442656286,0.7777134341140381,-0.014364189848409592
fisher_kpp,8,0.5,0,baseline,0.8,0.8,0.0,0.059665410699677,0.1106481074881499,-0.050982696788472906,0.7549552829810451,0.7203001514217551,0.03465513155929001
fisher_kpp,8,0.5,1,baseline,0.8,0.5714285714285714,0.22857142857142865,0.0292601875735041,0.5996472920412117,-0.5703871044677076,0.7772573054496664,0.3572216039570863,0.4200357014925801
fisher_kpp,32,0.05,0,baseline,0.8,0.8,0.0,0.0557365207991575,0.05900928632082,-0.003272765521662495,0.7577648250667947,0.7554230263450638,0.0023417987217309033
fisher_kpp,8,0.5,3,baseline,0.6666666666666666,0.5454545454545454,0.12121212121212122,0.6648421071616337,0.8622532879135059,-0.19741118075187214,0.4004383741850795,0.2929002993280684,0.10753807485701111
fisher_kpp,32,0.05,1,baseline,0.8,0.8,0.0,0.0591148586532526,0.0408890840258882,0.018225774627364397,0.7553477259466104,0.7685737244028039,-0.013225998456193544
fisher_kpp,8,0.5,2,baseline,0.8,0.8,0.0,0.0748660867338184,0.0241735896830023,0.05069249705081609,0.7442787616743493,0.7811175840294929,-0.036838822355143686
fisher_kpp,32,0.05,2,baseline,0.8,0.8,0.0,0.0497625759158294,0.0566417064898027,-0.006879130573973297,0.7620770813839189,0.7571156760957556,0.004961405288163356
fisher_kpp,8,0.5,4,baseline,0.8,0.8,0.0,0.1402974196262371,0.1769204021957439,-0.0366229825695068,0.701571349922217,0.6797401068988734,0.021831243023343605
fisher_kpp,32,0.05,3,baseline,0.8,0.8,0.0,0.0456297879309877,0.0562057966349816,-0.010576008703993896,0.7650891445843169,0.7574281475719596,0.007660997012357229
fisher_kpp,32,0.05,4,baseline,0.8,0.8,0.0,0.0298885419395108,0.027797197720007,0.002091344219503799,0.7767830861516536,0.7783636711353793,-0.001580584983725708
fisher_kpp,32,0.1,0,baseline,0.8,0.8,0.0,0.0522257871823086,0.0300267925136284,0.0221989946686802,0.7602930946429961,0.7766788260407461,-0.016385731397750014
fisher_kpp,32,0.1,2,baseline,0.8,0.8,0.0,0.1685145122695321,0.0519340673685442,0.1165804449009879,0.6846299225212106,0.7605039372868991,-0.07587401476568856
fisher_kpp,32,0.1,1,baseline,0.8,0.8,0.0,0.6866130801988295,0.0481379221591747,0.6384751580396548,0.4743233699490167,0.7632583299266493,-0.28893495997763263
fisher_kpp,32,0.1,3,baseline,0.8,0.8,0.0,0.0236909808794226,0.0441448915982419,-0.020453910718819298,0.7814858340480286,0.7661771909600243,0.015308643088004281
fisher_kpp,32,0.2,0,baseline,0.6666666666666666,0.8,-0.13333333333333341,0.1417218550814483,0.0453452085942767,0.09637664648717159,0.5839133793397586,0.7652974284693919,-0.18138404912963324
fisher_kpp,32,0.1,4,baseline,0.8,0.8,0.0,0.028336577723158,0.025653654450717,0.0026829232724410006,0.7779554061679703,0.7799903959084857,-0.002034989740515414
fisher_kpp,32,0.2,1,baseline,0.8,0.8,0.0,0.0283264945052548,0.0325318773362245,-0.0042053828309697,0.7779630343813067,0.7747944809838496,0.00316855339745703
fisher_kpp,32,0.2,2,baseline,0.8,0.8,0.0,0.0961151242662882,0.096181930247047,-6.680598075881061e-05,0.7298503435353104,0.7298058633567365,4.4480178573946816e-05
fisher_kpp,32,0.2,3,baseline,0.8,0.8,0.0,0.2119540177438077,0.1424982585569434,0.06945575918686431,0.6600910498974972,0.7002198856832018,-0.040128835785704586
fisher_kpp,32,0.2,4,baseline,0.8,0.8,0.0,0.0445962562285726,0.021349613375377,0.0232466428531956,0.765846129765325,0.7832773318003654,-0.01743120203504045
fisher_kpp,32,0.5,0,baseline,0.6666666666666666,0.8,-0.13333333333333341,1.2668565096280264,0.1063500013051907,1.1605065083228356,0.2940930155195669,0.7230984761207743,-0.42900546060120737
fisher_kpp,32,0.5,1,baseline,0.5,0.8,-0.30000000000000004,1.3069559450875252,0.0680317711125707,1.2389241739749546,0.2167358250012139,0.7490413877544472,-0.5323055627532333
fisher_kpp,32,0.5,2,baseline,0.8,0.8,0.0,0.1534202803189776,0.0950712503641316,0.05834902995484599,0.6935893304899758,0.7305460715309485,-0.036956741040972685
fisher_kpp,32,0.5,3,baseline,0.8,0.8,0.0,0.5853580841714497,0.2444051613319603,0.3409529228394894,0.5046178576230627,0.6428774364321287,-0.13825957880906603
fisher_kpp,32,0.5,4,baseline,0.5,0.8,-0.30000000000000004,1.3571523434414612,0.2020536248688248,1.1550987185726365,0.2121203584448835,0.6655277131145466,-0.4534073546696631
advection_diffusion,4,0.05,0,baseline,0.6666666666666666,0.6666666666666666,0.0,0.0319842199850432,0.2087513180033485,-0.1767670980183053,0.6460047099134216,0.551533352425118,0.0944713574883036
advection_diffusion,4,0.05,2,baseline,0.6666666666666666,0.6666666666666666,0.0,0.043202160155031,0.2228743906024147,-0.1796722304473837,0.6390579814056296,0.5451636503224604,0.09389433108316925
advection_diffusion,4,0.05,1,baseline,0.6666666666666666,0.6666666666666666,0.0,0.039576791496349,0.2257049909564266,-0.1861281994600776,0.6412866005858768,0.5439046684034972,0.09738193218237967
advection_diffusion,4,0.05,3,baseline,0.6666666666666666,0.6666666666666666,0.0,0.0392106183027107,0.2350271375881505,-0.1958165192854398,0.6415125624442705,0.5397992047110649,0.10171335773320556
advection_diffusion,4,0.05,4,baseline,0.6666666666666666,0.6666666666666666,0.0,0.0403324711629917,0.2387183254216362,-0.19838585425864452,0.6408207809964802,0.5381906870875959,0.10263009390888433
advection_diffusion,4,0.1,1,baseline,0.6666666666666666,0.5,0.16666666666666663,0.1062511832360999,0.5048762668683835,-0.3986250836322836,0.6026358902654247,0.3322532297226599,0.27038266054276483
advection_diffusion,4,0.1,0,baseline,0.6666666666666666,0.6666666666666666,0.0,0.0875753971994326,0.555673732664222,-0.46809833546478946,0.6129843212556761,0.4285388720454539,0.18444544921022227
advection_diffusion,4,0.1,2,baseline,0.6666666666666666,0.6666666666666666,0.0,0.1141878581902518,0.5545974008825079,-0.4404095426922561,0.5983431445299692,0.4288355726622313,0.16950757186773785
advection_diffusion,4,0.1,3,baseline,0.6666666666666666,0.5,0.16666666666666663,0.1205139633212026,0.5103742113007155,-0.3898602479795129,0.5949650682537387,0.3310437878632781,0.26392128039046064
advection_diffusion,4,0.1,4,baseline,0.6666666666666666,0.5,0.16666666666666663,0.123810271238793,0.5316420179800541,-0.40783174674126105,0.5932199444411465,0.3264470379700117,0.2667729064711348
advection_diffusion,4,0.2,0,baseline,0.4,0.5,-0.09999999999999998,0.7108937202333542,0.7159007105194891,-0.005006990286134938,0.2337959367490359,0.2913921516173421,-0.05759621486830621
advection_diffusion,4,0.2,1,baseline,0.6666666666666666,0.4,0.2666666666666666,0.3905051875036615,0.7447837181826363,-0.35427853067897486,0.4794420564971183,0.2292547757246607,0.2501872807724576
advection_diffusion,4,0.2,2,baseline,0.6666666666666666,0.5,0.16666666666666663,0.4795808020557829,0.814898870094013,-0.33531806803823005,0.4505780730193146,0.275497444094006,0.17508062892530857
advection_diffusion,4,0.2,3,baseline,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.4737985707362009,0.7098682425981676,-0.2360696718619667,0.4523458496323885,0.259929059661992,0.19241678997039652
advection_diffusion,4,0.5,0,baseline,0.4,0.4,0.0,0.808141574591923,0.997893105479698,-0.18975153088777497,0.2212216153982718,0.2002109116363156,0.021010703761956184
advection_diffusion,4,0.2,4,baseline,0.6666666666666666,0.4,0.2666666666666666,0.3179416778720083,0.7566643762053114,-0.4387226983333031,0.5058392779133356,0.227704281716048,0.2781349961972876
advection_diffusion,4,0.5,2,baseline,0.4,0.4,0.0,0.9100077836199516,0.9701079536965076,-0.06010017007655599,0.2094232303294063,0.2030345592227478,0.0063886711066585
advection_diffusion,4,0.5,1,baseline,0.4444444444444444,0.4,0.0444444444444444,0.9231377166734014,0.999423028373415,-0.07628531170001362,0.2311038053027393,0.2000577138122746,0.031046091490464695
advection_diffusion,4,0.5,3,baseline,0.5,0.4,0.09999999999999998,0.7891721254240811,0.9628602742566548,-0.17368814883257366,0.2794588585944389,0.2037842454942352,0.07567461310020371
advection_diffusion,16,0.05,0,baseline,0.6666666666666666,0.6666666666666666,0.0,0.0883138749357883,0.2323620947488204,-0.14404821981303212,0.6125683794171977,0.5409665466889797,0.07160183272821796
advection_diffusion,16,0.05,1,baseline,0.6666666666666666,0.6666666666666666,0.0,0.0915274336839159,0.2242605103287376,-0.1327330766448217,0.6107649208748331,0.5445464107044127,0.06621851017042046
advection_diffusion,4,0.5,4,baseline,0.6666666666666666,0.4,0.2666666666666666,0.7859880621151616,0.9173590377819542,-0.13137097566679257,0.3732761045878029,0.208620290784312,0.16465581380349092
advection_diffusion,16,0.05,2,baseline,0.6666666666666666,0.6666666666666666,0.0,0.0983353760821582,0.2495804623811606,-0.1512450862990024,0.6069791442434596,0.5335123961495748,0.07346674809388476
advection_diffusion,16,0.05,3,baseline,0.6666666666666666,0.6666666666666666,0.0,0.1199769115326191,0.2472525319317461,-0.127275620399127,0.5952503661476152,0.5345081686337669,0.06074219751384824
advection_diffusion,16,0.05,4,baseline,0.6666666666666666,0.6666666666666666,0.0,0.1248575355077877,0.252258163116135,-0.1274006276083473,0.5926676451215819,0.5323715878263671,0.06029605729521481
advection_diffusion,16,0.1,1,baseline,0.6666666666666666,0.6666666666666666,0.0,0.313250823089962,0.5648039346094912,-0.2515531115195292,0.5076461060942338,0.4260384652170743,0.08160764087715949
advection_diffusion,16,0.1,0,baseline,0.4,0.6666666666666666,-0.2666666666666666,0.6322835028599302,0.5637274588270433,0.06855604403288684,0.2450554694078317,0.4263317516766862,-0.18127628226885448
advection_diffusion,16,0.1,2,baseline,0.4444444444444444,0.6666666666666666,-0.2222222222222222,0.6689501397858234,0.5444093298250772,0.12454080996074623,0.2663018108506704,0.4316644906193195,-0.1653626797686491
advection_diffusion,16,0.1,3,baseline,0.6666666666666666,0.5,0.16666666666666663,0.2751489062447045,0.5422652879557944,-0.2671163817110899,0.5228147578701146,0.324198439726753,0.19861631814336156
advection_diffusion,16,0.1,4,baseline,0.4,0.5,-0.09999999999999998,0.68635708703342,0.5115281266068074,0.17482896042661267,0.2371976867032746,0.3307910658086381,-0.0935933791053635
