system,method,method_label,sparse_factor,obs_dt,noise,seed,upsample,pod_rank,rank_mode,support_f1,coef_error,practical_score,threshold,status
burgers,baseline,Baseline,32,0.16,0.01,7,1,0,system,0.6666666666666666,0.19982447625658892,0.5556368284356423,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.01,7,5,8,system,0.6666666666666666,0.153125533303289,0.5781388473437986,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.01,7,5,8,system,0.6666666666666666,0.16357249993206252,0.5729481117039044,0.1,ok
burgers,baseline,Baseline,32,0.16,0.03,0,1,0,system,0.6666666666666666,0.3170770659356979,0.506171342519766,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.03,0,5,8,system,0.6666666666666666,0.2759795468212552,0.5224744145213609,0.3,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.03,0,5,8,system,0.6666666666666666,0.25731292994906235,0.5302312978628759,0.1,ok
burgers,baseline,Baseline,32,0.16,0.03,1,1,0,system,0.6666666666666666,0.29523034243338286,0.514708963205867,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.03,1,5,8,system,0.6666666666666666,0.2074611658047329,0.552122656650705,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.03,1,5,8,system,0.6666666666666666,0.23094142743209614,0.5415908927993592,0.1,ok
burgers,baseline,Baseline,32,0.16,0.03,2,1,0,system,0.6666666666666666,0.3201165274611806,0.5050059239458091,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.03,2,5,8,system,0.6666666666666666,0.23143968508243354,0.5413717575798602,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.03,2,5,8,system,0.6666666666666666,0.5557400225209675,0.4285206120662629,0.1,ok
burgers,baseline,Baseline,32,0.16,0.03,3,1,0,system,0.6666666666666666,0.3212814098984155,0.5045606951496594,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.03,3,5,8,system,0.6666666666666666,0.22972320742024685,0.5421274174903322,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.03,3,5,8,system,0.6666666666666666,0.2556155514616817,0.5309480803185255,0.1,ok
burgers,baseline,Baseline,32,0.16,0.03,4,1,0,system,0.6666666666666666,0.30968123680700976,0.5090297149648364,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.03,4,5,8,system,0.6666666666666666,0.22522992319345472,0.544115560717827,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.03,4,5,8,system,0.6666666666666666,0.36941753410251543,0.4868249822020751,0.1,ok
burgers,baseline,Baseline,32,0.16,0.03,5,1,0,system,0.6666666666666666,0.30928312039101086,0.5091844966790452,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.03,5,5,8,system,0.6666666666666666,0.2230468992463168,0.5450867559351071,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.03,5,5,8,system,0.6666666666666666,0.34778437488191366,0.4946389638365386,0.1,ok
burgers,baseline,Baseline,32,0.16,0.03,6,1,0,system,0.6666666666666666,0.3292531160071181,0.5015347781686875,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.03,6,5,8,system,0.6666666666666666,0.2336884564118934,0.5403849433799724,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.03,6,5,8,system,0.6666666666666666,0.282472909606977,0.519829044085595,0.1,ok
burgers,baseline,Baseline,32,0.16,0.03,7,1,0,system,0.6666666666666666,0.3256179992252452,0.5029100895252618,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.03,7,5,8,system,0.6666666666666666,0.2125587739812261,0.5498015279521523,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.03,7,5,8,system,0.6666666666666666,0.2440990689557194,0.535863005850698,0.1,ok
burgers,baseline,Baseline,32,0.16,0.05,0,1,0,system,0.6666666666666666,0.44579371523427236,0.4611077359391079,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.05,0,5,8,system,0.6666666666666666,0.4656332929057271,0.4548659408145337,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,0,5,8,system,0.6666666666666666,0.4433929738431075,0.461874679139966,0.1,ok
burgers,baseline,Baseline,32,0.16,0.05,1,1,0,system,0.6666666666666666,0.46349215892279855,0.4555314236581669,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.05,1,5,8,system,0.6666666666666666,0.34073981784908186,0.49723791133180834,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,1,5,8,system,0.6666666666666666,0.43258135152641386,0.46536042505113867,0.1,ok
burgers,baseline,Baseline,32,0.16,0.05,2,1,0,system,0.6666666666666666,0.48931047006243,0.4476344456496843,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.05,2,5,8,system,0.4444444444444444,743.2033780429803,0.0005972083136913365,0.0,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,2,5,8,system,0.6666666666666666,0.4354127650820276,0.4644424815523843,0.1,ok
burgers,baseline,Baseline,32,0.16,0.05,3,1,0,system,0.6666666666666666,0.4594670755081463,0.4567877397539452,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.05,3,5,8,system,0.6666666666666666,0.32515558744715933,0.5030855795212424,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,3,5,8,system,0.6666666666666666,0.3487120229572462,0.4942987497100408,0.1,ok
burgers,baseline,Baseline,32,0.16,0.05,4,1,0,system,0.6666666666666666,0.4837548557175735,0.44931052060096094,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.05,4,5,8,system,0.6666666666666666,0.3820082414704348,0.48238979093014955,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,4,5,8,system,0.6666666666666666,0.390355427912192,0.4794936987211662,0.1,ok
burgers,baseline,Baseline,32,0.16,0.05,5,1,0,system,0.6666666666666666,0.5042591324610368,0.4431860523764741,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.05,5,5,8,system,0.6666666666666666,0.3431956300335476,0.4963287936322544,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,5,5,8,system,0.6666666666666666,0.39892121477941883,0.4765576929018024,0.1,ok
burgers,baseline,Baseline,32,0.16,0.05,6,1,0,system,0.6666666666666666,0.4873558763647136,0.44822269993384806,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.05,6,5,8,system,0.6666666666666666,0.32555908266475375,0.5029324421560112,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,6,5,8,system,0.6666666666666666,0.38419302602960564,0.4816283958451382,0.1,ok
burgers,baseline,Baseline,32,0.16,0.05,7,1,0,system,0.6666666666666666,0.5131880260089501,0.4405709371260406,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.05,7,5,8,system,0.6666666666666666,0.36758732507517955,0.4874764882966566,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,7,5,8,system,0.6666666666666666,0.44757788567981843,0.4605394108750034,0.1,ok
burgers,baseline,Baseline,32,0.16,0.1,0,1,0,system,0.6666666666666666,0.7176240576069607,0.38813305141724913,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.1,0,5,0,system,,,,,fail: RuntimeError: LinAlgError: SVD did not converge in Linear Least Squares
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.1,0,5,8,system,0.5,0.9996635605160654,0.2500420620111525,0.0001,ok
burgers,baseline,Baseline,32,0.16,0.1,1,1,0,system,0.6666666666666666,0.748195145794253,0.3813456800120456,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.1,1,5,8,system,0.6666666666666666,0.8149560034154525,0.3673183622149012,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.1,1,5,8,system,0.6666666666666666,0.7389274125974779,0.38337808803120227,0.1,ok
burgers,baseline,Baseline,32,0.16,0.1,2,1,0,system,0.6666666666666666,0.7101159934704909,0.38983710415674233,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.1,2,5,8,system,0.6666666666666666,0.6163306626368018,0.4124568580411013,0.3,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.1,2,5,8,system,0.6666666666666666,0.6960334899529096,0.39307399919631103,0.3,ok
burgers,baseline,Baseline,32,0.16,0.1,3,1,0,system,0.6666666666666666,0.7683980325513989,0.37698903436621517,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.1,3,5,8,system,0.6666666666666666,0.7312818332438265,0.3850711385433778,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.1,3,5,8,system,0.4,1.0444329338662879,0.19565327547504732,0.0,ok
burgers,baseline,Baseline,32,0.16,0.1,4,1,0,system,0.6666666666666666,0.7704116503340303,0.3765602573508167,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.1,4,5,8,system,0.6666666666666666,0.6213799301809367,0.4111723935008067,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.1,4,5,8,system,0.6666666666666666,0.7513359557908882,0.38066178248798965,0.1,ok
burgers,baseline,Baseline,32,0.16,0.1,5,1,0,system,0.6666666666666666,0.7279540028097585,0.3858127389864695,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.1,5,5,8,system,0.6666666666666666,0.568890199606491,0.4249288234663458,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.1,5,5,8,system,0.6666666666666666,0.8412476793520682,0.3620733235092334,0.1,ok
burgers,baseline,Baseline,32,0.16,0.1,6,1,0,system,0.5,0.7471726403570114,0.2861766424512186,0.03,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.1,6,5,8,system,0.6666666666666666,0.6552627889371536,0.4027557866474689,0.3,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.1,6,5,8,system,0.6666666666666666,0.7363846141362581,0.3839395150355506,0.1,ok
burgers,baseline,Baseline,32,0.16,0.1,7,1,0,system,0.6666666666666666,0.7366488350114992,0.3838811009033109,0.1,ok
burgers,pydmd_optdmd,PyDMD optimized DMD,32,0.16,0.1,7,5,8,system,0.6666666666666666,0.6140276442010831,0.4130453831208421,0.1,ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.1,7,5,8,system,0.6666666666666666,0.8215494755994536,0.36598877801398905,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.0,0,1,0,system,1.0,0.00012506429405715374,0.9998749513450647,0.003,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.0,0,5,5,system,1.0,5.842120859132608e-05,0.999941582204247,0.001,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.0,0,5,5,system,1.0,0.0001319943130435841,0.9998680231071557,0.003,ok
fisher_kpp,baseline,Baseline,4,0.02,0.0,1,1,0,system,1.0,0.00012506429405715374,0.9998749513450647,0.003,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.0,1,5,5,system,1.0,4.7762096661863e-05,0.9999522401844471,0.001,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.0,1,5,5,system,1.0,0.0001477773299948013,0.9998522445049178,0.003,ok
fisher_kpp,baseline,Baseline,4,0.02,0.0,2,1,0,system,1.0,0.00012506429405715374,0.9998749513450647,0.003,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.0,2,5,5,system,1.0,4.8186209351018186e-05,0.9999518161124478,0.001,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.0,2,5,5,system,1.0,0.00012557354420307832,0.999874442222532,0.003,ok
fisher_kpp,baseline,Baseline,4,0.02,0.0,3,1,0,system,1.0,0.00012506429405715374,0.9998749513450647,0.003,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.0,3,5,5,system,1.0,4.0468166777032146e-05,0.9999595334708293,0.001,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.0,3,5,5,system,1.0,0.00013936451426501493,0.9998606549054964,0.003,ok
fisher_kpp,baseline,Baseline,4,0.02,0.0,4,1,0,system,1.0,0.00012506429405715374,0.9998749513450647,0.003,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.0,4,5,5,system,1.0,3.6797677600207735e-05,0.9999632036764191,0.001,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.0,4,5,5,system,1.0,0.00014352064555580627,0.9998564999496641,0.003,ok
fisher_kpp,baseline,Baseline,4,0.02,0.0,5,1,0,system,1.0,0.00012506429405715374,0.9998749513450647,0.003,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.0,5,5,5,system,1.0,5.8922102532722766e-05,0.999941081369077,0.001,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.0,5,5,5,system,1.0,0.0001664334370637403,0.9998335942584158,0.003,ok
fisher_kpp,baseline,Baseline,4,0.02,0.0,6,1,0,system,1.0,0.00012506429405715374,0.9998749513450647,0.003,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.0,6,5,5,system,1.0,5.633329840636944e-05,0.9999436698748555,0.001,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.0,6,5,5,system,1.0,0.0001348647208659914,0.9998651534651741,0.003,ok
fisher_kpp,baseline,Baseline,4,0.02,0.0,7,1,0,system,1.0,0.00012506429405715374,0.9998749513450647,0.003,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.0,7,5,5,system,1.0,5.029744338526781e-05,0.9999497050863202,0.001,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.0,7,5,5,system,1.0,0.00013257411240048052,0.999867443461165,0.003,ok
fisher_kpp,baseline,Baseline,4,0.02,0.01,0,1,0,system,0.8,0.04165752877014047,0.7680067372474526,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.01,0,5,5,system,0.8571428571428571,0.021064146518052076,0.8394603415131304,0.01,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.01,0,5,5,system,0.8,0.04439365935994451,0.76599469254752,0.03,ok
fisher_kpp,baseline,Baseline,4,0.02,0.01,1,1,0,system,0.8,0.043239013835461707,0.7668424870910503,0.03,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.01,1,5,5,system,0.8571428571428571,0.020344478319739907,0.8400524287193317,0.01,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.01,1,5,5,system,0.8,0.04419983142195082,0.7661368790977405,0.03,ok
fisher_kpp,baseline,Baseline,4,0.02,0.01,2,1,0,system,0.8,0.04032963077386396,0.7689870367384506,0.03,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.01,2,5,5,system,0.8,0.04380058062927202,0.7664299243038427,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.01,2,5,5,system,0.8571428571428571,0.01989001664126148,0.8404267550001429,0.01,ok
fisher_kpp,baseline,Baseline,4,0.02,0.01,3,1,0,system,0.8,0.040059998478669624,0.7691863942178208,0.03,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.01,3,5,5,system,0.8571428571428571,0.016805977863394776,0.8429758241035951,0.01,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.01,3,5,5,system,0.8571428571428571,0.023294499188730288,0.8376306701759869,0.01,ok
fisher_kpp,baseline,Baseline,4,0.02,0.01,4,1,0,system,0.8,0.042236103977551766,0.7675803946408201,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.01,4,5,5,system,0.8571428571428571,0.02477722357246894,0.8364187234321788,0.01,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.01,4,5,5,system,0.8571428571428571,0.02954558589872231,0.8325448322860133,0.03,ok
fisher_kpp,baseline,Baseline,4,0.02,0.01,5,1,0,system,0.8,0.040478605001205814,0.7688769342826351,0.03,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.01,5,5,5,system,0.8571428571428571,0.023379291531572935,0.8375612680808412,0.01,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.01,5,5,5,system,0.8571428571428571,0.025208915998873135,0.8360665263115984,0.01,ok
fisher_kpp,baseline,Baseline,4,0.02,0.01,6,1,0,system,0.8,0.041235621141249616,0.7683179328067526,0.03,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.01,6,5,5,system,0.8571428571428571,0.021268503825174954,0.839292364282671,0.01,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.01,6,5,5,system,0.8,0.04132098209655555,0.7682549509271492,0.03,ok
fisher_kpp,baseline,Baseline,4,0.02,0.01,7,1,0,system,0.8,0.042824158061598984,0.767147551977545,0.03,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.01,7,5,5,system,0.8571428571428571,0.023084774194684167,0.8378023784173237,0.01,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.01,7,5,5,system,0.8571428571428571,0.027284931152408102,0.8343769397856486,0.01,ok
fisher_kpp,baseline,Baseline,4,0.02,0.03,0,1,0,system,0.8,0.03510794495698641,0.7728662540922182,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.03,0,5,5,system,0.8,0.04282427643599156,0.7671474648961185,0.1,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.03,0,5,5,system,0.8,0.0493205044988985,0.7623981391481899,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.03,1,1,0,system,0.8,0.04370895666538512,0.7664972068036793,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.03,1,5,5,system,0.8,0.043215011366146285,0.7668601307340823,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.03,1,5,5,system,0.8,0.04876318452647519,0.7628032827651233,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.03,2,1,0,system,0.8,0.0395901765075603,0.7695340126121152,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.03,2,5,5,system,0.8,0.04225306514340549,0.7675679033766397,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.03,2,5,5,system,0.8,0.040890077082999375,0.768572991148045,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.03,3,1,0,system,0.8,0.03660674613180495,0.7717487880387378,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.03,3,5,5,system,0.8571428571428571,0.02957197464811099,0.8325234934991437,0.01,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.03,3,5,5,system,0.8,0.04246899684583551,0.767408913282346,0.3,ok
fisher_kpp,baseline,Baseline,4,0.02,0.03,4,1,0,system,0.8,0.040707201010080886,0.7687080470122074,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.03,4,5,5,system,0.8,0.044036595842373336,0.7662566649347438,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.03,4,5,5,system,0.8,0.046642077082665226,0.7643491672242554,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.03,5,1,0,system,0.8,0.04157729333732345,0.7680658988222714,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.03,5,5,5,system,0.8,0.04400270266542134,0.7662815411852257,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.03,5,5,5,system,0.8,0.034993926481419683,0.7729513956856652,0.03,ok
fisher_kpp,baseline,Baseline,4,0.02,0.03,6,1,0,system,0.8,0.03945848872531446,0.7696315039776511,0.03,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.03,6,5,5,system,0.8,0.0392827795443873,0.7697616238293808,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.03,6,5,5,system,0.8,0.041975136831573126,0.7677726384457038,0.03,ok
fisher_kpp,baseline,Baseline,4,0.02,0.03,7,1,0,system,0.8,0.041650211581837564,0.7680121321965937,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.03,7,5,5,system,0.8,0.043346505413653987,0.766763482552544,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.03,7,5,5,system,0.8,0.0362217113338181,0.7720355511276106,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.05,0,1,0,system,0.8,0.0404471678160014,0.7689001659539109,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.05,0,5,5,system,0.8,0.04352507928752567,0.7666322696778939,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.05,0,5,5,system,0.8,0.03418545759561936,0.7735556462570286,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.05,1,1,0,system,0.8,0.044278497724040716,0.7660791654176209,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.05,1,5,5,system,0.8,0.05247129067296425,0.7601157457591734,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.05,1,5,5,system,0.8,0.061821825026854814,0.753422072464716,0.3,ok
fisher_kpp,baseline,Baseline,4,0.02,0.05,2,1,0,system,0.8,0.03823978177142257,0.7705349130766855,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.05,2,5,5,system,0.8,0.043738209117755056,0.7664757244790525,0.1,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.05,2,5,5,system,0.8,0.04854647214027903,0.7629609380755922,0.3,ok
fisher_kpp,baseline,Baseline,4,0.02,0.05,3,1,0,system,0.8,0.03454225842591175,0.7732888564815369,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.05,3,5,5,system,0.8,0.03473410247242751,0.7731454854812013,0.1,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.05,3,5,5,system,0.8,0.024503996935246044,0.7808656700151109,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.05,4,1,0,system,0.8,0.046522571844643514,0.7644364503193536,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.05,4,5,5,system,0.8,0.04876663926275719,0.7628007700191239,0.1,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.05,4,5,5,system,0.8,0.04743936479303369,0.7637673615198471,0.3,ok
fisher_kpp,baseline,Baseline,4,0.02,0.05,5,1,0,system,0.8,0.0497109989103256,0.7621145256460651,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.05,5,5,5,system,0.8,0.04787002547710641,0.7634534632630143,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.05,5,5,5,system,0.8,0.05821129787184745,0.7559926846451818,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.05,6,1,0,system,0.8,0.051820244964993704,0.7605862349860222,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.05,6,5,5,system,0.8,0.04472945178863562,0.7657484898414179,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.05,6,5,5,system,0.8,0.03715911985944514,0.7713377674473086,0.3,ok
fisher_kpp,baseline,Baseline,4,0.02,0.05,7,1,0,system,0.8,0.03653111071778527,0.7718051023533773,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.05,7,5,5,system,0.8,0.03792626553010867,0.7707676610259105,0.1,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.05,7,5,5,system,0.8,0.04293435883807611,0.767066491980639,0.1,ok
fisher_kpp,baseline,Baseline,4,0.02,0.1,0,1,0,system,0.8,0.030954573564867808,0.7759798739082503,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.1,0,5,5,system,0.8,0.05031329938576546,0.761677492294774,0.1,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.1,0,5,5,system,0.5454545454545454,2.929884421461525,0.13879658711481666,0.0,ok
fisher_kpp,baseline,Baseline,4,0.02,0.1,1,1,0,system,0.8,0.02994385236642104,0.7767413710581436,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.1,1,5,5,system,0.8,0.03669105408386275,0.7716860262742118,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.1,1,5,5,system,0.8,0.022131585159028893,0.7826780931297918,0.3,ok
fisher_kpp,baseline,Baseline,4,0.02,0.1,2,1,0,system,0.5714285714285714,0.6490667752214542,0.3465163327615002,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.1,2,5,5,system,0.8,0.029708361097546064,0.7769190095215849,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.1,2,5,5,system,0.5454545454545454,2.2249289741272027,0.16913691738037973,0.0,ok
fisher_kpp,baseline,Baseline,4,0.02,0.1,3,1,0,system,0.5454545454545454,0.6511724869320819,0.3303437707274381,0.0,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.1,3,5,5,system,0.8,0.0413670953683012,0.7682209314641955,0.1,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.1,3,5,5,system,0.5454545454545454,1.7458627710278631,0.19864595973613225,0.0,ok
fisher_kpp,baseline,Baseline,4,0.02,0.1,4,1,0,system,0.8,0.021974134616290126,0.7827986765050249,0.3,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.1,4,5,5,system,0.8,0.021254752640285982,0.7833500876561228,0.03,ok
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.02,0.1,4,5,5,system,0.8,0.025606204615301546,0.7800264822891502,0.3,ok
fisher_kpp,baseline,Baseline,4,0.02,0.1,5,1,0,system,0.8,0.0625093534365007,0.7529345482113075,0.1,ok
fisher_kpp,pydmd_optdmd,PyDMD optimized DMD,4,0.02,0.1,5,5,5,system,0.8,0.06364125986454346,0.7521332898480089,0.03,ok
