system,method,support_f1_mean,coef_error_median,practical_score_mean,method_label
burgers,baseline,0.7302083333333333,0.2976387412717845,0.5799631964165635,Baseline
burgers,pod_edmd_rbf,0.7773611111111112,0.21526926934248536,0.6631986933813845,POD-EDMD-RBF
burgers,pydmd_optdmd,0.7860237596086652,0.1794433342103737,0.6884194394719877,optDMD
fisher_kpp,baseline,0.8369805194805195,0.038533166894558296,0.8099015259563724,Baseline
fisher_kpp,pod_edmd_rbf,0.828116883116883,0.0386890152852971,0.7855562499922275,POD-EDMD-RBF
fisher_kpp,pydmd_optdmd,0.8460017969451931,0.0387653006677551,0.8215927149600234,optDMD
