setting,system,equation,method,method_label,seed,noise,sparse_factor,threshold,support_size,rss,bic,ebic,true_support_size,support_f1,coef_error,active_terms
PDE,fisher_kpp,u_t,baseline,Baseline,0,0.01,4,0.015,2,4.014636849493812,-14973.944979475413,-14970.612774965237,3,0.8,0.04342661741768997,1;2
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.0,8,2.2526452271985162,-38457.302500519676,-38457.302500519676,3,0.5454545454545454,0.015191274010507424,0;1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.001,7,2.2526830149221135,-38465.735820302616,-38463.656378760934,3,0.6,0.016579375759013273,1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.005,4,2.2537702887348625,-38488.874695782135,-38484.626200540086,3,0.8571428571428571,0.014977092820585361,1;2;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.015,3,2.258960912083544,-38485.8897067988,-38481.86435510807,3,1.0,0.013095416953025619,1;2;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.03,2,2.5408981268198687,-37906.34351186206,-37903.01130735189,3,0.8,0.04538472323589427,1;2
PDE,fisher_kpp,u_t,baseline,Baseline,1,0.01,4,0.0,8,3.8488139108221633,-15026.578607837308,-15026.578607837308,3,0.5454545454545454,0.12394972339911865,0;1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,baseline,Baseline,1,0.01,4,0.005,6,3.867244299918922,-15030.868769022069,-15027.536564511893,3,0.4444444444444444,0.1300351580090785,0;1;2;3;4;5
PDE,fisher_kpp,u_t,baseline,Baseline,1,0.01,4,0.015,5,3.9200665844700695,-15006.723492180536,-15002.6981404898,3,0.5,0.12553997740751158,1;2;3;4;5
PDE,fisher_kpp,u_t,baseline,Baseline,1,0.01,4,0.03,2,3.922423045435499,-15028.599128326608,-15025.266923816433,3,0.8,0.042590065209771925,1;2
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.0,8,2.1731171931867754,-38637.01525486388,-38637.01525486388,3,0.5454545454545454,0.03929287438372447,0;1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.002,7,2.173418419028256,-38644.83942292255,-38642.75998138087,3,0.6,0.03698526629880359,1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.003,6,2.1735408859139835,-38653.07488611107,-38649.742681600896,3,0.6666666666666666,0.037049249969385994,1;2;3;4;5;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.01,3,2.1746987538610223,-38675.96362262623,-38671.9382709355,3,1.0,0.007582996214825981,1;2;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.03,2,2.460545211405912,-38067.016790495174,-38063.684585985,3,0.8,0.04170335990222465,1;2
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.0,8,3.9154875250468,-14986.183423114353,-14986.183423114353,3,0.5454545454545454,0.04835105480613419,0;1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.001,5,3.915567414149299,-15009.424498827677,-15005.39914713694,3,0.75,0.04834207985587841,0;1;2;6;7
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.003,4,3.9157647693038453,-15017.06897598285,-15012.8204807408,3,0.8571428571428571,0.04961781454486317,0;1;2;6
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.005,3,3.9348332316378283,-15013.406342430357,-15009.38099073962,3,0.6666666666666666,0.058303750677878886,0;1;2
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.015,2,3.990346701956049,-14988.218738311885,-14984.88653380171,3,0.8,0.040551990411001854,1;2
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.0,8,2.96190570806058,-37088.664004233186,-37088.664004233186,3,0.5454545454545454,0.010964884241251357,0;1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.0003,7,2.9619206885872034,-37097.15590882628,-37095.0764672846,3,0.6,0.011941104462189446,1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.002,4,2.9620600747818435,-37122.47219696352,-37118.22370172147,3,0.8571428571428571,0.011572348189530738,1;2;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.013,3,2.9643465397955975,-37127.131293206985,-37123.10594151625,3,1.0,0.010781552896274884,1;2;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.03,2,3.216516865003789,-36727.436295032334,-36724.10409052216,3,0.8,0.043459277521304226,1;2
PDE,fisher_kpp,u_t,baseline,Baseline,3,0.01,4,0.0,8,4.018089563996062,-14925.344926662978,-14925.344926662978,3,0.5454545454545454,0.05528091648337962,0;1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,baseline,Baseline,3,0.01,4,0.003,6,4.018305260172809,-14940.744714307502,-14937.412509797326,3,0.6666666666666666,0.056726963928277155,0;1;2;3;4;6
PDE,fisher_kpp,u_t,baseline,Baseline,3,0.01,4,0.005,3,4.034217098405276,-14954.738630561367,-14950.713278870631,3,0.6666666666666666,0.06389869812043031,0;1;2
PDE,fisher_kpp,u_t,baseline,Baseline,3,0.01,4,0.02,2,4.098704137510053,-14925.202214109582,-14921.870009599406,3,0.8,0.04103896719863728,1;2
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.0,8,2.676541610661073,-37595.200824549815,-37595.200824549815,3,0.5454545454545454,0.019254024001212552,0;1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.002,4,2.6766290211672277,-37629.10630996267,-37624.85781472062,3,0.8571428571428571,0.018873386610996645,0;1;2;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.005,3,2.6830155277550674,-37625.70758307345,-37621.682231382714,3,1.0,0.006371795292457901,1;2;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.03,2,2.949652582699839,-37160.49459649766,-37157.162391987484,3,0.8,0.037892645147585065,1;2
PDE,fisher_kpp,u_t,baseline,Baseline,4,0.01,4,0.0,8,4.077361038576413,-14890.903607427621,-14890.903607427621,3,0.5454545454545454,0.06009200691843268,0;1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,baseline,Baseline,4,0.01,4,0.0003,7,4.07736237970216,-14898.665855116837,-14896.586413575156,3,0.6,0.06018264428663486,0;1;2;3;4;5;6
PDE,fisher_kpp,u_t,baseline,Baseline,4,0.01,4,0.005,3,4.096452055363491,-14918.73188258399,-14914.706530893254,3,0.6666666666666666,0.05868820750805202,0;1;2
PDE,fisher_kpp,u_t,baseline,Baseline,4,0.01,4,0.02,2,4.156666127592132,-14892.174297374338,-14888.842092864163,3,0.8,0.04352412605950885,1;2
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.0,8,2.3107087147655356,-38330.0570095093,-38330.0570095093,3,0.5454545454545454,0.03166555358615493,0;1;2;3;4;5;6;7
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.001,7,2.310719874278809,-38338.55005537688,-38336.4706138352,3,0.6,0.03152795812234091,0;1;2;3;4;5;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.003,6,2.31076538609158,-38346.968769810475,-38343.6365653003,3,0.6666666666666666,0.018812379499137152,0;1;2;4;5;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.005,5,2.3138174490747776,-38348.88631167096,-38344.86095998023,3,0.75,0.020518460343148203,1;2;4;5;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.015,3,2.3147666550975696,-38363.86994988819,-38359.84459819746,3,1.0,0.011721366569060662,1;2;6
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.03,2,2.60488956132851,-37781.9801735826,-37778.64796907242,3,0.8,0.043900144117372114,1;2
