setting,system,equation,method,method_label,seed,noise,sparse_factor,threshold,support_size,rss,bic,ebic,true_support_size,support_f1,coef_error,active_terms,delta_ebic_from_best
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.002,6,175.82761815473225,-16687.342434090406,-16684.01022958023,2,0.5,0.0283301052735998,0;2;3;4;5;6,26.607339708072686
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.001,7,175.78566396917134,-16680.018432052257,-16677.938990510578,2,0.4444444444444444,0.03264315004679673,0;2;3;4;5;6;7,32.678578777726216
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.0,8,175.78530159148679,-16671.511546244557,-16671.511546244557,2,0.4,0.032751890608938766,0;1;2;3;4;5;6;7,39.10602304374697
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.05,1,317.5561902193337,-13774.174865175173,-13772.095423633493,2,0.6666666666666666,0.15907492091891107,4,3408.8618032679424
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.007,2,160.28098445711322,-17184.28943141161,-17180.957226901435,2,1.0,0.017573014091567113,4;6,0.0
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.005,3,160.20832373522381,-17178.039419098834,-17174.014067408098,2,0.8,0.018550051743842683,2;4;6,6.943159493337589
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.002,5,160.18302440430375,-17161.79467111041,-17157.769319419673,2,0.5714285714285714,0.019817331577199813,2;3;4;5;6,23.187907481762522
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.001,6,160.17725449539407,-17153.457584795233,-17150.12538028506,2,0.5,0.020278923727949958,1;2;3;4;5;6,30.831846616376424
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.0003,7,160.16889794676285,-17145.201251569495,-17143.121810027817,2,0.4444444444444444,0.021611246306867983,1;2;3;4;5;6;7,37.83541687361867
PDE,burgers,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.0,8,160.16883621219216,-17136.685985549437,-17136.685985549437,2,0.4,0.021539395459096656,0;1;2;3;4;5;6;7,44.27124135199847
PDE,fisher_kpp,u_t,baseline,Baseline,0,0.01,4,0.015,2,4.014636865085793,-14973.944970340755,-14970.61276583058,3,0.8,0.043426617417347844,1;2,9.092530119827643
PDE,fisher_kpp,u_t,baseline,Baseline,0,0.01,4,0.013,5,3.9585765705599147,-14983.730647641143,-14979.705295950407,3,0.5,0.06012762176323992,0;1;2;4;5,0.0
PDE,fisher_kpp,u_t,baseline,Baseline,0,0.01,4,0.005,6,3.9581586352387728,-14976.215956950919,-14972.883752440743,3,0.4444444444444444,0.09706276765539852,0;1;2;3;4;5,6.82154350966448
PDE,fisher_kpp,u_t,baseline,Baseline,0,0.01,4,0.0,8,3.9376988357880727,-14972.878978329163,-14972.878978329163,3,0.5454545454545454,0.09158156737591712,0;1;2;3;4;5;6;7,6.826317621244016
PDE,fisher_kpp,u_t,baseline,Baseline,1,0.01,4,0.03,2,3.9224230590716895,-15028.59912014995,-15025.266915639773,3,0.8,0.042590065210268556,1;2,2.2696405928691092
PDE,fisher_kpp,u_t,baseline,Baseline,1,0.01,4,0.015,5,3.920066598080946,-15006.723484014148,-15002.698132323412,3,0.5,0.12553997740583686,1;2;3;4;5,24.838423909230187
PDE,fisher_kpp,u_t,baseline,Baseline,1,0.01,4,0.005,6,3.8672443135319687,-15030.868760742818,-15027.536556232642,3,0.4444444444444444,0.13003515798878584,0;1;2;3;4;5,0.0
PDE,fisher_kpp,u_t,baseline,Baseline,1,0.01,4,0.0,8,3.8488139248351567,-15026.578599274006,-15026.578599274006,3,0.5454545454545454,0.12394972296904339,0;1;2;3;4;5;6;7,0.9579569586367143
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.015,2,3.9903467003096122,-14988.21873928233,-14984.886534772155,3,0.8,0.04055199041084087,1;2,27.933946869590727
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.005,3,3.9348332299915345,-15013.40634341441,-15009.380991723674,3,0.6666666666666666,0.0583037506779725,0;1;2,3.4394899180715583
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.003,4,3.915764767803888,-15017.068976883795,-15012.820481641746,3,0.8571428571428571,0.049617814602034745,0;1;2;6,0.0
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.001,5,3.9155674126383526,-15009.424499735269,-15005.399148044533,3,0.75,0.04834207987447041,0;1;2;6;7,7.4213335972126515
PDE,fisher_kpp,u_t,baseline,Baseline,2,0.01,4,0.0,8,3.9154875235396105,-14986.183424019708,-14986.183424019708,3,0.5454545454545454,0.04835105480335402,0;1;2;3;4;5;6;7,26.6370576220379
PDE,fisher_kpp,u_t,baseline,Baseline,3,0.01,4,0.02,2,4.0987041078690805,-14925.202231118756,-14921.87002660858,3,0.8,0.04103896719890381,1;2,28.84326954362041
PDE,fisher_kpp,u_t,baseline,Baseline,3,0.01,4,0.005,3,4.034217068763442,-14954.738647842936,-14950.7132961522,3,0.6666666666666666,0.06389869812070863,0;1;2,0.0
PDE,fisher_kpp,u_t,baseline,Baseline,3,0.01,4,0.003,6,4.018305230280126,-14940.74473180433,-14937.412527294155,3,0.6666666666666666,0.056726963690947846,0;1;2;3;4;6,13.300768858045558
PDE,fisher_kpp,u_t,baseline,Baseline,3,0.01,4,0.0,8,4.018089534146313,-14925.344944135613,-14925.344944135613,3,0.5454545454545454,0.05528091640267536,0;1;2;3;4;5;6;7,25.36835201658687
PDE,fisher_kpp,u_t,baseline,Baseline,4,0.01,4,0.02,2,4.156666148201851,-14892.174285712574,-14888.842081202398,3,0.8,0.04352412605940331,1;2,25.864437858728706
PDE,fisher_kpp,u_t,baseline,Baseline,4,0.01,4,0.005,3,4.096452075971374,-14918.731870751863,-14914.706519061127,3,0.6666666666666666,0.0586882075093419,0;1;2,0.0
PDE,fisher_kpp,u_t,baseline,Baseline,4,0.01,4,0.0003,7,4.077362400213433,-14898.665843285044,-14896.586401743363,3,0.6,0.06018264450721855,0;1;2;3;4;5;6,18.120117317763288
PDE,fisher_kpp,u_t,baseline,Baseline,4,0.01,4,0.0,8,4.0773610590910625,-14890.903595593876,-14890.903595593876,3,0.5454545454545454,0.06009200725006464,0;1;2;3;4;5;6;7,23.802923467250366
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.03,2,2.4694624091445108,-38048.92917654103,-38045.59697203086,3,0.8,0.044867421069796756,1;2,594.8460056048934
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.015,3,2.189490724366639,-38642.06952333644,-38638.044171645706,3,1.0,0.012659202131913693,1;2;6,2.398805990043911
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.005,4,2.184618343857894,-38644.6914728778,-38640.44297763575,3,0.8571428571428571,0.014446199349888604,1;2;6;7,0.0
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.001,6,2.183619357053325,-38629.94401978565,-38626.61181527548,3,0.6666666666666666,0.01685200498290929,1;2;3;5;6;7,13.831162360271264
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,0,0.01,4,0.0,8,2.183519910906422,-38613.13734802518,-38613.13734802518,3,0.5454545454545454,0.01456948856656296,0;1;2;3;4;5;6;7,27.305629610571486
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.03,2,2.315502076861164,-38370.79885131437,-38367.4666468042,3,0.8,0.041494847476931586,1;2,644.4454603856939
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.007,3,2.0317457192577835,-39015.937458880624,-39011.91210718989,3,1.0,0.007502252285897277,1;2;6,0.0
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.005,6,2.0308165188197496,-38992.6731069223,-38989.34090241213,3,0.6666666666666666,0.035260627163010906,1;2;3;4;5;6,22.57120477776334
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.001,7,2.03061367239506,-38984.65535953029,-38982.57591798861,3,0.6,0.03519556896298689,1;2;3;4;5;6;7,29.33618920128356
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,1,0.01,4,0.0,8,2.0304535648735165,-38976.53241620541,-38976.53241620541,3,0.5454545454545454,0.036835710442433896,0;1;2;3;4;5;6;7,35.379690984482295
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.03,2,3.059374279876561,-36977.87951392747,-36974.5473094173,3,0.8,0.043159271964310235,1;2,420.2137074084094
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.01,3,2.8075875789916136,-37398.78636851644,-37394.76101682571,3,1.0,0.010500999299339448,1;2;6,0.0
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.005,4,2.8062555503797495,-37392.64193246513,-37388.39343722308,3,0.8571428571428571,0.01051188255450992,1;2;6;7,6.367579602629121
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.002,6,2.806163417183468,-37375.77170559501,-37372.43950108484,3,0.6666666666666666,0.012298657355968929,1;2;4;5;6;7,22.32151574087038
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.0003,7,2.806155906756027,-37367.2678944423,-37365.18845290062,3,0.6,0.015810338416251388,1;2;3;4;5;6;7,29.572563925088616
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,2,0.01,4,0.0,8,2.8061530036548294,-37358.75587399038,-37358.75587399038,3,0.5454545454545454,0.016155985841203115,0;1;2;3;4;5;6;7,36.00514283532539
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.03,2,2.749067456652093,-37512.62283321413,-37509.29062870396,3,0.8,0.03872417643716366,1;2,501.95777375523903
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.007,3,2.4819092544993984,-38015.27375414993,-38011.2484024592,3,1.0,0.00693119068435189,1;2;6,0.0
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.005,6,2.4816044578176246,-37990.33624899921,-37987.00404448903,3,0.6666666666666666,0.031005670129567703,1;2;3;4;5;6,24.244357970164856
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.003,7,2.4749851317924296,-37995.173661511195,-37993.09421996951,3,0.6,0.03439476764704097,0;1;2;3;4;5;6,18.1541824896849
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,3,0.01,4,0.0,8,2.474891790313238,-37986.84504165336,-37986.84504165336,3,0.5454545454545454,0.034012644072569195,0;1;2;3;4;5;6;7,24.40336080583802
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.03,2,2.4017601824505403,-38187.92218122297,-38184.5899767128,3,0.8,0.04322403881824221,1;2,633.0324974374162
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.013,3,2.1122491134516452,-38821.64782584095,-38817.622474150216,3,1.0,0.011044280290748642,1;2;6,0.0
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.005,5,2.111646402675833,-38806.04034686527,-38802.01499517454,3,0.75,0.016400760546885242,1;2;4;5;6,15.607478975674894
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.001,7,2.108063304529364,-38797.497300541974,-38795.41785900029,3,0.6,0.033238023254052694,0;1;2;3;4;5;6,22.204615149923484
PDE,fisher_kpp,u_t,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,4,0.0,8,2.1080591976275764,-38788.98984829567,-38788.98984829567,3,0.5454545454545454,0.03333051271234896,0;1;2;3;4;5;6;7,28.63262585454504
