system,method,method_label,sparse_factor,obs_dt,noise,seed,upsample,pod_rank,rank_mode,rank_cv_error,rank_cv_folds,rank_grid,spline_alpha,spline_cv_error,spline_cv_folds,support_f1,coef_error,practical_score,threshold,status,gp_kernel,gp_cv_error,gp_cv_folds,gp_cv_spatial_points
burgers,linear_interp,Linear interpolation,32,0.16,0.1,6,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.6666666666666666,0.6546792010657575,0.4028978343580285,0.3,ok,,,,
burgers,smoothing_spline_cv,Tuned smoothing spline,32,0.16,0.1,6,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.2081220366694797,4,0.6666666666666666,0.4639545540770806,0.4553875424684563,0.3,ok,,,,
burgers,baseline,Baseline,32,0.16,0.1,7,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.6666666666666666,0.7366488350114992,0.3838811009033109,0.1,ok,,,,
burgers,linear_interp,Linear interpolation,32,0.16,0.1,7,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.6666666666666666,0.6570711244580767,0.402316265624803,0.1,ok,,,,
burgers,smoothing_spline_cv,Tuned smoothing spline,32,0.16,0.1,7,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.2060890757450287,4,0.6666666666666666,0.4931269236396583,0.4464902856627851,0.3,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.0,0,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,0.0001250642940571,0.9998749513450648,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.0,0,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,1.3985639786701776e-05,0.9999860145558088,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.0,0,5,0,cv,,0,"1,2,3,4,6,8",0.0,1.0868803522645997e-12,4,1.0,2.28403050018102e-05,0.9999771602166658,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.0,1,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,0.0001250642940571,0.9998749513450648,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.0,1,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,1.506649827071835e-05,0.9999849337287252,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.0,1,5,0,cv,,0,"1,2,3,4,6,8",0.0,1.0868803522645997e-12,4,1.0,1.8825738671155235e-05,0.9999811746157308,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.0,2,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,0.0001250642940571,0.9998749513450648,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.0,2,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,9.337669607902814e-06,0.9999906624175832,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.0,2,5,0,cv,,0,"1,2,3,4,6,8",0.0,1.0868803522645997e-12,4,1.0,2.0446693336534944e-05,0.9999795537247222,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.0,3,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,0.0001250642940571,0.9998749513450648,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.0,3,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,1.2370876632595675e-05,0.999987629276404,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.0,3,5,0,cv,,0,"1,2,3,4,6,8",0.0,1.0868803522645997e-12,4,1.0,2.249726037651582e-05,0.9999775032457388,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.0,4,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,0.0001250642940571,0.9998749513450648,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.0,4,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,1.4484326100945964e-05,0.9999855158836916,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.0,4,5,0,cv,,0,"1,2,3,4,6,8",0.0,1.0868803522645997e-12,4,1.0,2.022707455726875e-05,0.999979773334569,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.0,5,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,0.0001250642940571,0.9998749513450648,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.0,5,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,1.1761774408710314e-05,0.999988238363929,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.0,5,5,0,cv,,0,"1,2,3,4,6,8",0.0,1.0868803522645997e-12,4,1.0,2.1470882912205297e-05,0.9999785295780766,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.0,6,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,0.0001250642940571,0.9998749513450648,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.0,6,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,1.4022796888204593e-05,0.999985977399748,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.0,6,5,0,cv,,0,"1,2,3,4,6,8",0.0,1.0868803522645997e-12,4,1.0,1.886161957086455e-05,0.9999811387361832,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.0,7,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,0.0001250642940571,0.9998749513450648,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.0,7,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,1.1942966067065373e-05,0.9999880571765656,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.0,7,5,0,cv,,0,"1,2,3,4,6,8",0.0,1.0868803522645997e-12,4,1.0,1.6704621509394966e-05,0.9999832956575304,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.01,0,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0416575287701404,0.7680067372474526,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.01,0,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0425960684311578,0.767315381501291,0.03,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.01,0,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0004646947659641,4,1.0,0.022448953891318,0.9780439367599918,0.01,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.01,1,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0432390138354617,0.7668424870910503,0.03,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.01,1,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0459571886316003,0.7648496599049336,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.01,1,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0004827408085483,4,1.0,0.0212199390561575,0.9792209902640858,0.01,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.01,2,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0403296307738639,0.7689870367384506,0.03,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.01,2,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0442601514023504,0.7660926244534657,0.03,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.01,2,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0004711996995769,4,1.0,0.020790058225227,0.9796333652961188,0.01,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.01,3,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0400599984786696,0.7691863942178208,0.03,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.01,3,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0400296706415165,0.769208824116085,0.03,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.01,3,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0004713329543925,4,1.0,0.0208770616503691,0.9795498768317716,0.01,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.01,4,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0422361039775517,0.7675803946408201,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.01,4,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0463544469722519,0.7645592775133636,0.03,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.01,4,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0004787904406817,4,0.8571428571428571,0.0217928088999329,0.8388617043269871,0.01,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.01,5,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0404786050012058,0.7688769342826351,0.03,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.01,5,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0395775256393776,0.7695433772560359,0.03,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.01,5,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0004699728009049,4,1.0,0.0222298620601526,0.9782535583382864,0.01,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.01,6,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0412356211412496,0.7683179328067526,0.03,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.01,6,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.041989833041024,0.7677618097915773,0.03,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.01,6,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0004907237840412,4,1.0,0.0210159507966761,0.9794166283295792,0.01,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.01,7,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0428241580615989,0.767147551977545,0.03,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.01,7,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0404034558416202,0.7689324708680931,0.03,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.01,7,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0004574548764105,4,1.0,0.0232481098218528,0.9772800852513664,0.01,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.03,0,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0351079449569864,0.7728662540922182,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.03,0,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0286820764610726,0.7776941178485417,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.03,0,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0041773788019596,4,0.8,0.044449355044753,0.7659538455703496,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.03,1,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0437089566653851,0.7664972068036793,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.03,1,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0385709474092066,0.7702892151909894,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.03,1,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0042704532994022,4,0.8,0.0463634866528623,0.7645526723787572,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.03,2,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0395901765075603,0.7695340126121152,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.03,2,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0432894932050589,0.7668053835588275,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.03,2,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0040870282287055,4,0.8,0.0466684191021304,0.7643299304724113,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.03,3,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0366067461318049,0.7717487880387378,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.03,3,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0370833100241296,0.7713941515280837,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.03,3,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0042693469621773,4,0.8,0.0448803236133498,0.7656379222775316,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.03,4,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0407072010100808,0.7687080470122074,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.03,4,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0345626123020653,0.7732736428778086,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.03,4,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0042748549716298,4,0.8,0.0486053489538127,0.7629180995482764,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.03,5,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0415772933373234,0.7680658988222714,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.03,5,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0506201014165993,0.7614550672705798,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.03,5,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0040574092018616,4,0.8,0.0426919685531798,0.7672448087521622,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.03,6,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0394584887253144,0.7696315039776511,0.03,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.03,6,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0411333427916032,0.7683934104491846,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.03,6,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0043472803766811,4,0.8,0.0455430467313894,0.7651526185373104,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.03,7,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0416502115818375,0.7680121321965937,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.03,7,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.031887318654434,0.7752784490492513,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.03,7,5,0,cv,,0,"1,2,3,4,6,8",0.01,0.0041004822816551,4,0.8,0.0481401212474159,0.7632567285449405,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.05,0,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0404471678160014,0.7689001659539109,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.05,0,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.034480742731587,0.7733348403253681,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.05,0,5,0,cv,,0,"1,2,3,4,6,8",0.03,0.0113530666357645,4,0.8,0.0509663316888899,0.7612042135682976,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.05,1,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0442784977240407,0.7660791654176209,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.05,1,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0497481963377817,0.7620875204081616,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.05,1,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0112947269585133,4,0.8,0.0508804199152292,0.7612664436782761,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.05,2,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0382397817714225,0.7705349130766855,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.05,2,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0527896565277578,0.7598858851240123,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.05,2,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0116278086732268,4,0.8,0.049809937846492,0.7620427004540128,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.05,3,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0345422584259117,0.7732888564815369,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.05,3,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0217636319431598,0.7829599478683575,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.05,3,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0115947827702257,4,0.8,0.0478731782481897,0.7634511662350417,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.05,4,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0465225718446435,0.7644364503193536,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.05,4,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0397071359786581,0.7694474456472534,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.05,4,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0117735813491777,4,0.8,0.052787121015478,0.7598877152185817,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.05,5,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0497109989103256,0.7621145256460651,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.05,5,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0806368904527424,0.7403041734627743,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.05,5,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0115377672459087,4,0.8,0.0452650489745737,0.7653561178428536,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.05,6,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0518202449649937,0.7605862349860222,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.05,6,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0216761057141245,0.7830270234624125,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.05,6,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.011308349264027,4,0.8,0.0548463323577344,0.7584043054042612,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.05,7,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0365311107177852,0.7718051023533773,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.05,7,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0407295636275567,0.7686915294416427,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.05,7,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.011348916520673,4,0.8,0.04773957272335,0.7635485199061348,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.1,0,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0309545735648678,0.7759798739082503,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.1,0,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0235002610856072,0.7816314566949454,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.1,0,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.045604532774052,4,0.8,0.052304046470436,0.760236552052901,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.1,1,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.029943852366421,0.7767413710581436,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.1,1,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0341736512757688,0.7735644773129837,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.1,1,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0438344876791105,4,0.8,0.0333345833567422,0.7741926118462377,0.1,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.1,2,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.5714285714285714,0.6490667752214542,0.3465163327615002,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.1,2,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0547846253454659,0.7584486735744578,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.1,2,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0445589381938556,4,0.8,0.0382302062731474,0.7705420196467762,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.1,3,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.5454545454545454,0.6511724869320819,0.3303437707274381,0.0,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.1,3,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0771552886473155,0.7426969986886801,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.1,3,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0446155690420104,4,0.8,0.0508117617502982,0.7613161834689304,0.1,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.1,4,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0219741346162901,0.7827986765050249,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.1,4,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0213859854875943,0.7832494388672192,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.1,4,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0446789043799599,4,0.8,0.0410416482605191,0.7684610902327715,0.03,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.1,5,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0625093534365007,0.7529345482113075,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.1,5,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0677610651155055,0.7492312897862217,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.1,5,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.0451102273418987,4,0.8,0.0597587635275527,0.7548887799116566,0.1,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.1,6,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0492638270806074,0.7624393211246592,0.3,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.1,6,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.5714285714285714,0.6282697953735249,0.3509421921675368,0.1,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.1,6,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.044792151983893,4,0.8,0.0583393830545787,0.7559011908741792,0.1,ok,,,,
fisher_kpp,baseline,Baseline,4,0.02,0.1,7,1,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0310237689680191,0.775927795341462,0.1,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,4,0.02,0.1,7,5,0,cv,,0,"1,2,3,4,6,8",,,0,0.8,0.0766508610664637,0.7430449637197796,0.3,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,4,0.02,0.1,7,5,0,cv,,0,"1,2,3,4,6,8",10.0,0.045148180230153,4,0.8,0.0444727460431191,0.7659366920110844,0.03,ok,,,,
fisher_kpp,baseline,Baseline,8,0.04,0.0,0,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,8.063935023356819e-05,0.999919367151947,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,8,0.04,0.0,0,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,6.906926706453669e-05,0.9999309355031696,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,8,0.04,0.0,0,5,0,cv,,0,"1,2,3,4,6,8",0.0,3.36320071673207e-11,4,1.0,1.6637844888148776e-05,0.999983362431925,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,8,0.04,0.0,1,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,8.063935023356819e-05,0.999919367151947,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,8,0.04,0.0,1,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,6.906926706453669e-05,0.9999309355031696,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,8,0.04,0.0,1,5,0,cv,,0,"1,2,3,4,6,8",0.0,3.36320071673207e-11,4,1.0,1.6637844888148776e-05,0.999983362431925,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,8,0.04,0.0,2,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,8.063935023356819e-05,0.999919367151947,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,8,0.04,0.0,2,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,6.906926706453669e-05,0.9999309355031696,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,8,0.04,0.0,2,5,0,cv,,0,"1,2,3,4,6,8",0.0,3.36320071673207e-11,4,1.0,1.6637844888148776e-05,0.999983362431925,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,8,0.04,0.0,3,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,8.063935023356819e-05,0.999919367151947,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,8,0.04,0.0,3,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,6.906926706453669e-05,0.9999309355031696,0.0001,ok,,,,
fisher_kpp,smoothing_spline_cv,Tuned smoothing spline,8,0.04,0.0,3,5,0,cv,,0,"1,2,3,4,6,8",0.0,3.36320071673207e-11,4,1.0,1.6637844888148776e-05,0.999983362431925,0.0001,ok,,,,
fisher_kpp,baseline,Baseline,8,0.04,0.0,4,1,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,8.063935023356819e-05,0.999919367151947,0.003,ok,,,,
fisher_kpp,linear_interp,Linear interpolation,8,0.04,0.0,4,5,0,cv,,0,"1,2,3,4,6,8",,,0,1.0,6.906926706453669e-05,0.9999309355031696,0.0001,ok,,,,
