system,method,method_label,sparse_factor,noise,seed,feature,coef,true_coef
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,16,0.0,0,u_x,-0.9998721438114244,-1.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,16,0.0,0,u_xx,0.0199854966852406,0.02
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,16,0.1,0,u_x,-0.7285099323754102,-1.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,16,0.1,0,u_xx,0.0,0.02
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.0,0,u_x,-0.990844085424686,-1.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.0,0,u_xx,0.0,0.02
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,1,0.0121043277590761,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u,-0.0049516120566714,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u^2,-0.0133535195284257,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u_x,-0.8699965847683702,-1.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u*u_x,0.3146348378016579,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u^2*u_x,0.5534194805578823,0.0
advection_diffusion,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0,u_xx,0.0011485851518628,0.02
