system,method,method_label,sparse_factor,noise,support_f1_mean,support_f1_std,coef_error_median,coef_error_mean,practical_score_mean,n_ok
burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.0,1.0,0.0,0.002387568781340248,0.0023834426401111095,0.9976222321727173,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,1.0,0.0,0.014999835600413673,0.01523654570949826,0.984995276344142,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.03,0.6666666666666666,0.0,0.1706750897772413,0.17177549812044002,0.5689487924536533,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.05,0.6666666666666666,0.0,0.21768144520061622,0.21735357617951515,0.5476482994428015,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,4,0.1,0.6666666666666666,0.0,0.42408539128953215,0.4791384076279913,0.4535768054554671,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,8,0.0,1.0,0.0,0.002181475021965839,0.0021814332280527464,0.9978233150648106,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,8,0.01,1.0,0.0,0.02699247998156582,0.02696640957168162,0.9737516102533283,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,8,0.03,0.6666666666666666,0.0,0.1953813503756149,0.20967305970502553,0.5515390595957536,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,8,0.05,0.6666666666666666,0.0,0.2686270493697255,0.27189186107116114,0.5242343684889219,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,8,0.1,0.6666666666666666,0.0,0.5701609771120791,0.5932320775388376,0.4189501804403744,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,16,0.0,1.0,0.0,0.0021416947396843324,0.0021416947216632773,0.997862882331966,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,16,0.01,1.0,0.0,0.042342071788242834,0.04281278531535084,0.9589509300677403,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,16,0.03,0.6666666666666666,0.0,0.22977704969839585,0.29380109935141735,0.5218984210460076,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,16,0.05,0.6666666666666666,0.0,0.3379364237515813,0.3879076958601187,0.4826078716730179,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,16,0.1,0.5513888888888889,0.12709444612701046,0.7162874784428295,0.7733462259896084,0.3179940261477139,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.0,1.0,0.0,0.0040179157031083835,0.004020803303274709,0.9959952989021313,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.01,0.725,0.12051476890327395,0.15687118177136122,0.13760054204742214,0.641572938447736,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.03,0.6666666666666666,0.0,0.26128384363477186,0.26253421081557576,0.5280706509172775,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.05,0.6458333333333333,0.05892556509887895,0.4219282737352449,0.46200980099016314,0.44738700373338275,8
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0.625,0.07715167498104594,0.7953360450681204,0.7846250747554722,0.3525439046487484,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.0,1.0,0.0,0.0005187765080232255,0.000522135401584523,0.999478137252478,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.01,0.8357142857142857,0.029574238257529424,0.030141923284798568,0.031747889972405165,0.8102421457559379,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.03,0.8,0.0,0.04145136887266875,0.04101816723196727,0.7684954678839164,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.05,0.8,0.0,0.04551976738902165,0.04550952491051878,0.7652655799800666,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,4,0.1,0.6155844155844156,0.11438686702504877,1.3290275069998385,1.33519962204384,0.3586929872894484,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,8,0.0,1.0,0.0,0.00048262573638249023,0.000483089761809921,0.999517143513967,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,8,0.01,0.8,0.0,0.041578603989280746,0.04111117908391045,0.7684115449257588,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,8,0.03,0.8,0.0,0.04321574992322257,0.04003423265565396,0.7692253049683468,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,8,0.05,0.8,0.0,0.040424431433561184,0.041268412798083916,0.7683804752020473,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,8,0.1,0.7428571428571429,0.10580801140257731,0.042847176148914395,0.19883369036557239,0.6633378437749455,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,16,0.0,1.0,0.0,0.00038722061924814915,0.00038722063952388927,0.9996129292422624,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,16,0.01,0.8,0.0,0.04151260267792281,0.04308780747918133,0.7669614752575589,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,16,0.03,0.8,0.0,0.037360989013027764,0.04163658888798316,0.7680584595823221,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,16,0.05,0.8,0.0,0.04086485134815067,0.050117429382189424,0.7621207914990846,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,16,0.1,0.7681818181818182,0.08999540851465151,0.037458072049627394,0.27491228423061254,0.6954215610346295,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,32,0.0,1.0,0.0,0.00042837531327462607,0.0004283761600298219,0.9995718072675288,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,32,0.01,0.8,0.0,0.03969670968736459,0.04176972539256326,0.7679714916458256,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,32,0.03,0.8,0.0,0.03216355049817059,0.0453719615344223,0.7657765378513125,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,32,0.05,0.8,0.0,0.0573942509133598,0.055360971074705306,0.758403408581564,8
fisher_kpp,pod_edmd_rbf,POD-EDMD-RBF,32,0.1,0.8,0.0,0.05718439039421276,0.05888097128742086,0.7561799073355482,8
