setting,system,method,strategy,seed,sparse_factor,noise,support_f1,coef_error,practical_score,threshold,status
ODE,vanderpol_mu2,edmd_poly3,global_rollout,1,64,0.1,0.6666666666666666,0.9027560592001902,0.3503689626650802,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,1,64,0.1,1.0,0.08514163779974376,0.9215386869013903,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,1,64,0.1,0.8571428571428571,0.3693523678850951,0.6259476211128014,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,1,64,0.1,1.0,0.3602451411825072,0.7351616041286986,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,1,64,0.1,1.0,0.2565900683246377,0.7958044753077357,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,1,64,0.1,0.5714285714285714,0.9147227399690357,0.29843932988324584,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,1,64,0.1,1.0,0.08489290420207697,0.9217499682473134,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,1,64,0.1,1.0,0.5497235206647756,0.6452763907016369,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,2,64,0.1,1.0,0.36560862626669766,0.7322742261330035,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,2,64,0.1,1.0,0.037533809655835595,0.9638240129559864,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,2,64,0.1,0.6666666666666666,0.9037738026343859,0.350181658001677,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,2,64,0.1,1.0,0.11330229145342284,0.8982286371606171,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,2,64,0.1,1.0,0.16607448928050633,0.8575781471876827,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,2,64,0.1,1.0,0.36560862626669766,0.7322742261330035,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,2,64,0.1,1.0,0.09056254414356846,0.9169579547455591,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,2,64,0.1,0.7272727272727273,1.0224149631324506,0.3596060850668742,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,2,64,0.1,1.0,0.11275798139435407,0.8986680093248477,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,2,64,0.1,1.0,0.05995011294022386,0.9434406278103725,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,3,64,0.1,1.0,0.43837773267182123,0.6952276702326836,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,3,64,0.1,1.0,0.12207299525035775,0.8912076168243218,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,3,64,0.1,0.8,1.0281237042587437,0.39445325663327374,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,3,64,0.1,1.0,0.20482694103358756,0.8299947203555456,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,3,64,0.1,1.0,0.13326058326570228,0.8824095841384626,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,3,64,0.1,1.0,0.43837773267182123,0.6952276702326836,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,3,64,0.1,1.0,0.17782492704580588,0.8490226153628601,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,3,64,0.1,0.6666666666666666,1.0022462968176624,0.33295937054609903,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,3,64,0.1,1.0,0.20565758685683186,0.8294228899658117,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,3,64,0.1,1.0,0.22498960961332173,0.8163334547104105,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,4,64,0.1,1.0,0.31450951667599086,0.7607400230381799,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,4,64,0.1,1.0,0.08012739028520122,0.92581672217011,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,4,64,0.1,0.6666666666666666,0.9000786107690564,0.3508626763588657,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,4,64,0.1,1.0,0.07624979999052289,0.9291523213373007,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,4,64,0.1,1.0,0.07925779234785994,0.9265626869596749,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,4,64,0.1,1.0,0.31450951667599086,0.7607400230381799,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,4,64,0.1,1.0,0.032161433528124145,0.9688406944074724,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,4,64,0.1,0.8,1.0374364476260467,0.3926502841019328,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,4,64,0.1,1.0,0.07913634604930897,0.9266669625770413,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,4,64,0.1,1.0,0.3923148342828674,0.7182283599779822,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,5,64,0.1,1.0,0.30250163674862895,0.7677533538431868,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,5,64,0.1,1.0,0.038688541741656805,0.9627525093549368,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,5,64,0.1,0.75,0.9844474215588651,0.3779389626815329,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,5,64,0.1,1.0,0.07922836362949566,0.9265879527451938,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,5,64,0.1,1.0,0.04008512491556395,0.9614597652102579,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,5,64,0.1,1.0,0.30250163674862895,0.7677533538431868,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,5,64,0.1,0.6666666666666666,0.4750160255089144,0.45197249056101024,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,5,64,0.1,0.6666666666666666,0.9050033737635835,0.34995563569505883,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,5,64,0.1,1.0,0.07928984403077273,0.9265351708169024,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,5,64,0.1,0.6666666666666666,0.5228237594706128,0.4377832053910319,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,6,64,0.1,1.0,0.26517735113401963,0.7904030206545094,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,6,64,0.1,1.0,0.06138346179625373,0.9421665552500977,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,6,64,0.1,0.7272727272727273,1.061016083594251,0.352870961591149,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,6,64,0.1,1.0,0.04847261071163809,0.9537683576886784,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,6,64,0.1,0.8571428571428571,0.32222549937172745,0.648257697004134,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,6,64,0.1,1.0,0.26517735113401963,0.7904030206545094,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,6,64,0.1,1.0,0.04460762887939459,0.9572972399912036,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,6,64,0.1,0.6666666666666666,0.905977098512528,0.34977685051250085,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,6,64,0.1,1.0,0.05007623580696043,0.952311809276897,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,6,64,0.1,0.8571428571428571,0.3345503808918662,0.6422708871957591,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,7,64,0.1,1.0,0.35944866788078095,0.7355923203476902,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,7,64,0.1,1.0,0.09539879899984509,0.9129095274826401,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,7,64,0.1,0.7272727272727273,1.0686152277757102,0.3515746754193293,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,7,64,0.1,1.0,0.1598054505609203,0.8622135716954658,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,7,64,0.1,1.0,0.0943775006343242,0.9137614757434057,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,7,64,0.1,1.0,0.35944866788078095,0.7355923203476902,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,7,64,0.1,1.0,0.1318569713073901,0.8835038572452453,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,7,64,0.1,0.5714285714285714,0.917223308047126,0.29805008578297837,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,7,64,0.1,1.0,0.15963338887984924,0.862341503434937,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,7,64,0.1,1.0,0.12039981846273888,0.8925385237674037,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,8,64,0.1,1.0,0.35418636096982525,0.7384507988131204,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,8,64,0.1,1.0,0.038414973171155796,0.9630061447844472,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,8,64,0.1,0.75,1.0020114428514395,0.37462323338760967,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,8,64,0.1,1.0,0.11434867549328066,0.897385191899059,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,8,64,0.1,1.0,0.113503958031619,0.8980659590718797,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,8,64,0.1,1.0,0.35418636096982525,0.7384507988131204,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,8,64,0.1,0.8571428571428571,0.35048761085246205,0.6346913886916791,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,8,64,0.1,0.6666666666666666,0.9019991405150932,0.35050839533298744,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,8,64,0.1,1.0,0.1144179251981849,0.8973294285643896,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,8,64,0.1,1.0,0.1625214879057595,0.8601991536530339,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,9,64,0.1,1.0,0.35469694455810885,0.7381724776283392,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,9,64,0.1,1.0,0.038092427187647264,0.9633053606885029,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,9,64,0.1,0.7272727272727273,1.0003119088106112,0.36357966178642853,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,9,64,0.1,1.0,0.1136785886956955,0.8979251376029127,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,9,64,0.1,1.0,0.0513878913729869,0.9511237557568973,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,9,64,0.1,1.0,0.35469694455810885,0.7381724776283392,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,9,64,0.1,0.8571428571428571,0.3353813676872752,0.6418712121371953,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,9,64,0.1,0.8,1.0178954496763768,0.3964526507695437,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,9,64,0.1,1.0,0.11377583951339776,0.8978467340761263,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,9,64,0.1,0.6666666666666666,0.5466529988324568,0.43103829182752856,1.0,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,10,64,0.1,1.0,0.3320752351329286,0.7507083486168177,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,10,64,0.1,1.0,0.06757643062349518,0.9367010841705932,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,10,64,0.1,0.8888888888888888,0.9802158587597928,0.44888484503179316,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,10,64,0.1,1.0,0.07056937345146694,0.9340823909206795,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,10,64,0.1,1.0,0.04284353736219917,0.9589166199652837,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,10,64,0.1,1.0,0.3320752351329286,0.7507083486168177,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,10,64,0.1,1.0,0.0334802958900577,0.9676043210275008,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,10,64,0.1,0.7272727272727273,0.958610136239095,0.37132082276936934,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,10,64,0.1,1.0,0.07559257669885708,0.9297200647006498,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,10,64,0.1,0.8888888888888888,0.45535069113595195,0.6107729870901976,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,11,64,0.1,1.0,0.2644704597773442,0.7908448886786064,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,11,64,0.1,1.0,0.03689941413024469,0.9644136995089383,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,11,64,0.1,0.75,0.9631661698571349,0.3820359231509066,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,11,64,0.1,1.0,0.048774575119393246,0.9534937475826578,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,11,64,0.1,1.0,0.07274610447126462,0.9321870252727512,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,11,64,0.1,1.0,0.2644704597773442,0.7908448886786064,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,11,64,0.1,1.0,0.0742241746081847,0.9309043900122083,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,11,64,0.1,0.6666666666666666,0.9022673716472404,0.3504589715426683,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,11,64,0.1,1.0,0.04891181308646557,0.9533689939647637,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,11,64,0.1,1.0,0.05828465571461304,0.9449253512276846,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,12,64,0.1,1.0,0.30057140779750957,0.7688928066575591,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,12,64,0.1,1.0,0.0855495157952724,0.9211924333708547,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,12,64,0.1,0.6666666666666666,0.9029133962856696,0.35033999338485144,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,12,64,0.1,1.0,0.0658007817245538,0.9382616499698164,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,12,64,0.1,0.8571428571428571,0.594591434994923,0.5375313314319828,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,12,64,0.1,1.0,0.30057140779750957,0.7688928066575591,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,12,64,0.1,1.0,0.07236123177531331,0.9325215891518962,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,12,64,0.1,0.5714285714285714,0.9060654986486384,0.2997948243823219,0.03,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,12,64,0.1,1.0,0.06601074284241619,0.9380768502703783,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,12,64,0.1,1.0,0.14290552520707708,0.8749629588314531,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,13,64,0.1,1.0,0.39362108638488513,0.7175551588373598,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,13,64,0.1,0.8,0.15518727237509125,0.6925284056802166,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,13,64,0.1,0.6666666666666666,0.9085114576399556,0.349312373262385,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,13,64,0.1,1.0,0.1579732432559685,0.8635778122024805,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,13,64,0.1,1.0,0.0585546691099392,0.9446843221057505,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,13,64,0.1,1.0,0.39362108638488513,0.7175551588373598,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,13,64,0.1,1.0,0.21733485298511565,0.8214666634639,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,13,64,0.1,0.75,0.8070404801597183,0.4150432755849,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,13,64,0.1,1.0,0.1588012642670197,0.8629607429989586,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,13,64,0.1,1.0,0.3352301653680484,0.7489345477184871,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,14,64,0.1,1.0,0.3266269780252675,0.7537913946907189,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,14,64,0.1,1.0,0.022708199311776808,0.9777960132449725,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,14,64,0.1,0.6666666666666666,0.902585553936803,0.35040036191129986,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,14,64,0.1,1.0,0.08064845958143824,0.9253703099593781,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,14,64,0.1,1.0,0.0712708135729184,0.9334707781917302,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,14,64,0.1,1.0,0.3266269780252675,0.7537913946907189,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,14,64,0.1,1.0,0.08229508553841677,0.9239624325768079,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,14,64,0.1,0.6666666666666666,0.9979303671386557,0.33367862946166443,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,14,64,0.1,1.0,0.0798376962012488,0.926065096187965,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,14,64,0.1,0.8,0.48985891023354455,0.5369635973614408,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,15,64,0.1,1.0,0.33098116560780966,0.7513254325754017,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,15,64,0.1,0.8888888888888888,0.16355569286102334,0.7639418502635086,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,15,64,0.1,0.8571428571428571,0.9429291989369997,0.4411601089796841,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,15,64,0.1,0.8888888888888888,0.12186415399787627,0.7923320178483674,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,15,64,0.1,0.75,0.3551692035705293,0.5534364255208419,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,15,64,0.1,1.0,0.33098116560780966,0.7513254325754017,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,15,64,0.1,0.8,0.3436402663980829,0.5953974586848103,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,15,64,0.1,0.8,1.0043165359874093,0.39913855203808263,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,15,64,0.1,0.8888888888888888,0.12193153201452223,0.7922844340534884,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,15,64,0.1,0.5,0.9495442708585793,0.2564701953548354,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,16,64,0.1,1.0,0.33835536229169205,0.7471857087998515,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,16,64,0.1,1.0,0.05934740365435029,0.9439773926385018,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,16,64,0.1,0.75,0.833426962211852,0.4090700177634552,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,16,64,0.1,1.0,0.11012507302325289,0.9007994002663643,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,16,64,0.1,0.8571428571428571,0.32794474241847776,0.6454657560387734,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,16,64,0.1,1.0,0.33835536229169205,0.7471857087998515,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,16,64,0.1,1.0,0.23703480036657743,0.8083846951627104,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,16,64,0.1,0.8,1.040792492839307,0.3920045780288905,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,16,64,0.1,1.0,0.11109336128911068,0.9000143775855,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,16,64,0.1,1.0,0.05887828178142728,0.9443956092079138,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,17,64,0.1,1.0,0.38935976786108484,0.7197559790719268,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,17,64,0.1,1.0,0.09419662475703576,0.9139125248371589,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,17,64,0.1,0.7272727272727273,1.0226095672809286,0.3595714857862696,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,17,64,0.1,1.0,0.13290259052894296,0.8826884220761718,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,17,64,0.1,1.0,0.32985738258272546,0.75196033281245,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,17,64,0.1,1.0,0.38935976786108484,0.7197559790719268,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,17,64,0.1,0.8,0.6282028877280006,0.491339258780165,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,17,64,0.1,0.6666666666666666,0.902968829079039,0.3503297881076206,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,17,64,0.1,1.0,0.12995978121265647,0.8849872505433906,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,17,64,0.1,1.0,0.13262314129816977,0.8829062055485092,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,18,64,0.1,0.8888888888888888,0.31491477363691067,0.6760049447389805,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,18,64,0.1,0.8888888888888888,0.17103189219637444,0.7590646290782898,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,18,64,0.1,0.8888888888888888,1.0049257901960085,0.44335251371173595,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,18,64,0.1,0.8888888888888888,0.16900670259689676,0.7603796341922262,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,18,64,0.1,0.8888888888888888,0.1852303607853142,0.749971413405176,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,18,64,0.1,0.8888888888888888,0.31491477363691067,0.6760049447389805,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,18,64,0.1,1.0,0.08175489592353602,0.924423826292241,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,18,64,0.1,0.6666666666666666,0.903331734099341,0.35026299132354566,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,18,64,0.1,0.8888888888888888,0.16895999245385332,0.7604100179878305,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,18,64,0.1,0.7272727272727273,0.617509923939002,0.44962489349162943,0.1,ok
ODE,vanderpol_mu2,edmd_poly3,baseline,19,64,0.1,1.0,0.3791353399811241,0.7250919985950667,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,local_reset,19,64,0.1,1.0,0.07958081605734292,0.9262854481353474,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,global_rollout,19,64,0.1,0.75,0.8205881514228726,0.4119547847292321,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,residual_corrected,19,64,0.1,1.0,0.13942301998960396,0.8776371746545228,0.3,ok
ODE,vanderpol_mu2,edmd_poly3,two_sided,19,64,0.1,0.75,0.3442374296397413,0.557937149690142,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,baseline,19,64,0.1,1.0,0.3791353399811241,0.7250919985950667,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,local_reset,19,64,0.1,1.0,0.14855645317996277,0.8706581180501312,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,global_rollout,19,64,0.1,0.8,1.0777104239581543,0.3850392195058421,0.1,ok
ODE,vanderpol_mu2,edmd_rbf,residual_corrected,19,64,0.1,1.0,0.13974666914009448,0.8773879556537513,0.3,ok
ODE,vanderpol_mu2,edmd_rbf,two_sided,19,64,0.1,0.8888888888888888,0.7994206609842727,0.4939861524112276,0.3,ok
PDE,burgers,pod_edmd_rbf,baseline,0,32,0.1,0.6666666666666666,0.7810405509431955,0.37431301960733926,0.1,ok
PDE,burgers,pod_edmd_rbf,local_reset,0,32,0.1,0.6666666666666666,0.7223460803449558,0.38706893711694973,0.1,ok
PDE,burgers,pod_edmd_rbf,global_rollout,0,32,0.1,0.6666666666666666,0.7191375233178806,0.38779135329442477,0.1,ok
PDE,burgers,pod_edmd_rbf,residual_corrected,0,32,0.1,0.6666666666666666,0.7587152001246643,0.3790645959160476,0.1,ok
PDE,burgers,pod_edmd_rbf,two_sided,0,32,0.1,0.6666666666666666,0.7322395003978788,0.3848582522875963,0.1,ok
PDE,burgers,pod_edmd_rbf,baseline,1,32,0.1,0.6666666666666666,0.7746496659147195,0.375660999165738,0.1,ok
PDE,burgers,pod_edmd_rbf,local_reset,1,32,0.1,0.6666666666666666,0.715296397584055,0.38865974860417546,0.1,ok
PDE,burgers,pod_edmd_rbf,global_rollout,1,32,0.1,0.6666666666666666,0.7062948020722929,0.39071013160035467,0.1,ok
PDE,burgers,pod_edmd_rbf,residual_corrected,1,32,0.1,0.6666666666666666,0.7479878902555096,0.3813908954307559,0.1,ok
PDE,burgers,pod_edmd_rbf,two_sided,1,32,0.1,0.6666666666666666,0.7100657405774381,0.3898485601153282,0.1,ok
PDE,burgers,pod_edmd_rbf,baseline,2,32,0.1,0.6666666666666666,0.7676371560706361,0.37715130867051433,0.1,ok
PDE,burgers,pod_edmd_rbf,local_reset,2,32,0.1,0.6666666666666666,0.7002786120771738,0.39209260290125164,0.1,ok
PDE,burgers,pod_edmd_rbf,global_rollout,2,32,0.1,0.6666666666666666,0.6808732940149416,0.3966192270651547,0.1,ok
PDE,burgers,pod_edmd_rbf,residual_corrected,2,32,0.1,0.6666666666666666,0.758653435466376,0.37907790882623427,0.1,ok
PDE,burgers,pod_edmd_rbf,two_sided,2,32,0.1,0.6666666666666666,0.681567729510367,0.39645543558378366,0.1,ok
PDE,burgers,pod_edmd_rbf,baseline,3,32,0.1,0.6666666666666666,0.7244052391540642,0.3866067276585817,0.1,ok
PDE,burgers,pod_edmd_rbf,local_reset,3,32,0.1,0.6666666666666666,0.6503002972804353,0.40396688273357323,0.1,ok
PDE,burgers,pod_edmd_rbf,global_rollout,3,32,0.1,0.6666666666666666,0.6387102131598582,0.40682401397936024,0.1,ok
PDE,burgers,pod_edmd_rbf,residual_corrected,3,32,0.1,0.6666666666666666,0.6803620526905726,0.3967398963807884,0.1,ok
PDE,burgers,pod_edmd_rbf,two_sided,3,32,0.1,0.6666666666666666,0.6383160908052145,0.40692188180792827,0.1,ok
PDE,burgers,pod_edmd_rbf,baseline,4,32,0.1,0.6666666666666666,0.752989746853759,0.380302661703065,0.1,ok
PDE,burgers,pod_edmd_rbf,local_reset,4,32,0.1,0.6666666666666666,0.7657881382182856,0.3775462368545222,0.1,ok
PDE,burgers,pod_edmd_rbf,global_rollout,4,32,0.1,0.6666666666666666,0.7992754071243962,0.37051952359652046,0.1,ok
PDE,burgers,pod_edmd_rbf,residual_corrected,4,32,0.1,0.6666666666666666,0.7472952220223419,0.38154208760157776,0.1,ok
