setting,system,method,strategy,seed,sparse_factor,noise,support_f1_archived,coef_error_archived,practical_score_archived,threshold_archived,status_archived,support_f1_reexecuted,coef_error_reexecuted,practical_score_reexecuted,threshold_reexecuted,status_reexecuted,coefficient_error_drift
ODE,lorenz63,edmd_poly3,baseline,18,64,0.1,0.4,1.050400811033833,0.1950838089057895,0.3,ok,0.4,1.050400811034116,0.1950838089057625,0.3,ok,2.831068712794149e-13
ODE,lorenz63,edmd_rbf,baseline,18,64,0.1,0.4,1.050400811033833,0.1950838089057895,0.3,ok,0.4,1.050400811034116,0.1950838089057625,0.3,ok,2.831068712794149e-13
ODE,lorenz63,edmd_poly3,baseline,19,64,0.1,0.6153846153846154,1.029361404872535,0.303240523795843,0.3,ok,0.6153846153846154,1.0293614048727822,0.3032405237958061,0.3,ok,2.4713564528155985e-13
ODE,lorenz63,edmd_rbf,baseline,19,64,0.1,0.6153846153846154,1.029361404872535,0.303240523795843,0.3,ok,0.6153846153846154,1.0293614048727822,0.3032405237958061,0.3,ok,2.4713564528155985e-13
ODE,vanderpol_mu2,edmd_poly3,baseline,0,64,0.1,1.0,0.3528211199851627,0.7391960291180016,0.3,ok,1.0,0.352821119985164,0.739196029118001,0.3,ok,1.3322676295501878e-15
ODE,vanderpol_mu2,edmd_rbf,baseline,0,64,0.1,1.0,0.3528211199851627,0.7391960291180016,0.3,ok,1.0,0.352821119985164,0.739196029118001,0.3,ok,1.3322676295501878e-15
ODE,vanderpol_mu2,edmd_poly3,baseline,1,64,0.1,1.0,0.3602451411825072,0.7351616041286986,0.3,ok,1.0,0.3602451411825104,0.7351616041286968,0.3,ok,3.164135620181696e-15
ODE,vanderpol_mu2,edmd_rbf,baseline,1,64,0.1,1.0,0.3602451411825072,0.7351616041286986,0.3,ok,1.0,0.3602451411825104,0.7351616041286968,0.3,ok,3.164135620181696e-15
ODE,vanderpol_mu2,edmd_poly3,baseline,2,64,0.1,1.0,0.3656086262666976,0.7322742261330035,0.3,ok,1.0,0.3656086262667006,0.7322742261330019,0.3,ok,2.9976021664879227e-15
ODE,vanderpol_mu2,edmd_rbf,baseline,2,64,0.1,1.0,0.3656086262666976,0.7322742261330035,0.3,ok,1.0,0.3656086262667006,0.7322742261330019,0.3,ok,2.9976021664879227e-15
ODE,vanderpol_mu2,edmd_poly3,baseline,3,64,0.1,1.0,0.4383777326718212,0.6952276702326836,0.3,ok,1.0,0.4383777326718222,0.6952276702326831,0.3,ok,9.992007221626409e-16
ODE,vanderpol_mu2,edmd_rbf,baseline,3,64,0.1,1.0,0.4383777326718212,0.6952276702326836,0.3,ok,1.0,0.4383777326718222,0.6952276702326831,0.3,ok,9.992007221626409e-16
ODE,vanderpol_mu2,edmd_poly3,baseline,4,64,0.1,1.0,0.3145095166759908,0.7607400230381799,0.3,ok,1.0,0.3145095166759939,0.7607400230381781,0.3,ok,3.1086244689504383e-15
ODE,vanderpol_mu2,edmd_rbf,baseline,4,64,0.1,1.0,0.3145095166759908,0.7607400230381799,0.3,ok,1.0,0.3145095166759939,0.7607400230381781,0.3,ok,3.1086244689504383e-15
ODE,vanderpol_mu2,edmd_poly3,baseline,5,64,0.1,1.0,0.3025016367486289,0.7677533538431868,0.3,ok,1.0,0.3025016367486312,0.7677533538431854,0.3,ok,2.275957200481571e-15
ODE,vanderpol_mu2,edmd_rbf,baseline,5,64,0.1,1.0,0.3025016367486289,0.7677533538431868,0.3,ok,1.0,0.3025016367486312,0.7677533538431854,0.3,ok,2.275957200481571e-15
ODE,vanderpol_mu2,edmd_poly3,baseline,6,64,0.1,1.0,0.2651773511340196,0.7904030206545094,0.3,ok,1.0,0.2651773511340226,0.7904030206545074,0.3,ok,2.9976021664879227e-15
ODE,vanderpol_mu2,edmd_rbf,baseline,6,64,0.1,1.0,0.2651773511340196,0.7904030206545094,0.3,ok,1.0,0.2651773511340226,0.7904030206545074,0.3,ok,2.9976021664879227e-15
ODE,vanderpol_mu2,edmd_poly3,baseline,7,64,0.1,1.0,0.3594486678807809,0.7355923203476902,0.3,ok,1.0,0.3594486678807833,0.7355923203476888,0.3,ok,2.3869795029440866e-15
ODE,vanderpol_mu2,edmd_rbf,baseline,7,64,0.1,1.0,0.3594486678807809,0.7355923203476902,0.3,ok,1.0,0.3594486678807833,0.7355923203476888,0.3,ok,2.3869795029440866e-15
ODE,vanderpol_mu2,edmd_poly3,baseline,8,64,0.1,1.0,0.3541863609698252,0.7384507988131204,0.3,ok,1.0,0.3541863609698277,0.738450798813119,0.3,ok,2.4980018054066022e-15
ODE,vanderpol_mu2,edmd_rbf,baseline,8,64,0.1,1.0,0.3541863609698252,0.7384507988131204,0.3,ok,1.0,0.3541863609698277,0.738450798813119,0.3,ok,2.4980018054066022e-15
ODE,vanderpol_mu2,edmd_poly3,baseline,9,64,0.1,1.0,0.3546969445581088,0.7381724776283392,0.3,ok,1.0,0.3546969445581114,0.7381724776283377,0.3,ok,2.609024107869118e-15
